case,profile,method,phase,population,operations,universe,trace_digest,columns,secondary_references,stable_ids,payload_bytes,key_bytes,routing_bytes,reference_bytes,summary_entries,pages,nodes,payload_moved,key_moved,relabelled,references_repaired,summary_adjustments,splits,page_relabels,largest_move,correct,ns_per_operation,spread_percent
d05,keys,blocked,scan256_after,3277,256,65536,5532782773955584576,0,0,0,0,73728,22336,0,0,18,0,0,0,0,0,0,0,0,0,1,179.52540093716974,43.54061013950836
d05,keys,blocked,churn,3277,512,65536,5532782773955584576,0,0,0,0,73728,22336,0,0,18,0,0,397528,0,0,0,0,0,0,1,298.3258251245472,30.390052010081632
d05,keys,indirect,points,3277,2048,65536,5532782773955584576,0,0,0,0,126160,22336,0,0,18,0,0,0,0,0,0,0,0,0,1,31.061849801651555,9.045871037064646
d05,keys,indirect,scan256_after,3277,256,65536,5532782773955584576,0,0,0,0,126160,22340,0,0,18,0,0,0,0,0,0,0,0,0,1,133.4773951903292,20.92294231957862
d05,keys,indirect,churn,3277,512,65536,5532782773955584576,0,0,0,0,126160,22340,0,0,18,0,0,1987640,0,0,0,0,0,0,1,227.83538483001382,11.235285840199017
d05,deps,natural,points,3277,2048,65536,5532782773955584576,16,4,0,536064,67008,161856,121248,257,256,257,0,0,0,0,0,0,0,0,1,29.161183229093012,1.6928997902044025
d05,deps,natural,scan256_after,3277,256,65536,5532782773955584576,16,4,0,555776,69472,161856,121248,257,256,257,0,0,0,0,0,0,0,0,1,370.64319121356516,5.179153438525891
d05,deps,natural,churn,3277,512,65536,5532782773955584576,16,4,0,555776,69472,161856,121248,257,256,257,876288,109536,0,0,2048,0,0,0,1,391.1493765024037,2.3818530720444073
d05,deps,gapped,points,3277,2048,65536,5532782773955584576,16,4,0,589824,73728,10816,121248,19,18,0,0,0,0,0,0,0,0,0,1,56.281212645150255,8.254112277748183
d05,deps,gapped,scan256_after,3277,256,65536,5532782773955584576,16,4,0,589824,73728,10816,121248,19,18,0,0,0,0,0,0,0,0,0,1,320.87338491586536,72.52051490980911
d05,deps,gapped,churn,3277,512,65536,5532782773955584576,16,4,0,589824,73728,10816,121248,19,18,0,69120,8640,540,2160,2048,0,0,0,1,331.5862509645063,34.90185042238282
d05,deps,ranked,points,3277,2048,65536,5532782773955584576,16,4,0,589824,73728,10816,121248,19,18,0,0,0,0,0,0,0,0,0,1,61.338120666318375,2.2853539034873385
d05,deps,ranked,scan256_after,3277,256,65536,5532782773955584576,16,4,0,589824,73728,10816,121248,19,18,0,0,0,0,0,0,0,0,0,1,130.2501680107526,53.65762632889045
d05,deps,ranked,churn,3277,512,65536,5532782773955584576,16,4,0,589824,73728,10816,121248,19,18,0,12720896,8640,540,2160,2048,0,0,0,1,1118.62578125,2.2700146175448372
d05,deps,blocked,points,3277,2048,65536,5532782773955584576,16,4,0,589824,73728,29248,121248,19,18,0,0,0,0,0,0,0,0,0,1,70.86162384463022,69.28581140616714
d05,deps,blocked,scan256_after,3277,256,65536,5532782773955584576,16,4,0,589824,73728,29248,121248,19,18,0,0,0,0,0,0,0,0,0,1,170.67709272013397,3.557999463020759
d05,deps,blocked,churn,3277,512,65536,5532782773955584576,16,4,0,589824,73728,29248,121248,19,18,0,0,397528,0,0,2048,0,0,0,1,363.66339386261274,3.6590977291252207
d05,deps,indirect,points,3277,2048,65536,5532782773955584576,16,4,0,419456,126160,22336,121248,19,18,0,0,0,0,0,0,0,0,0,1,55.772174657534215,1.3525376907950586
d05,deps,indirect,scan256_after,3277,256,65536,5532782773955584576,16,4,0,419456,126160,22340,121248,19,18,0,0,0,0,0,0,0,0,0,1,192.26833037268003,2.63197360757651
d05,deps,indirect,churn,3277,512,65536,5532782773955584576,16,4,0,419456,126160,22340,121248,19,18,0,0,1987640,0,0,2048,0,0,0,1,349.6618718327701,2.8123085951636213
d20,keys,natural,points,13107,2048,65536,10126532683383999592,0,0,0,0,263632,63552,0,0,256,257,0,0,0,0,0,0,0,0,1,8.302629242673435,4.674308834331805
d20,keys,natural,scan256_after,13107,256,65536,10126532683383999592,0,0,0,0,263632,63552,0,0,256,257,0,0,0,0,0,0,0,0,1,366.62200135250595,14.676676848828846
d20,keys,natural,churn,13107,512,65536,10126532683383999592,0,0,0,0,263632,63552,0,0,256,257,0,426864,0,0,0,0,0,0,1,182.5052038741438,0.9596317542609133
d20,keys,gapped,points,13107,2048,65536,10126532683383999592,0,0,0,0,282624,15136,0,0,69,0,0,0,0,0,0,0,0,0,1,34.10888035677928,3.2579474435660774
d20,keys,gapped,scan256_after,13107,256,65536,10126532683383999592,0,0,0,0,282624,15136,0,0,69,0,0,0,0,0,0,0,0,0,1,396.5288834397808,5.564899729712973
d20,keys,gapped,churn,13107,512,65536,10126532683383999592,0,0,0,0,282624,15136,0,0,69,0,0,6448,403,0,0,0,0,0,1,221.46011979166647,5.685565612676222
d20,keys,ranked,points,13107,2048,65536,10126532683383999592,0,0,0,0,282624,15136,0,0,69,0,0,0,0,0,0,0,0,0,1,46.5254272175059,1.5624620572525052
d20,keys,ranked,scan256_after,13107,256,65536,10126532683383999592,0,0,0,0,282624,15136,0,0,69,0,0,0,0,0,0,0,0,0,1,399.4192364032458,3.4930006431410803
d20,keys,ranked,churn,13107,512,65536,10126532683383999592,0,0,0,0,282624,15136,0,0,69,0,0,6448,403,0,0,0,0,0,1,264.0523332281143,6.67846674111885
d20,keys,blocked,points,13107,2048,65536,10126532683383999592,0,0,0,0,282624,85792,0,0,69,0,0,0,0,0,0,0,0,0,1,73.93884698275855,5.311010590859139
d20,keys,blocked,scan256_after,13107,256,65536,10126532683383999592,0,0,0,0,282624,85792,0,0,69,0,0,0,0,0,0,0,0,0,1,204.86230837264162,5.850380743297519
d20,keys,blocked,churn,13107,512,65536,10126532683383999592,0,0,0,0,282624,85792,0,0,69,0,0,387348,0,0,0,0,0,0,1,348.08805555555534,4.144053887226858
d20,keys,indirect,points,13107,2048,65536,10126532683383999592,0,0,0,0,492336,85792,0,0,69,0,0,0,0,0,0,0,0,0,1,39.7489142044097,34.97278146835704
d20,keys,indirect,scan256_after,13107,256,65536,10126532683383999592,0,0,0,0,492336,85796,0,0,69,0,0,0,0,0,0,0,0,0,1,177.2967670696068,9.123620975487349
d20,keys,indirect,churn,13107,512,65536,10126532683383999592,0,0,0,0,492336,85796,0,0,69,0,0,1936740,0,0,0,0,0,0,1,305.32254782557055,4.373849055418873
d20,deps,natural,points,13107,2048,65536,10126532683383999592,16,4,0,2109056,263632,161856,435808,257,256,257,0,0,0,0,0,0,0,0,1,30.327102239128397,6.138779908508675
d20,deps,natural,scan256_after,13107,256,65536,10126532683383999592,16,4,0,2109056,263632,161856,435808,257,256,257,0,0,0,0,0,0,0,0,1,257.3471601185695,6.15775775544205
d20,deps,natural,churn,13107,512,65536,10126532683383999592,16,4,0,2109056,263632,161856,435808,257,256,257,3414912,426864,0,0,2048,0,0,0,1,592.4072994402986,34.272596513915495
d20,deps,gapped,points,13107,2048,65536,10126532683383999592,16,4,0,2260992,282624,41632,435808,70,69,0,0,0,0,0,0,0,0,0,1,72.57279094827585,27.494107525069637
d20,deps,gapped,scan256_after,13107,256,65536,10126532683383999592,16,4,0,2260992,282624,41632,435808,70,69,0,0,0,0,0,0,0,0,0,1,389.38661595394746,14.353183820993975
d20,deps,gapped,churn,13107,512,65536,10126532683383999592,16,4,0,2260992,282624,41632,435808,70,69,0,51584,6448,403,1612,2048,0,0,0,1,403.4839607007575,3.9225310052246547
d20,deps,ranked,points,13107,2048,65536,10126532683383999592,16,4,0,2260992,282624,41632,435808,70,69,0,0,0,0,0,0,0,0,0,1,76.62554518620767,3.999763314431728
d20,deps,ranked,scan256_after,13107,256,65536,10126532683383999592,16,4,0,2260992,282624,41632,435808,70,69,0,0,0,0,0,0,0,0,0,1,182.48889710022516,3.478565035185428
d20,deps,ranked,churn,13107,512,65536,10126532683383999592,16,4,0,2260992,282624,41632,435808,70,69,0,12395136,6448,403,1612,2048,0,0,0,1,1250.9652683423913,8.576687644353225
d20,deps,blocked,points,13107,2048,65536,10126532683383999592,16,4,0,2260992,282624,112288,435808,70,69,0,0,0,0,0,0,0,0,0,1,92.86819812863367,4.280521303515657
d20,deps,blocked,scan256_after,13107,256,65536,10126532683383999592,16,4,0,2260992,282624,112288,435808,70,69,0,0,0,0,0,0,0,0,0,1,204.83976995434537,37.57918373210084
d20,deps,blocked,churn,13107,512,65536,10126532683383999592,16,4,0,2260992,282624,112288,435808,70,69,0,0,387348,0,0,2048,0,0,0,1,463.5649641170058,10.417673595660963
d20,deps,indirect,points,13107,2048,65536,10126532683383999592,16,4,0,1677696,492336,85792,435808,70,69,0,0,0,0,0,0,0,0,0,1,72.50329633285139,2.238283981721374
d20,deps,indirect,scan256_after,13107,256,65536,10126532683383999592,16,4,0,1677696,492336,85796,435808,70,69,0,0,0,0,0,0,0,0,0,1,256.4507328003877,1.7465780315547916
d20,deps,indirect,churn,13107,512,65536,10126532683383999592,16,4,0,1677696,492336,85796,435808,70,69,0,0,1936740,0,0,2048,0,0,0,1,447.82388607486297,12.738150790770078
collision,deps,natural,points,4096,2048,0,7489257858394937713,16,4,0,856192,107024,1670112,147456,2584,2583,2600,0,0,0,0,0,0,0,0,1,50.924191299362604,1.2258715022009832
collision,deps,natural,secondary,4096,2048,0,7489257858394937713,16,4,0,856192,107024,1670112,147456,2584,2583,2600,0,0,0,0,0,0,0,0,1,85.55443341699657,3.1191147933915966
collision,deps,natural,scan256_after,4096,256,0,7489257858394937713,16,4,0,863616,107952,1681664,147456,2603,2602,2619,0,0,0,0,0,0,0,0,1,822.5464680989581,2.2823880125661664
collision,deps,natural,churn,4096,512,0,7489257858394937713,16,4,0,863616,107952,1681664,147456,2603,2602,2619,70528,8816,0,0,2048,0,0,0,1,822.4009858630947,3.493758079910657
collision,deps,natural,rebuild,4096,4096,0,7489257858394937713,16,4,0,856192,107024,1670112,147456,2584,2583,2600,0,0,0,0,0,0,0,0,1,335.75411671605605,7.559466917297991
collision,deps,natural1024,points,4096,2048,0,7489257858394937713,16,4,0,656128,82016,10048,147456,17,16,17,0,0,0,0,0,0,0,0,1,53.807151648116495,2.5261224463613465
collision,deps,natural1024,secondary,4096,2048,0,7489257858394937713,16,4,0,656128,82016,10048,147456,17,16,17,0,0,0,0,0,0,0,0,1,91.27934990101807,0.5817988406962981
collision,deps,natural1024,scan256_after,4096,256,0,7489257858394937713,16,4,0,656128,82016,10048,147456,17,16,17,0,0,0,0,0,0,0,0,1,52.89318059722655,4.537309911883109
collision,deps,natural1024,churn,4096,512,0,7489257858394937713,16,4,0,656128,82016,10048,147456,17,16,17,17143040,2142880,0,0,2048,0,0,0,1,1380.39189453125,1.9975928201435431
collision,deps,natural1024,rebuild,4096,4096,0,7489257858394937713,16,4,0,656128,82016,10048,147456,17,16,17,0,0,0,0,0,0,0,0,1,56.442151727523395,6.649503600101249
collision,deps,gapped,points,4096,2048,0,7489257858394937713,16,4,0,720896,90112,12992,147456,23,22,0,0,0,0,0,0,0,0,0,1,58.24557078968398,1.3901712684314902
collision,deps,gapped,secondary,4096,2048,0,7489257858394937713,16,4,0,720896,90112,12992,147456,23,22,0,0,0,0,0,0,0,0,0,1,45.538483553551416,1.4828773552251289
collision,deps,gapped,scan256_after,4096,256,0,7489257858394937713,16,4,0,720896,90112,12992,147456,23,22,0,0,0,0,0,0,0,0,0,1,173.90855358079753,4.673020879877698
collision,deps,gapped,churn,4096,512,0,7489257858394937713,16,4,0,720896,90112,12992,147456,23,22,0,77184,9648,603,2412,2048,0,0,0,1,338.77163461538436,2.6556615190785418
collision,deps,gapped,rebuild,4096,4096,0,7489257858394937713,16,4,0,720896,90112,12992,147456,23,22,0,0,0,0,0,0,0,0,0,1,64.64388508139967,10.500051946599852
collision,deps,blocked,points,4096,2048,0,7489257858394937713,16,4,0,720896,90112,35520,147456,23,22,0,0,0,0,0,0,0,0,0,1,70.5626277581765,5.3318837575043005
collision,deps,blocked,secondary,4096,2048,0,7489257858394937713,16,4,0,720896,90112,35520,147456,23,22,0,0,0,0,0,0,0,0,0,1,45.70939728397651,1.32720700150568
collision,deps,blocked,scan256_after,4096,256,0,7489257858394937713,16,4,0,720896,90112,35520,147456,23,22,0,0,0,0,0,0,0,0,0,1,93.08414777512623,4.037920082495594
collision,deps,blocked,churn,4096,512,0,7489257858394937713,16,4,0,720896,90112,35520,147456,23,22,0,0,379512,0,0,2048,0,0,0,1,376.5523800872093,2.8062874216971467
collision,deps,blocked,rebuild,4096,4096,0,7489257858394937713,16,4,0,720896,90112,35520,147456,23,22,0,0,0,0,0,0,0,0,0,1,59.84964747787214,7.318760821608393
collision,deps,indirect,points,4096,2048,0,7489257858394937713,16,4,0,524288,155648,27072,147456,23,22,0,0,0,0,0,0,0,0,0,1,58.10258636039885,1.699708439174766
collision,deps,indirect,secondary,4096,2048,0,7489257858394937713,16,4,0,524288,155648,27072,147456,23,22,0,0,0,0,0,0,0,0,0,1,43.764643243018654,1.0988628307466506
collision,deps,indirect,scan256_after,4096,256,0,7489257858394937713,16,4,0,524288,155648,27076,147456,23,22,0,0,0,0,0,0,0,0,0,1,102.06728980654762,1.7645237084957726
collision,deps,indirect,churn,4096,512,0,7489257858394937713,16,4,0,524288,155648,27076,147456,23,22,0,0,1897560,0,0,2048,0,0,0,1,357.6025347222222,2.617661717652279
collision,deps,indirect,rebuild,4096,4096,0,7489257858394937713,16,4,0,524288,155648,27072,147456,23,22,0,0,0,0,0,0,0,0,0,1,53.88644109987749,9.6273811010759
collision,ids,natural,points,4096,2048,0,7489257858394937713,16,4,1,856192,107024,1670112,184320,2584,2583,2600,0,0,0,0,0,0,0,0,1,50.67653417223283,2.3853381549810164
collision,ids,natural,secondary,4096,2048,0,7489257858394937713,16,4,1,856192,107024,1670112,184320,2584,2583,2600,0,0,0,0,0,0,0,0,1,92.57397350466634,4.432497295149087
collision,ids,natural,scan256_after,4096,256,0,7489257858394937713,16,4,1,863616,107952,1681664,184320,2603,2602,2619,0,0,0,0,0,0,0,0,1,840.0182027284256,2.0959405008965253
collision,ids,natural,churn,4096,512,0,7489257858394937713,16,4,1,863616,107952,1681664,184320,2603,2602,2619,70528,8816,0,0,2048,0,0,0,1,811.7265410370884,3.8158260493273874
collision,ids,natural,rebuild,4096,4096,0,7489257858394937713,16,4,1,856192,107024,1670112,184320,2584,2583,2600,0,0,0,0,0,0,0,0,1,284.93311982996323,9.318837468661949
collision,ids,natural1024,points,4096,2048,0,7489257858394937713,16,4,1,656128,82016,10048,184320,17,16,17,0,0,0,0,0,0,0,0,1,54.78138175843256,10.172957996945813
collision,ids,natural1024,secondary,4096,2048,0,7489257858394937713,16,4,1,656128,82016,10048,184320,17,16,17,0,0,0,0,0,0,0,0,1,98.06118486512382,0.9669973888695659
collision,ids,natural1024,scan256_after,4096,256,0,7489257858394937713,16,4,1,656128,82016,10048,184320,17,16,17,0,0,0,0,0,0,0,0,1,53.67422285104987,1.2425506225315412
collision,ids,natural1024,churn,4096,512,0,7489257858394937713,16,4,1,656128,82016,10048,184320,17,16,17,17143040,2142880,0,0,2048,0,0,0,1,1399.935649671053,2.1125241649138253
collision,ids,natural1024,rebuild,4096,4096,0,7489257858394937713,16,4,1,656128,82016,10048,184320,17,16,17,0,0,0,0,0,0,0,0,1,58.84368133544923,8.578943021556878
collision,ids,gapped,points,4096,2048,0,7489257858394937713,16,4,1,720896,90112,12992,184320,23,22,0,0,0,0,0,0,0,0,0,1,59.20031916226308,2.0463475614311415
collision,ids,gapped,secondary,4096,2048,0,7489257858394937713,16,4,1,720896,90112,12992,184320,23,22,0,0,0,0,0,0,0,0,0,1,50.38367452739196,1.399317328557766
collision,ids,gapped,scan256_after,4096,256,0,7489257858394937713,16,4,1,720896,90112,12992,184320,23,22,0,0,0,0,0,0,0,0,0,1,174.2988281250002,2.0470478481293006
collision,ids,gapped,churn,4096,512,0,7489257858394937713,16,4,1,720896,90112,12992,184320,23,22,0,77184,9648,603,603,2048,0,0,0,1,343.2445811170214,1.2366998595710397
collision,ids,gapped,rebuild,4096,4096,0,7489257858394937713,16,4,1,720896,90112,12992,184320,23,22,0,0,0,0,0,0,0,0,0,1,64.70594915574593,5.789779207479568
collision,ids,blocked,points,4096,2048,0,7489257858394937713,16,4,1,720896,90112,35520,184320,23,22,0,0,0,0,0,0,0,0,0,1,72.55939453125,1.1296045649905242
collision,ids,blocked,secondary,4096,2048,0,7489257858394937713,16,4,1,720896,90112,35520,184320,23,22,0,0,0,0,0,0,0,0,0,1,50.735580601643015,3.372241242929825
collision,ids,blocked,scan256_after,4096,256,0,7489257858394937713,16,4,1,720896,90112,35520,184320,23,22,0,0,0,0,0,0,0,0,0,1,93.88125487450382,3.1520933338768495
collision,ids,blocked,churn,4096,512,0,7489257858394937713,16,4,1,720896,90112,35520,184320,23,22,0,0,379512,0,0,2048,0,0,0,1,381.54437426986004,2.3070535921326742
collision,ids,blocked,rebuild,4096,4096,0,7489257858394937713,16,4,1,720896,90112,35520,184320,23,22,0,0,0,0,0,0,0,0,0,1,61.75779251187866,7.9401988332478135
collision,ids,indirect,points,4096,2048,0,7489257858394937713,16,4,1,524288,155648,27072,184320,23,22,0,0,0,0,0,0,0,0,0,1,57.69733518073367,1.4236871815809107
collision,ids,indirect,secondary,4096,2048,0,7489257858394937713,16,4,1,524288,155648,27072,184320,23,22,0,0,0,0,0,0,0,0,0,1,47.91785447140958,1.5032823851955581
collision,ids,indirect,scan256_after,4096,256,0,7489257858394937713,16,4,1,524288,155648,27076,184320,23,22,0,0,0,0,0,0,0,0,0,1,102.77381600300843,5.869271021802826
collision,ids,indirect,churn,4096,512,0,7489257858394937713,16,4,1,524288,155648,27076,184320,23,22,0,0,1897560,0,0,2048,0,0,0,1,357.8231039131637,3.747352909871139
collision,ids,indirect,rebuild,4096,4096,0,7489257858394937713,16,4,1,524288,155648,27072,184320,23,22,0,0,0,0,0,0,0,0,0,1,53.5402627515543,9.307725226340967
hot,deps,natural,points,4096,2048,65536,12968327528492108309,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,29.55613517492963,7.70021903680511
hot,deps,natural,secondary,4096,2048,65536,12968327528492108309,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,65.29974031601688,1.6050305601664696
hot,deps,natural,scan256_after,4096,256,65536,12968327528492108309,16,4,0,975360,121920,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,372.1043476737668,4.112896608730353
hot,deps,natural,churn,4096,2048,65536,12968327528492108309,16,4,0,975360,121920,161856,196608,257,256,257,13191936,1648992,0,0,8192,0,0,0,1,539.8587710731907,3.8628271468472235
hot,deps,natural,rebuild,4096,4096,65536,12968327528492108309,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,67.28608175040844,6.021479162328863
hot,deps,natural1024,points,4096,2048,65536,12968327528492108309,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,29.17349936745384,2.5331415788428155
hot,deps,natural1024,secondary,4096,2048,65536,12968327528492108309,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,65.9646714154412,2.4266443227781136
hot,deps,natural1024,scan256_after,4096,256,65536,12968327528492108309,16,4,0,975360,121920,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,371.1471857244314,2.242944969239828
hot,deps,natural1024,churn,4096,2048,65536,12968327528492108309,16,4,0,975360,121920,161856,196608,257,256,257,13191936,1648992,0,0,8192,0,0,0,1,541.1315646701389,2.8639921428791
hot,deps,natural1024,rebuild,4096,4096,65536,12968327528492108309,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,69.80483652090099,5.166178405621242
hot,deps,gapped,points,4096,2048,65536,12968327528492108309,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,58.09657956241219,1.80592021926502
hot,deps,gapped,secondary,4096,2048,65536,12968327528492108309,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,45.44429265802557,1.1538320374558921
hot,deps,gapped,scan256_after,4096,256,65536,12968327528492108309,16,4,0,1015808,126976,17888,196608,32,31,0,0,0,0,0,0,0,0,0,1,334.88784509202486,1.9840467909908928
hot,deps,gapped,churn,4096,2048,65536,12968327528492108309,16,4,0,1015808,126976,17888,196608,32,31,0,4148480,518560,35570,142280,10496,9,22,256,1,609.2635683001891,2.2831535166359562
hot,deps,gapped,rebuild,4096,4096,65536,12968327528492108309,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,51.49623325892859,3.1547929914337196
hot,deps,blocked,points,4096,2048,65536,12968327528492108309,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,71.94224304426119,31.07425484456537
hot,deps,blocked,secondary,4096,2048,65536,12968327528492108309,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,45.49291288456212,2.830680410337653
hot,deps,blocked,scan256_after,4096,256,65536,12968327528492108309,16,4,0,1015808,126976,49632,196608,32,31,0,0,0,0,0,0,0,0,0,1,183.14624023437491,4.418918878921771
hot,deps,blocked,churn,4096,2048,65536,12968327528492108309,16,4,0,1015808,126976,49632,196608,32,31,0,294912,1444048,5442,21768,10496,9,22,256,1,497.14743711890236,4.671985821549187
hot,deps,blocked,rebuild,4096,4096,65536,12968327528492108309,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,47.01928710937496,9.124272700896368
hot,deps,indirect,points,4096,2048,65536,12968327528492108309,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,57.51479091049927,2.473546579744068
hot,deps,indirect,secondary,4096,2048,65536,12968327528492108309,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,43.232912169780896,2.040613159207856
hot,deps,indirect,scan256_after,4096,256,65536,12968327528492108309,16,4,0,524288,192512,38244,196608,32,31,0,0,0,0,0,0,0,0,0,1,208.94467693992488,1.1193756057203927
hot,deps,indirect,churn,4096,2048,65536,12968327528492108309,16,4,0,524288,192512,38244,196608,32,31,0,0,7058960,0,0,9344,9,0,256,1,355.2032993861608,2.429384816310552
hot,deps,indirect,rebuild,4096,4096,65536,12968327528492108309,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,41.33925236553784,2.8797865071462723
hot,ids,natural,points,4096,2048,65536,12968327528492108309,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,29.05421727751599,1.4745054671054965
hot,ids,natural,secondary,4096,2048,65536,12968327528492108309,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,70.84833950466584,2.1765623862188814
hot,ids,natural,scan256_after,4096,256,65536,12968327528492108309,16,4,1,975360,121920,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,364.649867466518,2.993759302152926
hot,ids,natural,churn,4096,2048,65536,12968327528492108309,16,4,1,975360,121920,161856,245760,257,256,257,13191936,1648992,0,0,8192,0,0,0,1,542.3643955328525,2.8231201538679906
hot,ids,natural,rebuild,4096,4096,65536,12968327528492108309,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,68.50822640728477,27.05015738671591
hot,ids,natural1024,points,4096,2048,65536,12968327528492108309,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,29.365945119177656,3.194976036602697
hot,ids,natural1024,secondary,4096,2048,65536,12968327528492108309,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,70.9580871797703,2.2073194655704538
hot,ids,natural1024,scan256_after,4096,256,65536,12968327528492108309,16,4,1,975360,121920,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,370.9656370722958,4.827001621077838
hot,ids,natural1024,churn,4096,2048,65536,12968327528492108309,16,4,1,975360,121920,161856,245760,257,256,257,13191936,1648992,0,0,8192,0,0,0,1,539.2913035857372,20.572877895217115
hot,ids,natural1024,rebuild,4096,4096,65536,12968327528492108309,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,67.62990120665665,3.644589154574942
hot,ids,gapped,points,4096,2048,65536,12968327528492108309,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,58.15556242028071,1.4753407706009412
hot,ids,gapped,secondary,4096,2048,65536,12968327528492108309,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,49.62510573486924,2.4348348648282316
hot,ids,gapped,scan256_after,4096,256,65536,12968327528492108309,16,4,1,1015808,126976,17888,245760,32,31,0,0,0,0,0,0,0,0,0,1,335.72872185559,2.0304664762889213
hot,ids,gapped,churn,4096,2048,65536,12968327528492108309,16,4,1,1015808,126976,17888,245760,32,31,0,4148480,518560,35570,35570,10496,9,22,256,1,591.7824978298612,2.796483412917468
hot,ids,gapped,rebuild,4096,4096,65536,12968327528492108309,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,52.12352768255739,2.198651605012079
hot,ids,blocked,points,4096,2048,65536,12968327528492108309,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,70.54536268446189,2.2142932881331796
hot,ids,blocked,secondary,4096,2048,65536,12968327528492108309,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,49.585638005295365,1.7047179119565656
hot,ids,blocked,scan256_after,4096,256,65536,12968327528492108309,16,4,1,1015808,126976,49632,245760,32,31,0,0,0,0,0,0,0,0,0,1,180.2350202674617,1.957404495013597
