case,profile,method,phase,population,operations,universe,trace_digest,columns,secondary_references,stable_ids,payload_bytes,key_bytes,routing_bytes,reference_bytes,summary_entries,pages,nodes,payload_moved,key_moved,relabelled,references_repaired,summary_adjustments,splits,page_relabels,largest_move,correct,ns_per_operation,spread_percent
hot,ids,blocked,churn,4096,2048,65536,12968327528492108309,16,4,1,1015808,126976,49632,245760,32,31,0,294912,1444048,5442,5442,10496,9,22,256,1,498.02284458705356,49.67692535491853
hot,ids,blocked,rebuild,4096,4096,65536,12968327528492108309,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,47.05667361697634,3.1220122424355385
hot,ids,indirect,points,4096,2048,65536,12968327528492108309,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,56.98549940321182,1.3511719078104816
hot,ids,indirect,secondary,4096,2048,65536,12968327528492108309,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,48.64321664663455,47.3110888621318
hot,ids,indirect,scan256_after,4096,256,65536,12968327528492108309,16,4,1,524288,192512,38244,245760,32,31,0,0,0,0,0,0,0,0,0,1,207.13353830645153,1.7715556433301187
hot,ids,indirect,churn,4096,2048,65536,12968327528492108309,16,4,1,524288,192512,38244,245760,32,31,0,0,7058960,0,0,9344,9,0,256,1,357.17481296345346,2.948965811715674
hot,ids,indirect,rebuild,4096,4096,65536,12968327528492108309,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,40.43869531249998,2.1357995020626985
append,deps,natural,points,4096,2048,65536,12880072450246211970,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,28.993125478967908,1.5825247570210417
append,deps,natural,secondary,4096,2048,65536,12880072450246211970,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,65.97672735379821,1.8716649503209961
append,deps,natural,scan256_after,4096,256,65536,12880072450246211970,16,4,0,930176,116272,167008,196608,265,264,267,0,0,0,0,0,0,0,0,1,403.4069026898735,2.6013307444264684
append,deps,natural,churn,4096,2048,65536,12880072450246211970,16,4,0,930176,116272,167008,196608,265,264,267,7546496,943312,0,0,8439,2,0,0,1,465.03521050347206,2.8924291103722637
append,deps,natural,rebuild,4096,4096,65536,12880072450246211970,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,68.7460295848357,9.079008992702354
append,deps,natural1024,points,4096,2048,65536,12880072450246211970,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,28.91987537202382,1.2940872843550104
append,deps,natural1024,secondary,4096,2048,65536,12880072450246211970,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,65.10327614948241,2.6090754967493544
append,deps,natural1024,scan256_after,4096,256,65536,12880072450246211970,16,4,0,947072,118384,167008,196608,265,264,267,0,0,0,0,0,0,0,0,1,403.9623892114916,2.916781865383638
append,deps,natural1024,churn,4096,2048,65536,12880072450246211970,16,4,0,947072,118384,167008,196608,265,264,267,11807872,1475984,0,0,9217,2,0,0,1,538.6871369190707,2.1648760950903174
append,deps,natural1024,rebuild,4096,4096,65536,12880072450246211970,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,68.15573714083473,4.387764038890601
append,deps,gapped,points,4096,2048,65536,12880072450246211970,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,58.199246651785764,1.9951712985667989
append,deps,gapped,secondary,4096,2048,65536,12880072450246211970,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,45.38707696987864,1.4888146384551544
append,deps,gapped,scan256_after,4096,256,65536,12880072450246211970,16,4,0,1179648,147456,21632,196608,37,36,0,0,0,0,0,0,0,0,0,1,353.16356686827936,3.3570246431599027
append,deps,gapped,churn,4096,2048,65536,12880072450246211970,16,4,0,1179648,147456,21632,196608,37,36,0,33292160,4161520,260095,1040380,11776,14,0,256,1,1610.9656168619792,4.555426371048967
append,deps,gapped,rebuild,4096,4096,65536,12880072450246211970,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,51.73784301757811,2.9645942876875613
append,deps,blocked,points,4096,2048,65536,12880072450246211970,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,71.37505775369625,2.25574359324056
append,deps,blocked,secondary,4096,2048,65536,12880072450246211970,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,45.731712239583295,2.516552680510198
append,deps,blocked,scan256_after,4096,256,65536,12880072450246211970,16,4,0,1179648,147456,58496,196608,37,36,0,0,0,0,0,0,0,0,0,1,181.30240567318154,1.890166823419429
append,deps,blocked,churn,4096,2048,65536,12880072450246211970,16,4,0,1179648,147456,58496,196608,37,36,0,458752,672412,3272,13088,11776,14,0,256,1,442.7322764295211,2.6090704074405813
append,deps,blocked,rebuild,4096,4096,65536,12880072450246211970,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,47.3854858950792,3.357582977612288
append,deps,indirect,points,4096,2048,65536,12880072450246211970,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,57.38776883212006,1.5481689865219403
append,deps,indirect,secondary,4096,2048,65536,12880072450246211970,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,43.35736214961101,1.5595444236179616
append,deps,indirect,scan256_after,4096,256,65536,12880072450246211970,16,4,0,524288,212992,44676,196608,37,36,0,0,0,0,0,0,0,0,0,1,218.82426233437977,2.883883487352652
append,deps,indirect,churn,4096,2048,65536,12880072450246211970,16,4,0,524288,212992,44676,196608,37,36,0,0,3111180,0,0,9984,14,0,256,1,294.64332116168475,1.740258224985848
append,deps,indirect,rebuild,4096,4096,65536,12880072450246211970,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,40.282947759518684,9.495529833499171
append,ids,natural,points,4096,2048,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,28.87911779230292,1.3920996224548507
append,ids,natural,secondary,4096,2048,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,70.38455398090873,0.7492535202300049
append,ids,natural,scan256_after,4096,256,65536,12880072450246211970,16,4,1,930176,116272,167008,245760,265,264,267,0,0,0,0,0,0,0,0,1,403.44225244017633,2.8074214630505603
append,ids,natural,churn,4096,2048,65536,12880072450246211970,16,4,1,930176,116272,167008,245760,265,264,267,7546496,943312,0,0,8439,2,0,0,1,470.9081254438918,3.1486899813743348
append,ids,natural,rebuild,4096,4096,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,68.34237630208335,32.21605629742792
append,ids,natural1024,points,4096,2048,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,28.96800547197828,1.381980241424865
append,ids,natural1024,secondary,4096,2048,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,70.49612059707898,1.567086925914615
append,ids,natural1024,scan256_after,4096,256,65536,12880072450246211970,16,4,1,947072,118384,167008,245760,265,264,267,0,0,0,0,0,0,0,0,1,402.36936677631587,3.158968519428881
append,ids,natural1024,churn,4096,2048,65536,12880072450246211970,16,4,1,947072,118384,167008,245760,265,264,267,11807872,1475984,0,0,9217,2,0,0,1,541.211450821314,3.460198070951826
append,ids,natural1024,rebuild,4096,4096,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,67.02519435508577,4.117561982659555
append,ids,gapped,points,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,58.20034166010148,1.2622212654925085
append,ids,gapped,secondary,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,49.93405218520779,1.3944125188041465
append,ids,gapped,scan256_after,4096,256,65536,12880072450246211970,16,4,1,1179648,147456,21632,245760,37,36,0,0,0,0,0,0,0,0,0,1,354.22988820329095,2.744210867379222
append,ids,gapped,churn,4096,2048,65536,12880072450246211970,16,4,1,1179648,147456,21632,245760,37,36,0,33292160,4161520,260095,260095,11776,14,0,256,1,1485.88818359375,5.766835058603074
append,ids,gapped,rebuild,4096,4096,65536,12880072450246211970,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,51.545840484927396,2.6620051449990543
append,ids,blocked,points,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,72.2252244380483,3.336758750784826
append,ids,blocked,secondary,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,49.55908811954492,2.5712020515227803
append,ids,blocked,scan256_after,4096,256,65536,12880072450246211970,16,4,1,1179648,147456,58496,245760,37,36,0,0,0,0,0,0,0,0,0,1,183.15679723092288,2.5619885761653065
append,ids,blocked,churn,4096,2048,65536,12880072450246211970,16,4,1,1179648,147456,58496,245760,37,36,0,458752,672412,3272,3272,11776,14,0,256,1,442.47541971409584,3.250587672290853
append,ids,blocked,rebuild,4096,4096,65536,12880072450246211970,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,47.293763050835295,8.213307051230293
append,ids,indirect,points,4096,2048,65536,12880072450246211970,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,56.719952238707975,1.279672082943483
append,ids,indirect,secondary,4096,2048,65536,12880072450246211970,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,47.305462549603206,1.7716837863180206
append,ids,indirect,scan256_after,4096,256,65536,12880072450246211970,16,4,1,524288,212992,44676,245760,37,36,0,0,0,0,0,0,0,0,0,1,218.7214571964531,0.9383995826391186
append,ids,indirect,churn,4096,2048,65536,12880072450246211970,16,4,1,524288,212992,44676,245760,37,36,0,0,3111180,0,0,9984,14,0,256,1,295.2096849524456,2.9493508722208484
append,ids,indirect,rebuild,4096,4096,65536,12880072450246211970,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,40.710457938058035,2.71140086141203
moving,deps,natural,points,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,29.002507672991086,1.693460687558425
moving,deps,natural,secondary,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,65.54228764430736,2.9687383225132353
moving,deps,natural,scan256_after,4096,256,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,357.9041033220715,3.4846944549681393
moving,deps,natural,churn,4096,2048,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,8844160,1105520,0,0,8192,0,0,0,1,493.2911942644818,25.41866109135107
moving,deps,natural,rebuild,4096,4096,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,68.61886349239862,5.22548047825412
moving,deps,natural1024,points,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,29.045889920966626,3.3600743735895344
moving,deps,natural1024,secondary,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,65.97676736248025,2.5008747309007204
moving,deps,natural1024,scan256_after,4096,256,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,365.6696337090167,2.4795557919316678
moving,deps,natural1024,churn,4096,2048,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,8844160,1105520,0,0,8192,0,0,0,1,487.12594168526783,2.545575394161756
moving,deps,natural1024,rebuild,4096,4096,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1,68.81001072303923,7.164553519367443
moving,deps,gapped,points,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,58.454461861200144,1.9683995713171063
moving,deps,gapped,secondary,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,45.89712272932906,2.1561154040546353
moving,deps,gapped,scan256_after,4096,256,65536,12911848574592157416,16,4,0,1015808,126976,17888,196608,32,31,0,0,0,0,0,0,0,0,0,1,341.17600806451617,1.8908201963520062
moving,deps,gapped,churn,4096,2048,65536,12911848574592157416,16,4,0,1015808,126976,17888,196608,32,31,0,4904960,613120,39650,158600,10496,9,8,256,1,622.5993282433712,1.9788604206122618
moving,deps,gapped,rebuild,4096,4096,65536,12911848574592157416,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1,51.659780074138986,3.9730237995540696
moving,deps,blocked,points,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,71.62027994791667,5.688643290960051
moving,deps,blocked,secondary,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,45.56343098958337,2.0105113307153806
moving,deps,blocked,scan256_after,4096,256,65536,12911848574592157416,16,4,0,1015808,126976,49632,196608,32,31,0,0,0,0,0,0,0,0,0,1,179.91483671171176,1.9409076061229031
moving,deps,blocked,churn,4096,2048,65536,12911848574592157416,16,4,0,1015808,126976,49632,196608,32,31,0,294912,1445608,3621,14484,10496,9,8,256,1,488.56418059593017,1.8609240283002444
moving,deps,blocked,rebuild,4096,4096,65536,12911848574592157416,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1,46.91189030238562,3.3089611605190368
moving,deps,indirect,points,4096,2048,65536,12911848574592157416,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,57.84001292913728,35.59079219127815
moving,deps,indirect,secondary,4096,2048,65536,12911848574592157416,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,43.52873898769953,2.5153927813543895
moving,deps,indirect,scan256_after,4096,256,65536,12911848574592157416,16,4,0,524288,192512,38244,196608,32,31,0,0,0,0,0,0,0,0,0,1,206.0981934848973,1.61918809281728
moving,deps,indirect,churn,4096,2048,65536,12911848574592157416,16,4,0,524288,192512,38244,196608,32,31,0,0,7066760,0,0,9344,9,0,256,1,356.7336846713362,7.137484945457724
moving,deps,indirect,rebuild,4096,4096,65536,12911848574592157416,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1,40.776456771358376,1.9765988072103662
moving,ids,natural,points,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,28.957599707609027,1.1289840724778886
moving,ids,natural,secondary,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,70.64537069242292,1.1295483695410788
moving,ids,natural,scan256_after,4096,256,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,364.2823764534882,3.8821972077746705
moving,ids,natural,churn,4096,2048,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,8844160,1105520,0,0,8192,0,0,0,1,490.76433879573165,2.400997367048114
moving,ids,natural,rebuild,4096,4096,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,67.73729983702403,4.712269403148737
moving,ids,natural1024,points,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,29.031118726662537,1.3945778753255371
moving,ids,natural1024,secondary,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,70.54916042751739,6.215645987843596
moving,ids,natural1024,scan256_after,4096,256,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,371.67215401785694,14.000494451251098
moving,ids,natural1024,churn,4096,2048,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,8844160,1105520,0,0,8192,0,0,0,1,491.2091092841569,3.687965087668847
moving,ids,natural1024,rebuild,4096,4096,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1,67.59840087890623,6.606600563977081
moving,ids,gapped,points,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,58.07131794674299,1.3742388679571087
moving,ids,gapped,secondary,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,49.91297717343009,1.956175576799551
moving,ids,gapped,scan256_after,4096,256,65536,12911848574592157416,16,4,1,1015808,126976,17888,245760,32,31,0,0,0,0,0,0,0,0,0,1,344.12778309989415,2.8672025710739484
moving,ids,gapped,churn,4096,2048,65536,12911848574592157416,16,4,1,1015808,126976,17888,245760,32,31,0,4904960,613120,39650,39650,10496,9,8,256,1,606.4854910714287,24.884005844563276
moving,ids,gapped,rebuild,4096,4096,65536,12911848574592157416,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1,52.93528678548997,6.266528666468039
moving,ids,blocked,points,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,72.00364183777073,4.6317538423151445
moving,ids,blocked,secondary,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,49.60570635644767,1.9091349936025006
moving,ids,blocked,scan256_after,4096,256,65536,12911848574592157416,16,4,1,1015808,126976,49632,245760,32,31,0,0,0,0,0,0,0,0,0,1,181.9367187499998,1.0438425576761048
moving,ids,blocked,churn,4096,2048,65536,12911848574592157416,16,4,1,1015808,126976,49632,245760,32,31,0,294912,1445608,3621,3621,10496,9,8,256,1,489.4689208984373,2.321231452676075
moving,ids,blocked,rebuild,4096,4096,65536,12911848574592157416,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1,46.94679786884677,2.9816171823655844
moving,ids,indirect,points,4096,2048,65536,12911848574592157416,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,57.54759042043878,2.5593116466871098
moving,ids,indirect,secondary,4096,2048,65536,12911848574592157416,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,48.01261297936182,2.575221311021168
moving,ids,indirect,scan256_after,4096,256,65536,12911848574592157416,16,4,1,524288,192512,38244,245760,32,31,0,0,0,0,0,0,0,0,0,1,206.0639004481432,1.5788651499267015
moving,ids,indirect,churn,4096,2048,65536,12911848574592157416,16,4,1,524288,192512,38244,245760,32,31,0,0,7066760,0,0,9344,9,0,256,1,354.6046494306144,3.708101288966368
moving,ids,indirect,rebuild,4096,4096,65536,12911848574592157416,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1,40.706860739087276,10.408834971198717
