case,profile,method,phase,population,operations,universe,trace_digest,columns,secondary_references,stable_ids,payload_bytes,key_bytes,routing_bytes,reference_bytes,summary_entries,pages,nodes,payload_moved,key_moved,relabelled,references_repaired,summary_adjustments,splits,page_relabels,largest_move,correct
append,ids,natural1024,rebuild,4096,4096,65536,12880072450246211970,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
append,ids,gapped,points,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,gapped,secondary,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,gapped,scan256_after,4096,256,65536,12880072450246211970,16,4,1,1179648,147456,21632,245760,37,36,0,0,0,0,0,0,0,0,0,1
append,ids,gapped,churn,4096,2048,65536,12880072450246211970,16,4,1,1179648,147456,21632,245760,37,36,0,33292160,4161520,260095,260095,11776,14,0,256,1
append,ids,gapped,rebuild,4096,4096,65536,12880072450246211970,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,blocked,points,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,blocked,secondary,4096,2048,65536,12880072450246211970,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,blocked,scan256_after,4096,256,65536,12880072450246211970,16,4,1,1179648,147456,58496,245760,37,36,0,0,0,0,0,0,0,0,0,1
append,ids,blocked,churn,4096,2048,65536,12880072450246211970,16,4,1,1179648,147456,58496,245760,37,36,0,458752,672412,3272,3272,11776,14,0,256,1
append,ids,blocked,rebuild,4096,4096,65536,12880072450246211970,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,indirect,points,4096,2048,65536,12880072450246211970,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,indirect,secondary,4096,2048,65536,12880072450246211970,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1
append,ids,indirect,scan256_after,4096,256,65536,12880072450246211970,16,4,1,524288,212992,44676,245760,37,36,0,0,0,0,0,0,0,0,0,1
append,ids,indirect,churn,4096,2048,65536,12880072450246211970,16,4,1,524288,212992,44676,245760,37,36,0,0,3111180,0,0,9984,14,0,256,1
append,ids,indirect,rebuild,4096,4096,65536,12880072450246211970,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,natural,points,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural,secondary,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural,scan256_after,4096,256,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural,churn,4096,2048,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,8844160,1105520,0,0,8192,0,0,0,1
moving,deps,natural,rebuild,4096,4096,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural1024,points,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural1024,secondary,4096,2048,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural1024,scan256_after,4096,256,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,natural1024,churn,4096,2048,65536,12911848574592157416,16,4,0,967552,120944,161856,196608,257,256,257,8844160,1105520,0,0,8192,0,0,0,1
moving,deps,natural1024,rebuild,4096,4096,65536,12911848574592157416,16,4,0,668032,83504,161856,196608,257,256,257,0,0,0,0,0,0,0,0,1
moving,deps,gapped,points,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,gapped,secondary,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,gapped,scan256_after,4096,256,65536,12911848574592157416,16,4,0,1015808,126976,17888,196608,32,31,0,0,0,0,0,0,0,0,0,1
moving,deps,gapped,churn,4096,2048,65536,12911848574592157416,16,4,0,1015808,126976,17888,196608,32,31,0,4904960,613120,39650,158600,10496,9,8,256,1
moving,deps,gapped,rebuild,4096,4096,65536,12911848574592157416,16,4,0,720896,90112,12992,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,blocked,points,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,blocked,secondary,4096,2048,65536,12911848574592157416,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,blocked,scan256_after,4096,256,65536,12911848574592157416,16,4,0,1015808,126976,49632,196608,32,31,0,0,0,0,0,0,0,0,0,1
moving,deps,blocked,churn,4096,2048,65536,12911848574592157416,16,4,0,1015808,126976,49632,196608,32,31,0,294912,1445608,3621,14484,10496,9,8,256,1
moving,deps,blocked,rebuild,4096,4096,65536,12911848574592157416,16,4,0,720896,90112,35520,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,indirect,points,4096,2048,65536,12911848574592157416,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,indirect,secondary,4096,2048,65536,12911848574592157416,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,deps,indirect,scan256_after,4096,256,65536,12911848574592157416,16,4,0,524288,192512,38244,196608,32,31,0,0,0,0,0,0,0,0,0,1
moving,deps,indirect,churn,4096,2048,65536,12911848574592157416,16,4,0,524288,192512,38244,196608,32,31,0,0,7066760,0,0,9344,9,0,256,1
moving,deps,indirect,rebuild,4096,4096,65536,12911848574592157416,16,4,0,524288,155648,27072,196608,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,natural,points,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural,secondary,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural,scan256_after,4096,256,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural,churn,4096,2048,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,8844160,1105520,0,0,8192,0,0,0,1
moving,ids,natural,rebuild,4096,4096,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural1024,points,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural1024,secondary,4096,2048,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural1024,scan256_after,4096,256,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,natural1024,churn,4096,2048,65536,12911848574592157416,16,4,1,967552,120944,161856,245760,257,256,257,8844160,1105520,0,0,8192,0,0,0,1
moving,ids,natural1024,rebuild,4096,4096,65536,12911848574592157416,16,4,1,668032,83504,161856,245760,257,256,257,0,0,0,0,0,0,0,0,1
moving,ids,gapped,points,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,gapped,secondary,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,gapped,scan256_after,4096,256,65536,12911848574592157416,16,4,1,1015808,126976,17888,245760,32,31,0,0,0,0,0,0,0,0,0,1
moving,ids,gapped,churn,4096,2048,65536,12911848574592157416,16,4,1,1015808,126976,17888,245760,32,31,0,4904960,613120,39650,39650,10496,9,8,256,1
moving,ids,gapped,rebuild,4096,4096,65536,12911848574592157416,16,4,1,720896,90112,12992,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,blocked,points,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,blocked,secondary,4096,2048,65536,12911848574592157416,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,blocked,scan256_after,4096,256,65536,12911848574592157416,16,4,1,1015808,126976,49632,245760,32,31,0,0,0,0,0,0,0,0,0,1
moving,ids,blocked,churn,4096,2048,65536,12911848574592157416,16,4,1,1015808,126976,49632,245760,32,31,0,294912,1445608,3621,3621,10496,9,8,256,1
moving,ids,blocked,rebuild,4096,4096,65536,12911848574592157416,16,4,1,720896,90112,35520,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,indirect,points,4096,2048,65536,12911848574592157416,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,indirect,secondary,4096,2048,65536,12911848574592157416,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1
moving,ids,indirect,scan256_after,4096,256,65536,12911848574592157416,16,4,1,524288,192512,38244,245760,32,31,0,0,0,0,0,0,0,0,0,1
moving,ids,indirect,churn,4096,2048,65536,12911848574592157416,16,4,1,524288,192512,38244,245760,32,31,0,0,7066760,0,0,9344,9,0,256,1
moving,ids,indirect,rebuild,4096,4096,65536,12911848574592157416,16,4,1,524288,155648,27072,245760,23,22,0,0,0,0,0,0,0,0,0,1
