name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,operations
d05/deps/indirect/churn/manual_time,1,1,222,181854.20270270275,228431.86936936618,ns,512.0
d05/deps/indirect/churn/manual_time,2,1,222,178716.8198198198,222821.31531531407,ns,512.0
d05/deps/indirect/churn/manual_time,3,1,222,179026.8783783783,224498.8693693737,ns,512.0
d05/deps/indirect/churn/manual_time,4,1,222,177508.06306306308,221179.24324324363,ns,512.0
d05/deps/indirect/churn/manual_time,5,1,222,181734.62612612612,226693.3198198213,ns,512.0
d05/deps/indirect/churn/manual_time,6,1,222,178262.23423423417,222373.8738738746,ns,512.0
d20/keys/natural/points/manual_time,0,1,2508,17598.69059011155,17630.631977671423,ns,2048.0
d20/keys/natural/points/manual_time,1,1,2508,16853.52192982451,16897.179027113565,ns,2048.0
d20/keys/natural/points/manual_time,2,1,2508,16803.88118022309,16779.903907496337,ns,2048.0
d20/keys/natural/points/manual_time,3,1,2508,17026.678229664987,17063.52990430584,ns,2048.0
d20/keys/natural/points/manual_time,4,1,2508,17003.784688995194,17036.433413078197,ns,2048.0
d20/keys/natural/points/manual_time,5,1,2508,17035.494019138892,17072.517942584043,ns,2048.0
d20/keys/natural/points/manual_time,6,1,2508,16891.0857256777,16927.631578947305,ns,2048.0
d20/keys/natural/scan256_after/manual_time,0,1,439,96607.70615034162,96664.95671981893,ns,256.0
d20/keys/natural/scan256_after/manual_time,1,1,439,93855.23234624152,93904.99316628878,ns,256.0
d20/keys/natural/scan256_after/manual_time,2,1,439,89827.55353075174,89877.37129840323,ns,256.0
d20/keys/natural/scan256_after/manual_time,3,1,439,90013.32801822336,89807.23234624244,ns,256.0
d20/keys/natural/scan256_after/manual_time,4,1,439,93513.2938496582,93562.07289294006,ns,256.0
d20/keys/natural/scan256_after/manual_time,5,1,439,96453.54441913438,96512.33940774716,ns,256.0
d20/keys/natural/scan256_after/manual_time,6,1,439,103602.3826879271,94433.65831434919,ns,256.0
d20/keys/natural/churn/manual_time,0,1,438,93442.66438356163,218534.2442922367,ns,512.0
d20/keys/natural/churn/manual_time,1,1,438,93700.55936073061,216820.49086758288,ns,512.0
d20/keys/natural/churn/manual_time,2,1,438,93852.86301369866,219989.82191780713,ns,512.0
d20/keys/natural/churn/manual_time,3,1,438,93582.493150685,218994.86301369907,ns,512.0
d20/keys/natural/churn/manual_time,4,1,438,92956.15753424655,216705.09817351415,ns,512.0
d20/keys/natural/churn/manual_time,5,1,438,93323.3675799086,217861.01598173502,ns,512.0
d20/keys/natural/churn/manual_time,6,1,438,92971.96803652962,218011.60502282783,ns,512.0
d20/keys/gapped/points/manual_time,0,1,614,69338.22149837123,69410.49185667891,ns,2048.0
d20/keys/gapped/points/manual_time,1,1,614,69854.98697068397,69769.13517915436,ns,2048.0
d20/keys/gapped/points/manual_time,2,1,614,69990.92182410421,70066.4348534202,ns,2048.0
d20/keys/gapped/points/manual_time,3,1,614,69223.08143322494,69285.01628664485,ns,2048.0
d20/keys/gapped/points/manual_time,4,1,614,70086.29967426705,70156.9625407167,ns,2048.0
d20/keys/gapped/points/manual_time,5,1,614,69730.32410423445,69799.26710097774,ns,2048.0
d20/keys/gapped/points/manual_time,6,1,614,71498.92019543976,71496.26710097496,ns,2048.0
d20/keys/gapped/scan256_after/manual_time,0,1,411,101298.19464720195,101363.94890511078,ns,256.0
d20/keys/gapped/scan256_after/manual_time,1,1,411,100335.97566909967,100276.96593674082,ns,256.0
d20/keys/gapped/scan256_after/manual_time,2,1,411,102541.29927007291,102616.18004866099,ns,256.0
d20/keys/gapped/scan256_after/manual_time,3,1,411,103679.27493917273,103536.7007299275,ns,256.0
d20/keys/gapped/scan256_after/manual_time,4,1,411,100603.11435523126,100666.16058394138,ns,256.0
d20/keys/gapped/scan256_after/manual_time,5,1,411,101511.39416058389,101575.32360097245,ns,256.0
d20/keys/gapped/scan256_after/manual_time,6,1,411,105984.98296836988,101591.13625303935,ns,256.0
d20/keys/gapped/churn/manual_time,0,1,375,117890.85599999993,247892.77600000048,ns,512.0
d20/keys/gapped/churn/manual_time,1,1,375,111444.13066666665,239104.11199999735,ns,512.0
d20/keys/gapped/churn/manual_time,2,1,375,114383.82666666669,242521.77599999905,ns,512.0
d20/keys/gapped/churn/manual_time,3,1,375,115630.14133333326,242705.66666667056,ns,512.0
d20/keys/gapped/churn/manual_time,4,1,375,112361.81866666657,240249.3306666666,ns,512.0
d20/keys/gapped/churn/manual_time,5,1,375,113387.58133333323,241940.55466666952,ns,512.0
d20/keys/gapped/churn/manual_time,6,1,375,112264.38399999992,238178.4453333324,ns,512.0
d20/keys/ranked/points/manual_time,0,1,427,94715.38641686179,94761.70960187394,ns,2048.0
d20/keys/ranked/points/manual_time,1,1,427,96069.90866510535,95987.51053864243,ns,2048.0
d20/keys/ranked/points/manual_time,2,1,427,95513.1896955504,95556.30444964819,ns,2048.0
d20/keys/ranked/points/manual_time,3,1,427,95059.15456674466,95111.72833723511,ns,2048.0
d20/keys/ranked/points/manual_time,4,1,427,94581.13114754112,94624.4121779875,ns,2048.0
d20/keys/ranked/points/manual_time,5,1,427,95957.16159250576,95999.31615925049,ns,2048.0
d20/keys/ranked/points/manual_time,6,1,427,95284.07494145208,95328.55035128827,ns,2048.0
d20/keys/ranked/scan256_after/manual_time,0,1,416,104074.43269230764,104143.93028846264,ns,256.0
d20/keys/ranked/scan256_after/manual_time,1,1,416,101296.52884615377,101360.97596153713,ns,256.0
d20/keys/ranked/scan256_after/manual_time,2,1,416,101845.20673076928,101977.66586538515,ns,256.0
d20/keys/ranked/scan256_after/manual_time,3,1,416,101620.17067307692,101557.68990384771,ns,256.0
d20/keys/ranked/scan256_after/manual_time,4,1,416,102251.32451923093,102324.01923077062,ns,256.0
d20/keys/ranked/scan256_after/manual_time,5,1,416,103357.02163461543,103427.18269230782,ns,256.0
d20/keys/ranked/scan256_after/manual_time,6,1,416,104868.16826923078,104963.74038461751,ns,256.0
d20/keys/ranked/churn/manual_time,0,1,297,136755.94949494954,265855.77777777996,ns,512.0
d20/keys/ranked/churn/manual_time,1,1,297,135066.3131313131,263101.00673400797,ns,512.0
d20/keys/ranked/churn/manual_time,2,1,297,135194.79461279453,261879.4882154875,ns,512.0
d20/keys/ranked/churn/manual_time,3,1,297,136176.79797979802,262395.3400673407,ns,512.0
d20/keys/ranked/churn/manual_time,4,1,297,141748.66666666677,271658.94949494756,ns,512.0
d20/keys/ranked/churn/manual_time,5,1,297,132719.72727272735,259440.51515151781,ns,512.0
d20/keys/ranked/churn/manual_time,6,1,297,134825.29966329964,261376.2626262646,ns,512.0
d20/keys/blocked/points/manual_time,0,1,261,151426.7586206895,151516.28352489843,ns,2048.0
d20/keys/blocked/points/manual_time,1,1,261,146726.04214559394,146587.32567049554,ns,2048.0
d20/keys/blocked/points/manual_time,2,1,261,154768.33333333346,154852.17241379092,ns,2048.0
d20/keys/blocked/points/manual_time,3,1,261,154140.66666666654,154217.2720306457,ns,2048.0
d20/keys/blocked/points/manual_time,4,1,261,151860.64750957853,151937.7394636002,ns,2048.0
d20/keys/blocked/points/manual_time,5,1,261,149687.02681992334,149763.5708812285,ns,2048.0
d20/keys/blocked/points/manual_time,6,1,261,149547.13026819922,149622.60536398218,ns,2048.0
d20/keys/blocked/scan256_after/manual_time,0,1,795,53589.05408805033,53651.625157234346,ns,256.0
d20/keys/blocked/scan256_after/manual_time,1,1,795,52444.750943396255,52520.440251572094,ns,256.0
