name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,items_per_iteration,items_per_second,unit_bytes,fraction_R_0,fraction_R_1,fraction_R_AC,fraction_W_A,fraction_W_AB,fraction_W_AC,fraction_W_all,binding_bytes
small/unpacked/W_AC,4,0,small/unpacked/W_AC,iteration,3,2,1,60348,464.3308974626845,464.1827566779341,ns,256.0,551506914.7163981,4.0,,,,,,,,
small/unpacked/W_AB,5,0,small/unpacked/W_AB,iteration,3,0,1,60254,464.4959670720241,464.42430378066246,ns,256.0,551220075.9435347,4.0,,,,,,,,
small/unpacked/W_AB,5,0,small/unpacked/W_AB,iteration,3,1,1,60254,464.1365054609661,464.135343711621,ns,256.0,551563252.9787674,4.0,,,,,,,,
small/unpacked/W_AB,5,0,small/unpacked/W_AB,iteration,3,2,1,60254,464.1316759043261,464.1005078501018,ns,256.0,551604653.883905,4.0,,,,,,,,
small/unpacked/W_all,6,0,small/unpacked/W_all,iteration,3,0,1,53713,521.4476942280502,521.4464282389741,ns,256.0,490942091.33728606,4.0,,,,,,,,
small/unpacked/W_all,6,0,small/unpacked/W_all,iteration,3,1,1,53713,522.113473460927,521.7115409677351,ns,256.0,490692614.39978784,4.0,,,,,,,,
small/unpacked/W_all,6,0,small/unpacked/W_all,iteration,3,2,1,53713,521.4581386244762,521.4568354029745,ns,256.0,490932293.1823624,4.0,,,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,7,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,iteration,3,0,1,20200,1381.8480693030908,1381.8441584158388,ns,256.0,185259675.2252303,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,7,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,iteration,3,1,1,20200,1377.9435643568427,1377.8183663366353,ns,256.0,185800978.0205331,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,7,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,iteration,3,2,1,20200,1377.3366336663187,1376.2406930693105,ns,256.0,186013973.63790005,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,8,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,iteration,3,0,1,18804,1483.4870240369974,1483.4823441820868,ns,256.0,172566934.14921954,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,8,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,iteration,3,1,1,18804,1484.5096787924108,1483.340831737931,ns,256.0,172583397.23586115,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,8,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,iteration,3,2,1,18804,1485.9497979157513,1483.996596468832,ns,256.0,172507134.18693253,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,9,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,iteration,3,0,1,14976,1861.9718215809107,1861.9666132478658,ns,256.0,137489038.83590806,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,9,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,iteration,3,1,1,14976,1859.5092147407156,1857.580194978629,ns,256.0,137813700.1524961,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,9,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,iteration,3,2,1,14976,1856.5511485005175,1856.320913461536,ns,256.0,137907189.50778252,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,10,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,iteration,3,0,1,14475,1924.707495683538,1924.4726770293603,ns,256.0,133023452.63491336,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,10,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,iteration,3,1,1,14475,1924.9920552677856,1923.4660449049989,ns,256.0,133093069.50237532,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,10,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,iteration,3,2,1,14475,1922.473920550085,1921.8488428324772,ns,256.0,133205064.98455918,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,11,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,iteration,3,0,1,15949,1757.9754843556032,1757.7328359144872,ns,256.0,145642156.0599749,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,11,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,iteration,3,1,1,15949,1756.6017305160678,1756.5967772274125,ns,256.0,145736348.44307682,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,11,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,iteration,3,2,1,15949,1758.9611260864237,1757.2864756411054,ns,256.0,145679149.9556749,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,12,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,iteration,3,0,1,15958,1747.044742450607,1746.9257425742576,ns,256.0,146543149.3514774,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,12,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,iteration,3,1,1,15958,1747.7465847806927,1746.222082967787,ns,256.0,146602200.54308093,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,12,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,iteration,3,2,1,15958,1747.3756109793776,1747.1187492166898,ns,256.0,146526960.52559453,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,13,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,iteration,3,0,1,20260,1380.0103652526045,1379.858933859831,ns,256.0,185526211.20761973,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,13,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,iteration,3,1,1,20260,1377.450641654445,1377.44723593287,ns,256.0,185851039.02482706,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,13,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,iteration,3,2,1,20260,1378.5849457088805,1378.488746298131,ns,256.0,185710620.19002795,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,14,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,iteration,3,0,1,18914,1479.4052024947698,1477.9042508194955,ns,256.0,173218258.12331784,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,14,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,iteration,3,1,1,18914,1477.2639843453114,1477.0895632864529,ns,256.0,173313796.51103374,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,14,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,iteration,3,2,1,18914,1479.0234746718259,1477.8117267632397,ns,256.0,173229103.11498278,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/50/bytes,15,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/50/bytes,iteration,3,0,1,15006,1851.1482073868106,1850.8304678128843,ns,256.0,138316287.9863944,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/50/bytes,15,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/50/bytes,iteration,3,1,1,15006,1843.9950686347613,1843.9898040783664,ns,256.0,138829401.02694866,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/50/bytes,15,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/50/bytes,iteration,3,2,1,15006,1844.8679861382318,1844.7461681993896,ns,256.0,138772479.60345414,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/50/word,16,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/50/word,iteration,3,0,1,14464,1926.491288713428,1926.3268805309783,ns,256.0,132895409.69777437,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/50/word,16,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/50/word,iteration,3,1,1,14464,1919.17242809656,1919.1676576327457,ns,256.0,133391159.95512909,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/50/word,16,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/50/word,iteration,3,2,1,14464,1918.5183213494256,1917.3804618362938,ns,256.0,133515494.2357274,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/90/bytes,17,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/90/bytes,iteration,3,0,1,15955,1751.3870260113206,1751.0060169226035,ns,256.0,146201667.7989037,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/90/bytes,17,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/90/bytes,iteration,3,1,1,15955,1751.6158571014325,1751.448574114694,ns,256.0,146164725.46412075,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/90/bytes,17,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/90/bytes,iteration,3,2,1,15955,1751.3594484489274,1751.2397994359208,ns,256.0,146182150.54412213,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/90/word,18,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/90/word,iteration,3,0,1,16002,1747.9546306726947,1747.2235970503566,ns,256.0,146518167.6988431,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/90/word,18,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/90/word,iteration,3,1,1,16002,1746.1579802496522,1744.2976502937167,ns,256.0,146763942.4709957,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s0-B0s1-C1s5-D1s0/90/word,18,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/90/word,iteration,3,2,1,16002,1740.9267591586058,1739.9582552181007,ns,256.0,147129966.6140041,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/5/bytes,19,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/5/bytes,iteration,3,0,1,20316,1377.3346623350733,1375.7984347312386,ns,256.0,186073768.90206262,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/5/bytes,19,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/5/bytes,iteration,3,1,1,20316,1372.2086040582672,1371.8961409726282,ns,256.0,186603046.94676423,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/5/bytes,19,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/5/bytes,iteration,3,2,1,20316,1374.5555719631423,1374.5516341799632,ns,256.0,186242548.9404956,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/5/word,20,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/5/word,iteration,3,0,1,18901,1478.8460927989577,1478.6975292312527,ns,256.0,173125331.54301652,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/5/word,20,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/5/word,iteration,3,1,1,18901,1477.759377808385,1477.6747791122077,ns,256.0,173245157.60755265,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/5/word,20,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/5/word,iteration,3,2,1,18901,1479.1846992258554,1478.1298344002994,ns,256.0,173191822.55993313,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/50/bytes,21,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/50/bytes,iteration,3,0,1,15023,1847.0092524804459,1847.003993876063,ns,256.0,138602840.51837194,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/50/bytes,21,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/50/bytes,iteration,3,1,1,15023,1843.44198895235,1841.7573720295516,ns,256.0,138997679.00366652,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/50/bytes,21,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/50/bytes,iteration,3,2,1,15023,1839.8029687789704,1839.6653131864534,ns,256.0,139155746.5181461,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/50/word,22,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/50/word,iteration,3,0,1,14580,1915.1200960215986,1914.896570644729,ns,256.0,133688682.68107401,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/50/word,22,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/50/word,iteration,3,1,1,14580,1910.6817558261246,1910.566598079564,ns,256.0,133991665.22502927,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/50/word,22,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/50/word,iteration,3,2,1,14580,1912.3230452635432,1911.0769547325244,ns,256.0,133955882.50177498,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/90/bytes,23,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/90/bytes,iteration,3,0,1,15952,1749.5085255791219,1749.328673520572,ns,256.0,146341853.23492867,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/90/bytes,23,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/90/bytes,iteration,3,1,1,15952,1749.8545636900255,1749.722354563703,ns,256.0,146308926.8604756,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/90/bytes,23,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/90/bytes,iteration,3,2,1,15952,1750.4000125409393,1750.3943706118278,ns,256.0,146252755.54932144,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/90/word,24,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/90/word,iteration,3,0,1,15978,1750.8511703622962,1750.8468519214186,ns,256.0,146214958.61791673,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/90/word,24,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/90/word,iteration,3,1,1,15978,1752.263174363008,1752.0948804606408,ns,256.0,146110808.75522873,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s0-D1s3/90/word,24,0,mixture/b2-A0s7-B0s0-C1s0-D1s3/90/word,iteration,3,2,1,15978,1752.1060207738296,1751.131618475423,ns,256.0,146191181.34756753,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/5/bytes,25,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/5/bytes,iteration,3,0,1,20290,1378.551503200715,1378.5476589452933,ns,256.0,185702683.79104275,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/5/bytes,25,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/5/bytes,iteration,3,1,1,20290,1379.091720058458,1379.0069492360608,ns,256.0,185640833.89269236,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/5/bytes,25,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/5/bytes,iteration,3,2,1,20290,1373.4504682125819,1373.446131099054,ns,256.0,186392457.77709872,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/5/word,26,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/5/word,iteration,3,0,1,18919,1477.9221946234704,1477.9185474919282,ns,256.0,173216582.49329072,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/5/word,26,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/5/word,iteration,3,1,1,18919,1477.877319095354,1477.7917437496592,ns,256.0,173231445.5556783,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/5/word,26,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/5/word,iteration,3,2,1,18919,1476.7662138597566,1476.1192980601597,ns,256.0,173427717.07979298,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/50/bytes,27,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/50/bytes,iteration,3,0,1,15131,1838.9822219324597,1838.8158086048531,ns,256.0,139220034.32972026,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/50/bytes,27,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/50/bytes,iteration,3,1,1,15131,1835.8006741173867,1835.6751701804012,ns,256.0,139458224.50430682,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/50/bytes,27,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/50/bytes,iteration,3,2,1,15131,1837.2361377318014,1836.6996232899428,ns,256.0,139380439.10601252,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/50/word,28,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/50/word,iteration,3,0,1,14520,1922.2892562031882,1919.6819559228584,ns,256.0,133355423.3867515,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/50/word,28,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/50/word,iteration,3,1,1,14520,1913.4524793411747,1913.447038567509,ns,256.0,133789958.56172372,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/50/word,28,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/50/word,iteration,3,2,1,14520,1913.8078512420434,1911.0393250688692,ns,256.0,133958520.18418008,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/90/bytes,29,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/90/bytes,iteration,3,0,1,15975,1750.2235367741869,1749.8717370892025,ns,256.0,146296436.8038993,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/90/bytes,29,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/90/bytes,iteration,3,1,1,15975,1750.733020341495,1750.7287636932947,ns,256.0,146224820.94824824,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/90/bytes,29,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/90/bytes,iteration,3,2,1,15975,1749.2388732391137,1749.1268231611862,ns,256.0,146358741.1788316,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/90/word,30,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/90/word,iteration,3,0,1,16041,1746.8836730871437,1746.335141200675,ns,256.0,146592709.47499216,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
mixture/b2-A0s7-B0s0-C1s5-D1s0/90/word,30,0,mixture/b2-A0s7-B0s0-C1s5-D1s0/90/word,iteration,3,1,1,16041,1742.7555015333628,1742.7498909045548,ns,256.0,146894285.48299956,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,
