corpus,operation,cells,rounds,repetition,cells_per_call,ns_per_cell
msmarco-keyset--of/partial,bec_encode,1023,977,1,1,24.626777565
msmarco-keyset--of/partial,bec_encode,1023,977,2,1,24.589100634
msmarco-keyset--of/partial,bec_encode,1023,977,3,1,24.671342140
msmarco-keyset--of/partial,bec_encode,1023,977,4,1,24.634746781
msmarco-keyset--of/partial,calico_encode,1023,977,0,1,45.886437926
msmarco-keyset--of/partial,calico_encode,1023,977,1,1,45.916495826
msmarco-keyset--of/partial,calico_encode,1023,977,2,1,45.949860476
msmarco-keyset--of/partial,calico_encode,1023,977,3,1,45.891304500
msmarco-keyset--of/partial,calico_encode,1023,977,4,1,45.915906515
msmarco-keyset--of/partial,calico_p2_encode,1023,977,0,1,35.213673033
msmarco-keyset--of/partial,calico_p2_encode,1023,977,1,1,35.192568869
msmarco-keyset--of/partial,calico_p2_encode,1023,977,2,1,35.192551860
msmarco-keyset--of/partial,calico_p2_encode,1023,977,3,1,35.172812418
msmarco-keyset--of/partial,calico_p2_encode,1023,977,4,1,35.314681466
msmarco-keyset--of/partial,bec_decode,1023,977,0,1,51.096336962
msmarco-keyset--of/partial,bec_decode,1023,977,1,1,48.885158249
msmarco-keyset--of/partial,bec_decode,1023,977,2,1,48.937495935
msmarco-keyset--of/partial,bec_decode,1023,977,3,1,48.909336039
msmarco-keyset--of/partial,bec_decode,1023,977,4,1,49.027010288
msmarco-keyset--of/partial,calico_decode,1023,977,0,1,79.713282326
msmarco-keyset--of/partial,calico_decode,1023,977,1,1,79.737769280
msmarco-keyset--of/partial,calico_decode,1023,977,2,1,79.625298783
msmarco-keyset--of/partial,calico_decode,1023,977,3,1,79.641854541
msmarco-keyset--of/partial,calico_decode,1023,977,4,1,79.595586065
msmarco-keyset--of/partial,bec_decode_x2,1023,977,0,2,29.807045927
msmarco-keyset--of/partial,bec_decode_x2,1023,977,1,2,29.786457036
msmarco-keyset--of/partial,bec_decode_x2,1023,977,2,2,29.793386702
msmarco-keyset--of/partial,bec_decode_x2,1023,977,3,2,29.805263484
msmarco-keyset--of/partial,bec_decode_x2,1023,977,4,2,29.808511202
msmarco-keyset--of/partial,calico_decode_x2,1023,977,0,2,42.995814786
msmarco-keyset--of/partial,calico_decode_x2,1023,977,1,2,43.006138247
msmarco-keyset--of/partial,calico_decode_x2,1023,977,2,2,43.033390163
msmarco-keyset--of/partial,calico_decode_x2,1023,977,3,2,42.999986493
msmarco-keyset--of/partial,calico_decode_x2,1023,977,4,2,42.990616536
msmarco-keyset--of/all,bec_encode,1024,976,0,1,24.578466197
msmarco-keyset--of/all,bec_encode,1024,976,1,1,24.581690053
msmarco-keyset--of/all,bec_encode,1024,976,2,1,24.575955751
msmarco-keyset--of/all,bec_encode,1024,976,3,1,24.553582864
msmarco-keyset--of/all,bec_encode,1024,976,4,1,24.584539695
msmarco-keyset--of/all,calico_encode,1024,976,0,1,45.954293673
msmarco-keyset--of/all,calico_encode,1024,976,1,1,45.938604636
msmarco-keyset--of/all,calico_encode,1024,976,2,1,45.912561636
msmarco-keyset--of/all,calico_encode,1024,976,3,1,45.905652656
msmarco-keyset--of/all,calico_encode,1024,976,4,1,45.901434226
msmarco-keyset--of/all,calico_p2_encode,1024,976,0,1,35.164357670
msmarco-keyset--of/all,calico_p2_encode,1024,976,1,1,35.185684955
msmarco-keyset--of/all,calico_p2_encode,1024,976,2,1,35.222920402
msmarco-keyset--of/all,calico_p2_encode,1024,976,3,1,35.207835713
msmarco-keyset--of/all,calico_p2_encode,1024,976,4,1,35.314650239
msmarco-keyset--of/all,bec_decode,1024,976,0,1,51.115720655
msmarco-keyset--of/all,bec_decode,1024,976,1,1,48.884215308
msmarco-keyset--of/all,bec_decode,1024,976,2,1,48.928264680
msmarco-keyset--of/all,bec_decode,1024,976,3,1,48.936100194
msmarco-keyset--of/all,bec_decode,1024,976,4,1,48.894614298
msmarco-keyset--of/all,calico_decode,1024,976,0,1,79.694624103
msmarco-keyset--of/all,calico_decode,1024,976,1,1,79.606157147
msmarco-keyset--of/all,calico_decode,1024,976,2,1,79.600958152
msmarco-keyset--of/all,calico_decode,1024,976,3,1,79.581860151
msmarco-keyset--of/all,calico_decode,1024,976,4,1,79.600891113
msmarco-keyset--of/all,bec_decode_x2,1024,976,0,2,29.791299288
msmarco-keyset--of/all,bec_decode_x2,1024,976,1,2,29.809956035
msmarco-keyset--of/all,bec_decode_x2,1024,976,2,2,29.781826832
msmarco-keyset--of/all,bec_decode_x2,1024,976,3,2,29.788784840
msmarco-keyset--of/all,bec_decode_x2,1024,976,4,2,29.826906798
msmarco-keyset--of/all,calico_decode_x2,1024,976,0,2,43.011294506
msmarco-keyset--of/all,calico_decode_x2,1024,976,1,2,43.008923140
msmarco-keyset--of/all,calico_decode_x2,1024,976,2,2,43.027560875
msmarco-keyset--of/all,calico_decode_x2,1024,976,3,2,43.020519819
msmarco-keyset--of/all,calico_decode_x2,1024,976,4,2,43.126875080
msmarco-keyset--s/partial,bec_encode,1024,976,0,1,24.621064733
msmarco-keyset--s/partial,bec_encode,1024,976,1,1,24.616983382
msmarco-keyset--s/partial,bec_encode,1024,976,2,1,24.644683338
msmarco-keyset--s/partial,bec_encode,1024,976,3,1,24.601387399
msmarco-keyset--s/partial,bec_encode,1024,976,4,1,24.641639584
msmarco-keyset--s/partial,calico_encode,1024,976,0,1,45.872156362
msmarco-keyset--s/partial,calico_encode,1024,976,1,1,45.917662574
msmarco-keyset--s/partial,calico_encode,1024,976,2,1,45.871965252
msmarco-keyset--s/partial,calico_encode,1024,976,3,1,45.965093894
msmarco-keyset--s/partial,calico_encode,1024,976,4,1,45.875834481
msmarco-keyset--s/partial,calico_p2_encode,1024,976,0,1,35.084580718
msmarco-keyset--s/partial,calico_p2_encode,1024,976,1,1,35.083754242
msmarco-keyset--s/partial,calico_p2_encode,1024,976,2,1,35.158997583
msmarco-keyset--s/partial,calico_p2_encode,1024,976,3,1,35.093339764
msmarco-keyset--s/partial,calico_p2_encode,1024,976,4,1,35.232346832
msmarco-keyset--s/partial,bec_decode,1024,976,0,1,51.096949843
msmarco-keyset--s/partial,bec_decode,1024,976,1,1,48.903480405
msmarco-keyset--s/partial,bec_decode,1024,976,2,1,48.895103580
msmarco-keyset--s/partial,bec_decode,1024,976,3,1,48.878521028
msmarco-keyset--s/partial,bec_decode,1024,976,4,1,48.910227291
msmarco-keyset--s/partial,calico_decode,1024,976,0,1,79.585203077
msmarco-keyset--s/partial,calico_decode,1024,976,1,1,79.580689477
msmarco-keyset--s/partial,calico_decode,1024,976,2,1,79.419039367
msmarco-keyset--s/partial,calico_decode,1024,976,3,1,79.554115170
msmarco-keyset--s/partial,calico_decode,1024,976,4,1,79.449524926
msmarco-keyset--s/partial,bec_decode_x2,1024,976,0,2,29.797748003
msmarco-keyset--s/partial,bec_decode_x2,1024,976,1,2,29.950885710
msmarco-keyset--s/partial,bec_decode_x2,1024,976,2,2,29.792808658
msmarco-keyset--s/partial,bec_decode_x2,1024,976,3,2,29.807492616
msmarco-keyset--s/partial,bec_decode_x2,1024,976,4,2,29.795273578
msmarco-keyset--s/partial,calico_decode_x2,1024,976,0,2,43.020264172
msmarco-keyset--s/partial,calico_decode_x2,1024,976,1,2,43.011087386
msmarco-keyset--s/partial,calico_decode_x2,1024,976,2,2,42.982274790
msmarco-keyset--s/partial,calico_decode_x2,1024,976,3,2,43.004208424
msmarco-keyset--s/partial,calico_decode_x2,1024,976,4,2,43.011086886
msmarco-keyset--s/all,bec_encode,1024,976,0,1,24.639847552
msmarco-keyset--s/all,bec_encode,1024,976,1,1,24.627676542
msmarco-keyset--s/all,bec_encode,1024,976,2,1,24.631613810
msmarco-keyset--s/all,bec_encode,1024,976,3,1,24.644364154
msmarco-keyset--s/all,bec_encode,1024,976,4,1,24.651092029
msmarco-keyset--s/all,calico_encode,1024,976,0,1,45.922388296
msmarco-keyset--s/all,calico_encode,1024,976,1,1,45.986050965
msmarco-keyset--s/all,calico_encode,1024,976,2,1,45.984893299
msmarco-keyset--s/all,calico_encode,1024,976,3,1,45.930592021
msmarco-keyset--s/all,calico_encode,1024,976,4,1,45.932275991
msmarco-keyset--s/all,calico_p2_encode,1024,976,0,1,35.295688316
msmarco-keyset--s/all,calico_p2_encode,1024,976,1,1,35.243568295
msmarco-keyset--s/all,calico_p2_encode,1024,976,2,1,35.244453805
msmarco-keyset--s/all,calico_p2_encode,1024,976,3,1,35.235989930
msmarco-keyset--s/all,calico_p2_encode,1024,976,4,1,35.356980621
msmarco-keyset--s/all,bec_decode,1024,976,0,1,51.095694120
msmarco-keyset--s/all,bec_decode,1024,976,1,1,48.865476514
msmarco-keyset--s/all,bec_decode,1024,976,2,1,48.883382829
msmarco-keyset--s/all,bec_decode,1024,976,3,1,48.904936243
msmarco-keyset--s/all,bec_decode,1024,976,4,1,48.929640473
msmarco-keyset--s/all,calico_decode,1024,976,0,1,79.595715132
msmarco-keyset--s/all,calico_decode,1024,976,1,1,79.435809026
msmarco-keyset--s/all,calico_decode,1024,976,2,1,79.415329230
msmarco-keyset--s/all,calico_decode,1024,976,3,1,79.540166136
msmarco-keyset--s/all,calico_decode,1024,976,4,1,79.417540503
msmarco-keyset--s/all,bec_decode_x2,1024,976,0,2,29.804550421
msmarco-keyset--s/all,bec_decode_x2,1024,976,1,2,29.787300985
msmarco-keyset--s/all,bec_decode_x2,1024,976,2,2,29.787704718
msmarco-keyset--s/all,bec_decode_x2,1024,976,3,2,29.795136499
msmarco-keyset--s/all,bec_decode_x2,1024,976,4,2,29.791811583
msmarco-keyset--s/all,calico_decode_x2,1024,976,0,2,42.993235604
msmarco-keyset--s/all,calico_decode_x2,1024,976,1,2,43.036541548
msmarco-keyset--s/all,calico_decode_x2,1024,976,2,2,43.044184450
msmarco-keyset--s/all,calico_decode_x2,1024,976,3,2,43.000339195
msmarco-keyset--s/all,calico_decode_x2,1024,976,4,2,43.015788594
msmarco-keyset--services/partial,bec_encode,945,1058,0,1,21.911555195
msmarco-keyset--services/partial,bec_encode,945,1058,1,1,21.987991718
msmarco-keyset--services/partial,bec_encode,945,1058,2,1,21.904659885
msmarco-keyset--services/partial,bec_encode,945,1058,3,1,21.907553435
msmarco-keyset--services/partial,bec_encode,945,1058,4,1,21.909487803
msmarco-keyset--services/partial,calico_encode,945,1058,0,1,46.597483522
msmarco-keyset--services/partial,calico_encode,945,1058,1,1,46.594085876
msmarco-keyset--services/partial,calico_encode,945,1058,2,1,46.570606415
msmarco-keyset--services/partial,calico_encode,945,1058,3,1,46.563256019
msmarco-keyset--services/partial,calico_encode,945,1058,4,1,46.588730859
msmarco-keyset--services/partial,calico_p2_encode,945,1058,0,1,34.471913664
msmarco-keyset--services/partial,calico_p2_encode,945,1058,1,1,34.495443134
msmarco-keyset--services/partial,calico_p2_encode,945,1058,2,1,34.452735020
msmarco-keyset--services/partial,calico_p2_encode,945,1058,3,1,34.527509227
msmarco-keyset--services/partial,calico_p2_encode,945,1058,4,1,34.596319301
msmarco-keyset--services/partial,bec_decode,945,1058,0,1,51.174085076
msmarco-keyset--services/partial,bec_decode,945,1058,1,1,48.892376552
msmarco-keyset--services/partial,bec_decode,945,1058,2,1,48.932984267
msmarco-keyset--services/partial,bec_decode,945,1058,3,1,48.943522269
msmarco-keyset--services/partial,bec_decode,945,1058,4,1,48.921699123
msmarco-keyset--services/partial,calico_decode,945,1058,0,1,79.383058781
msmarco-keyset--services/partial,calico_decode,945,1058,1,1,79.358224063
msmarco-keyset--services/partial,calico_decode,945,1058,2,1,79.320225843
msmarco-keyset--services/partial,calico_decode,945,1058,3,1,79.315627969
msmarco-keyset--services/partial,calico_decode,945,1058,4,1,79.306720277
msmarco-keyset--services/partial,bec_decode_x2,945,1058,0,2,29.793039177
msmarco-keyset--services/partial,bec_decode_x2,945,1058,1,2,29.794942539
msmarco-keyset--services/partial,bec_decode_x2,945,1058,2,2,29.822279733
msmarco-keyset--services/partial,bec_decode_x2,945,1058,3,2,29.790724238
msmarco-keyset--services/partial,bec_decode_x2,945,1058,4,2,29.808919695
msmarco-keyset--services/partial,calico_decode_x2,945,1058,0,2,42.986004841
msmarco-keyset--services/partial,calico_decode_x2,945,1058,1,2,43.034046469
msmarco-keyset--services/partial,calico_decode_x2,945,1058,2,2,43.002190916
msmarco-keyset--services/partial,calico_decode_x2,945,1058,3,2,42.997395005
msmarco-keyset--services/partial,calico_decode_x2,945,1058,4,2,43.010280953
msmarco-keyset--services/all,bec_encode,1024,976,0,1,22.265911165
msmarco-keyset--services/all,bec_encode,1024,976,1,1,22.294828821
msmarco-keyset--services/all,bec_encode,1024,976,2,1,22.239952212
msmarco-keyset--services/all,bec_encode,1024,976,3,1,22.276224105
msmarco-keyset--services/all,bec_encode,1024,976,4,1,22.192646965
msmarco-keyset--services/all,calico_encode,1024,976,0,1,46.553115595
msmarco-keyset--services/all,calico_encode,1024,976,1,1,46.547141153
msmarco-keyset--services/all,calico_encode,1024,976,2,1,46.582592573
msmarco-keyset--services/all,calico_encode,1024,976,3,1,46.570312500
msmarco-keyset--services/all,calico_encode,1024,976,4,1,46.551166472
msmarco-keyset--services/all,calico_p2_encode,1024,976,0,1,34.523775695
msmarco-keyset--services/all,calico_p2_encode,1024,976,1,1,34.483704614
msmarco-keyset--services/all,calico_p2_encode,1024,976,2,1,34.500615354
msmarco-keyset--services/all,calico_p2_encode,1024,976,3,1,34.454802967
msmarco-keyset--services/all,calico_p2_encode,1024,976,4,1,34.604857398
msmarco-keyset--services/all,bec_decode,1024,976,0,1,51.127688549
msmarco-keyset--services/all,bec_decode,1024,976,1,1,48.896800557
msmarco-keyset--services/all,bec_decode,1024,976,2,1,48.901800437
msmarco-keyset--services/all,bec_decode,1024,976,3,1,48.885558081
msmarco-keyset--services/all,bec_decode,1024,976,4,1,48.882038054
msmarco-keyset--services/all,calico_decode,1024,976,0,1,79.322525775
msmarco-keyset--services/all,calico_decode,1024,976,1,1,79.428247671
msmarco-keyset--services/all,calico_decode,1024,976,2,1,79.275937940
msmarco-keyset--services/all,calico_decode,1024,976,3,1,79.337905634
msmarco-keyset--services/all,calico_decode,1024,976,4,1,79.318451428
msmarco-keyset--services/all,bec_decode_x2,1024,976,0,2,29.785141742
msmarco-keyset--services/all,bec_decode_x2,1024,976,1,2,29.818181773
msmarco-keyset--services/all,bec_decode_x2,1024,976,2,2,29.791776563
msmarco-keyset--services/all,bec_decode_x2,1024,976,3,2,29.781379074
msmarco-keyset--services/all,bec_decode_x2,1024,976,4,2,29.812672599
msmarco-keyset--services/all,calico_decode_x2,1024,976,0,2,42.993160060
msmarco-keyset--services/all,calico_decode_x2,1024,976,1,2,43.016091769
msmarco-keyset--services/all,calico_decode_x2,1024,976,2,2,42.995629483
msmarco-keyset--services/all,calico_decode_x2,1024,976,3,2,43.022879679
msmarco-keyset--services/all,calico_decode_x2,1024,976,4,2,42.981075099
msmarco-keyset--system/partial,bec_encode,1016,984,0,1,24.259945546
msmarco-keyset--system/partial,bec_encode,1016,984,1,1,24.268169651
msmarco-keyset--system/partial,bec_encode,1016,984,2,1,24.286611373
msmarco-keyset--system/partial,bec_encode,1016,984,3,1,24.296722961
msmarco-keyset--system/partial,bec_encode,1016,984,4,1,24.282275262
msmarco-keyset--system/partial,calico_encode,1016,984,0,1,46.675918035
msmarco-keyset--system/partial,calico_encode,1016,984,1,1,46.678256634
msmarco-keyset--system/partial,calico_encode,1016,984,2,1,46.695946162
msmarco-keyset--system/partial,calico_encode,1016,984,3,1,46.670175565
msmarco-keyset--system/partial,calico_encode,1016,984,4,1,46.685818570
msmarco-keyset--system/partial,calico_p2_encode,1016,984,0,1,34.670197571
msmarco-keyset--system/partial,calico_p2_encode,1016,984,1,1,34.530795884
msmarco-keyset--system/partial,calico_p2_encode,1016,984,2,1,34.501644421
msmarco-keyset--system/partial,calico_p2_encode,1016,984,3,1,34.498321570
msmarco-keyset--system/partial,calico_p2_encode,1016,984,4,1,34.611670588
msmarco-keyset--system/partial,bec_decode,1016,984,0,1,51.128940009
msmarco-keyset--system/partial,bec_decode,1016,984,1,1,48.874270813
msmarco-keyset--system/partial,bec_decode,1016,984,2,1,48.891583245
msmarco-keyset--system/partial,bec_decode,1016,984,3,1,48.929705004
msmarco-keyset--system/partial,bec_decode,1016,984,4,1,48.866738885
msmarco-keyset--system/partial,calico_decode,1016,984,0,1,79.307302669
msmarco-keyset--system/partial,calico_decode,1016,984,1,1,79.363919163
msmarco-keyset--system/partial,calico_decode,1016,984,2,1,79.296268845
msmarco-keyset--system/partial,calico_decode,1016,984,3,1,79.335196810
msmarco-keyset--system/partial,calico_decode,1016,984,4,1,79.259360396
msmarco-keyset--system/partial,bec_decode_x2,1016,984,0,2,29.861219472
msmarco-keyset--system/partial,bec_decode_x2,1016,984,1,2,29.793676181
msmarco-keyset--system/partial,bec_decode_x2,1016,984,2,2,29.791465615
msmarco-keyset--system/partial,bec_decode_x2,1016,984,3,2,29.912672644
msmarco-keyset--system/partial,bec_decode_x2,1016,984,4,2,29.797865254
msmarco-keyset--system/partial,calico_decode_x2,1016,984,0,2,42.982193942
msmarco-keyset--system/partial,calico_decode_x2,1016,984,1,2,43.001678430
msmarco-keyset--system/partial,calico_decode_x2,1016,984,2,2,42.999625904
msmarco-keyset--system/partial,calico_decode_x2,1016,984,3,2,43.040381338
msmarco-keyset--system/partial,calico_decode_x2,1016,984,4,2,42.996580625
msmarco-keyset--system/all,bec_encode,1024,976,0,1,24.382170130
msmarco-keyset--system/all,bec_encode,1024,976,1,1,24.343744997
msmarco-keyset--system/all,bec_encode,1024,976,2,1,24.351319360
msmarco-keyset--system/all,bec_encode,1024,976,3,1,24.362168609
msmarco-keyset--system/all,bec_encode,1024,976,4,1,24.356283219
msmarco-keyset--system/all,calico_encode,1024,976,0,1,46.859118852
msmarco-keyset--system/all,calico_encode,1024,976,1,1,46.674805688
msmarco-keyset--system/all,calico_encode,1024,976,2,1,46.693589508
msmarco-keyset--system/all,calico_encode,1024,976,3,1,46.693698570
msmarco-keyset--system/all,calico_encode,1024,976,4,1,46.702267506
msmarco-keyset--system/all,calico_p2_encode,1024,976,0,1,34.545767362
msmarco-keyset--system/all,calico_p2_encode,1024,976,1,1,34.534676974
msmarco-keyset--system/all,calico_p2_encode,1024,976,2,1,34.574526928
msmarco-keyset--system/all,calico_p2_encode,1024,976,3,1,34.562645084
msmarco-keyset--system/all,calico_p2_encode,1024,976,4,1,34.659907106
msmarco-keyset--system/all,bec_decode,1024,976,0,1,51.101071217
msmarco-keyset--system/all,bec_decode,1024,976,1,1,48.894013952
msmarco-keyset--system/all,bec_decode,1024,976,2,1,48.897673060
msmarco-keyset--system/all,bec_decode,1024,976,3,1,48.881152544
msmarco-keyset--system/all,bec_decode,1024,976,4,1,48.908002009
msmarco-keyset--system/all,calico_decode,1024,976,0,1,79.319156834
msmarco-keyset--system/all,calico_decode,1024,976,1,1,79.289734887
msmarco-keyset--system/all,calico_decode,1024,976,2,1,79.330984647
msmarco-keyset--system/all,calico_decode,1024,976,3,1,79.243152056
msmarco-keyset--system/all,calico_decode,1024,976,4,1,79.335830438
msmarco-keyset--system/all,bec_decode_x2,1024,976,0,2,29.790055072
msmarco-keyset--system/all,bec_decode_x2,1024,976,1,2,29.799178327
msmarco-keyset--system/all,bec_decode_x2,1024,976,2,2,29.794735268
msmarco-keyset--system/all,bec_decode_x2,1024,976,3,2,29.785761599
msmarco-keyset--system/all,bec_decode_x2,1024,976,4,2,29.790987109
msmarco-keyset--system/all,calico_decode_x2,1024,976,0,2,43.022822646
msmarco-keyset--system/all,calico_decode_x2,1024,976,1,2,43.012423156
msmarco-keyset--system/all,calico_decode_x2,1024,976,2,2,43.009409420
msmarco-keyset--system/all,calico_decode_x2,1024,976,3,2,43.013890001
msmarco-keyset--system/all,calico_decode_x2,1024,976,4,2,42.998743776
msmarco-keyset--the/partial,bec_encode,1024,976,0,1,24.673175749
msmarco-keyset--the/partial,bec_encode,1024,976,1,1,24.656319040
msmarco-keyset--the/partial,bec_encode,1024,976,2,1,24.661934274
msmarco-keyset--the/partial,bec_encode,1024,976,3,1,24.687706119
msmarco-keyset--the/partial,bec_encode,1024,976,4,1,24.657565758
msmarco-keyset--the/partial,calico_encode,1024,976,0,1,46.229460169
msmarco-keyset--the/partial,calico_encode,1024,976,1,1,46.264631428
msmarco-keyset--the/partial,calico_encode,1024,976,2,1,46.259201300
msmarco-keyset--the/partial,calico_encode,1024,976,3,1,46.236163030
msmarco-keyset--the/partial,calico_encode,1024,976,4,1,46.236048964
msmarco-keyset--the/partial,calico_p2_encode,1024,976,0,1,34.900926934
msmarco-keyset--the/partial,calico_p2_encode,1024,976,1,1,34.956956207
msmarco-keyset--the/partial,calico_p2_encode,1024,976,2,1,34.945407555
msmarco-keyset--the/partial,calico_p2_encode,1024,976,3,1,34.902648926
msmarco-keyset--the/partial,calico_p2_encode,1024,976,4,1,35.095436972
msmarco-keyset--the/partial,bec_decode,1024,976,0,1,51.106939597
msmarco-keyset--the/partial,bec_decode,1024,976,1,1,48.878566054
msmarco-keyset--the/partial,bec_decode,1024,976,2,1,48.886034356
msmarco-keyset--the/partial,bec_decode,1024,976,3,1,48.866417056
msmarco-keyset--the/partial,bec_decode,1024,976,4,1,48.979181008
msmarco-keyset--the/partial,calico_decode,1024,976,0,1,79.259349385
msmarco-keyset--the/partial,calico_decode,1024,976,1,1,79.224365234
msmarco-keyset--the/partial,calico_decode,1024,976,2,1,79.144713355
msmarco-keyset--the/partial,calico_decode,1024,976,3,1,79.181470527
msmarco-keyset--the/partial,calico_decode,1024,976,4,1,79.183549725
msmarco-keyset--the/partial,bec_decode_x2,1024,976,0,2,29.790022053
msmarco-keyset--the/partial,bec_decode_x2,1024,976,1,2,29.790750472
msmarco-keyset--the/partial,bec_decode_x2,1024,976,2,2,29.800182405
msmarco-keyset--the/partial,bec_decode_x2,1024,976,3,2,29.804100662
msmarco-keyset--the/partial,bec_decode_x2,1024,976,4,2,29.796636363
msmarco-keyset--the/partial,calico_decode_x2,1024,976,0,2,43.012902932
msmarco-keyset--the/partial,calico_decode_x2,1024,976,1,2,43.001159668
msmarco-keyset--the/partial,calico_decode_x2,1024,976,2,2,43.018121438
msmarco-keyset--the/partial,calico_decode_x2,1024,976,3,2,42.992967950
msmarco-keyset--the/partial,calico_decode_x2,1024,976,4,2,42.990988810
msmarco-keyset--the/all,bec_encode,1024,976,0,1,24.625320184
msmarco-keyset--the/all,bec_encode,1024,976,1,1,24.622311451
msmarco-keyset--the/all,bec_encode,1024,976,2,1,24.639657443
msmarco-keyset--the/all,bec_encode,1024,976,3,1,24.616620173
msmarco-keyset--the/all,bec_encode,1024,976,4,1,24.654356910
msmarco-keyset--the/all,calico_encode,1024,976,0,1,46.286624095
msmarco-keyset--the/all,calico_encode,1024,976,1,1,46.271953645
msmarco-keyset--the/all,calico_encode,1024,976,2,1,46.267749224
msmarco-keyset--the/all,calico_encode,1024,976,3,1,46.284240723
msmarco-keyset--the/all,calico_encode,1024,976,4,1,46.311401367
msmarco-keyset--the/all,calico_p2_encode,1024,976,0,1,34.994392770
msmarco-keyset--the/all,calico_p2_encode,1024,976,1,1,34.998654225
msmarco-keyset--the/all,calico_p2_encode,1024,976,2,1,34.983753642
msmarco-keyset--the/all,calico_p2_encode,1024,976,3,1,34.988268243
msmarco-keyset--the/all,calico_p2_encode,1024,976,4,1,35.169200459
msmarco-keyset--the/all,bec_decode,1024,976,0,1,51.101279337
msmarco-keyset--the/all,bec_decode,1024,976,1,1,48.870292288
msmarco-keyset--the/all,bec_decode,1024,976,2,1,48.898635614
msmarco-keyset--the/all,bec_decode,1024,976,3,1,48.919271500
msmarco-keyset--the/all,bec_decode,1024,976,4,1,48.875093054
msmarco-keyset--the/all,calico_decode,1024,976,0,1,79.248456111
msmarco-keyset--the/all,calico_decode,1024,976,1,1,79.219074187
msmarco-keyset--the/all,calico_decode,1024,976,2,1,79.200758637
msmarco-keyset--the/all,calico_decode,1024,976,3,1,79.184549300
msmarco-keyset--the/all,calico_decode,1024,976,4,1,79.246789151
msmarco-keyset--the/all,bec_decode_x2,1024,976,0,2,29.791550933
msmarco-keyset--the/all,bec_decode_x2,1024,976,1,2,29.792837174
msmarco-keyset--the/all,bec_decode_x2,1024,976,2,2,29.805591020
msmarco-keyset--the/all,bec_decode_x2,1024,976,3,2,29.788523690
msmarco-keyset--the/all,bec_decode_x2,1024,976,4,2,29.787643683
msmarco-keyset--the/all,calico_decode_x2,1024,976,0,2,42.986024450
msmarco-keyset--the/all,calico_decode_x2,1024,976,1,2,43.002690049
msmarco-keyset--the/all,calico_decode_x2,1024,976,2,2,42.997824747
msmarco-keyset--the/all,calico_decode_x2,1024,976,3,2,42.986659816
msmarco-keyset--the/all,calico_decode_x2,1024,976,4,2,43.010454522
msmarco-keyset--to/partial,bec_encode,1024,976,0,1,24.684294153
msmarco-keyset--to/partial,bec_encode,1024,976,1,1,24.711818007
msmarco-keyset--to/partial,bec_encode,1024,976,2,1,24.679640473
msmarco-keyset--to/partial,bec_encode,1024,976,3,1,24.686681529
msmarco-keyset--to/partial,bec_encode,1024,976,4,1,24.701912301
msmarco-keyset--to/partial,calico_encode,1024,976,0,1,45.873470119
msmarco-keyset--to/partial,calico_encode,1024,976,1,1,45.873822322
msmarco-keyset--to/partial,calico_encode,1024,976,2,1,45.879731725
msmarco-keyset--to/partial,calico_encode,1024,976,3,1,45.927178055
msmarco-keyset--to/partial,calico_encode,1024,976,4,1,45.885422003
msmarco-keyset--to/partial,calico_p2_encode,1024,976,0,1,35.110408595
msmarco-keyset--to/partial,calico_p2_encode,1024,976,1,1,35.103330518
msmarco-keyset--to/partial,calico_p2_encode,1024,976,2,1,35.153153216
msmarco-keyset--to/partial,calico_p2_encode,1024,976,3,1,35.114354868
msmarco-keyset--to/partial,calico_p2_encode,1024,976,4,1,35.231628418
msmarco-keyset--to/partial,bec_decode,1024,976,0,1,51.124539735
msmarco-keyset--to/partial,bec_decode,1024,976,1,1,48.918527072
msmarco-keyset--to/partial,bec_decode,1024,976,2,1,48.890276799
msmarco-keyset--to/partial,bec_decode,1024,976,3,1,48.876693976
msmarco-keyset--to/partial,bec_decode,1024,976,4,1,48.870161213
msmarco-keyset--to/partial,calico_decode,1024,976,0,1,79.818900687
msmarco-keyset--to/partial,calico_decode,1024,976,1,1,79.759427430
msmarco-keyset--to/partial,calico_decode,1024,976,2,1,79.735496646
msmarco-keyset--to/partial,calico_decode,1024,976,3,1,79.710600306
msmarco-keyset--to/partial,calico_decode,1024,976,4,1,79.828322114
msmarco-keyset--to/partial,bec_decode_x2,1024,976,0,2,29.791280778
msmarco-keyset--to/partial,bec_decode_x2,1024,976,1,2,29.796470767
msmarco-keyset--to/partial,bec_decode_x2,1024,976,2,2,29.789060499
msmarco-keyset--to/partial,bec_decode_x2,1024,976,3,2,29.796356701
msmarco-keyset--to/partial,bec_decode_x2,1024,976,4,2,29.805201296
msmarco-keyset--to/partial,calico_decode_x2,1024,976,0,2,42.988432837
msmarco-keyset--to/partial,calico_decode_x2,1024,976,1,2,43.001397305
msmarco-keyset--to/partial,calico_decode_x2,1024,976,2,2,43.027636419
msmarco-keyset--to/partial,calico_decode_x2,1024,976,3,2,43.085523762
msmarco-keyset--to/partial,calico_decode_x2,1024,976,4,2,42.984119353
msmarco-keyset--to/all,bec_encode,1024,976,0,1,24.696626257
msmarco-keyset--to/all,bec_encode,1024,976,1,1,24.746256844
msmarco-keyset--to/all,bec_encode,1024,976,2,1,24.695828797
msmarco-keyset--to/all,bec_encode,1024,976,3,1,24.688295458
msmarco-keyset--to/all,bec_encode,1024,976,4,1,24.701398005
msmarco-keyset--to/all,calico_encode,1024,976,0,1,45.831951204
