trial,case,repetition,cpu_ns,real_ns
01-candidate,placed/k20h8/interleaved/partial/mutation-materialized,2,1622.083949362411,1622.0851506195788
01-candidate,placed/k20h8/interleaved/partial/mutation-materialized,3,1617.4730872297132,1617.4744039931325
01-candidate,placed/k20h8/interleaved/partial/mutation-materialized,4,1610.3596839770798,1610.3608852359098
01-candidate,placed/k20h8/interleaved/partial/mutation-materialized,5,1626.763306228054,1626.7997481973139
01-candidate,placed/k20h8/interleaved/partial/mutation-materialized,6,1634.4841526520065,1634.5227892282135
02-candidate,overwrite/local/k7/all/ikea2-raw,0,75.7262140010576,75.72627029060969
02-candidate,overwrite/local/k7/all/ikea2-raw,1,76.05768382470343,76.0577406557012
02-candidate,overwrite/local/k7/all/ikea2-raw,2,75.87040732543873,75.87328350604555
02-candidate,overwrite/local/k7/all/ikea2-raw,3,75.75453685857623,75.75459368938334
02-candidate,overwrite/local/k7/all/ikea2-raw,4,77.57570541933298,77.57688371172833
02-candidate,overwrite/local/k7/all/ikea2-raw,5,78.73358739416614,78.73594073147935
02-candidate,overwrite/local/k7/all/ikea2-raw,6,78.21143663444623,78.21150050140525
02-candidate,overwrite/local/k7/all/ikea2-coverage,0,77.36690937142816,77.36819822615354
02-candidate,overwrite/local/k7/all/ikea2-coverage,1,77.35166938320744,77.3517326058078
02-candidate,overwrite/local/k7/all/ikea2-coverage,2,78.3786105545238,78.37866878591346
02-candidate,overwrite/local/k7/all/ikea2-coverage,3,77.23587763864481,77.2367838300708
02-candidate,overwrite/local/k7/all/ikea2-coverage,4,77.50223358997661,77.50229126687668
02-candidate,overwrite/local/k7/all/ikea2-coverage,5,83.79294357488645,83.79451415878967
02-candidate,overwrite/local/k7/all/ikea2-coverage,6,83.80658635910137,83.80836269400933
02-candidate,overwrite/local/k7/all/control-coverage,0,58.66190954740469,58.66455077521873
02-candidate,overwrite/local/k7/all/control-coverage,1,58.44231566890176,58.444013452483475
02-candidate,overwrite/local/k7/all/control-coverage,2,58.24371030365604,58.24374937140353
02-candidate,overwrite/local/k7/all/control-coverage,3,59.02796999930996,59.0289865913464
02-candidate,overwrite/local/k7/all/control-coverage,4,58.93934444353002,58.94215191678958
02-candidate,overwrite/local/k7/all/control-coverage,5,59.24060234123745,59.24066302092393
02-candidate,overwrite/local/k7/all/control-coverage,6,59.14034790227083,59.14124355072915
02-candidate,overwrite/local/k7/all/prior,0,57.78650497950589,57.786543522601214
02-candidate,overwrite/local/k7/all/prior,1,57.961423852724316,57.96146695457504
02-candidate,overwrite/local/k7/all/prior,2,58.60487216574327,58.60491568205431
02-candidate,overwrite/local/k7/all/prior,3,59.069953458300894,59.07118683409143
02-candidate,overwrite/local/k7/all/prior,4,58.752674179096445,58.753608743142735
02-candidate,overwrite/local/k7/all/prior,5,59.14924012284026,59.14928861235652
02-candidate,overwrite/local/k7/all/prior,6,70.07086066915609,70.07091703317784
02-candidate,placed/k20h8/separated/partial/mutation-bound,0,2373.160196643506,2374.046024756137
02-candidate,placed/k20h8/separated/partial/mutation-bound,1,2357.9930496694446,2358.0271740987073
02-candidate,placed/k20h8/separated/partial/mutation-bound,2,2373.5819630445867,2373.583895581466
02-candidate,placed/k20h8/separated/partial/mutation-bound,3,2368.714188845568,2368.759349044533
02-candidate,placed/k20h8/separated/partial/mutation-bound,4,2366.7079165960317,2366.7403627736403
02-candidate,placed/k20h8/separated/partial/mutation-bound,5,2351.6848618409886,2351.6867774216244
02-candidate,placed/k20h8/separated/partial/mutation-bound,6,2353.6357009662574,2353.6866078978405
02-candidate,placed/k20h8/separated/partial/mutation-materialized,0,1596.1871827701275,1596.1883488031276
02-candidate,placed/k20h8/separated/partial/mutation-materialized,1,1599.4142393342174,1599.4156454315107
02-candidate,placed/k20h8/separated/partial/mutation-materialized,2,1605.0274360967594,1605.0288421943571
02-candidate,placed/k20h8/separated/partial/mutation-materialized,3,1608.8809502034799,1608.9324271772857
02-candidate,placed/k20h8/separated/partial/mutation-materialized,4,1596.5397366134773,1596.5410169612824
02-candidate,placed/k20h8/separated/partial/mutation-materialized,5,1594.7709085920644,1594.7721889468044
02-candidate,placed/k20h8/separated/partial/mutation-materialized,6,1589.2080113402544,1589.245187252803
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,0,2361.3739956541563,2361.4518503499653
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,1,2346.6218606296434,2346.6987046658414
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,2,2341.2865733488356,2341.32720197888
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,3,2341.3729849916663,2341.462630752635
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,4,2349.27063857025,2349.3161520717304
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,5,2343.180554853707,2343.20534977147
02-candidate,placed/k20h8/interleaved/partial/mutation-bound,6,2342.9486078124246,2342.976940043882
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,0,1622.7690645476011,1622.7701449889332
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,1,1623.2436451507938,1623.2448301498337
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,2,1617.1938751800728,1617.2155072267851
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,3,1613.8795831590676,1613.8807797727875
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,4,1627.7017984107058,1627.7205376629365
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,5,1614.6169664017918,1614.6181397854705
02-candidate,placed/k20h8/interleaved/partial/mutation-materialized,6,1614.0248152795252,1614.0261164523868
