case,control,sweep_ratio,trial1_ratio,trial2_ratio,trial1_cpu_ns,trial2_cpu_ns
overwrite/local/k7/all/ikea2-raw,overwrite/local/k7/all/prior,1.4032527104317276,1.322664683445037,1.2945399488175795,78.55443045505494,76.05768382470343
overwrite/local/k7/all/ikea2-coverage,overwrite/local/k7/all/control-coverage,1.508554171121885,1.32992102235271,1.3149490263542336,78.55515024277956,77.50223358997661
placed/k20h8/separated/partial/mutation-bound,placed/k20h8/separated/partial/mutation-materialized,1.4984256565366911,1.4158443650029602,1.4823983783931414,2366.339958176783,2366.7079165960317
placed/k20h8/interleaved/partial/mutation-bound,placed/k20h8/interleaved/partial/mutation-materialized,1.5032293939848371,1.4527969460911536,1.4489175298124328,2363.356763301265,2343.180554853707
