case,ordinary,candidate,ratio,ordinary_min,ordinary_max,candidate_min,candidate_max,improvement_separated,loss_separated,both_edges_agree,block_medians
runtime/authored/avx2/local/k23/h16/u32/headgapped/mixed,8.746956253840843,9.253620292242115,1.0579246109958298,8.720563593708242,8.807581026248972,9.157094505921346,9.287061391037339,False,True,True,"[8.747592380777439, 9.282866792965228, 8.746320126904248, 9.163181904081968]"
runtime/authored/avx2/local/k23/h16/u32/headgapped/o1-n16,12.793943712202488,12.590814460327664,0.98412301504179,12.75308671422421,12.838768262192735,12.521187264712621,12.792391110339544,False,False,True,"[12.795968617895719, 12.729086387997796, 12.793729881974263, 12.589942186539615]"
runtime/authored/avx2/local/k23/h16/u32/headgapped/o1-n17,13.336541557805376,13.35018900668035,1.0010233124394223,13.298864112756588,13.39260151095542,13.257636517267057,13.576061054854096,False,False,False,"[13.36872651859165, 13.502680502316304, 13.31635700359622, 13.278744371071127]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/mixed,9.132963881573065,9.33013769584013,1.021589247129827,9.086271252227908,9.267374057520566,9.295784572951705,9.41092885854381,False,True,True,"[9.150891263370381, 9.353937551723659, 9.086870874874718, 9.306337839956598]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/o1-n16,12.796137557336353,12.62426245755966,0.986568204740957,12.782185401789155,12.883842803547752,12.563457649669502,12.889436389070195,False,False,True,"[12.806480985116089, 12.66276171635062, 12.785794129556617, 12.571863952505371]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/o1-n17,13.357916220310837,13.373864291345484,1.0011939041068694,13.30553874399862,13.390307452294742,13.351512578856246,13.42724704618423,False,False,True,"[13.362903943567513, 13.384823723484226, 13.352928497054162, 13.356531402625182]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/mixed,9.502813128217493,10.297382498996418,1.083614121424691,9.433996993345142,9.574534082298774,10.235425457240556,10.420970488081727,False,True,True,"[9.551232277641775, 10.372879126466087, 9.479499153642017, 10.26368094334295]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/o1-n16,13.792430205958244,14.487021881005184,1.0503603545332338,13.69041020314178,13.91227113389742,14.257221227973538,15.098040247104768,False,True,True,"[13.791671755467325, 14.781953117986337, 13.793188656449164, 14.30840859030843]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/o1-n17,14.693522876120676,15.534115621345675,1.0572083871452704,14.499514508928597,14.766328982750128,15.345083041442527,15.802622847387154,False,True,True,"[14.735545863831119, 15.733463479809965, 14.600460379464307, 15.408946672445511]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/mixed,9.815049609786787,10.477182599813421,1.067460992694974,9.771651248216287,9.863320380045932,10.447265873710705,10.529227165152902,False,True,True,"[9.78265419689037, 10.505841135506012, 9.846025598503342, 10.450884862870907]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/o1-n16,13.79366125588314,14.437266443840294,1.0466594891680878,13.721262072613772,13.86567724244745,14.328472986355644,14.49733997252738,False,True,True,"[13.753665976179459, 14.475285370879075, 13.831402086515595, 14.377675231074015]"
