dataset,id,group,status,reason,branches,rows,bytes,hits,like_pass,literal_pass,rich_pass,survivor_bytes,bounded_bytes,bounded_rows,intervals,bounds_re2_calls,false_negatives,exact_mismatches,bounds_mismatches
uap,os_parsers:169,os_parsers,signature,case-fold;character-class;unbounded-repeat,2,18213,1919759,31,31,4678,31,3939,3939,0,31,31,0,0,0
uap,os_parsers:170,os_parsers,signature,character-class,1,18213,1919759,4,4,4,4,482,378,4,4,4,0,0,0
uap,os_parsers:171,os_parsers,signature,case-fold,1,18213,1919759,5,5,185,5,623,55,5,5,5,0,0,0
uap,os_parsers:172,os_parsers,signature,case-fold,1,18213,1919759,112,112,116,112,9984,1937,112,149,112,0,0,0
uap,os_parsers:173,os_parsers,signature,case-fold;character-class,2,18213,1919759,6,24,250,6,3006,1098,24,24,24,0,0,0
uap,os_parsers:174,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,1,1,35,1,53,53,0,1,1,0,0,0
uap,os_parsers:175,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,4,4,16,4,263,263,0,4,4,0,0,0
uap,os_parsers:176,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,1,1,35,1,53,53,0,1,1,0,0,0
uap,os_parsers:177,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,1,1,35,1,53,53,0,1,1,0,0,0
uap,os_parsers:178,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,1,1,35,1,53,53,0,1,1,0,0,0
uap,os_parsers:179,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,1,1,35,1,53,53,0,1,1,0,0,0
uap,os_parsers:180,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,1,1,35,1,53,53,0,1,1,0,0,0
uap,os_parsers:181,os_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,21,21,77,21,1294,1042,21,21,21,0,0,0
uap,os_parsers:182,os_parsers,signature,character-class,2,18213,1919759,31,31,15970,31,3430,2693,31,31,31,0,0,0
uap,os_parsers:183,os_parsers,exact,,1,18213,1919759,90,90,90,90,0,0,0,0,0,0,0,0
uap,os_parsers:184,os_parsers,signature,character-class,4,18213,1919759,27,28,15970,27,2651,2093,28,28,28,0,0,0
uap,os_parsers:185,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:186,os_parsers,signature,character-class,3,18213,1919759,8,8,18213,8,1072,712,8,8,8,0,0,0
uap,os_parsers:187,os_parsers,signature,character-class,1,18213,1919759,4,4,4,4,176,128,4,4,4,0,0,0
uap,os_parsers:188,os_parsers,signature,character-class,4,18213,1919759,9,9,15970,9,1149,928,9,9,9,0,0,0
uap,os_parsers:189,os_parsers,exact,,1,18213,1919759,3,3,3,3,0,0,0,0,0,0,0,0
uap,os_parsers:190,os_parsers,signature,assertion;branch-budget;character-class,8,18213,1919759,94,15938,15970,15071,1884184,1884184,0,15938,15938,0,0,0
uap,os_parsers:191,os_parsers,signature,character-class;optional-repeat,4,18213,1919759,2,2,2,2,132,78,2,2,2,0,0,0
uap,os_parsers:192,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:193,os_parsers,exact,,5,18213,1919759,10509,10509,18213,10509,0,0,0,0,0,0,0,0
uap,os_parsers:194,os_parsers,fallback,assertion;branch-budget,1,18213,1919759,27,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,os_parsers:195,os_parsers,signature,character-class,5,18213,1919759,9152,9152,18213,9152,1309214,91773,9152,9153,9152,0,0,0
uap,os_parsers:196,os_parsers,exact,,1,18213,1919759,3,3,3,3,0,0,0,0,0,0,0,0
uap,os_parsers:197,os_parsers,exact,,1,18213,1919759,2,2,2,2,0,0,0,0,0,0,0,0
uap,os_parsers:198,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:199,os_parsers,signature,character-class,1,18213,1919759,1,1,1,1,23,13,1,1,1,0,0,0
uap,os_parsers:200,os_parsers,exact,,1,18213,1919759,11,11,11,11,0,0,0,0,0,0,0,0
uap,os_parsers:201,os_parsers,signature,character-class,1,18213,1919759,9,9,9,9,252,252,0,9,9,0,0,0
uap,os_parsers:202,os_parsers,signature,character-class,8,18213,1919759,2,2,2,2,400,185,2,2,2,0,0,0
uap,os_parsers:203,os_parsers,fallback,character-class;branch-budget,2,18213,1919759,1,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:0,device_parsers,fallback,character-class;optional-repeat;case-fold;branch-budget,1,18213,1919759,10,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:1,device_parsers,fallback,character-class;optional-repeat;case-fold;assertion;branch-budget,7,18213,1919759,7,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:2,device_parsers,signature,character-class,2,18213,1919759,8,8,8,8,1024,1024,0,8,8,0,0,0
uap,device_parsers:3,device_parsers,exact,,1,18213,1919759,3,3,3,3,0,0,0,0,0,0,0,0
uap,device_parsers:4,device_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,4,4,11073,4,522,469,4,4,4,0,0,0
uap,device_parsers:5,device_parsers,signature,character-class;optional-repeat,2,18213,1919759,8,8,11073,8,712,606,8,8,8,0,0,0
uap,device_parsers:6,device_parsers,signature,assertion;branch-budget;character-class;unbounded-repeat,3,18213,1919759,1,12268,12268,12268,1631130,1631130,0,12268,12268,0,0,0
uap,device_parsers:7,device_parsers,signature,character-class;unbounded-repeat,4,18213,1919759,36,36,218,36,3776,3551,36,36,36,0,0,0
uap,device_parsers:8,device_parsers,signature,case-fold;character-class;unbounded-repeat;branch-budget,3,18213,1919759,62,17825,18213,17821,1913785,1913785,0,17825,17825,0,0,0
uap,device_parsers:9,device_parsers,signature,character-class;unbounded-repeat,1,18213,1919759,218,218,218,218,23601,22189,218,218,218,0,0,0
uap,device_parsers:10,device_parsers,signature,character-class;unbounded-repeat;branch-budget,2,18213,1919759,27,9520,18213,9520,1372947,735472,9515,9533,9533,0,0,0
uap,device_parsers:11,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,1,1,18213,1,139,79,1,1,1,0,0,0
uap,device_parsers:12,device_parsers,fallback,character-class;optional-repeat;branch-budget;unbounded-repeat,1,18213,1919759,27,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:13,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,1,1,18213,1,141,100,1,1,1,0,0,0
uap,device_parsers:14,device_parsers,signature,character-class;repeat-budget;optional-repeat;branch-budget,6,18213,1919759,13,9411,12268,9411,1362322,732090,9406,9411,9411,0,0,0
uap,device_parsers:15,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,11,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:16,device_parsers,signature,branch-budget;character-class;optional-repeat,2,18213,1919759,3,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:17,device_parsers,signature,case-fold;character-class;unbounded-repeat;branch-budget,2,18213,1919759,42,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:18,device_parsers,fallback,case-fold;branch-budget;character-class,3,18213,1919759,12,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:19,device_parsers,fallback,case-fold;character-class;unbounded-repeat;branch-budget,1,18213,1919759,19,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:20,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,3,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:21,device_parsers,signature,branch-budget,2,18213,1919759,3,9520,18213,9520,1372947,399000,9520,9899,9899,0,0,0
uap,device_parsers:22,device_parsers,fallback,case-fold;branch-budget;character-class;unbounded-repeat,1,18213,1919759,157,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:23,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,30,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:24,device_parsers,fallback,branch-budget,1,18213,1919759,2,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:25,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:26,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:27,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,2,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:28,device_parsers,signature,branch-budget;character-class;optional-repeat,4,18213,1919759,14,19,18213,19,2639,1549,19,19,19,0,0,0
uap,device_parsers:29,device_parsers,signature,branch-budget,4,18213,1919759,2,2,18213,2,280,53,2,2,2,0,0,0
uap,device_parsers:30,device_parsers,signature,branch-budget;character-class,2,18213,1919759,36,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:31,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:32,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,1,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:33,device_parsers,signature,character-class;branch-budget,2,18213,1919759,6,9520,18213,9520,1372947,303367,9520,11306,11306,0,0,0
uap,device_parsers:34,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,11,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:35,device_parsers,signature,character-class;unbounded-repeat,4,18213,1919759,5,5,388,5,786,786,0,5,5,0,0,0
uap,device_parsers:36,device_parsers,signature,character-class;unbounded-repeat;branch-budget,2,18213,1919759,15,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:37,device_parsers,fallback,branch-budget,1,18213,1919759,18,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:38,device_parsers,signature,case-fold;branch-budget;character-class;unbounded-repeat,4,18213,1919759,3,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:39,device_parsers,signature,case-fold;branch-budget;character-class;unbounded-repeat,2,18213,1919759,2,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:40,device_parsers,signature,branch-budget;character-class;optional-repeat,2,18213,1919759,2,2,2,2,274,274,0,2,2,0,0,0
uap,device_parsers:41,device_parsers,signature,character-class;unbounded-repeat,1,18213,1919759,5,5,5,5,367,248,4,5,5,0,0,0
uap,device_parsers:42,device_parsers,fallback,character-class;optional-repeat;branch-budget,1,18213,1919759,65,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:43,device_parsers,signature,character-class;branch-budget,6,18213,1919759,31,9411,12268,4129,1362322,334732,9411,10974,10966,0,0,0
uap,device_parsers:44,device_parsers,signature,branch-budget,2,18213,1919759,13,9520,18213,9520,1372947,325891,9520,11211,11211,0,0,0
uap,device_parsers:45,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,2,2,18213,2,271,271,0,2,2,0,0,0
uap,device_parsers:46,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,5,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:47,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,41,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:48,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,7,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:49,device_parsers,signature,branch-budget;character-class,4,18213,1919759,25,9520,18213,9520,1372947,438209,9520,9722,9722,0,0,0
uap,device_parsers:50,device_parsers,signature,character-class;unbounded-repeat;branch-budget,6,18213,1919759,45,9411,12268,9411,1362322,732090,9406,9411,9411,0,0,0
uap,device_parsers:51,device_parsers,signature,repeat-budget;character-class;unbounded-repeat,6,18213,1919759,18,19,18213,19,2528,2528,0,19,19,0,0,0
uap,device_parsers:52,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,2,2,18213,2,347,265,2,2,2,0,0,0
uap,device_parsers:53,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:54,device_parsers,signature,character-class;unbounded-repeat,2,18213,1919759,3,3,3,3,452,452,0,3,3,0,0,0
uap,device_parsers:55,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,14,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:56,device_parsers,fallback,case-fold;character-class;unbounded-repeat;branch-budget,4,18213,1919759,15,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:57,device_parsers,signature,character-class;branch-budget,2,18213,1919759,4,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:58,device_parsers,fallback,case-fold;character-class;branch-budget,4,18213,1919759,1,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:59,device_parsers,signature,branch-budget,2,18213,1919759,4,9520,18213,9520,1372947,314672,9520,11250,11250,0,0,0
uap,device_parsers:60,device_parsers,signature,character-class,6,18213,1919759,3,3,18213,3,527,233,3,3,3,0,0,0
uap,device_parsers:61,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,6,6,18213,6,823,459,6,6,6,0,0,0
uap,device_parsers:62,device_parsers,fallback,character-class;optional-repeat;branch-budget,1,18213,1919759,0,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:63,device_parsers,fallback,character-class;optional-repeat;branch-budget,1,18213,1919759,1,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:64,device_parsers,signature,character-class;unbounded-repeat;branch-budget,2,18213,1919759,10,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:65,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,35,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:66,device_parsers,signature,character-class;unbounded-repeat;branch-budget,2,18213,1919759,7,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:67,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,5,6,18213,5,806,806,0,6,6,0,0,0
uap,device_parsers:68,device_parsers,signature,character-class,6,18213,1919759,3,4,18213,3,576,262,4,4,4,0,0,0
uap,device_parsers:69,device_parsers,fallback,case-fold;character-class;unbounded-repeat;branch-budget,1,18213,1919759,30,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:70,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,1,1,18213,1,149,149,0,1,1,0,0,0
uap,device_parsers:71,device_parsers,signature,character-class;unbounded-repeat;branch-budget,2,18213,1919759,4,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:72,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,1,1,18213,1,138,138,0,1,1,0,0,0
uap,device_parsers:73,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,10,10,18213,10,1443,1443,0,10,10,0,0,0
uap,device_parsers:74,device_parsers,signature,branch-budget,2,18213,1919759,3,9520,18213,9520,1372947,314672,9520,11250,11250,0,0,0
uap,device_parsers:75,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,14,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:76,device_parsers,signature,character-class;optional-repeat,6,18213,1919759,1,1,18213,1,137,137,0,1,1,0,0,0
uap,device_parsers:77,device_parsers,signature,branch-budget,2,18213,1919759,1,9520,18213,9520,1372947,368785,9520,10253,10253,0,0,0
uap,device_parsers:78,device_parsers,signature,case-fold;branch-budget;character-class,6,18213,1919759,51,14000,18213,13966,1758373,1324552,11577,14000,14000,0,0,0
uap,device_parsers:79,device_parsers,signature,case-fold;unbounded-repeat;character-class,2,18213,1919759,5,5,8415,5,772,530,5,5,5,0,0,0
uap,device_parsers:80,device_parsers,fallback,character-class;branch-budget,1,18213,1919759,15,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:81,device_parsers,signature,character-class;branch-budget,6,18213,1919759,2,14000,18213,14000,1758373,1324552,11577,14000,14000,0,0,0
uap,device_parsers:82,device_parsers,fallback,character-class;branch-budget,1,18213,1919759,4,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:83,device_parsers,signature,character-class,1,18213,1919759,6,6,6,6,918,918,0,6,6,0,0,0
uap,device_parsers:84,device_parsers,signature,character-class,1,18213,1919759,2,2,2,2,218,192,2,2,2,0,0,0
uap,device_parsers:85,device_parsers,signature,character-class,1,18213,1919759,1,1,11,1,122,118,1,1,1,0,0,0
uap,device_parsers:86,device_parsers,exact,,1,18213,1919759,11,11,11,11,0,0,0,0,0,0,0,0
uap,device_parsers:87,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,4,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:88,device_parsers,signature,branch-budget;character-class;optional-repeat,2,18213,1919759,3,9520,18213,9516,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:89,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,19,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:90,device_parsers,fallback,case-fold;character-class;unbounded-repeat;branch-budget,4,18213,1919759,19,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:91,device_parsers,fallback,branch-budget;character-class,1,18213,1919759,95,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:92,device_parsers,fallback,character-class;optional-repeat;unbounded-repeat;branch-budget,1,18213,1919759,46,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:93,device_parsers,fallback,case-fold;branch-budget;character-class;optional-repeat,1,18213,1919759,62,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:94,device_parsers,fallback,case-fold;character-class;unbounded-repeat;branch-budget,1,18213,1919759,15,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:95,device_parsers,fallback,case-fold;branch-budget,1,18213,1919759,1,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:96,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,5,5,18213,5,668,668,0,5,5,0,0,0
uap,device_parsers:97,device_parsers,signature,branch-budget,4,18213,1919759,2,70,18213,70,10013,1323,70,73,73,0,0,0
uap,device_parsers:98,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:99,device_parsers,fallback,branch-budget,1,18213,1919759,1,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:100,device_parsers,signature,character-class;optional-repeat;branch-budget,2,18213,1919759,1,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:101,device_parsers,fallback,case-fold;branch-budget,1,18213,1919759,1,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:102,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:103,device_parsers,fallback,branch-budget;character-class;optional-repeat,1,18213,1919759,6,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:104,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,18,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:105,device_parsers,fallback,character-class;optional-repeat;branch-budget,1,18213,1919759,29,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:106,device_parsers,signature,character-class;branch-budget,2,18213,1919759,4,9520,18213,9520,1372947,358517,9520,10307,10307,0,0,0
uap,device_parsers:107,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,5,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:108,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,19,19,18213,19,2549,1306,19,19,19,0,0,0
uap,device_parsers:109,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:110,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,1,1,18213,1,138,74,1,1,1,0,0,0
uap,device_parsers:111,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,12,12,18213,12,1682,819,12,12,12,0,0,0
uap,device_parsers:112,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,13,13,18213,13,1793,962,13,13,13,0,0,0
uap,device_parsers:113,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,10,10,18213,10,1415,695,10,10,10,0,0,0
uap,device_parsers:114,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,27,27,18213,27,3657,1854,27,27,27,0,0,0
uap,device_parsers:115,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,22,22,18213,22,2998,1509,22,22,22,0,0,0
uap,device_parsers:116,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,16,16,18213,16,2323,1221,16,16,16,0,0,0
uap,device_parsers:117,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,3,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:118,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,12,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:119,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,3,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:120,device_parsers,signature,character-class;unbounded-repeat;branch-budget,1,18213,1919759,3,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:121,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,16,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:122,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,11,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:123,device_parsers,signature,character-class;optional-repeat,6,18213,1919759,41,41,18213,41,5671,2986,41,41,41,0,0,0
uap,device_parsers:124,device_parsers,fallback,branch-budget;character-class;unbounded-repeat;optional-repeat,1,18213,1919759,51,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:125,device_parsers,signature,branch-budget,2,18213,1919759,2,9520,18213,9520,1372947,303367,9520,11306,11306,0,0,0
uap,device_parsers:126,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:127,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,3,3,18213,3,479,479,0,3,3,0,0,0
uap,device_parsers:128,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,15,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:129,device_parsers,signature,case-fold;branch-budget;character-class;unbounded-repeat,8,18213,1919759,33,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:130,device_parsers,signature,character-class;branch-budget,2,18213,1919759,28,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:131,device_parsers,exact,,3,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:132,device_parsers,signature,character-class;case-fold,1,18213,1919759,17,18213,18213,15144,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:133,device_parsers,signature,character-class;optional-repeat;branch-budget,2,18213,1919759,6,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:134,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,24,24,18213,24,3433,3369,1,24,24,0,0,0
uap,device_parsers:135,device_parsers,signature,character-class,6,18213,1919759,1,1,18213,1,146,146,0,1,1,0,0,0
uap,device_parsers:136,device_parsers,signature,branch-budget;character-class;unbounded-repeat;optional-repeat,2,18213,1919759,1,8,16,8,1242,676,7,8,8,0,0,0
uap,device_parsers:137,device_parsers,signature,branch-budget;character-class;optional-repeat,2,18213,1919759,15,15,16,15,2263,2263,0,15,15,0,0,0
uap,device_parsers:138,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,22,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:139,device_parsers,fallback,character-class;unbounded-repeat;branch-budget,1,18213,1919759,4,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:140,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,4,9520,18213,9520,1372947,737148,9515,9520,9520,0,0,0
uap,device_parsers:141,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:142,device_parsers,signature,branch-budget,2,18213,1919759,4,9520,18213,9520,1372947,291960,9520,11407,11407,0,0,0
uap,device_parsers:143,device_parsers,fallback,character-class;branch-budget,1,18213,1919759,7,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:144,device_parsers,signature,character-class,6,18213,1919759,5,5,6,5,733,165,5,5,5,0,0,0
uap,device_parsers:145,device_parsers,signature,character-class,3,18213,1919759,12,13,13,12,1837,730,12,13,13,0,0,0
uap,device_parsers:146,device_parsers,signature,character-class;branch-budget,2,18213,1919759,2,9520,18213,9520,1372947,358517,9520,10307,10307,0,0,0
uap,device_parsers:147,device_parsers,signature,character-class;unbounded-repeat;branch-budget,2,18213,1919759,44,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:148,device_parsers,fallback,case-fold;character-class;unbounded-repeat;branch-budget,1,18213,1919759,9,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,device_parsers:149,device_parsers,signature,character-class;branch-budget,2,18213,1919759,2,9520,18213,9520,1372947,737149,9515,9520,9520,0,0,0
uap,device_parsers:150,device_parsers,exact,,6,18213,1919759,1,1,18213,1,0,0,0,0,0,0,0,0
uap,device_parsers:151,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,14,14,18213,14,2005,1107,14,14,14,0,0,0
uap,device_parsers:152,device_parsers,signature,character-class;unbounded-repeat,6,18213,1919759,1,1,12268,1,137,55,1,1,1,0,0,0
uap,device_parsers:153,device_parsers,signature,branch-budget;character-class;unbounded-repeat,8,18213,1919759,107,164,13775,130,24778,24778,0,164,164,0,0,0
uap,device_parsers:154,device_parsers,signature,character-class;unbounded-repeat;branch-budget,1,18213,1919759,241,13775,13775,13775,1738922,1302672,11400,13775,13775,0,0,0
uap,device_parsers:155,device_parsers,exact,,6,18213,1919759,2,2,18213,2,0,0,0,0,0,0,0,0
uap,device_parsers:156,device_parsers,signature,branch-budget,1,18213,1919759,1,3,3,3,440,72,3,3,3,0,0,0
uap,device_parsers:157,device_parsers,signature,branch-budget;character-class;unbounded-repeat,3,18213,1919759,10,8452,8504,8452,1221684,491067,8452,8452,8452,0,0,0
uap,device_parsers:158,device_parsers,signature,branch-budget;character-class;unbounded-repeat,2,18213,1919759,4,6,8504,6,870,332,6,6,6,0,0,0
uap,device_parsers:159,device_parsers,signature,branch-budget;character-class;unbounded-repeat,1,18213,1919759,241,8504,8504,8504,1225762,492336,8504,8504,8504,0,0,0
