dataset,id,group,status,reason,branches,rows,bytes,hits,like_pass,literal_pass,rich_pass,survivor_bytes,bounded_bytes,bounded_rows,intervals,bounds_re2_calls,false_negatives,exact_mismatches,bounds_mismatches
uap,user_agent_parsers:379,user_agent_parsers,signature,character-class,1,18213,1919759,2,2,2,2,114,114,0,2,2,0,0,0
uap,user_agent_parsers:380,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,54,54,0,1,1,0,0,0
uap,user_agent_parsers:381,user_agent_parsers,signature,character-class,1,18213,1919759,3,3,3,3,153,152,1,3,3,0,0,0
uap,user_agent_parsers:382,user_agent_parsers,signature,character-class,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,user_agent_parsers:383,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,108,29,1,1,1,0,0,0
uap,user_agent_parsers:384,user_agent_parsers,signature,character-class;optional-repeat,2,18213,1919759,365,365,9286,365,58780,34839,365,365,365,0,0,0
uap,user_agent_parsers:385,user_agent_parsers,signature,character-class;optional-repeat,2,18213,1919759,4477,4477,4678,4477,668263,165895,4477,4477,4477,0,0,0
uap,user_agent_parsers:386,user_agent_parsers,signature,character-class,1,18213,1919759,8846,8850,8854,8846,1287827,156027,8841,8850,8850,0,0,0
uap,user_agent_parsers:387,user_agent_parsers,signature,character-class,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,user_agent_parsers:388,user_agent_parsers,signature,character-class,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,user_agent_parsers:389,user_agent_parsers,signature,character-class,1,18213,1919759,39,42,42,39,3548,2420,42,42,42,0,0,0
uap,user_agent_parsers:390,user_agent_parsers,exact,,1,18213,1919759,88,88,88,88,0,0,0,0,0,0,0,0
uap,user_agent_parsers:391,user_agent_parsers,signature,character-class,1,18213,1919759,26,26,26,26,3775,2582,26,26,26,0,0,0
uap,user_agent_parsers:392,user_agent_parsers,exact,,2,18213,1919759,20,20,18213,20,0,0,0,0,0,0,0,0
uap,user_agent_parsers:393,user_agent_parsers,exact,,1,18213,1919759,60,60,60,60,0,0,0,0,0,0,0,0
uap,user_agent_parsers:394,user_agent_parsers,exact,,1,18213,1919759,111,111,111,111,0,0,0,0,0,0,0,0
uap,user_agent_parsers:395,user_agent_parsers,exact,,1,18213,1919759,22,22,22,22,0,0,0,0,0,0,0,0
uap,user_agent_parsers:396,user_agent_parsers,signature,character-class,4,18213,1919759,1,1,1,1,108,51,1,1,1,0,0,0
uap,user_agent_parsers:397,user_agent_parsers,signature,character-class,1,18213,1919759,129,9037,9286,129,1314351,715851,9037,9037,9037,0,0,0
uap,user_agent_parsers:398,user_agent_parsers,signature,character-class,2,18213,1919759,54,75,77,54,7048,7048,0,75,75,0,0,0
uap,user_agent_parsers:399,user_agent_parsers,signature,character-class,4,18213,1919759,73,75,77,73,7048,2151,74,75,75,0,0,0
uap,user_agent_parsers:400,user_agent_parsers,signature,character-class,3,18213,1919759,777,783,798,777,82395,56717,783,783,783,0,0,0
uap,user_agent_parsers:401,user_agent_parsers,signature,character-class,1,18213,1919759,5,5,5,5,380,302,2,5,5,0,0,0
uap,user_agent_parsers:402,user_agent_parsers,fallback,assertion;character-class;branch-budget,1,18213,1919759,42,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,user_agent_parsers:403,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,54,54,0,1,1,0,0,0
uap,user_agent_parsers:404,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,35,35,0,1,1,0,0,0
uap,user_agent_parsers:405,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,42,42,0,1,1,0,0,0
uap,user_agent_parsers:406,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,21,21,0,1,1,0,0,0
uap,user_agent_parsers:407,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,44,44,0,1,1,0,0,0
uap,user_agent_parsers:408,user_agent_parsers,signature,character-class;branch-budget,1,18213,1919759,3,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,user_agent_parsers:409,user_agent_parsers,exact,,6,18213,1919759,6,6,18213,6,0,0,0,0,0,0,0,0
uap,user_agent_parsers:410,user_agent_parsers,signature,character-class,3,18213,1919759,1,1,2,1,24,24,0,1,1,0,0,0
uap,user_agent_parsers:411,user_agent_parsers,signature,character-class;optional-repeat,6,18213,1919759,12,18,454,12,1303,640,15,18,18,0,0,0
uap,user_agent_parsers:412,user_agent_parsers,signature,character-class,3,18213,1919759,13,447,454,13,56742,38393,442,447,447,0,0,0
uap,user_agent_parsers:413,user_agent_parsers,signature,character-class,1,18213,1919759,2,2,2,2,123,80,2,2,2,0,0,0
uap,user_agent_parsers:414,user_agent_parsers,signature,character-class,2,18213,1919759,1,1,15970,1,10,10,0,1,1,0,0,0
uap,user_agent_parsers:415,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,13,13,0,1,1,0,0,0
uap,user_agent_parsers:416,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,69,69,0,1,1,0,0,0
uap,user_agent_parsers:417,user_agent_parsers,signature,assertion,1,18213,1919759,0,0,4,0,0,0,0,0,0,0,0,0
uap,user_agent_parsers:418,user_agent_parsers,signature,character-class,2,18213,1919759,1,1,1,1,45,45,0,1,1,0,0,0
uap,user_agent_parsers:419,user_agent_parsers,fallback,character-class;branch-budget,1,18213,1919759,2,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,user_agent_parsers:420,user_agent_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,user_agent_parsers:421,user_agent_parsers,signature,assertion;character-class,8,18213,1919759,2,2,15970,2,182,182,0,2,2,0,0,0
uap,user_agent_parsers:422,user_agent_parsers,signature,character-class,1,18213,1919759,2,2,2,2,62,62,0,2,2,0,0,0
uap,user_agent_parsers:423,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,12,12,0,1,1,0,0,0
uap,user_agent_parsers:424,user_agent_parsers,signature,character-class,1,18213,1919759,9,9,9,9,252,252,0,9,9,0,0,0
uap,user_agent_parsers:425,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,52,52,0,1,1,0,0,0
uap,user_agent_parsers:426,user_agent_parsers,signature,character-class,2,18213,1919759,10,10,15970,10,646,646,0,10,10,0,0,0
uap,user_agent_parsers:427,user_agent_parsers,signature,character-class,4,18213,1919759,4,4,15519,4,324,324,0,4,4,0,0,0
uap,user_agent_parsers:428,user_agent_parsers,signature,character-class,1,18213,1919759,1,1,1,1,14,14,0,1,1,0,0,0
uap,user_agent_parsers:429,user_agent_parsers,exact,,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,user_agent_parsers:430,user_agent_parsers,signature,assertion;character-class,3,18213,1919759,1,1,1,1,50,50,0,1,1,0,0,0
uap,user_agent_parsers:431,user_agent_parsers,signature,character-class,1,18213,1919759,4,4,4,4,250,98,4,4,4,0,0,0
uap,user_agent_parsers:432,user_agent_parsers,signature,character-class,4,18213,1919759,1,1,1,1,94,23,1,1,1,0,0,0
uap,os_parsers:0,os_parsers,signature,character-class,1,18213,1919759,3,3,3,3,417,369,3,3,3,0,0,0
uap,os_parsers:1,os_parsers,signature,character-class,1,18213,1919759,2,2,2,2,298,276,2,2,2,0,0,0
uap,os_parsers:2,os_parsers,signature,character-class,1,18213,1919759,2,2,2,2,60,60,0,2,2,0,0,0
uap,os_parsers:3,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,3,3,7,3,180,180,0,3,3,0,0,0
uap,os_parsers:4,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,7,2,124,124,0,2,2,0,0,0
uap,os_parsers:5,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,4,2,319,265,2,2,2,0,0,0
uap,os_parsers:6,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,4,2,232,176,2,2,2,0,0,0
uap,os_parsers:7,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,0,0,4,0,0,0,0,0,0,0,0,0
uap,os_parsers:8,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,3,3,3,3,144,144,0,3,3,0,0,0
uap,os_parsers:9,os_parsers,signature,character-class;optional-repeat,4,18213,1919759,27,28,107,27,2509,2123,14,28,28,0,0,0
uap,os_parsers:10,os_parsers,exact,,2,18213,1919759,8,8,18213,8,0,0,0,0,0,0,0,0
uap,os_parsers:11,os_parsers,signature,character-class,3,18213,1919759,320,322,322,320,33611,21940,320,322,322,0,0,0
uap,os_parsers:12,os_parsers,signature,unbounded-repeat;branch-budget;character-class;optional-repeat,6,18213,1919759,2,2,2,2,296,226,2,2,2,0,0,0
uap,os_parsers:13,os_parsers,signature,character-class;unbounded-repeat;branch-budget,3,18213,1919759,7,15509,15519,14823,1837686,1837686,0,15509,15509,0,0,0
uap,os_parsers:14,os_parsers,signature,character-class;branch-budget,1,18213,1919759,8,12268,12268,12268,1631130,575924,12221,12268,12268,0,0,0
uap,os_parsers:15,os_parsers,signature,character-class,1,18213,1919759,2,2,9147,2,334,294,2,2,2,0,0,0
uap,os_parsers:16,os_parsers,signature,character-class,3,18213,1919759,2,2,2,2,218,192,2,2,2,0,0,0
uap,os_parsers:17,os_parsers,signature,character-class,3,18213,1919759,2,2,2,2,294,294,0,2,2,0,0,0
uap,os_parsers:18,os_parsers,signature,character-class,3,18213,1919759,9,9,9152,9,1201,1201,0,9,9,0,0,0
uap,os_parsers:19,os_parsers,fallback,character-class;branch-budget,1,18213,1919759,9034,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,os_parsers:20,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:21,os_parsers,exact,,1,18213,1919759,2,2,2,2,0,0,0,0,0,0,0,0
uap,os_parsers:22,os_parsers,exact,,1,18213,1919759,2,2,2,2,0,0,0,0,0,0,0,0
uap,os_parsers:23,os_parsers,exact,,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,os_parsers:24,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:25,os_parsers,signature,character-class,1,18213,1919759,62,8789,9147,62,1257634,1066008,8727,8789,8789,0,0,0
uap,os_parsers:26,os_parsers,signature,character-class,3,18213,1919759,3,4,4,3,333,264,3,4,4,0,0,0
uap,os_parsers:27,os_parsers,signature,character-class;optional-repeat;unbounded-repeat,3,18213,1919759,17,17,18,17,1645,1645,0,17,17,0,0,0
uap,os_parsers:28,os_parsers,signature,character-class;optional-repeat,6,18213,1919759,5,5,515,5,459,459,0,5,5,0,0,0
uap,os_parsers:29,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,6,6,6,6,617,617,0,6,6,0,0,0
uap,os_parsers:30,os_parsers,fallback,character-class;optional-repeat;unbounded-repeat;branch-budget,1,18213,1919759,30,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,os_parsers:31,os_parsers,signature,character-class,3,18213,1919759,4,4,91,4,479,375,4,4,4,0,0,0
uap,os_parsers:32,os_parsers,exact,,1,18213,1919759,7,7,7,7,0,0,0,0,0,0,0,0
uap,os_parsers:33,os_parsers,signature,character-class,2,18213,1919759,18,18,18,18,2492,381,18,18,18,0,0,0
uap,os_parsers:34,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,2,2,3,2,269,269,0,2,2,0,0,0
uap,os_parsers:35,os_parsers,exact,,1,18213,1919759,3,3,3,3,0,0,0,0,0,0,0,0
uap,os_parsers:36,os_parsers,exact,,2,18213,1919759,17,17,18213,17,0,0,0,0,0,0,0,0
uap,os_parsers:37,os_parsers,exact,,1,18213,1919759,6,6,6,6,0,0,0,0,0,0,0,0
uap,os_parsers:38,os_parsers,exact,,2,18213,1919759,60,60,18213,60,0,0,0,0,0,0,0,0
uap,os_parsers:39,os_parsers,exact,,2,18213,1919759,52,52,18213,52,0,0,0,0,0,0,0,0
uap,os_parsers:40,os_parsers,exact,,2,18213,1919759,5,5,18213,5,0,0,0,0,0,0,0,0
uap,os_parsers:41,os_parsers,exact,,1,18213,1919759,4,4,4,4,0,0,0,0,0,0,0,0
uap,os_parsers:42,os_parsers,exact,,1,18213,1919759,2,2,2,2,0,0,0,0,0,0,0,0
uap,os_parsers:43,os_parsers,exact,,2,18213,1919759,14,14,18213,14,0,0,0,0,0,0,0,0
uap,os_parsers:44,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:45,os_parsers,exact,,2,18213,1919759,10,10,18213,10,0,0,0,0,0,0,0,0
uap,os_parsers:46,os_parsers,exact,,2,18213,1919759,3,3,18213,3,0,0,0,0,0,0,0,0
uap,os_parsers:47,os_parsers,exact,,1,18213,1919759,75,75,75,75,0,0,0,0,0,0,0,0
uap,os_parsers:48,os_parsers,exact,,1,18213,1919759,9,9,9,9,0,0,0,0,0,0,0,0
uap,os_parsers:49,os_parsers,signature,character-class,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,os_parsers:50,os_parsers,exact,,2,18213,1919759,305,305,18213,305,0,0,0,0,0,0,0,0
uap,os_parsers:51,os_parsers,signature,character-class;branch-budget,4,18213,1919759,569,962,962,962,101248,15169,962,1097,1004,0,0,0
uap,os_parsers:52,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:53,os_parsers,exact,,1,18213,1919759,12,12,12,12,0,0,0,0,0,0,0,0
uap,os_parsers:54,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,9,6,496,496,0,6,6,0,0,0
uap,os_parsers:55,os_parsers,signature,character-class,2,18213,1919759,3,3,15970,3,344,264,3,3,3,0,0,0
uap,os_parsers:56,os_parsers,signature,character-class,2,18213,1919759,4,4,61,4,518,422,4,4,4,0,0,0
uap,os_parsers:57,os_parsers,fallback,character-class;branch-budget,1,18213,1919759,68,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,os_parsers:58,os_parsers,signature,character-class;unbounded-repeat,1,18213,1919759,3,224,224,3,32828,23390,222,224,224,0,0,0
uap,os_parsers:59,os_parsers,signature,character-class;optional-repeat,3,18213,1919759,3,3,5,3,194,101,3,3,3,0,0,0
uap,os_parsers:60,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,2,2,7,2,142,74,2,2,2,0,0,0
uap,os_parsers:61,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,2,2,20,2,136,68,2,2,2,0,0,0
uap,os_parsers:62,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,2,2,2,2,148,78,2,2,2,0,0,0
uap,os_parsers:63,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,4,4,13,4,289,164,4,4,4,0,0,0
uap,os_parsers:64,os_parsers,exact,,1,18213,1919759,3,3,3,3,0,0,0,0,0,0,0,0
uap,os_parsers:65,os_parsers,exact,,2,18213,1919759,63,63,18213,63,0,0,0,0,0,0,0,0
uap,os_parsers:66,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,4,4,4,4,150,150,0,4,4,0,0,0
uap,os_parsers:67,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:68,os_parsers,signature,character-class,4,18213,1919759,3,3,18213,3,157,157,0,3,3,0,0,0
uap,os_parsers:69,os_parsers,signature,unbounded-repeat;branch-budget;character-class,6,18213,1919759,165,16059,18213,15783,1887625,1887625,0,16059,16059,0,0,0
uap,os_parsers:70,os_parsers,exact,,3,18213,1919759,0,0,18213,0,0,0,0,0,0,0,0,0
uap,os_parsers:71,os_parsers,signature,character-class;optional-repeat,3,18213,1919759,28,28,224,28,4375,4375,0,28,28,0,0,0
uap,os_parsers:72,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,39,31,1,1,1,0,0,0
uap,os_parsers:73,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,5,5,5,5,280,155,5,5,5,0,0,0
uap,os_parsers:74,os_parsers,exact,,1,18213,1919759,8,8,8,8,0,0,0,0,0,0,0,0
uap,os_parsers:75,os_parsers,exact,,1,18213,1919759,4,4,4,4,0,0,0,0,0,0,0,0
uap,os_parsers:76,os_parsers,exact,,1,18213,1919759,7,7,7,7,0,0,0,0,0,0,0,0
uap,os_parsers:77,os_parsers,exact,,1,18213,1919759,9,9,9,9,0,0,0,0,0,0,0,0
uap,os_parsers:78,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:79,os_parsers,exact,,1,18213,1919759,2,2,2,2,0,0,0,0,0,0,0,0
uap,os_parsers:80,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:81,os_parsers,exact,,2,18213,1919759,12,12,18213,12,0,0,0,0,0,0,0,0
uap,os_parsers:82,os_parsers,exact,,1,18213,1919759,1,1,1,1,0,0,0,0,0,0,0,0
uap,os_parsers:83,os_parsers,signature,character-class,1,18213,1919759,2,2,2,2,86,30,2,2,2,0,0,0
uap,os_parsers:84,os_parsers,signature,character-class,1,18213,1919759,2,2,2,2,121,30,2,2,2,0,0,0
uap,os_parsers:85,os_parsers,signature,character-class,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,os_parsers:86,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,44,44,0,1,1,0,0,0
uap,os_parsers:87,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,43,43,0,1,1,0,0,0
uap,os_parsers:88,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,43,43,0,1,1,0,0,0
uap,os_parsers:89,os_parsers,signature,character-class,1,18213,1919759,4,4,4,4,173,60,4,4,4,0,0,0
uap,os_parsers:90,os_parsers,signature,character-class,1,18213,1919759,1,1,1,1,39,29,1,1,1,0,0,0
uap,os_parsers:91,os_parsers,signature,character-class,1,18213,1919759,5,5,5,5,219,75,5,5,5,0,0,0
uap,os_parsers:92,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,8,1,51,51,0,1,1,0,0,0
uap,os_parsers:93,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,10,2,124,124,0,2,2,0,0,0
uap,os_parsers:94,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,0,0,16,0,0,0,0,0,0,0,0,0
uap,os_parsers:95,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,5,5,145,5,276,205,5,5,5,0,0,0
uap,os_parsers:96,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,7,7,7,7,382,382,0,7,7,0,0,0
uap,os_parsers:97,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,20,20,20,20,1111,1111,0,20,20,0,0,0
uap,os_parsers:98,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,13,13,13,13,735,735,0,13,13,0,0,0
uap,os_parsers:99,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,16,16,29,16,781,500,16,16,16,0,0,0
uap,os_parsers:100,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,10,6,287,199,6,6,6,0,0,0
uap,os_parsers:101,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,4,4,10,4,173,125,4,4,4,0,0,0
uap,os_parsers:102,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,42,42,0,1,1,0,0,0
uap,os_parsers:103,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,41,41,0,1,1,0,0,0
uap,os_parsers:104,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,41,41,0,1,1,0,0,0
uap,os_parsers:105,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,10,10,16,10,467,328,10,10,10,0,0,0
uap,os_parsers:106,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,37,37,0,1,1,0,0,0
uap,os_parsers:107,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,39,39,0,1,1,0,0,0
uap,os_parsers:108,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,91,91,0,2,2,0,0,0
uap,os_parsers:109,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,37,37,0,1,1,0,0,0
uap,os_parsers:110,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,40,40,0,1,1,0,0,0
uap,os_parsers:111,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,39,39,0,1,1,0,0,0
uap,os_parsers:112,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,39,39,0,1,1,0,0,0
uap,os_parsers:113,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,16,6,244,184,6,6,6,0,0,0
uap,os_parsers:114,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,39,39,0,1,1,0,0,0
uap,os_parsers:115,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,3,3,3,3,119,119,0,3,3,0,0,0
uap,os_parsers:116,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,4,4,4,4,178,178,0,4,4,0,0,0
uap,os_parsers:117,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,84,84,0,2,2,0,0,0
uap,os_parsers:118,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,90,90,0,2,2,0,0,0
uap,os_parsers:119,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,12,12,14,12,510,362,12,12,12,0,0,0
uap,os_parsers:120,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,42,42,0,1,1,0,0,0
uap,os_parsers:121,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,42,42,0,1,1,0,0,0
uap,os_parsers:122,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,40,40,0,1,1,0,0,0
uap,os_parsers:123,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:124,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,42,42,0,1,1,0,0,0
uap,os_parsers:125,os_parsers,signature,character-class;optional-repeat,2,18213,1919759,8,8,8,8,328,244,8,8,8,0,0,0
uap,os_parsers:126,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,78,78,0,2,2,0,0,0
uap,os_parsers:127,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,76,76,0,2,2,0,0,0
uap,os_parsers:128,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,80,80,0,2,2,0,0,0
uap,os_parsers:129,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,3,3,3,3,114,114,0,3,3,0,0,0
uap,os_parsers:130,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:131,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:132,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,13,13,13,13,504,504,0,13,13,0,0,0
uap,os_parsers:133,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,36,36,0,1,1,0,0,0
uap,os_parsers:134,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:135,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:136,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,34,34,0,1,1,0,0,0
uap,os_parsers:137,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:138,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:139,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,1,1,1,1,38,38,0,1,1,0,0,0
uap,os_parsers:140,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,7,7,7,7,260,260,0,7,7,0,0,0
uap,os_parsers:141,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,6,6,212,212,0,6,6,0,0,0
uap,os_parsers:142,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,6,6,212,212,0,6,6,0,0,0
uap,os_parsers:143,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,6,6,204,204,0,6,6,0,0,0
uap,os_parsers:144,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,6,6,6,6,204,204,0,6,6,0,0,0
uap,os_parsers:145,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,68,68,0,2,2,0,0,0
uap,os_parsers:146,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,2,2,2,2,68,68,0,2,2,0,0,0
uap,os_parsers:147,os_parsers,signature,character-class;optional-repeat,1,18213,1919759,145,145,145,145,6768,4745,145,145,145,0,0,0
uap,os_parsers:148,os_parsers,fallback,assertion;character-class;branch-budget,1,18213,1919759,63,18213,18213,18213,1919759,1919759,0,18213,18213,0,0,0
uap,os_parsers:149,os_parsers,exact,,1,18213,1919759,8,8,8,8,0,0,0,0,0,0,0,0
uap,os_parsers:150,os_parsers,signature,character-class,4,18213,1919759,9,9,15970,9,623,512,9,9,9,0,0,0
uap,os_parsers:151,os_parsers,signature,character-class,1,18213,1919759,3,3,3,3,126,126,0,3,3,0,0,0
uap,os_parsers:152,os_parsers,exact,,3,18213,1919759,223,223,18213,223,0,0,0,0,0,0,0,0
uap,os_parsers:153,os_parsers,signature,character-class,4,18213,1919759,3,3,15970,3,186,66,3,3,3,0,0,0
uap,os_parsers:154,os_parsers,signature,character-class,2,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0
uap,os_parsers:155,os_parsers,signature,case-fold,1,18213,1919759,3,3,3,3,252,24,3,3,3,0,0,0
uap,os_parsers:156,os_parsers,signature,character-class,2,18213,1919759,0,0,18213,0,0,0,0,0,0,0,0,0
uap,os_parsers:157,os_parsers,signature,character-class,4,18213,1919759,1,1,18213,1,124,54,1,1,1,0,0,0
uap,os_parsers:158,os_parsers,signature,case-fold;character-class,2,18213,1919759,151,226,227,159,29520,25248,226,226,226,0,0,0
uap,os_parsers:159,os_parsers,signature,character-class;unbounded-repeat,1,18213,1919759,4,4,5,4,740,613,4,4,4,0,0,0
uap,os_parsers:160,os_parsers,signature,character-class;unbounded-repeat,1,18213,1919759,4,4,4,4,759,624,4,4,4,0,0,0
uap,os_parsers:161,os_parsers,exact,,1,18213,1919759,27,27,27,27,0,0,0,0,0,0,0,0
uap,os_parsers:162,os_parsers,signature,assertion;character-class,5,18213,1919759,114,148,18213,148,13991,13991,0,148,148,0,0,0
uap,os_parsers:163,os_parsers,exact,,1,18213,1919759,5,5,5,5,0,0,0,0,0,0,0,0
uap,os_parsers:164,os_parsers,signature,case-fold,1,18213,1919759,24,25,25,25,2133,400,25,25,25,0,0,0
uap,os_parsers:165,os_parsers,exact,,1,18213,1919759,89,89,89,89,0,0,0,0,0,0,0,0
uap,os_parsers:166,os_parsers,exact,,1,18213,1919759,4,4,4,4,0,0,0,0,0,0,0,0
uap,os_parsers:167,os_parsers,signature,character-class;unbounded-repeat,1,18213,1919759,5,5,4678,5,511,511,0,5,5,0,0,0
uap,os_parsers:168,os_parsers,signature,case-fold;character-class,2,18213,1919759,65,100,116,65,9661,8365,50,100,100,0,0,0
