case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct
cnf,tag8,q0,1048576,1048576,41,13,33,16175,16175,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,7831855242651732853,1
cnf,tag8_cnf,q0,1048576,1048576,41,13,33,16175,16175,0,1969504,0,0,0,0,65536,57558,0,0,4194304,67108864,7831855242651732853,1
range,native,q0,1048576,1048576,41,13,524222,524222,0,524222,4194304,0,0,0,0,65536,0,0,0,0,67108864,12688853177045613208,1
range,prefix16,q0,1048576,1048576,41,13,524222,524222,0,524222,2098016,0,0,0,0,65536,27,0,0,4194304,67108864,12688853177045613208,1
range,prefix8,q0,1048576,1048576,41,13,524222,524222,0,524222,1172784,0,0,0,0,65536,7735,27,1,4194304,67108864,12688853177045613208,1
ties,native,q0,1048576,1048576,41,13,524399,524399,0,524399,4194304,0,0,0,0,65536,0,0,0,0,67108864,3519896043959245654,1
ties,prefix16,q0,1048576,1048576,41,13,524399,524399,0,524399,4194304,0,0,0,0,65536,65536,0,0,4194304,67108864,3519896043959245654,1
ties,prefix8,q0,1048576,1048576,41,13,524399,524399,0,524399,4194304,0,0,0,0,65536,65536,65536,65536,4194304,67108864,3519896043959245654,1
range_clustered,native,q0,1048576,1048576,41,13,524222,524222,0,524222,4194304,0,0,0,0,65536,0,0,0,0,67108864,17926817765396161761,1
range_clustered,prefix16,q0,1048576,1048576,41,13,524222,524222,0,524222,2097248,0,0,0,0,65536,3,0,0,4194304,67108864,17926817765396161761,1
range_clustered,prefix8,q0,1048576,1048576,41,13,524222,524222,0,524222,1056864,0,0,0,0,65536,514,3,1,4194304,67108864,17926817765396161761,1
