name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,operations,rows
absent/joint64_planar/q3/manual_time,2,1,84,329817.761904762,329951.88095235894,ns,1048576.0,1048576.0
absent/joint64_planar/q3/manual_time,3,1,84,324411.51190476184,324566.46428571275,ns,1048576.0,1048576.0
absent/joint64_planar/q3/manual_time,4,1,84,320765.0595238096,320894.3452381028,ns,1048576.0,1048576.0
absent/joint64_planar/build/manual_time,0,1,2,10001825.999999998,10007707.999999838,ns,1048576.0,1048576.0
absent/joint64_planar/build/manual_time,1,1,2,10216056.0,10137416.49999922,ns,1048576.0,1048576.0
absent/joint64_planar/build/manual_time,2,1,2,10042951.5,10048770.999999234,ns,1048576.0,1048576.0
absent/joint64_planar/build/manual_time,3,1,2,10037013.5,10041917.000000566,ns,1048576.0,1048576.0
absent/joint64_planar/build/manual_time,4,1,2,10019701.0,10024916.499999037,ns,1048576.0,1048576.0
absent/joint256_planar/q0/manual_time,0,1,58,464014.84482758614,464249.99999997066,ns,1048576.0,1048576.0
absent/joint256_planar/q0/manual_time,1,1,58,475673.58620689646,475854.879310356,ns,1048576.0,1048576.0
absent/joint256_planar/q0/manual_time,2,1,58,461812.2068965517,462013.6379310151,ns,1048576.0,1048576.0
absent/joint256_planar/q0/manual_time,3,1,58,460868.8793103447,461086.2068965472,ns,1048576.0,1048576.0
absent/joint256_planar/q0/manual_time,4,1,58,455355.2586206895,455524.4137930518,ns,1048576.0,1048576.0
absent/joint256_planar/q1/manual_time,0,1,61,468217.0983606559,467122.26229509566,ns,1048576.0,1048576.0
absent/joint256_planar/q1/manual_time,1,1,61,462748.44262295094,462914.6229507994,ns,1048576.0,1048576.0
absent/joint256_planar/q1/manual_time,2,1,61,462747.0327868852,462966.5245901864,ns,1048576.0,1048576.0
absent/joint256_planar/q1/manual_time,3,1,61,457690.3114754097,457883.1967212972,ns,1048576.0,1048576.0
absent/joint256_planar/q1/manual_time,4,1,61,459937.65573770506,460116.1147540955,ns,1048576.0,1048576.0
absent/joint256_planar/q2/manual_time,0,1,60,470003.2333333333,467971.5333333334,ns,1048576.0,1048576.0
absent/joint256_planar/q2/manual_time,1,1,60,457803.83333333326,457933.33333333425,ns,1048576.0,1048576.0
absent/joint256_planar/q2/manual_time,2,1,60,471440.8666666668,471577.0666666804,ns,1048576.0,1048576.0
absent/joint256_planar/q2/manual_time,3,1,60,464770.5666666666,464922.91666666575,ns,1048576.0,1048576.0
absent/joint256_planar/q2/manual_time,4,1,60,469303.94999999995,469429.16666665726,ns,1048576.0,1048576.0
absent/joint256_planar/q3/manual_time,0,1,62,512587.5806451613,512434.80645159975,ns,1048576.0,1048576.0
absent/joint256_planar/q3/manual_time,1,1,62,473100.6451612903,472506.04838710057,ns,1048576.0,1048576.0
absent/joint256_planar/q3/manual_time,2,1,62,463019.2903225808,463211.0322580431,ns,1048576.0,1048576.0
absent/joint256_planar/q3/manual_time,3,1,62,448642.8387096773,448807.7903225932,ns,1048576.0,1048576.0
absent/joint256_planar/q3/manual_time,4,1,62,447677.11290322576,447837.35483870795,ns,1048576.0,1048576.0
absent/joint256_planar/build/manual_time,0,1,3,9872498.333333334,9877360.999999734,ns,1048576.0,1048576.0
absent/joint256_planar/build/manual_time,1,1,3,9829720.333333332,9835347.0000004,ns,1048576.0,1048576.0
absent/joint256_planar/build/manual_time,2,1,3,10022554.666666666,9999847.333332924,ns,1048576.0,1048576.0
absent/joint256_planar/build/manual_time,3,1,3,9917818.333333334,9903583.666667733,ns,1048576.0,1048576.0
absent/joint256_planar/build/manual_time,4,1,3,9856331.333333332,9859972.33333317,ns,1048576.0,1048576.0
near/soa/q0/manual_time,0,1,53,520303.86792452814,520461.47169817565,ns,1048576.0,1048576.0
near/soa/q0/manual_time,1,1,53,525560.2452830188,525752.3584905432,ns,1048576.0,1048576.0
near/soa/q0/manual_time,2,1,53,524222.2264150943,524525.9433962835,ns,1048576.0,1048576.0
near/soa/q0/manual_time,3,1,53,523487.09433962265,523737.43396230217,ns,1048576.0,1048576.0
near/soa/q0/manual_time,4,1,53,529181.3018867924,529358.4905660267,ns,1048576.0,1048576.0
near/tag32/q0/manual_time,0,1,8,2773051.625,2774286.5000002226,ns,1048576.0,1048576.0
near/tag32/q0/manual_time,1,1,8,3732645.5,3721640.49999979,ns,1048576.0,1048576.0
near/tag32/q0/manual_time,2,1,8,3474070.9999999995,3475328.1249999544,ns,1048576.0,1048576.0
near/tag32/q0/manual_time,3,1,8,2842036.3750000005,2843614.624999713,ns,1048576.0,1048576.0
near/tag32/q0/manual_time,4,1,8,3453190.7499999995,3454593.7499999013,ns,1048576.0,1048576.0
near/tag16/q0/manual_time,0,1,11,3554008.0,3545621.1818182156,ns,1048576.0,1048576.0
near/tag16/q0/manual_time,1,1,11,3202206.909090909,3203105.9999998747,ns,1048576.0,1048576.0
near/tag16/q0/manual_time,2,1,11,3262673.0909090904,3263560.6363636525,ns,1048576.0,1048576.0
near/tag16/q0/manual_time,3,1,11,2597196.0,2598219.6363636814,ns,1048576.0,1048576.0
near/tag16/q0/manual_time,4,1,11,2905046.1818181816,2905935.545454435,ns,1048576.0,1048576.0
near/tag8/q0/manual_time,0,1,9,2871770.5555555546,2872948.999999952,ns,1048576.0,1048576.0
near/tag8/q0/manual_time,1,1,9,2389115.1111111115,2390152.7777780984,ns,1048576.0,1048576.0
near/tag8/q0/manual_time,2,1,9,2866746.9999999995,2867731.555555666,ns,1048576.0,1048576.0
near/tag8/q0/manual_time,3,1,9,2678579.444444445,2679671.3333333675,ns,1048576.0,1048576.0
near/tag8/q0/manual_time,4,1,9,2380170.4444444445,2380935.222222133,ns,1048576.0,1048576.0
near/tag8_eager/q0/manual_time,0,1,11,3034429.272727273,3035333.363636412,ns,1048576.0,1048576.0
near/tag8_eager/q0/manual_time,1,1,11,2919879.5454545454,2921204.545454647,ns,1048576.0,1048576.0
near/tag8_eager/q0/manual_time,2,1,11,2795068.6363636362,2796397.7272727126,ns,1048576.0,1048576.0
near/tag8_eager/q0/manual_time,3,1,11,3288177.090909091,3289261.363636407,ns,1048576.0,1048576.0
near/tag8_eager/q0/manual_time,4,1,11,2605533.363636364,2598821.9090907257,ns,1048576.0,1048576.0
near/joint64/q0/manual_time,0,1,12,3730801.5,3731941.0000001458,ns,1048576.0,1048576.0
near/joint64/q0/manual_time,1,1,12,4710775.833333333,4103475.75000003,ns,1048576.0,1048576.0
near/joint64/q0/manual_time,2,1,12,3785406.2500000005,3786569.416666552,ns,1048576.0,1048576.0
near/joint64/q0/manual_time,3,1,12,3992462.9166666665,3993555.500000134,ns,1048576.0,1048576.0
near/joint64/q0/manual_time,4,1,12,3232389.1666666665,3233368.08333341,ns,1048576.0,1048576.0
near/joint64_planar/q0/manual_time,0,1,8,3897641.1250000005,3898926.99999983,ns,1048576.0,1048576.0
near/joint64_planar/q0/manual_time,1,1,8,3651166.0,3642802.1249999,ns,1048576.0,1048576.0
near/joint64_planar/q0/manual_time,2,1,8,2602618.625,2603666.6250002226,ns,1048576.0,1048576.0
near/joint64_planar/q0/manual_time,3,1,8,2849135.6249999995,2849874.9999998906,ns,1048576.0,1048576.0
near/joint64_planar/q0/manual_time,4,1,8,3052329.2499999995,3053494.8750000624,ns,1048576.0,1048576.0
far/soa/q0/manual_time,0,1,55,518137.00000000006,518353.0181818567,ns,1048576.0,1048576.0
far/soa/q0/manual_time,1,1,55,534033.8363636363,534252.2727272839,ns,1048576.0,1048576.0
far/soa/q0/manual_time,2,1,55,517408.9090909091,517651.50909091067,ns,1048576.0,1048576.0
far/soa/q0/manual_time,3,1,55,511227.8181818181,511372.7272726914,ns,1048576.0,1048576.0
far/soa/q0/manual_time,4,1,55,514615.690909091,514893.94545453397,ns,1048576.0,1048576.0
far/tag32/q0/manual_time,0,1,45,633378.4444444443,633625.9111111057,ns,1048576.0,1048576.0
far/tag32/q0/manual_time,1,1,45,622051.4888888889,622304.6222222213,ns,1048576.0,1048576.0
far/tag32/q0/manual_time,2,1,45,650577.6888888888,650866.6666666348,ns,1048576.0,1048576.0
far/tag32/q0/manual_time,3,1,45,627460.8888888889,627696.2888888547,ns,1048576.0,1048576.0
far/tag32/q0/manual_time,4,1,45,683696.3777777777,682364.8444444706,ns,1048576.0,1048576.0
far/tag16/q0/manual_time,0,1,25,1116001.12,1116399.9599997965,ns,1048576.0,1048576.0
far/tag16/q0/manual_time,1,1,25,1113616.2000000002,1113995.0000000454,ns,1048576.0,1048576.0
far/tag16/q0/manual_time,2,1,25,1094727.76,1095119.9999999518,ns,1048576.0,1048576.0
far/tag16/q0/manual_time,3,1,25,1095985.96,1096396.6400001368,ns,1048576.0,1048576.0
far/tag16/q0/manual_time,4,1,25,1147396.2399999998,1147793.3199998348,ns,1048576.0,1048576.0
far/tag8/q0/manual_time,0,1,30,962078.9999999999,962375.000000056,ns,1048576.0,1048576.0
far/tag8/q0/manual_time,1,1,30,974288.4666666666,974597.200000223,ns,1048576.0,1048576.0
far/tag8/q0/manual_time,2,1,30,980859.4666666668,981194.4333333619,ns,1048576.0,1048576.0
far/tag8/q0/manual_time,3,1,30,978745.6333333332,979101.3999998673,ns,1048576.0,1048576.0
far/tag8/q0/manual_time,4,1,30,958917.8,959194.4333332473,ns,1048576.0,1048576.0
far/tag8_eager/q0/manual_time,0,1,39,767113.1282051281,767446.5897434783,ns,1048576.0,1048576.0
far/tag8_eager/q0/manual_time,1,1,39,728618.3076923076,728952.9999999681,ns,1048576.0,1048576.0
far/tag8_eager/q0/manual_time,2,1,39,758370.6410256411,758602.5641026449,ns,1048576.0,1048576.0
far/tag8_eager/q0/manual_time,3,1,39,760786.1538461539,759731.8205129638,ns,1048576.0,1048576.0
far/tag8_eager/q0/manual_time,4,1,39,717735.8205128207,717988.2307692782,ns,1048576.0,1048576.0
far/joint64/q0/manual_time,0,1,26,1139118.5384615385,1135096.1538462583,ns,1048576.0,1048576.0
far/joint64/q0/manual_time,1,1,26,1132631.2692307695,1133064.0769231173,ns,1048576.0,1048576.0
far/joint64/q0/manual_time,2,1,26,1118581.423076923,1119084.923076868,ns,1048576.0,1048576.0
far/joint64/q0/manual_time,3,1,26,1100605.423076923,1100979.1538461728,ns,1048576.0,1048576.0
far/joint64/q0/manual_time,4,1,26,1138360.3076923077,1138761.230769238,ns,1048576.0,1048576.0
far/joint64_planar/q0/manual_time,0,1,26,1199625.076923077,1196791.6153847224,ns,1048576.0,1048576.0
far/joint64_planar/q0/manual_time,1,1,26,1117416.4615384615,1117786.8461540623,ns,1048576.0,1048576.0
far/joint64_planar/q0/manual_time,2,1,26,1066218.8461538462,1066596.1538462145,ns,1048576.0,1048576.0
far/joint64_planar/q0/manual_time,3,1,26,1087263.923076923,1087621.7692307604,ns,1048576.0,1048576.0
far/joint64_planar/q0/manual_time,4,1,26,1078270.269230769,1079177.8846153805,ns,1048576.0,1048576.0
cnf/soa/q0/manual_time,0,1,36,783273.9444444445,783756.9444445099,ns,1048576.0,1048576.0
cnf/soa/q0/manual_time,1,1,36,784883.9444444445,785413.1944444731,ns,1048576.0,1048576.0
cnf/soa/q0/manual_time,2,1,36,782525.138888889,783090.27777775,ns,1048576.0,1048576.0
cnf/soa/q0/manual_time,3,1,36,796411.8333333334,796988.4444444613,ns,1048576.0,1048576.0
cnf/soa/q0/manual_time,4,1,36,788799.4444444443,786599.5277776723,ns,1048576.0,1048576.0
cnf/tag16/q0/manual_time,0,1,13,1613143.4615384615,1614153.846154282,ns,1048576.0,1048576.0
cnf/tag16/q0/manual_time,1,1,13,1706881.0769230765,1707634.615384607,ns,1048576.0,1048576.0
cnf/tag16/q0/manual_time,2,1,13,1496162.076923077,1496717.9230773388,ns,1048576.0,1048576.0
cnf/tag16/q0/manual_time,3,1,13,1583076.1538461535,1583750.0000001315,ns,1048576.0,1048576.0
cnf/tag16/q0/manual_time,4,1,13,1576623.923076923,1577246.769231194,ns,1048576.0,1048576.0
cnf/tag8/q0/manual_time,0,1,11,2200921.1818181816,2201647.7272731294,ns,1048576.0,1048576.0
cnf/tag8/q0/manual_time,1,1,11,2288921.909090909,2284393.9090913585,ns,1048576.0,1048576.0
cnf/tag8/q0/manual_time,2,1,11,2199371.8181818184,2200159.0909093753,ns,1048576.0,1048576.0
cnf/tag8/q0/manual_time,3,1,11,2504203.0909090904,2505102.27272762,ns,1048576.0,1048576.0
cnf/tag8/q0/manual_time,4,1,11,2247140.9999999995,2248185.6363637834,ns,1048576.0,1048576.0
cnf/tag8_cnf/q0/manual_time,0,1,11,2166780.727272727,2161939.363636572,ns,1048576.0,1048576.0
cnf/tag8_cnf/q0/manual_time,1,1,11,2246387.3636363638,2247276.5454550497,ns,1048576.0,1048576.0
