dataset,first,count,layout,execution,repetitions,median_ns,min_ns,max_ns,cycles_per_call,ratio_to_direct_inline,split_over_inline
census-income_srt,0,256,scan128,split,5,7063.0,7059.47,7101.3,27196.3203125,0.9220260512530087,1.0209745732086328
census-income_srt,3,37,direct32,inline,5,967.924,964.426,974.86,3725.6209106445312,1.0,1.0
census-income_srt,3,37,direct32,split,5,1003.19,999.937,1008.16,3861.9490356445312,0.9648461408108134,1.0364346787557701
census-income_srt,3,37,local16,inline,5,1049.53,1045.73,1051.07,4041.9562377929688,0.9222451954684477,1.0
census-income_srt,3,37,local16,split,5,1052.98,1051.16,1053.54,4056.4611206054688,0.9192235370092499,1.0032871856926435
census-income_srt,3,37,scan128,inline,5,1032.34,1031.49,1035.38,3981.3433227539062,0.937601952844993,1.0
census-income_srt,3,37,scan128,split,5,1048.73,1046.88,1052.4,4041.9849853515625,0.9229487093913591,1.0158765522986615
census-income_srt,15,18,direct32,inline,5,466.326,464.519,469.0,1794.3050842285156,1.0,1.0
census-income_srt,15,18,direct32,split,5,475.423,474.577,477.539,1832.3448486328125,0.9808654608632734,1.0195078121314274
census-income_srt,15,18,local16,inline,5,508.59,507.424,509.582,1959.6853637695312,0.9168996637763228,1.0
census-income_srt,15,18,local16,split,5,508.632,506.828,509.88,1957.8994750976562,0.9168239513046761,1.0000825812540555
census-income_srt,15,18,scan128,inline,5,500.07,499.509,501.396,1927.7316284179688,0.9325214469974205,1.0
census-income_srt,15,18,scan128,split,5,506.992,505.646,507.738,1952.110595703125,0.9197896613753275,1.0138420621113045
census-income_srt,255,1,direct32,inline,5,52.1991,52.0457,52.2321,200.8952407836914,1.0,1.0
census-income_srt,255,1,direct32,split,5,53.1742,52.9193,53.3549,204.33189010620117,0.9816621594683136,1.0186803987041921
census-income_srt,255,1,local16,inline,5,64.1107,63.9481,64.2692,247.00072479248047,0.8142026214032916,1.0
census-income_srt,255,1,local16,split,5,65.5113,65.4669,65.6469,252.5916976928711,0.7967953620215138,1.0218465872311489
census-income_srt,255,1,scan128,inline,5,62.7832,62.4919,63.1303,241.23544692993164,0.8314182775009875,1.0
census-income_srt,255,1,scan128,split,5,64.2231,64.1148,64.4757,247.5025863647461,0.8127776454266455,1.0229344792874526
census1881,0,256,direct32,inline,5,6512.06,6497.25,6524.93,25061.21533203125,1.0,1.0
census1881,0,256,direct32,split,5,6746.38,6739.32,6769.7,26031.54833984375,0.9652672989069694,1.0359824694489914
census1881,0,256,local16,inline,5,7049.43,7044.5,7070.26,27197.47998046875,0.9237711417802574,1.0
census1881,0,256,local16,split,5,7091.33,7071.8,7095.23,27304.93212890625,0.9183129257840208,1.0059437429692897
census1881,0,256,scan128,inline,5,6924.68,6909.93,6957.84,26673.849609375,0.9404131310038876,1.0
census1881,0,256,scan128,split,5,7067.34,7061.17,7071.68,27245.09375,0.9214301278840413,1.0206016740123731
census1881,3,37,direct32,inline,5,966.928,965.266,969.015,3727.5259399414062,1.0,1.0
census1881,3,37,direct32,split,5,1005.27,1000.08,1011.85,3862.684326171875,0.9618590030539059,1.0396534178346268
census1881,3,37,local16,inline,5,1054.0,1051.12,1055.53,4058.86181640625,0.9173889943074004,1.0
census1881,3,37,local16,split,5,1105.03,1054.37,2133.92,4073.9602661132812,0.8750242074875796,1.048415559772296
census1881,3,37,scan128,inline,5,1052.96,1035.71,2113.95,3993.1170654296875,0.9182950919313174,1.0
census1881,3,37,scan128,split,5,1055.53,1052.63,1888.01,4061.6297607421875,0.9160592309076957,1.0024407384895913
census1881,15,18,direct32,inline,5,465.816,464.62,467.556,1794.8463439941406,1.0,1.0
census1881,15,18,direct32,split,5,475.231,475.177,476.747,1832.0951538085938,0.980188581973819,1.020211843302935
census1881,15,18,local16,inline,5,511.059,509.855,511.907,1969.0694580078125,0.9114720609557799,1.0
census1881,15,18,local16,split,5,510.039,509.046,511.432,1965.502197265625,0.9132948656867416,0.9980041443355855
census1881,15,18,scan128,inline,5,500.476,499.898,503.771,1930.6809997558594,0.9307459298747591,1.0
census1881,15,18,scan128,split,5,515.44,510.259,519.178,1962.3876647949219,0.9037249728387395,1.0298995356420688
census1881,255,1,direct32,inline,5,52.2937,52.2084,52.7239,201.03359985351562,1.0,1.0
census1881,255,1,direct32,split,5,52.9542,52.8386,53.1959,204.34711456298828,0.9875269572574036,1.0126305845637238
census1881,255,1,local16,inline,5,64.0945,64.0409,64.3868,247.0062484741211,0.8158843582522682,1.0
census1881,255,1,local16,split,5,65.5946,65.3581,65.6326,252.40710830688477,0.7972256862607593,1.0234045042866393
census1881,255,1,scan128,inline,5,62.5604,62.553,62.6134,241.23386764526367,0.8358913945563008,1.0
census1881,255,1,scan128,split,5,64.1805,64.0181,64.4162,247.37844467163086,0.8147910969842865,1.02589657355132
census1881_srt,0,256,direct32,inline,5,6502.83,6481.99,6534.29,25066.1865234375,1.0,1.0
census1881_srt,0,256,direct32,split,5,6771.63,6745.41,6806.53,26052.61767578125,0.9603049782696337,1.0413358491610576
census1881_srt,0,256,local16,inline,5,7023.59,7019.6,7058.89,27110.10546875,0.9258555809778191,1.0
census1881_srt,0,256,local16,split,5,7049.71,7048.4,7077.99,27208.36279296875,0.92242517777327,1.0037188958922716
census1881_srt,0,256,scan128,inline,5,6915.63,6896.15,6935.94,26640.61572265625,0.9403091258497056,1.0
census1881_srt,0,256,scan128,split,5,7048.19,7035.45,7072.0,27149.0693359375,0.9226241063308452,1.0191681741215188
census1881_srt,3,37,direct32,inline,5,966.674,965.111,976.337,3724.6829223632812,1.0,1.0
census1881_srt,3,37,direct32,split,5,1001.71,999.78,1004.69,3862.6152954101562,0.9650238092861206,1.0362438629775912
census1881_srt,3,37,local16,inline,5,1043.3,1042.15,1047.17,4025.5021362304688,0.9265542030096808,1.0
census1881_srt,3,37,local16,split,5,1047.84,1046.44,1051.42,4042.3814697265625,0.9225397007176669,1.004351576727691
census1881_srt,3,37,scan128,inline,5,1032.8,1031.45,1034.07,3977.724853515625,0.9359740511231603,1.0
census1881_srt,3,37,scan128,split,5,1048.17,1043.51,1052.02,4029.7303466796875,0.9222492534607935,1.0148818745158792
census1881_srt,15,18,direct32,inline,5,466.371,464.072,468.162,1792.9650268554688,1.0,1.0
census1881_srt,15,18,direct32,split,5,475.157,474.53,476.395,1832.5087280273438,0.9815092695677429,1.0188390787591852
census1881_srt,15,18,local16,inline,5,505.781,504.938,507.341,1950.0755310058594,0.9220809006269511,1.0
census1881_srt,15,18,local16,split,5,505.534,504.928,507.476,1948.9953002929688,0.9225314222188814,0.9995116463449596
census1881_srt,15,18,scan128,inline,5,499.961,497.595,501.205,1922.2994995117188,0.9328147595512449,1.0
census1881_srt,15,18,scan128,split,5,504.752,502.98,505.968,1944.3246154785156,0.923960677718959,1.0095827474543013
census1881_srt,255,1,direct32,inline,5,52.1838,52.0798,52.372,200.9039764404297,1.0,1.0
census1881_srt,255,1,direct32,split,5,53.0708,52.8718,53.1959,204.3240737915039,0.9832864776864113,1.016997612285805
census1881_srt,255,1,local16,inline,5,64.1269,63.9251,64.2897,246.84710693359375,0.8137583447819868,1.0
census1881_srt,255,1,local16,split,5,65.5916,65.3264,65.7336,252.4699478149414,0.7955866299953043,1.0228406487760986
census1881_srt,255,1,scan128,inline,5,62.4788,62.4465,62.6724,241.0778694152832,0.8352241080174395,1.0
census1881_srt,255,1,scan128,split,5,64.222,64.0768,64.2398,247.38183975219727,0.8125533306343621,1.0279006639051966
dimension_003,0,256,direct32,inline,5,6484.45,6473.23,6513.29,25040.36962890625,1.0,1.0
dimension_003,0,256,direct32,split,5,6743.47,6740.57,6776.52,26025.8828125,0.9615895080722535,1.0399447910000077
dimension_003,0,256,local16,inline,5,7027.09,7009.4,7034.78,27058.1806640625,0.9227788458664966,1.0
dimension_003,0,256,local16,split,5,7049.85,7037.59,7069.37,27175.9501953125,0.919799712050611,1.0032388940514494
dimension_003,0,256,scan128,inline,5,6904.38,6897.58,6940.77,26639.4638671875,0.9391791877040371,1.0
dimension_003,0,256,scan128,split,5,7065.69,7042.06,7103.53,27148.494140625,0.9177376873313151,1.0233634301704135
dimension_003,3,37,direct32,inline,5,969.297,965.889,974.56,3726.0761108398438,1.0,1.0
dimension_003,3,37,direct32,split,5,1002.64,1001.97,1009.26,3864.3148193359375,0.9667447937445145,1.0343991573274238
dimension_003,3,37,local16,inline,5,1043.71,1041.84,1044.76,4025.7320556640625,0.9287033754587002,1.0
dimension_003,3,37,local16,split,5,1047.15,1045.24,1056.29,4041.2374877929688,0.9256524853172897,1.0032959346945034
dimension_003,3,37,scan128,inline,5,1032.94,1028.82,1036.55,3974.9463500976562,0.9383865471372974,1.0
dimension_003,3,37,scan128,split,5,1046.13,1044.7,1047.11,4026.5179443359375,0.9265550170628889,1.0127693767304975
dimension_003,15,18,direct32,inline,5,465.226,464.394,465.907,1794.5627746582031,1.0,1.0
dimension_003,15,18,direct32,split,5,475.507,475.382,475.716,1833.4660339355469,0.978378867188075,1.0220989368607944
dimension_003,15,18,local16,inline,5,505.631,505.301,506.062,1948.5516357421875,0.920089947016698,1.0
dimension_003,15,18,local16,split,5,505.759,504.681,506.151,1949.2994995117188,0.9198570860825017,1.0002531490355615
dimension_003,15,18,scan128,inline,5,499.118,497.55,501.06,1919.7737731933594,0.9320962177280723,1.0
dimension_003,15,18,scan128,split,5,504.569,503.651,504.924,1944.0441284179688,0.922026521645206,1.010921265111657
dimension_003,255,1,direct32,inline,5,52.2464,52.1031,52.546,201.02092742919922,1.0,1.0
dimension_003,255,1,direct32,split,5,53.0511,52.9247,53.132,204.31525421142578,0.9848316057536979,1.0154020181294787
dimension_003,255,1,local16,inline,5,63.9759,63.9331,64.0714,246.86408615112305,0.8166575225983534,1.0
dimension_003,255,1,local16,split,5,65.5935,65.3213,65.8258,252.51752853393555,0.796517947662497,1.0252845212025155
dimension_003,255,1,scan128,inline,5,62.6925,62.6294,62.703,241.36155700683594,0.8333756031423216,1.0
dimension_003,255,1,scan128,split,5,64.3518,64.0382,64.8575,247.5390281677246,0.8118871577795804,1.0264672807752122
dimension_008,0,256,direct32,inline,5,6497.82,6481.6,6524.1,25055.74462890625,1.0,1.0
dimension_008,0,256,direct32,split,5,6745.58,6741.74,6749.52,26023.38623046875,0.9632707639669235,1.038129711195447
dimension_008,0,256,local16,inline,5,7037.52,7015.5,7058.13,27119.29736328125,0.9233110527572211,1.0
dimension_008,0,256,local16,split,5,7069.42,7059.07,7083.51,27228.79541015625,0.9191447105986064,1.004532846798304
dimension_008,0,256,scan128,inline,5,6907.21,6899.68,6949.69,26652.03466796875,0.9407300487461652,1.0
dimension_008,0,256,scan128,split,5,7044.91,7042.41,7073.28,27178.99365234375,0.9223425139568852,1.019935690387291
dimension_008,3,37,direct32,inline,5,971.239,964.695,973.289,3725.7446899414062,1.0,1.0
dimension_008,3,37,direct32,split,5,1002.31,1000.16,1004.29,3861.3897094726562,0.9690006085941476,1.0319910959094516
dimension_008,3,37,local16,inline,5,1045.44,1044.36,1048.99,4033.9486083984375,0.9290241429445975,1.0
dimension_008,3,37,local16,split,5,1048.83,1048.12,1054.01,4046.501708984375,0.9260213762001469,1.0032426538108354
dimension_008,3,37,scan128,inline,5,1032.99,1031.34,1033.62,3980.6521606445312,0.9402211057222238,1.0
dimension_008,3,37,scan128,split,5,1046.54,1045.18,1050.37,4035.5839233398438,0.9280476618189463,1.013117261541738
dimension_008,15,18,direct32,inline,5,464.881,464.294,465.613,1793.7991638183594,1.0,1.0
dimension_008,15,18,direct32,split,5,477.034,474.891,479.403,1831.7781677246094,0.9745238284902124,1.0261421740187273
dimension_008,15,18,local16,inline,5,506.938,506.238,509.217,1954.3141479492188,0.9170371919248508,1.0
dimension_008,15,18,local16,split,5,506.558,506.092,511.39,1953.4794311523438,0.9177251173606971,0.9992504014297606
dimension_008,15,18,scan128,inline,5,499.732,498.98,502.186,1923.3304748535156,0.9302606196921549,1.0
dimension_008,15,18,scan128,split,5,506.429,504.146,509.036,1948.4384460449219,0.9179588846610285,1.013401183034106
dimension_008,255,1,direct32,inline,5,52.1137,51.9631,52.3676,200.89295196533203,1.0,1.0
dimension_008,255,1,direct32,split,5,53.0789,53.0297,53.3069,204.46825790405273,0.9818157497612047,1.0185210414919685
dimension_008,255,1,local16,inline,5,64.0705,63.9548,64.2023,246.9227409362793,0.8133805729625959,1.0
dimension_008,255,1,local16,split,5,65.4692,65.3608,65.5985,252.45523071289062,0.7960033114808185,1.021830639685971
dimension_008,255,1,scan128,inline,5,62.6034,62.4281,62.733,241.20715713500977,0.8324420079420607,1.0
dimension_008,255,1,scan128,split,5,64.2009,64.0546,64.2096,247.38086318969727,0.8117284960179686,1.0255177833791775
dimension_033,0,256,direct32,inline,5,6503.03,6486.27,6521.16,25047.4658203125,1.0,1.0
dimension_033,0,256,direct32,split,5,6758.82,6738.52,6764.05,26028.94482421875,0.9621546364602105,1.0393339720099708
dimension_033,0,256,local16,inline,5,7036.75,7029.44,7064.13,27128.52001953125,0.9241524851671581,1.0
dimension_033,0,256,local16,split,5,7075.39,7052.23,7115.34,27236.07080078125,0.9191055192717291,1.0054911713504104
dimension_033,0,256,scan128,inline,5,6922.46,6895.16,6935.38,26650.7333984375,0.939410267448277,1.0
dimension_033,0,256,scan128,split,5,7068.01,7048.59,7073.12,27183.28955078125,0.92006519515394,1.0210257625179489
dimension_033,3,37,direct32,inline,5,970.708,965.584,973.39,3727.9259643554688,1.0,1.0
dimension_033,3,37,direct32,split,5,1001.76,999.617,1003.46,3861.6931762695312,0.969002555502316,1.0319890224454729
dimension_033,3,37,local16,inline,5,1044.85,1043.03,1047.38,4031.0030517578125,0.9290405321337991,1.0
dimension_033,3,37,local16,split,5,1050.88,1047.98,1057.06,4045.5545654296875,0.9237096528623628,1.0057711633248794
dimension_033,3,37,scan128,inline,5,1033.48,1030.1,1034.48,3979.6622924804688,0.9392615241707628,1.0
dimension_033,3,37,scan128,split,5,1046.73,1045.54,1050.41,4032.43017578125,0.9273719106168734,1.0128207609242559
dimension_033,15,18,direct32,inline,5,465.332,464.338,468.163,1793.8437194824219,1.0,1.0
dimension_033,15,18,direct32,split,5,476.413,474.467,476.814,1832.2620544433594,0.9767407690386282,1.0238131054816777
dimension_033,15,18,local16,inline,5,507.159,505.841,514.683,1953.8838195800781,0.9175268505537711,1.0
dimension_033,15,18,local16,split,5,505.829,505.306,523.774,1952.7213745117188,0.9199393470916061,0.9973775482639567
dimension_033,15,18,scan128,inline,5,499.586,498.686,503.143,1922.91845703125,0.9314352283690895,1.0
dimension_033,15,18,scan128,split,5,505.483,504.154,508.079,1946.1619262695312,0.9205690399083648,1.0118037735244783
dimension_033,255,1,direct32,inline,5,52.0852,52.0324,52.3685,200.90411376953125,1.0,1.0
dimension_033,255,1,direct32,split,5,52.9909,52.9407,53.0899,204.33484268188477,0.9829083861568684,1.0173888167848064
dimension_033,255,1,local16,inline,5,64.0276,63.9544,64.1542,246.99333572387695,0.8134804365617326,1.0
dimension_033,255,1,local16,split,5,65.4507,65.4024,65.8107,252.45532989501953,0.7957928639418678,1.0222263523855335
dimension_033,255,1,scan128,inline,5,62.6212,62.5497,62.827,241.22216796875,0.8317502698766551,1.0
dimension_033,255,1,scan128,split,5,64.1883,64.1263,64.3258,247.25463104248047,0.8114438301061098,1.0250250713815767
random_half,0,256,direct32,inline,5,6568.13,6559.92,6590.14,25323.17333984375,1.0,1.0
random_half,0,256,direct32,split,5,6800.48,6778.61,6823.0,26200.31005859375,0.9658332941204151,1.0353753655911195
random_half,0,256,local16,inline,5,7165.59,7157.92,7192.91,27646.67529296875,0.916620962125938,1.0
random_half,0,256,local16,split,5,7199.05,7178.73,7219.38,27698.34814453125,0.9123606586980226,1.0046695387260505
random_half,0,256,scan128,inline,5,7067.21,7061.32,7079.72,27248.998046875,0.9293809013740925,1.0
random_half,0,256,scan128,split,5,7175.36,7162.97,7215.84,27665.1708984375,0.9153728872140213,1.0153030686791533
random_half,3,37,direct32,inline,5,970.519,967.543,973.519,3738.073486328125,1.0,1.0
random_half,3,37,direct32,split,5,1003.36,1002.61,1006.83,3867.427734375,0.9672689762398341,1.033838595638004
random_half,3,37,local16,inline,5,1059.22,1052.48,1070.97,4070.2422485351562,0.9162581899888597,1.0
random_half,3,37,local16,split,5,1058.9,1056.59,1061.6,4082.3176879882812,0.9165350835772971,0.9996978909008516
random_half,3,37,scan128,inline,5,1041.5,1037.8,1042.35,4007.6487426757812,0.9318473355736918,1.0
random_half,3,37,scan128,split,5,1057.19,1055.87,1058.46,4073.7255859375,0.9180175748919305,1.0150648103696591
random_half,15,18,direct32,inline,5,466.731,465.374,468.018,1796.5534362792969,1.0,1.0
random_half,15,18,direct32,split,5,475.259,474.75,475.571,1832.1469116210938,0.9820560999370869,1.0182717668207169
random_half,15,18,local16,inline,5,511.512,510.578,511.7,1970.3937072753906,0.912453666776146,1.0
random_half,15,18,local16,split,5,510.056,509.51,511.912,1967.2815246582031,0.9150583465344982,0.9971535369649197
random_half,15,18,scan128,inline,5,502.131,501.215,502.874,1934.9043273925781,0.9295004690011173,1.0
random_half,15,18,scan128,split,5,509.717,508.067,510.104,1961.7092895507812,0.9156669289036858,1.015107611360382
random_half,255,1,direct32,inline,5,52.115,52.0135,52.2217,200.99460983276367,1.0,1.0
random_half,255,1,direct32,split,5,53.0055,52.8735,53.5408,204.2965850830078,0.9831998566186528,1.0170872109757267
random_half,255,1,local16,inline,5,64.3331,64.1324,64.8,247.1768341064453,0.8100806583236312,1.0
random_half,255,1,local16,split,5,65.5745,65.4301,65.6693,252.61975860595703,0.7947449084628934,1.0192964430440938
random_half,255,1,scan128,inline,5,62.6248,62.4868,62.7598,241.4269027709961,0.8321783063578646,1.0
random_half,255,1,scan128,split,5,64.4171,64.1227,64.6432,247.54829025268555,0.809024311867501,1.0286196522783306
structural,0,256,direct32,inline,5,6533.01,6519.6,6580.44,25185.19384765625,1.0,1.0
structural,0,256,direct32,split,5,6787.63,6763.78,6804.43,26089.88623046875,0.9624876429622711,1.0389743778135958
structural,0,256,local16,inline,5,7094.9,7083.42,7172.76,27345.46142578125,0.9208036758798575,1.0
structural,0,256,local16,split,5,7116.47,7112.72,7130.34,27449.607421875,0.9180127225998282,1.0030402119832558
structural,0,256,scan128,inline,5,6969.79,6954.79,7007.71,26874.26611328125,0.9373324016935948,1.0
structural,0,256,scan128,split,5,7109.79,7100.46,7212.14,27404.328125,0.9188752410408747,1.0200866884081157
structural,3,37,direct32,inline,5,965.759,965.402,968.182,3727.902099609375,1.0,1.0
structural,3,37,direct32,split,5,1002.85,1000.46,1009.17,3862.851806640625,0.9630144089345366,1.0384060619678408
structural,3,37,local16,inline,5,1054.1,1052.35,1055.09,4062.8342895507812,0.9161929608196566,1.0
structural,3,37,local16,split,5,1061.65,1058.07,1071.21,4081.291015625,0.9096773889699995,1.0071625083009204
structural,3,37,scan128,inline,5,1036.24,1035.22,1044.86,3993.0638427734375,0.931983903342855,1.0
structural,3,37,scan128,split,5,1057.78,1054.34,1063.94,4074.491943359375,0.913005539904328,1.0207866903420058
structural,15,18,direct32,inline,5,465.535,465.138,467.824,1796.8148193359375,1.0,1.0
structural,15,18,direct32,split,5,476.051,474.55,478.076,1832.0911560058594,0.9779099298184439,1.0225890641949584
structural,15,18,local16,inline,5,510.719,510.007,513.597,1970.5450744628906,0.9115286488264585,1.0
structural,15,18,local16,split,5,511.136,510.068,516.636,1968.6187133789062,0.9107849965566894,1.0008164959596177
structural,15,18,scan128,inline,5,501.238,500.637,503.063,1934.4221496582031,0.9287703645773067,1.0
structural,15,18,scan128,split,5,510.333,508.218,510.697,1963.2860717773438,0.9122181007303075,1.0181450727997479
structural,255,1,direct32,inline,5,52.1467,52.0234,52.5155,201.05428314208984,1.0,1.0
structural,255,1,direct32,split,5,53.0794,52.9502,53.3226,204.32308197021484,0.9824282113211529,1.0178860790807471
structural,255,1,local16,inline,5,64.355,64.2294,64.4136,247.1703872680664,0.8102975681765209,1.0
structural,255,1,local16,split,5,65.5519,65.4218,66.6848,252.7351951599121,0.7955024949696348,1.018598399502758
structural,255,1,scan128,inline,5,62.6035,62.5416,62.7221,241.35716247558594,0.8329678053143994,1.0
structural,255,1,scan128,split,5,64.2072,64.0891,64.3065,247.4783821105957,0.8121628104013258,1.0256167786146142
uscensus2000,0,256,direct32,inline,5,6496.29,6486.01,6505.9,25045.2314453125,1.0,1.0
uscensus2000,0,256,direct32,split,5,6748.01,6738.79,6787.52,26026.96435546875,0.9626971507155443,1.0387482701665105
uscensus2000,0,256,local16,inline,5,7029.54,7017.33,7038.92,27094.796875,0.924141551225258,1.0
uscensus2000,0,256,local16,split,5,7054.08,7043.15,7074.64,27210.52392578125,0.9209266126837234,1.0034909823402385
uscensus2000,0,256,scan128,inline,5,6920.13,6905.07,6929.79,26644.15234375,0.9387525956882312,1.0
uscensus2000,0,256,scan128,split,5,7051.63,7050.96,7070.11,27155.2451171875,0.9212465770325442,1.0190025331894055
uscensus2000,3,37,direct32,inline,5,969.116,966.353,972.043,3728.9093017578125,1.0,1.0
uscensus2000,3,37,direct32,split,5,1002.66,1000.24,1006.26,3861.8038330078125,0.9665449903257336,1.0346129875061396
uscensus2000,3,37,local16,inline,5,1044.73,1043.6,1047.95,4027.7429809570312,0.9276234050903104,1.0
uscensus2000,3,37,local16,split,5,1051.7,1046.44,1056.27,4044.6122436523438,0.9214757059998098,1.0066715802168982
uscensus2000,3,37,scan128,inline,5,1032.8,1029.89,1033.9,3978.2776489257812,0.9383384972889234,1.0
uscensus2000,3,37,scan128,split,5,1045.88,1044.71,1047.41,4027.2659301757812,0.9266034344284239,1.012664601084431
uscensus2000,15,18,direct32,inline,5,466.169,464.239,475.165,1794.142822265625,1.0,1.0
uscensus2000,15,18,direct32,split,5,475.352,474.539,476.316,1831.4428100585938,0.9806816843097326,1.0196988645748644
uscensus2000,15,18,local16,inline,5,506.622,505.103,508.594,1951.5383911132812,0.9201515133570985,1.0
uscensus2000,15,18,local16,split,5,506.285,504.829,509.896,1950.2211608886719,0.9207639965632005,0.9993348097792832
uscensus2000,15,18,scan128,inline,5,498.93,497.51,501.647,1921.8263854980469,0.9343374822119335,1.0
uscensus2000,15,18,scan128,split,5,505.355,504.022,507.48,1946.3196411132812,0.9224584697885644,1.0128775579740645
uscensus2000,255,1,direct32,inline,5,52.0846,52.034,52.1781,200.8815803527832,1.0,1.0
uscensus2000,255,1,direct32,split,5,53.1166,53.0494,53.1334,204.3245391845703,0.9805710455865022,1.019813918125511
uscensus2000,255,1,local16,inline,5,64.1003,63.9443,64.313,246.86988067626953,0.8125484592115794,1.0
uscensus2000,255,1,local16,split,5,65.7022,65.3753,66.3717,252.51912307739258,0.7927375339029743,1.0249905226652605
uscensus2000,255,1,scan128,inline,5,62.9784,62.5601,63.3104,241.51696014404297,0.8270232333625497,1.0
uscensus2000,255,1,scan128,split,5,64.1976,64.0866,64.871,247.39813613891602,0.8113169339663789,1.019359018330094
weather_sept_85,0,256,direct32,inline,5,6500.37,6498.12,6533.5,25078.1318359375,1.0,1.0
weather_sept_85,0,256,direct32,split,5,6772.15,6752.23,6819.63,26029.728515625,0.9598679887480343,1.0418099277425745
weather_sept_85,0,256,local16,inline,5,7072.12,7048.19,7089.47,27223.79248046875,0.9191543695525528,1.0
weather_sept_85,0,256,local16,split,5,7087.66,7081.99,7114.0,27329.091796875,0.9171390839854057,1.0021973609045096
weather_sept_85,0,256,scan128,inline,5,6940.28,6921.44,6960.07,26688.564453125,0.9366149492527679,1.0
weather_sept_85,0,256,scan128,split,5,7083.9,7075.68,7102.03,27273.19140625,0.9176258840469234,1.0206936895917744
weather_sept_85,3,37,direct32,inline,5,967.884,965.174,970.211,3730.3922119140625,1.0,1.0
weather_sept_85,3,37,direct32,split,5,1001.12,999.695,1002.68,3858.5219116210938,0.9668011826754036,1.0343388257270498
weather_sept_85,3,37,local16,inline,5,1054.5,1052.59,1064.94,4064.3865966796875,0.9178605974395448,1.0
weather_sept_85,3,37,local16,split,5,1274.39,1054.73,2204.26,4078.8338623046875,0.7594880688015442,1.208525367472736
weather_sept_85,3,37,scan128,inline,5,1034.74,1034.06,1041.27,3990.588134765625,0.9353886000347914,1.0
weather_sept_85,3,37,scan128,split,5,1052.88,1051.13,1059.58,4060.4244995117188,0.9192728516070207,1.0175309739644742
weather_sept_85,15,18,direct32,inline,5,466.319,465.301,469.336,1795.710693359375,1.0,1.0
weather_sept_85,15,18,direct32,split,5,475.017,474.455,475.98,1831.9878234863281,0.9816890763909503,1.0186524675168716
