src,dst,edge,passes,p50_us_min,p50_us_max,p99_us_min,p99_us_max,p50_lo_us_min,p50_lo_us_max,p50_hi_us_min,p50_hi_us_max,p99_hi_us_min,p99_hi_us_max,rtt_p50_us_min,rtt_p50_us_max,rtt_p99_us_min,rtt_p99_us_max,passes_point_p50_le_110,passes_point_p99_le_110,passes_bounded_p50_le_110,passes_resolved_faster
7,10,az4b -> az6a,4,451.5349760135125,462.396250073019,464.1028568133162,472.3182602471893,405.2934215901902,415.3268355258258,498.40255669714713,511.88483113413406,513.2464673176796,525.0222720902742,914.39775,927.6305,927.3388649999999,941.88024,0,0,0,0
7,11,az4b -> az6b,4,480.76415352169266,540.3100728068736,487.9067491170423,549.2241248417664,435.71243745705704,495.05063149164164,527.2162461530029,586.6258099592592,542.8528648330412,603.8672905574695,926.51275,1034.1399999999999,938.1946,1048.451325,0,0,0,0
8,0,az5a -> az1a,4,111.2061458979785,117.98301052495634,121.36597268585946,125.7813981437774,64.85475363363372,74.37299511916906,164.06024815715705,165.53817736781787,179.09966516419414,184.0558059897677,229.72625,236.80275,245.33747,250.23602,0,0,0,0
8,1,az5a -> az1b,4,118.5419181183388,121.02050669510655,125.95438399344397,132.36378810978317,71.31383963338342,72.70775650225227,166.2204693808809,170.9102338268268,181.70798159086485,184.73578985609507,243.409,247.13225,260.99006499999996,263.512815,0,0,0,0
8,2,az5a -> az2a,4,125.1928966877989,134.9138387778302,133.49138233770054,142.93350278976726,78.01656941971974,88.09686175275277,171.73154373683707,183.54744948498484,185.9441811467236,197.41237142719118,297.90175,406.78075,309.404275,415.62383,0,0,0,1
8,3,az5a -> az2b,4,119.43319963693122,242.39014879499842,127.64811174812398,248.31445264996944,72.95315857937939,197.38437994249247,164.56162153918916,287.78701771361364,180.74514265187483,303.8233709785956,266.42925,410.14475,278.9876099999999,418.208375,0,0,0,0
8,4,az5a -> az3a,4,238.9733123091769,365.738526083103,248.2370998355927,372.1954548952622,0.0,0.0,475.4162317974975,695.0368303547548,483.0252845237938,703.5093011696606,475.24125000000004,694.865,482.851725,703.315525,0,0,0,0
8,5,az5a -> az3b,4,236.29565805561006,239.25063214667398,245.95099654215196,248.22685871897647,0.0,0.0,454.2675326693193,464.46584695195196,465.0377425636126,477.6376295235455,454.09675000000004,464.2505,464.80773,477.401905,0,0,0,0
8,6,az5a -> az4a,4,131.2641086871534,135.1240156107878,144.4201442898884,152.835533832343,83.26672537117112,90.91126367317327,182.04728474489502,182.63512046206222,197.46928570863562,207.82619810817903,262.91475,373.6855,278.56151,405.574315,0,0,0,3
8,7,az5a -> az4b,4,231.5675849181386,236.59211031315454,239.8285023338598,247.85845919074754,182.25848721001,189.01896779764763,279.79886573308306,286.88215355590586,294.4297931764985,302.44068269673875,463.615,477.81174999999996,478.1243449999999,492.85694,0,0,0,0
8,10,az5a -> az6a,4,293.7776359978771,317.0936330274452,299.6045027373765,327.0682415497837,248.88486961081077,270.3252857414414,342.1927859847848,363.75302116401406,357.1131325892422,377.8786654073964,592.24525,646.5805,602.89044,660.730865,0,0,0,0
8,11,az5a -> az6b,4,355.368949466511,363.6080376828238,362.0219328173598,373.1745353977486,306.9074120699199,318.8812888004505,404.101742717017,409.6785821517017,417.6374995970911,427.99861265443343,703.213,726.6089999999999,711.6212499999999,737.801815,0,0,0,0
9,0,az5b -> az1a,4,110.14057603543282,114.01728052609356,121.95829308726783,124.60108602354443,67.25336658283285,71.20124294824822,158.1994407613111,162.0595826732732,175.17381223262177,180.8294375735835,227.531,230.761,243.72444,249.129355,0,0,0,0
9,1,az5b -> az1b,4,119.47927459882132,165.6230736009818,128.18742055441493,179.4568219339044,74.18371955775777,118.76970387737738,166.7825536210711,210.72434011871874,183.32390281256858,227.7045860791211,248.5935,287.00350000000003,264.58603999999997,309.83838499999985,0,0,0,0
9,2,az5b -> az2a,4,116.79592651105818,126.49421430267842,122.00550123354502,135.09538964407804,70.3641073967467,79.63174379774792,161.20722577457465,172.82709123333333,176.98600731419316,191.0666550651841,237.375,246.56425000000002,247.17722999999998,256.99524999999994,0,0,0,0
9,3,az5b -> az2b,4,122.8967826771503,257.28109358639074,131.81587595917713,270.16234858300936,77.0630832341841,209.33004050295295,169.13276422757752,305.4416248001502,187.1926199876446,322.1290791789208,270.87924999999996,399.224,284.537815,418.24114499999996,0,0,0,0
9,4,az5b -> az3a,4,237.1959251996323,254.732654021514,244.79033653839983,263.3846409131553,0.0,0.0,468.81574881156155,582.2101270569069,480.10519125129827,593.7907184851691,468.63149999999996,582.0325,479.920255,593.60767,0,0,0,0
9,5,az5b -> az3b,4,237.96830290479647,238.94923813702337,244.14882872357117,249.54837111935672,0.0,0.0,458.3720499192192,462.94948887917917,470.48133771197894,478.7131826786046,458.21825,462.746,470.27709999999996,478.494305,0,0,0,0
9,6,az5b -> az4a,4,129.71409376923114,133.69328149316777,139.99550822011557,146.82591250242643,81.47500675650645,88.2993275711211,179.4517727955455,183.92427689134138,195.5202203245145,198.5077956106555,264.2745,302.318,283.50007500000004,323.5378399999999,0,0,0,0
