az_a,az_b,n,p50_us,p50_lo_us,p50_hi_us,p90_us,p90_lo_us,p90_hi_us,p99_us,p99_lo_us,p99_hi_us,min_us,max_us,p50_clock_only_lo_us,p50_clock_only_hi_us,positive_blocks,negative_blocks,blocks,block_p50_min_us,block_p50_max_us
1,1,1920,1.6698768151909018,-57.51829185205205,57.51671248688689,5.949954388195026,-55.05000248910911,60.97017285871872,8.862660511113797,-53.35232883381582,64.19352336684497,-61.62494472839508,44.65928009515779,-97.22945219834835,94.70559454739734,0,0,4,-3.1530783229278896,5.254977425536461
1,2,7680,2.5542866021818185,-94.38729693503502,96.70276048008029,22.970638512641223,-65.94962544759758,123.52231873764764,30.318582417937197,-45.73406564223522,142.36264487534845,-50.18247681595227,1026.8998170276084,-94.38729693503502,96.70276048008029,0,0,16,-23.221366378004845,26.962793256504384
1,3,7680,19.78165756217146,-514.2074310782282,514.2074310782282,32.6839236197011,-481.0478104452252,717.6763099908509,40.280866993811124,-476.32649181899603,722.3302299397617,-127.08642639765912,71.42808400584246,-953.044415477046,965.2649677026463,0,0,16,-106.74575443349626,37.7894737810708
1,4,7680,0.26429716657409585,-90.33034951091096,98.19351147982975,66.19961790722411,-36.35298855546555,154.95810538073073,88.60749510877322,3.9476446442103517,194.11770224433414,-116.64471967789297,113.96661294219925,-90.33034951091096,98.19351147982975,0,0,16,-13.847822666486195,85.71509253701085
1,5,7680,2.8206108067056306,-94.47248203068077,93.84352731216231,10.546692933433297,-71.04028282324364,117.49851167185183,19.774655134442938,-59.533193450948936,128.46914610928928,-108.47865213955762,62.80172908129228,-94.47248203068077,93.84352731216231,0,0,16,-46.60622648504913,11.372862137922418
1,6,7680,0.7517344232732057,-91.53198652702676,98.59994733308318,35.73592458397285,-53.52790349351352,133.06402726435448,52.48497199075042,-23.147573611672673,164.14963561954255,-50.83098641475448,293.5793145556096,-91.53198652702676,98.59994733308318,0,0,16,-16.381837351448965,49.59964967415303
2,2,1920,-12.077561334270367,-99.56578418028016,85.6221376301302,14.885157757963,-76.00316917619635,108.59300041865869,18.721985054598708,-58.17211343945953,114.32345390676477,-36.8560961508624,28.63920223116351,-104.19291363058062,85.6221376301302,0,0,4,-29.718915370000673,14.220301963435894
2,3,7680,18.1942750527067,-767.6403974179741,761.2056290846913,75.75216779550053,-668.8465386155156,833.1316207615816,97.33551043663454,-640.2282342316606,873.1965946188758,-87.61477392477588,199.48828708524167,-952.2757542572699,1024.8793536961398,0,0,16,-63.97111790085225,93.73915861562628
2,4,7680,8.345591266288665,-83.24190131746747,104.69349818613607,58.11235407582776,-31.126889520610607,162.2950019131832,74.14705485916089,-5.832301507655474,185.25434119336762,-118.52189687229854,136.1056068941359,-83.24190131746747,104.69349818613607,0,0,16,-72.08055244385032,70.71966179595178
2,5,7680,4.217695244164773,-85.71832324574575,102.95355549804802,54.2053761514214,-37.138807899469384,150.92188864000968,140.82611903083452,55.77402857057542,250.74236824191286,-150.698883204349,153.27170054504137,-85.71832324574575,102.95355549804802,1,1,16,-115.7164488824124,137.85991219292674
2,6,7680,-5.504578804084247,-106.40732583813833,84.24564870475473,90.95486305021188,-4.347394221081037,177.92651301105104,244.88719853176312,163.2652869450209,352.7524856624566,-296.6672069488951,250.88524574430568,-106.40732583813833,84.24564870475473,2,5,16,-266.7184657077737,242.27915907742138
3,3,1920,-2.2899882542622514,-66.4197346061061,66.4197346061061,7.729771466003851,-62.23303070768769,70.4489348209009,12.220217271427137,-59.59848810164965,75.06213971932331,-29.449121688025535,27.811715629029553,-1666.41220207465,1657.5067328124624,0,0,4,-15.891221521216213,6.960627782000461
3,4,7680,-23.213885022989814,-726.0073664622123,725.0615847891391,-11.495829733976874,-700.9420698738138,743.7443566119518,-5.079032982587256,-665.4716826594945,760.9462083566776,-139.81276229184095,21.50190710675065,-1032.2855026570883,943.9596439407348,0,0,16,-110.32012218523369,-8.456174803394248
3,5,7680,-15.7258188395474,-468.1327629950951,468.1327629950951,97.79116986554502,-456.3709738688989,583.3781000818619,109.6911463010062,-452.00086044592996,696.5935896492853,-75.83639577507057,131.52672548406127,-933.1750596747061,953.3020725359171,0,0,16,-37.027600896270314,107.24687367965164
3,6,7680,-9.134316149936822,-409.5965860634635,409.5965860634635,9.658609412293325,-370.7365902230831,507.37622770547546,13.649896207220342,-359.3000893814244,512.3179089238408,-114.50609721251575,51.06997159328438,-932.8086984815002,913.2659609747122,0,0,16,-34.692747560748785,10.739342855639762
4,4,1920,-34.45475840709546,-136.6680530823323,60.84088773078075,58.52667256982589,-27.599772035855807,156.64279104698704,63.9091330581103,-9.77830353355865,177.72754183227116,-134.7261102844226,72.84434850239509,-136.6680530823323,60.84088773078075,0,0,4,-83.76265512541681,57.85174870819385
4,5,7680,10.222596083687762,-81.08727167252258,109.33911252837838,103.1965646320672,4.838043437067048,196.70383957043035,112.32722885295435,33.01657222659546,224.3026937243644,-59.025589749621616,145.01182305209073,-81.08727167252258,109.33911252837838,3,0,16,-14.819705099889049,106.82463128627563
4,6,7680,-1.3197251847075222,-93.29504051141157,97.16196793448464,50.86718533461646,-47.357177880860846,138.48012352433437,61.29229296005055,-16.137020963537513,170.629593512075,-115.77743477013172,77.46891574350104,-93.29504051141157,97.16196793448464,0,0,16,-72.34929728243074,58.67161859527414
5,5,1920,2.1928083103292124,-72.67747134379383,73.03288194129127,6.150028936432495,-68.63129755351353,78.15250224868869,11.708110873319665,-63.77036698318019,84.41756737598097,-52.68615242676032,26.60268578470117,-92.6645265793293,97.8546498557057,0,0,4,-0.37569180339982466,4.006518794561909
5,6,7680,-2.515038120105345,-99.21453519609614,92.19070614604601,8.959474616349874,-74.10169962242234,115.83796360375376,18.045983657051025,-58.89894317383197,129.1948769836347,-58.830246555701365,94.99728972256275,-99.21453519609614,92.19070614604601,0,0,16,-27.481010468237145,15.189693352665387
6,6,1920,-2.6977703877092694,-97.15534983543547,91.1365612118618,2.0703593940822973,-76.50726134622619,112.74631434853869,6.220979183944484,-66.5814385895314,122.50402288746832,-40.70162280436843,39.17127901997179,-97.15534983543547,91.1365612118618,0,0,4,-6.997157067193264,1.0400220038286037
