az_src,az_dst,n,p50_us,p50_lo_us,p50_hi_us,p90_us,p90_lo_us,p90_hi_us,p99_us,p99_lo_us,p99_hi_us,min_us,max_us,p50_clock_only_lo_us,p50_clock_only_hi_us,block_p50_min_us,block_p50_max_us
3,5,7680,224.8624564577604,0.0,468.1327629950951,338.73685745785883,0.0,583.3781000818619,347.0106530929705,0.0,696.7555592600761,213.29289540675305,372.8536493749968,-203.38306801274393,717.7523911741838,217.28105351955884,344.5309892129926
3,6,7680,209.33046149645838,0.0,409.5965860634635,244.05566529165552,0.0,507.37622770547546,252.0330236253344,0.0,512.3179089238408,169.58997564203176,304.18330442897275,-246.15033049787291,680.8686984595031,176.58373992848152,250.19659155710625
4,1,7680,180.75946710929742,123.99671997457456,219.28892446886886,254.7336555345225,212.7778021261662,307.72019352581583,273.68506675823386,235.83756901098084,330.9334037377571,132.51728405015055,330.22361752602745,123.99671997457456,219.28892446886886,136.61594991923556,269.641217241189
4,2,7680,167.51307899134486,116.46391764584587,211.1005851802804,225.78655521594862,179.2055007533735,272.86783528041036,231.47996907316406,191.7161632627257,285.9921707254905,96.65344474393234,260.09315924476135,116.46391764584587,211.1005851802804,101.80090892437194,229.34368307468043
4,3,7680,375.65676592914076,0.0,726.0597073435436,390.513780172453,0.0,743.9199667916416,401.1848286240942,32.12627729622169,760.9871626078088,359.4384057111284,465.98520737572574,-117.20620025355987,871.9719893038476,363.0797421357619,397.05875690070684
4,4,3840,138.3188927681408,87.45526984769764,183.03704634189194,163.48449863987983,118.363690511932,214.11894404669667,169.96917181738556,129.57563742718023,224.76431173695698,75.85049474652833,213.88847979857988,87.45526984769764,183.03704634189194,79.84169184140733,163.7251060873336
4,5,7680,166.6273887013134,118.05481117727734,213.61881817802802,241.69393671055502,197.21670526195197,293.18014364559565,249.4774245380408,207.55136457935535,303.4276290377217,125.72587375247525,336.8495482718096,118.05481117727734,213.61881817802802,128.35507911504783,242.49990840462723
4,6,7680,448.59750048047397,396.9047665827327,491.8625614336837,520.6261138343119,473.15064863398396,563.4737122807609,542.5459378152618,502.8989724393914,596.128406995991,356.644208634668,556.9132599048354,396.9047665827327,491.8625614336837,361.20918665803504,540.3100728068736
5,1,7680,118.6002929172817,72.73698933138127,166.883046559009,153.80919996874732,103.35109232583585,198.8407765828729,168.80391458183513,127.68503533283587,221.26361558842441,106.5054527875554,229.74572957142837,72.73698933138127,166.883046559009,110.14057603543282,165.6230736009818
5,2,7680,133.43846055251893,87.39417197982985,181.7824950956457,242.0470925461589,194.675891432002,285.5392067791892,259.41295061325627,219.7531122286336,314.87729867570977,113.85669462061743,290.8111864142063,87.39417197982985,181.7824950956457,116.79592651105818,257.28109358639074
5,3,7680,239.80021926104055,0.0,468.1327629950951,254.66684181170604,0.0,583.3781000818619,367.7640331014395,8.018522829494234,697.4749930610951,232.45243879147108,380.3699914050148,-234.9699833173957,724.444395480909,236.29565805561006,365.738526083103
5,4,7680,135.7650029283373,92.89453015270263,188.03142617167168,233.91139405441834,189.57159924004006,284.8914635934734,240.4565883299906,200.6449109277798,296.00105620779885,126.71447325755393,298.98257669332963,92.89453015270263,188.03142617167168,129.71409376923114,236.59211031315454
5,5,3840,36.59811810495475,0.0,73.04975373283284,40.00741115289384,0.0,78.1194358624224,45.64799131903985,5.672099337491478,84.72893180947247,30.449486834438545,91.36944977547007,-10.833586130780734,84.4900524277277,33.41316425274411,38.93229648106423
5,6,7680,338.01560224164,282.86267871521517,377.6574396401902,357.66772891889093,314.0997117256757,409.3321309729629,366.30924278749353,327.0001649544214,419.63029229528826,283.42858633884043,451.6754667044879,282.86267871521517,377.6574396401902,286.842362464037,363.6080376828238
6,1,7680,253.94074739790253,208.36471894274274,302.6728843536036,284.00046337692015,239.33739896395406,332.4810149622121,289.88580017906605,251.08140269592496,345.09021072471677,232.34526440633792,318.7404064512786,208.36471894274274,302.6728843536036,235.1353516163521,285.2818435778074
6,2,7680,369.21952927647857,324.1067687474975,418.7682805521522,591.8222113749694,546.7945071389289,641.9797277445244,633.4009586454847,591.5791271053703,688.8581815868349,300.9764998715091,653.1019719205452,324.1067687474975,418.7682805521522,304.6916869877291,631.6122670769471
6,3,7680,213.60384763364422,0.0,409.5965860634635,266.8028477842124,0.0,507.37622770547546,272.2313303085738,0.0,512.3179089238408,180.0018563754402,332.8365485993781,-242.7350804279061,682.8523116496622,182.90922191558678,269.5116900869725
6,4,7680,438.3936621626482,395.8083037998999,490.37199068498495,498.17091894266235,452.31093006862875,542.380220332983,555.3232155522029,516.4211655132863,608.3471739279789,368.5272370087218,596.1025329625057,395.8083037998999,490.37199068498495,371.7411432289798,553.1207768142983
6,5,7680,339.91653845960207,288.81793749849845,383.3660333451952,361.96979439674567,314.8724342747748,409.88731597157147,373.0196422489519,333.3228163831982,429.1478767956147,286.71594444325524,416.03483298362966,288.81793749849845,383.3660333451952,290.3764883805869,370.82314928550295
6,6,3840,81.63109759383681,34.98617760685691,129.2603436595595,86.33920242526136,45.18957919909907,139.87537131718724,90.20694844208457,51.27884047646242,146.11402688271176,73.89903355364373,125.72697611504846,34.98617760685691,129.2603436595595,78.40506292293833,86.20601757613267
