scope,case,best_ordinary,ordinary_ns,best_retained_prior,prior_ns,ratio,same_wire
bulk,local/k17/h16/u64/encode,bulk/series/avx2/local/k17/h16/u64/encode,0.09181364949227266,bulk/calico/local/k17/h0/u64/encode,0.06825960916020259,1.3450655610522129,False
bulk,local/k18/h16/u64/encode,bulk/series/avx2/local/k18/h16/u64/encode,0.09428435558788092,bulk/calico/striped/k18/h0/u64/encode,0.06713710284513075,1.4043554397241775,False
bulk,local/k19/h16/u64/encode,bulk/series/avx2/local/k19/h16/u64/encode,0.09560858449388446,bulk/calico/local/k19/h0/u64/encode,0.07027469881182688,1.3604979617186779,False
bulk,local/k20/h16/u64/encode,bulk/series/avx2/local/k20/h16/u64/encode,0.09394769187455546,bulk/calico/striped/k20/h0/u64/encode,0.06543106737694716,1.4358269800693384,False
bulk,local/k21/h16/u64/encode,bulk/series/avx512/local/k21/h16/u64/encode,0.0973151640165453,bulk/calico/striped/k21/h0/u64/encode,0.06912141191912274,1.4078873870575932,False
bulk,local/k22/h16/u64/encode,bulk/series/avx512/local/k22/h16/u64/encode,0.09745419564080127,bulk/calico/striped/k22/h0/u64/encode,0.06870598178208517,1.4184237400157795,False
bulk,local/k23/h16/u64/encode,bulk/series/avx512/local/k23/h16/u64/encode,0.0981758320191063,bulk/calico/striped/k23/h0/u64/encode,0.06935653665036257,1.4155238534188412,False
bulk,local/k24/h16/u64/encode,bulk/series/avx2/local/k24/h16/u64/encode,0.09524235733784091,bulk/calico/local/k24/h0/u64/encode,0.06318377064526398,1.5073864121305005,False
bulk,local/k25/h16/u64/encode,bulk/series/avx512/local/k25/h16/u64/encode,0.12242006858910172,bulk/calico/local/k25/h0/u64/encode,0.08640424393679497,1.4168293478576408,False
bulk,local/k26/h16/u64/encode,bulk/series/avx512/local/k26/h16/u64/encode,0.10920292053581535,bulk/calico/striped/k26/h0/u64/encode,0.08652462854454321,1.2621021594978274,False
bulk,local/k27/h16/u64/encode,bulk/series/avx512/local/k27/h16/u64/encode,0.11171366652485673,bulk/calico/striped/k27/h0/u64/encode,0.08692606616508586,1.2851572773659794,False
bulk,local/k28/h16/u64/encode,bulk/series/avx512/local/k28/h16/u64/encode,0.10844179361244527,bulk/calico/striped/k28/h0/u64/encode,0.08541540479215348,1.269581217537086,False
bulk,local/k29/h16/u64/encode,bulk/series/avx512/local/k29/h16/u64/encode,0.1118362826795607,bulk/calico/striped/k29/h0/u64/encode,0.08712942980847327,1.2835649553244832,False
bulk,local/k30/h16/u64/encode,bulk/series/avx512/local/k30/h16/u64/encode,0.11340689092994849,bulk/calico/striped/k30/h0/u64/encode,0.08695132978553416,1.3042571195824961,False
bulk,local/k31/h16/u64/encode,bulk/series/avx512/local/k31/h16/u64/encode,0.11272735618453122,bulk/calico/local/k31/h0/u64/encode,0.08955708336148113,1.2587207170372827,False
bulk,local/k32/h16/u64/encode,bulk/series/avx2/local/k32/h16/u64/encode,0.10027980679325857,bulk/calico/local/k32/h0/u64/encode,0.0707522637564057,1.417337078266694,False
bulk,local/k33/h16/u64/encode,bulk/series/avx512/local/k33/h16/u64/encode,0.12174102783239447,bulk/calico/local/k33/h0/u64/encode,0.08674669705675324,1.4034082214420973,False
bulk,local/k34/h16/u64/encode,bulk/series/avx512/local/k34/h16/u64/encode,0.1098783827581762,bulk/calico/striped/k34/h0/u64/encode,0.08616378902122294,1.2752269138386212,False
bulk,local/k35/h16/u64/encode,bulk/series/avx512/local/k35/h16/u64/encode,0.11358119404896727,bulk/calico/striped/k35/h0/u64/encode,0.08632537614931025,1.3157335550153266,False
bulk,local/k36/h16/u64/encode,bulk/series/avx512/local/k36/h16/u64/encode,0.10900206182923212,bulk/calico/striped/k36/h0/u64/encode,0.08535267491592827,1.2770784505183737,False
bulk,local/k37/h16/u64/encode,bulk/series/avx512/local/k37/h16/u64/encode,0.1135403989914548,bulk/calico/striped/k37/h0/u64/encode,0.08708946329479743,1.3037214227296483,False
bulk,local/k38/h16/u64/encode,bulk/series/avx512/local/k38/h16/u64/encode,0.1137552681401679,bulk/calico/striped/k38/h0/u64/encode,0.08665897864528468,1.3126772311244819,False
bulk,local/k39/h16/u64/encode,bulk/series/avx512/local/k39/h16/u64/encode,0.11339222987842537,bulk/calico/striped/k39/h0/u64/encode,0.08959385105554954,1.2656251354584644,False
bulk,local/k40/h16/u64/encode,bulk/series/avx512/local/k40/h16/u64/encode,0.10844490787559152,bulk/calico/striped/k40/h0/u64/encode,0.08109884321568275,1.3371942628969662,False
bulk,local/k41/h16/u64/encode,bulk/series/avx512/local/k41/h16/u64/encode,0.1257369691208131,bulk/calico/striped/k41/h0/u64/encode,0.10765619139565807,1.1679492604257617,False
bulk,local/k42/h16/u64/encode,bulk/series/avx512/local/k42/h16/u64/encode,0.1213030888146488,bulk/calico/local/k42/h0/u64/encode,0.10753552169782575,1.12802808690053,False
bulk,local/k43/h16/u64/encode,bulk/series/avx512/local/k43/h16/u64/encode,0.12586367490908829,bulk/calico/striped/k43/h0/u64/encode,0.10648877390913494,1.1819431315500506,False
bulk,local/k44/h16/u64/encode,bulk/series/avx512/local/k44/h16/u64/encode,0.11981527136274371,bulk/calico/striped/k44/h0/u64/encode,0.10423669401362887,1.1494538703144015,False
bulk,local/k45/h16/u64/encode,bulk/series/avx512/local/k45/h16/u64/encode,0.1273803989383652,bulk/calico/local/k45/h0/u64/encode,0.10895155608591994,1.169147128453238,False
bulk,local/k46/h16/u64/encode,bulk/series/avx512/local/k46/h16/u64/encode,0.12572362158681516,bulk/calico/striped/k46/h0/u64/encode,0.10741066290924332,1.1704947924308537,False
bulk,local/k47/h16/u64/encode,bulk/series/avx512/local/k47/h16/u64/encode,0.12627984607043613,bulk/calico/striped/k47/h0/u64/encode,0.10824448808354736,1.1666168717336292,False
bulk,local/k48/h16/u64/encode,bulk/series/avx512/local/k48/h16/u64/encode,0.10915863727786836,bulk/calico/striped/k48/h0/u64/encode,0.07697957075507299,1.418020861991813,False
bulk,local/k49/h16/u64/encode,bulk/series/avx512/local/k49/h16/u64/encode,0.12346429436464679,bulk/calico/local/k49/h0/u64/encode,0.08881865286708236,1.390071684034792,False
bulk,local/k50/h16/u64/encode,bulk/series/avx512/local/k50/h16/u64/encode,0.11060549861562248,bulk/calico/striped/k50/h0/u64/encode,0.08662898348430312,1.2767724399728624,False
bulk,local/k51/h16/u64/encode,bulk/series/avx512/local/k51/h16/u64/encode,0.11575555266315461,bulk/calico/local/k51/h0/u64/encode,0.08913174063821966,1.298701807395408,False
bulk,local/k52/h16/u64/encode,bulk/series/avx512/local/k52/h16/u64/encode,0.11125664553999055,bulk/calico/striped/k52/h0/u64/encode,0.08664925386021388,1.283988500575831,False
bulk,local/k53/h16/u64/encode,bulk/series/avx512/local/k53/h16/u64/encode,0.11574322826816816,bulk/calico/striped/k53/h0/u64/encode,0.08927165633645247,1.2965282937279445,False
bulk,local/k54/h16/u64/encode,bulk/series/avx512/local/k54/h16/u64/encode,0.11440108637030241,bulk/calico/striped/k54/h0/u64/encode,0.08804069655626022,1.299411418186557,False
bulk,local/k55/h16/u64/encode,bulk/series/avx512/local/k55/h16/u64/encode,0.11584483941450383,bulk/calico/striped/k55/h0/u64/encode,0.08907897577585806,1.3004734103139495,False
bulk,local/k56/h16/u64/encode,bulk/series/avx512/local/k56/h16/u64/encode,0.11704878245850267,bulk/calico/local/k56/h0/u64/encode,0.08215213435406638,1.4247807848063412,False
bulk,local/k57/h16/u64/encode,bulk/series/avx512/local/k57/h16/u64/encode,0.12351708355868923,bulk/calico/striped/k57/h0/u64/encode,0.10971448408626427,1.1258047156433102,False
bulk,local/k58/h16/u64/encode,bulk/series/avx512/local/k58/h16/u64/encode,0.1221325235737428,bulk/calico/striped/k58/h0/u64/encode,0.1066310488009935,1.1453748692060588,False
bulk,local/k59/h16/u64/encode,bulk/series/avx512/local/k59/h16/u64/encode,0.12765204255507634,bulk/calico/local/k59/h0/u64/encode,0.11043907443148268,1.1558594022288073,False
bulk,local/k60/h16/u64/encode,bulk/series/avx512/local/k60/h16/u64/encode,0.12008020206765521,bulk/calico/striped/k60/h0/u64/encode,0.10538330363684145,1.1394613560556077,False
bulk,local/k61/h16/u64/encode,bulk/series/avx512/local/k61/h16/u64/encode,0.1300406259090952,bulk/calico/local/k61/h0/u64/encode,0.11085520762757892,1.1730673613996576,False
bulk,local/k62/h16/u64/encode,bulk/series/avx512/local/k62/h16/u64/encode,0.1231840697555441,bulk/calico/striped/k62/h0/u64/encode,0.1070422993827708,1.1507980533476043,False
bulk,local/k63/h16/u64/encode,bulk/series/avx512/local/k63/h16/u64/encode,0.1285303987133904,bulk/calico/striped/k63/h0/u64/encode,0.10908887120031674,1.1782173314212203,False
bulk,local/k64/h16/u64/encode,bulk/series/avx512/local/k64/h16/u64/encode,0.12070187105062204,bulk/calico/local/k64/h0/u64/encode,0.08594017298328951,1.4044871782384205,False
bulk,striped/k17/h16/u64/encode,bulk/series/avx512/striped/k17/h16/u64/encode,0.11145206748247419,bulk/calico/local/k17/h0/u64/encode,0.06825960916020259,1.632767442616037,False
bulk,striped/k18/h16/u64/encode,bulk/series/avx512/striped/k18/h16/u64/encode,0.09935652101672285,bulk/calico/striped/k18/h0/u64/encode,0.06713710284513075,1.479904803844673,False
bulk,striped/k19/h16/u64/encode,bulk/series/avx2/striped/k19/h16/u64/encode,0.1121775160439216,bulk/calico/local/k19/h0/u64/encode,0.07027469881182688,1.5962717441777592,False
bulk,striped/k20/h16/u64/encode,bulk/series/avx2/striped/k20/h16/u64/encode,0.09427501673858546,bulk/calico/striped/k20/h0/u64/encode,0.06543106737694716,1.4408295709967383,False
bulk,striped/k21/h16/u64/encode,bulk/series/avx2/striped/k21/h16/u64/encode,0.1142383873041797,bulk/calico/striped/k21/h0/u64/encode,0.06912141191912274,1.6527206857094763,False
bulk,striped/k22/h16/u64/encode,bulk/series/avx2/striped/k22/h16/u64/encode,0.10000657885663289,bulk/calico/striped/k22/h0/u64/encode,0.06870598178208517,1.4555730994984373,False
bulk,striped/k23/h16/u64/encode,bulk/series/avx512/striped/k23/h16/u64/encode,0.11572665655025495,bulk/calico/striped/k23/h0/u64/encode,0.06935653665036257,1.6685760584276519,False
bulk,striped/k26/h16/u64/encode,bulk/series/avx2/striped/k26/h16/u64/encode,0.0992153948207053,bulk/calico/striped/k26/h0/u64/encode,0.08652462854454321,1.1466723000102663,False
bulk,striped/k28/h16/u64/encode,bulk/series/avx2/striped/k28/h16/u64/encode,0.09847149276423467,bulk/calico/striped/k28/h0/u64/encode,0.08541540479215348,1.152854019762025,False
bulk,striped/k30/h16/u64/encode,bulk/series/avx2/striped/k30/h16/u64/encode,0.10092287309131995,bulk/calico/striped/k30/h0/u64/encode,0.08695132978553416,1.1606823419520629,False
bulk,striped/k31/h16/u64/encode,bulk/series/avx512/striped/k31/h16/u64/encode,0.12149139547090296,bulk/calico/local/k31/h0/u64/encode,0.08955708336148113,1.3565805284270447,False
bulk,striped/k36/h16/u64/encode,bulk/series/avx512/striped/k36/h16/u64/encode,0.1037464944303685,bulk/calico/striped/k36/h0/u64/encode,0.08535267491592827,1.2155037265388344,False
large,local/k16/h16/u64/encode,bulk/series/avx512/local/k16/h16/u64/encode,0.07359173728971019,bulk/calico/local/k16/h0/u64/encode,0.09575239385996374,0.7685628977311717,False
large,local/k17/h16/u64/encode,bulk/series/avx512/local/k17/h16/u64/encode,0.13374549868317584,bulk/calico/striped/k17/h0/u64/encode,0.09428594584564814,1.4185093810494873,False
large,local/k18/h16/u64/encode,bulk/series/avx512/local/k18/h16/u64/encode,0.13463064957949494,bulk/calico/striped/k18/h0/u64/encode,0.09883693296221412,1.3621492041943972,False
large,local/k19/h16/u64/encode,bulk/series/avx2/local/k19/h16/u64/encode,0.14013856731048893,bulk/calico/local/k19/h0/u64/encode,0.11693037729196543,1.198478706355104,False
large,local/k20/h16/u64/encode,bulk/series/avx512/local/k20/h16/u64/encode,0.13719398354830759,bulk/calico/striped/k20/h0/u64/encode,0.09584253096773926,1.4314520094892662,False
large,local/k21/h16/u64/encode,bulk/series/avx512/local/k21/h16/u64/encode,0.1375392654917091,bulk/calico/local/k21/h0/u64/encode,0.09744751021567497,1.4114189802007395,False
large,local/k22/h16/u64/encode,bulk/series/avx2/local/k22/h16/u64/encode,0.1387118792919475,bulk/calico/striped/k22/h0/u64/encode,0.09613925090682914,1.442822551492278,False
large,local/k23/h16/u64/encode,bulk/series/avx2/local/k23/h16/u64/encode,0.1402229871883607,bulk/calico/striped/k23/h0/u64/encode,0.11597611252012413,1.209067834240687,False
large,local/k24/h16/u64/encode,bulk/series/avx512/local/k24/h16/u64/encode,0.13996121847102755,bulk/calico/striped/k24/h0/u64/encode,0.10095780909998867,1.386333753859594,False
large,local/k25/h16/u64/encode,bulk/series/avx512/local/k25/h16/u64/encode,0.147138857453124,bulk/calico/striped/k25/h0/u64/encode,0.11146866362585958,1.3200019868094057,False
large,local/k26/h16/u64/encode,bulk/series/avx512/local/k26/h16/u64/encode,0.14287842237783857,bulk/calico/local/k26/h0/u64/encode,0.11579145295279392,1.233928919054911,False
large,local/k27/h16/u64/encode,bulk/series/avx512/local/k27/h16/u64/encode,0.1473138058340432,bulk/calico/striped/k27/h0/u64/encode,0.11481036923148626,1.2831054095560126,False
large,local/k28/h16/u64/encode,bulk/series/avx512/local/k28/h16/u64/encode,0.144385461480678,bulk/calico/striped/k28/h0/u64/encode,0.11122925086947616,1.298088950092,False
large,local/k29/h16/u64/encode,bulk/series/avx512/local/k29/h16/u64/encode,0.1464975687053906,bulk/calico/striped/k29/h0/u64/encode,0.11223971568867404,1.3052204186951044,False
large,local/k30/h16/u64/encode,bulk/series/avx512/local/k30/h16/u64/encode,0.14665445671361915,bulk/calico/striped/k30/h0/u64/encode,0.11702664703554741,1.2531714821246835,False
large,local/k31/h16/u64/encode,bulk/series/avx512/local/k31/h16/u64/encode,0.1464787595463493,bulk/calico/striped/k31/h0/u64/encode,0.11217630043458407,1.3057906079882606,False
large,local/k32/h16/u64/encode,bulk/series/avx512/local/k32/h16/u64/encode,0.14757409394887316,bulk/calico/local/k32/h0/u64/encode,0.10333898825238512,1.4280582425333266,False
large,local/k33/h16/u64/encode,bulk/series/avx512/local/k33/h16/u64/encode,0.1507491268544422,bulk/calico/striped/k33/h0/u64/encode,0.12256179812068949,1.229984621358084,False
large,local/k34/h16/u64/encode,bulk/series/avx512/local/k34/h16/u64/encode,0.1496705139052041,bulk/calico/local/k34/h0/u64/encode,0.12131482900682716,1.2337363464179734,False
large,local/k35/h16/u64/encode,bulk/series/avx512/local/k35/h16/u64/encode,0.1518168863780026,bulk/calico/striped/k35/h0/u64/encode,0.11765745402910975,1.2903295216675472,False
large,local/k36/h16/u64/encode,bulk/series/avx512/local/k36/h16/u64/encode,0.15129259883472637,bulk/calico/local/k36/h0/u64/encode,0.12095914527983889,1.2507743708399317,False
large,local/k37/h16/u64/encode,bulk/series/avx512/local/k37/h16/u64/encode,0.15432807845809793,bulk/calico/striped/k37/h0/u64/encode,0.11835746055457431,1.3039150868477585,False
large,local/k38/h16/u64/encode,bulk/series/avx512/local/k38/h16/u64/encode,0.15342299182207797,bulk/calico/striped/k38/h0/u64/encode,0.11633047644826199,1.3188546673778379,False
large,local/k39/h16/u64/encode,bulk/series/avx512/local/k39/h16/u64/encode,0.1535729424191915,bulk/calico/striped/k39/h0/u64/encode,0.11511111639052576,1.3341278169710407,False
large,local/k40/h16/u64/encode,bulk/series/avx512/local/k40/h16/u64/encode,0.15713236667216046,bulk/calico/striped/k40/h0/u64/encode,0.11919076236737947,1.3183267188763699,False
large,local/k41/h16/u64/encode,bulk/series/avx512/local/k41/h16/u64/encode,0.15806133382546814,bulk/calico/striped/k41/h0/u64/encode,0.1386976524512445,1.139610736245377,False
large,local/k42/h16/u64/encode,bulk/series/avx512/local/k42/h16/u64/encode,0.15973762463619867,bulk/calico/striped/k42/h0/u64/encode,0.14187272893152061,1.125921985424705,False
large,local/k43/h16/u64/encode,bulk/series/avx512/local/k43/h16/u64/encode,0.1624853697314051,bulk/calico/striped/k43/h0/u64/encode,0.1387008161278669,1.1714809924522107,False
large,local/k44/h16/u64/encode,bulk/series/avx512/local/k44/h16/u64/encode,0.16015662765501743,bulk/calico/striped/k44/h0/u64/encode,0.14402944860905922,1.1119714003053112,False
