scope,case,affected_head16_encode,before,after,ratio,before_min,before_max,after_min,after_max,separated_win,separated_loss,both_edges_agree,block_medians
bulk,bulk/series/avx512/local/k24/h16/u64/encode,True,0.1352781637639081,0.09726803054290217,0.7190224041823744,0.13491073314720722,0.13568034954654334,0.0969005991481686,0.09758058915371384,True,False,True,"[0.13556553987383582, 0.0975665692889568, 0.09699866881092552, 0.13501705493988736]"
bulk,bulk/series/avx512/local/k24/h8/u64/encode,False,0.09514645848893676,0.09523921694903062,1.0009749018677836,0.09504063754837264,0.09517799878409118,0.09520833748147255,0.09531386708289462,False,True,True,"[0.09516905974309038, 0.09524273999627339, 0.09523569390178784, 0.09511193101761253]"
bulk,bulk/series/avx512/local/k25/h16/u64/encode,True,0.16039447500612747,0.12242006858910172,0.7632436752227592,0.16020095105134663,0.16068025131765362,0.12197494125855916,0.12275586443442793,True,False,True,"[0.16057860884872174, 0.12197955655786215, 0.12268667798416129, 0.16027089051033777]"
bulk,bulk/series/avx512/local/k26/h16/u64/encode,True,0.14751181820899548,0.10920292053581535,0.7402994679456537,0.14724191006174508,0.14761862508927537,0.10863653003728654,0.10999103785732046,True,False,True,"[0.14750557227917138, 0.1086771599871331, 0.10985766271121346, 0.1475932142197003]"
bulk,bulk/series/avx512/local/k27/h16/u64/encode,True,0.14906909262282933,0.11171366652485673,0.7494086437321497,0.1486337665835034,0.1497097927670921,0.11081140893872575,0.11261069410109195,True,False,True,"[0.1486881946407341, 0.11258741776676648, 0.11082955056984847, 0.14963754874405488]"
bulk,bulk/series/avx512/local/k28/h16/u64/encode,True,0.14518088058489997,0.10844179361244527,0.7469426633559358,0.14458059589292593,0.14597723874178956,0.10787141603561069,0.10894196114861465,True,False,True,"[0.14458289632072163, 0.108917240877073, 0.10804299088137796, 0.14570938110351295]"
bulk,bulk/series/avx512/local/k29/h16/u64/encode,True,0.1512292552163912,0.1118362826795607,0.7395148678047524,0.15075217003049943,0.1514678029645773,0.11116903223477996,0.1125259523316806,True,False,True,"[0.1510920854798154, 0.11117880146036116, 0.1124518544785992, 0.15141401582350594]"
bulk,bulk/series/avx512/local/k30/h16/u64/encode,True,0.1511301745647719,0.11340689092994849,0.7503921123398436,0.1509097038224271,0.15123224492097453,0.11286026433563781,0.11393961730874204,True,False,True,"[0.15114529516807929, 0.11310630189761808, 0.11361172005585857, 0.15111505396146452]"
bulk,bulk/series/avx512/local/k31/h16/u64/encode,True,0.14953542932703184,0.11272735618453122,0.7538504867498532,0.14906580923629503,0.14993489250451267,0.11232713721264084,0.11314838669678921,True,False,True,"[0.14910796240062885, 0.11305853928723968, 0.1123942935572438, 0.14990878502226263]"
bulk,bulk/series/avx512/local/k32/h16/u32/encode,False,0.06215250631667575,0.0610355486360121,0.9820287588247432,0.06123614408597223,0.06266801495732223,0.06078896471736223,0.061642958523727955,False,False,True,"[0.06251412487391309, 0.0607916040833045, 0.06126404481949546, 0.06168929515836298]"
bulk,bulk/series/avx512/local/k32/h16/u64/decode,False,0.08047871238963636,0.08132294317885985,1.0104901130268606,0.08020378466372596,0.0809128958476693,0.08087892196398579,0.08170420551840152,False,False,True,"[0.08029531597624348, 0.0816565298632978, 0.08102177286526326, 0.0807220187770363]"
bulk,bulk/series/avx512/local/k32/h16/u64/encode,True,0.13846712347803322,0.1004846434152584,0.7256931529396545,0.1381785422012804,0.13897640666752983,0.10023629912480263,0.10059813616617755,True,False,True,"[0.13820798212665847, 0.10030428979666468, 0.10052655504313533, 0.13871975136004933]"
bulk,bulk/series/avx512/local/k33/h16/u64/encode,True,0.15844838771492656,0.12174102783239447,0.7683323862621161,0.1581876898277814,0.15874547545786424,0.12136819311778825,0.12207899968393914,True,False,True,"[0.1586709466098257, 0.12139232886851832, 0.12205439470070174, 0.15822046416956523]"
bulk,bulk/series/avx512/local/k34/h16/u64/encode,True,0.14788256512743386,0.1098783827581762,0.7430110687050324,0.14683327649265276,0.14863438371257887,0.10976782867689637,0.10999258795937177,True,False,True,"[0.14716190711488747, 0.10982847213745099, 0.1099282933789014, 0.14856276804205887]"
bulk,bulk/series/avx512/local/k35/h16/u64/encode,True,0.1493240564796416,0.11358119404896727,0.7606356050503664,0.1488635334747502,0.14986893323166037,0.1123464227267034,0.11465994539012195,True,False,True,"[0.14910853569746296, 0.11459112155646747, 0.11243150642054921, 0.14984162587246733]"
bulk,bulk/series/avx512/local/k36/h16/u64/encode,True,0.1460270596255835,0.10900206182923212,0.7464511174073883,0.1455505695721162,0.14617990917267082,0.1087261440441897,0.1093011857993765,True,False,True,"[0.1461751413448659, 0.10920031178000539, 0.10873864244604564, 0.1457256287952648]"
bulk,bulk/series/avx512/local/k37/h16/u64/encode,True,0.1509577662036331,0.1135403989914548,0.7521335393787922,0.15049830879984438,0.15155144199292928,0.11313627920739433,0.11423203568833065,True,False,True,"[0.15062780533411452, 0.11417285709407611, 0.11320567599004115, 0.15126346555492592]"
bulk,bulk/series/avx512/local/k38/h16/u64/encode,True,0.15035969963810125,0.1137552681401679,0.756554239027904,0.15021970432355589,0.15079289781758767,0.11328159061606774,0.1142490038070143,True,False,True,"[0.15027107271051834, 0.11420153262335192, 0.1133843971973565, 0.15077910700950392]"
bulk,bulk/series/avx512/local/k39/h16/u64/encode,True,0.14869355596727526,0.11339222987842537,0.7625900742018769,0.14864796556791482,0.1487754679120186,0.11272697640332123,0.11409465167079526,True,False,True,"[0.14869386358077427, 0.11283051113417393, 0.11400305730261306, 0.14869324835377626]"
bulk,bulk/series/avx512/local/k40/h16/u64/encode,True,0.14782158332700082,0.10844490787559152,0.7336202564932423,0.1475595385655669,0.1479651602049212,0.10725956419304407,0.1096040543087307,True,False,True,"[0.14780874773244018, 0.10727965894255943, 0.10945744264946633, 0.14784785933408795]"
bulk,bulk/series/avx512/local/k41/h16/u64/encode,True,0.1630285477537265,0.1257369691208131,0.77125737089159,0.16280963552015917,0.16313739481976972,0.12492360006763226,0.12651620698179844,True,False,True,"[0.16306883601202873, 0.1249609670127418, 0.12649734310665517, 0.16298825949542423]"
bulk,bulk/series/avx512/local/k42/h16/u64/encode,True,0.15854030327264212,0.1213030888146488,0.7651246169628148,0.15784292904510575,0.15935640386969702,0.1200219582154682,0.12265741285238067,True,False,True,"[0.15786492508460415, 0.12251021745620841, 0.12007994967619508, 0.15922319485465125]"
bulk,bulk/series/avx512/local/k43/h16/u64/encode,True,0.16266245244637825,0.12586367490908829,0.7737721460370782,0.1622230252004728,0.1631294178936114,0.12520300130176842,0.12655342233596018,True,False,True,"[0.162429904989209, 0.12649928395212476, 0.12526021710209184, 0.1629323862027614]"
bulk,bulk/series/avx512/local/k44/h16/u64/encode,True,0.15596269083658815,0.11981527136274371,0.768230342270009,0.15568569637947244,0.1563931257833437,0.11974813519696853,0.1199292960800099,True,False,True,"[0.15606543022403163, 0.11987743875626598, 0.11975024625167563, 0.1558669319281594]"
bulk,bulk/series/avx512/local/k45/h16/u64/encode,True,0.16497564994210437,0.1273803989383652,0.7721163637365112,0.16474244061985724,0.16516082560838494,0.12722646997615714,0.12764969994179723,True,False,True,"[0.16499378038446852, 0.12736323751243342, 0.12739756036429697, 0.16495751949974022]"
bulk,bulk/series/avx512/local/k46/h16/u64/encode,True,0.1629454593326669,0.12572362158681516,0.7715687328858902,0.16232703351689046,0.163129703680841,0.12507477494894806,0.1264213408177382,True,False,True,"[0.1631014524131898, 0.12518415161564944, 0.1263459638533745, 0.16261788864240223]"
bulk,bulk/series/avx512/local/k47/h16/u64/encode,True,0.16259019053533896,0.12627984607043613,0.7766756755413803,0.16160480331021657,0.16358420274570934,0.1255299163361111,0.12732428743995505,True,False,True,"[0.16167796373698384, 0.12707355694771366, 0.12554374680043107, 0.16358280093663516]"
bulk,bulk/series/avx512/local/k48/h16/u64/encode,True,0.1475741372961354,0.10915863727786836,0.7396867722073884,0.14672985958881613,0.1482639496792749,0.10814529665712769,0.11027860286927536,True,False,True,"[0.1469301311407067, 0.1082492629044313, 0.11010335716168441, 0.1482262565102265]"
bulk,bulk/series/avx512/local/k49/h16/u64/encode,True,0.15985666823766365,0.12346429436464679,0.7723437234478624,0.1594551017093535,0.16014063232079742,0.12298706787402404,0.12388958679433322,True,False,True,"[0.15959000513263488, 0.12305090200142751, 0.12378500304894373, 0.15993915815827367]"
bulk,bulk/series/avx512/local/k50/h16/u64/encode,True,0.14682641622034975,0.11060549861562248,0.7533078955603688,0.14581079324715632,0.14780955328811513,0.11028664500768673,0.11093441469183951,True,False,True,"[0.14594030199665822, 0.11087125798918945, 0.11032998637788675, 0.14774138177322496]"
bulk,bulk/series/avx512/local/k51/h16/u64/encode,True,0.15267038158606916,0.11575555266315461,0.758205694258362,0.15170929164331273,0.15388905250738535,0.11485729664379672,0.11664035020968531,True,False,True,"[0.15179487746603604, 0.11662082563474882, 0.11493660608571246, 0.15369251286871946]"
bulk,bulk/series/avx512/local/k52/h16/u64/encode,True,0.14787104519818223,0.11125664553999055,0.7523896608080392,0.14762255379688916,0.14822042974386146,0.11039046834904222,0.11212415963274575,True,False,True,"[0.14772207463389947, 0.11192515762471422, 0.110571576360781, 0.14806383449450267]"
bulk,bulk/series/avx512/local/k53/h16/u64/encode,True,0.1541171853682582,0.11574322826816816,0.7510079293986802,0.15353268436098635,0.15469621825657606,0.1151267033434373,0.11658703589003583,True,False,True,"[0.15374174415153574, 0.11522034124902134, 0.11641789534449966, 0.15463936374172155]"
bulk,bulk/series/avx512/local/k54/h16/u64/encode,True,0.15128418285431317,0.11440108637030241,0.7561999160247359,0.15064125314735244,0.15177966676089383,0.11395230657957384,0.11491400331307382,True,False,True,"[0.15166050745333162, 0.11486402469560347, 0.11395650367677493, 0.1508030424712491]"
bulk,bulk/series/avx512/local/k55/h16/u64/encode,True,0.15336392210993705,0.11584483941450383,0.755359134148003,0.1530768569467588,0.15364115966738226,0.11563019903085092,0.11607786358098775,True,False,True,"[0.15333784013374377, 0.1160295832939477, 0.11565450232323697, 0.1535407123625025]"
bulk,bulk/series/avx512/local/k56/h0/u64/encode,False,0.07494260737819466,0.07530830750335994,1.0048797358132977,0.07483724506355936,0.07502089825736717,0.07496615378545517,0.07567490709855111,False,False,True,"[0.07494768150331614, 0.0756644672770799, 0.07500597412639605, 0.07493753325307317]"
bulk,bulk/series/avx512/local/k56/h16/u64/encode,True,0.15592406183432428,0.11704878245850267,0.7506781255023475,0.15477913218275513,0.15713593908284315,0.11674331216508264,0.11708661369163267,True,False,True,"[0.1550509894158037, 0.11706286818646919, 0.11703469673053614, 0.1567173716127292]"
bulk,bulk/series/avx512/local/k56/h8/u64/encode,False,0.11509500884381858,0.11409372107287613,0.9913003371649141,0.11448113950695922,0.11586040458501977,0.11382589889247817,0.11436349497785371,True,False,True,"[0.11448283344803908, 0.11383851891812531, 0.11433673271831646, 0.11575468747795231]"
bulk,bulk/series/avx512/local/k57/h16/u64/encode,True,0.16055167490822772,0.12351708355868923,0.7693291498160473,0.16004326637137933,0.16097579408441257,0.12321437611590963,0.12357587869690528,True,False,True,"[0.1603213311256686, 0.12331770299037678, 0.12355832541112738, 0.16069145436375168]"
bulk,bulk/series/avx512/local/k58/h16/u64/encode,True,0.1581998696067267,0.1221325235737428,0.7720140596661383,0.15807860553124026,0.1584479311144233,0.12164915920225977,0.12255340733690011,True,False,True,"[0.15822954278082346, 0.12170904127585325, 0.12249293516024198, 0.15817019643262992]"
bulk,bulk/series/avx512/local/k59/h16/u64/encode,True,0.16391615185605413,0.12765204255507634,0.7787642713036372,0.16371406962313767,0.16403944266484383,0.12744226228730957,0.1279869544517988,True,False,True,"[0.16383031963811423, 0.12747632164388453, 0.12783329951299, 0.1639898834535996]"
bulk,bulk/series/avx512/local/k60/h16/u64/encode,True,0.15572158648594311,0.12008020206765521,0.7711211064401452,0.1552000355016801,0.1561161217001581,0.11911422389175728,0.12105178166763875,True,False,True,"[0.15609306995495825, 0.1209255078954677, 0.11912629905956999, 0.15530391253589382]"
bulk,bulk/series/avx512/local/k61/h16/u64/encode,True,0.16720238752532363,0.1300406259090952,0.7777438338875389,0.16537102161592612,0.16906115440647002,0.12872955345286916,0.13104213489862246,True,False,True,"[0.16564282945531508, 0.12906099107956126, 0.13098067945438288, 0.16876858852877027]"
bulk,bulk/series/avx512/local/k62/h16/u64/encode,True,0.16019152603130482,0.1231840697555441,0.7689799379991631,0.15996540081011745,0.16028434842894,0.12213768075017348,0.1239207634098486,True,False,True,"[0.1600872310367693, 0.12237358922820289, 0.12389408217984117, 0.1602491112441146]"
bulk,bulk/series/avx512/local/k63/h16/u64/encode,True,0.16483695653544184,0.1285303987133904,0.7797426099999297,0.16398926563000435,0.1656842732760632,0.12817644144746335,0.12868335867429118,True,False,True,"[0.16405981859640797, 0.12865503850857316, 0.12823592972490244, 0.16561757803039703]"
bulk,bulk/series/avx512/local/k64/h16/u64/decode,False,0.10712909947174667,0.10793693328510882,1.007540750527593,0.1066533916498499,0.10755941915810473,0.10711254031366596,0.1088254582761981,False,False,False,"[0.10753676951791083, 0.1071858606482368, 0.10867149128681683, 0.10668394876346347]"
bulk,bulk/series/avx512/local/k64/h16/u64/encode,True,0.15918354303336332,0.12070187105062204,0.7582559650988803,0.15913393099240444,0.1592949261116995,0.11982252320204463,0.12172349856119456,True,False,True,"[0.15919105273227746, 0.11985999892508392, 0.12166745442863373, 0.15917603333444919]"
bulk,bulk/series/avx512/local/k64/h8/u64/encode,False,0.11955344463718307,0.11895290935618541,0.9949768466912841,0.11899307022650765,0.12013942416306973,0.11865450897036807,0.11928046098864255,False,False,True,"[0.11915272095751243, 0.11877853788742787, 0.11911903984516108, 0.12011700471726434]"
bulk,bulk/series/avx512/local/k8/h0/u64/encode,False,0.04639363247922642,0.04592196055586854,0.9898332616319906,0.0459918117207725,0.0468068692856215,0.045808475770843786,0.04597983303169946,True,False,True,"[0.046064824796007625, 0.0459154315337654, 0.045971952443416654, 0.046720420344469736]"
bulk,bulk/series/avx512/local/k8/h8/u64/encode,False,0.04638602660917057,0.04602775732896364,0.9922763533245569,0.04604033153393017,0.046664867337369235,0.04598397082371116,0.04615150348944157,False,False,True,"[0.04614945354987077, 0.046104713074971895, 0.04599743308596157, 0.046637214801457424]"
bulk,bulk/series/avx512/striped/k15/h8/u64/encode,False,0.12707318366349926,0.1265012564862593,0.9954992299653522,0.1269904067835856,0.12720470746106136,0.12635055721223826,0.12661131000695727,True,False,True,"[0.1271707956796598, 0.12651048309949003, 0.1264695429328917, 0.12706517490889982]"
bulk,bulk/series/avx512/striped/k17/h16/u64/encode,True,0.1819699621979608,0.11145206748247419,0.6124750818007432,0.18171114113531778,0.1820639643586567,0.11106433862621157,0.11180632004968112,True,False,True,"[0.1819344857972918, 0.11172289363469892, 0.11118669201103995, 0.1820082219189083]"
bulk,bulk/series/avx512/striped/k18/h16/u64/encode,True,0.13470040477633144,0.09935652101672285,0.7376111540399843,0.13428277137564296,0.13508326267124504,0.09874906317581653,0.09998295544531097,True,False,True,"[0.13449859478964354, 0.09970361780543337, 0.09879286434694885, 0.13484481325279873]"
bulk,bulk/series/avx512/striped/k19/h16/u64/encode,True,0.18259930795121287,0.1126926711034516,0.6171582596225446,0.18214368320538515,0.18326839169490228,0.1124714160543003,0.11336948430108311,True,False,True,"[0.18300069898749288, 0.11291004420987151, 0.11250445834552579, 0.1822644353857158]"
bulk,bulk/series/avx512/striped/k20/h16/u64/encode,True,0.13056467759017693,0.09487370639219683,0.7266414480797883,0.13037032974295626,0.130648690705852,0.09439642988109566,0.09534290272550056,True,False,True,"[0.13058378840230958, 0.09441685157086689, 0.09532312948000193, 0.13040859220956272]"
bulk,bulk/series/avx512/striped/k21/h16/u64/encode,True,0.1837021663016606,0.11462616100464917,0.6239782758817308,0.18364244099187974,0.18385190091309198,0.11442683841271724,0.11486973893359106,True,False,True,"[0.18369306581485836, 0.11454008314382644, 0.1148372281164457, 0.1837150735047494]"
bulk,bulk/series/avx512/striped/k22/h16/u64/encode,True,0.13745138179179833,0.101508175032987,0.73850239779142,0.1368414564521855,0.13767498112912507,0.10116701240638416,0.10193979041747864,True,False,True,"[0.13755043834856004, 0.10117393809273065, 0.10185394985929777, 0.13718190536350033]"
bulk,bulk/series/avx512/striped/k23/h16/u32/encode,False,0.033619324430175776,0.03292619117464107,0.9793828916171627,0.03298705192074856,0.034260792558636045,0.03287574716335894,0.03298156493437545,True,False,True,"[0.033006034118157855, 0.03290278315448394, 0.03296948754476078, 0.03421858383457207]"
bulk,bulk/series/avx512/striped/k23/h16/u64/decode,False,0.07680433663355768,0.07632551815096908,0.9937657363688577,0.07642662165960039,0.0772389218896558,0.07614351598449964,0.076673061784175,False,False,True,"[0.07693914917888506, 0.07625045359858267, 0.07655062326292941, 0.07660814249623085]"
bulk,bulk/series/avx512/striped/k23/h16/u64/encode,True,0.18538979163960925,0.11572665655025495,0.6242342446515242,0.18516488800765743,0.18571014845302003,0.11544960655460151,0.11618225849612533,True,False,True,"[0.18535904024411523, 0.11561715026194487, 0.11610530004738356, 0.18544929813097955]"
bulk,bulk/series/avx512/striped/k23/h8/u64/encode,False,0.13309400429755475,0.13257190021119825,0.9960771780132992,0.132959524893703,0.13345775189574594,0.13238840063578022,0.13289495859600448,True,False,True,"[0.1333196978837909, 0.13242464817411237, 0.13276285610644628, 0.13308298139559904]"
bulk,bulk/series/avx512/striped/k26/h16/u64/encode,True,0.1358469437123288,0.09944943381789383,0.7320697183183539,0.13554647012548413,0.1361043185344047,0.09917413274516106,0.09981813299454799,True,False,True,"[0.13587977826862446, 0.0992041857326183, 0.09974972784199392, 0.13557968147732938]"
bulk,bulk/series/avx512/striped/k28/h16/u64/encode,True,0.13349865095912558,0.0992722550375604,0.7436199116945043,0.13299257230233547,0.13421839077227113,0.09849911018464043,0.10013236541057545,True,False,True,"[0.13301276176685362, 0.10002031202749367, 0.0986122147483646, 0.13415606923558276]"
bulk,bulk/series/avx512/striped/k30/h16/u64/encode,True,0.1373134122271621,0.10168584164380333,0.740538305723414,0.137216119262338,0.1375466656806129,0.10147692987166884,0.10196124735309141,True,False,True,"[0.13729075211187228, 0.10183324833339155, 0.10155315127123371, 0.1373360723424519]"
bulk,bulk/series/avx512/striped/k31/h16/u64/encode,True,0.1910279280023661,0.12149139547090296,0.6359876105100096,0.1908077140481404,0.19137945040930632,0.12125699476523809,0.12158142981870523,True,False,True,"[0.19095953780177718, 0.12152082404970074, 0.12140206777551472, 0.191096318202955]"
bulk,bulk/series/avx512/striped/k36/h16/u64/encode,True,0.13899895661068026,0.1037464944303685,0.7463832604222363,0.13842852402688807,0.1396675958633173,0.10282855414304816,0.10470053029150204,True,False,True,"[0.1385277240463471, 0.10467125659567462, 0.10285832858246137, 0.13958399482803094]"
large,bulk/calico/local/k16/h0/u64/encode,False,0.08125191350137043,0.09575239385996374,1.1784632476175314,0.08117855236094482,0.08442749760367647,0.09488934095306072,0.09673676974531524,False,True,True,"[0.08297676389867598, 0.09498712075235695, 0.09665999205216122, 0.08119731821039648]"
large,bulk/calico/local/k17/h0/u64/encode,False,0.09431605384900046,0.09535973408283326,1.011065775032358,0.09317626240097565,0.0957750448813797,0.09466844286237465,0.09584450492492123,False,False,True,"[0.09546711811652589, 0.09570049322568477, 0.09485195704868876, 0.09323419588748551]"
large,bulk/calico/local/k18/h0/u64/encode,False,0.1183125686710454,0.11761885483037735,0.9941366006294998,0.11616724488363088,0.12139272545759726,0.11629455925053052,0.11888834297832802,False,False,False,"[0.11621407415136363, 0.1164179147138898, 0.11883666452053389, 0.12038975395825054]"
large,bulk/calico/local/k19/h0/u64/encode,False,0.11863373090405135,0.11693037729196543,0.9856419114605477,0.11712801733682462,0.12009043306917727,0.11493815881030935,0.11883379164196056,False,False,True,"[0.11719313887662626, 0.11524547829751519, 0.11860828740256196, 0.12002430592213276]"
large,bulk/calico/local/k20/h0/u64/encode,False,0.1177350204296705,0.12322959916439682,1.0466690260440268,0.11548266658893322,0.12029381374736514,0.1223933989541592,0.12476296105396471,False,True,True,"[0.1156383415178067, 0.12470295056515772, 0.12261129401580657, 0.11996453148978176]"
large,bulk/calico/local/k21/h0/u64/encode,False,0.09856166133174207,0.09744751021567497,0.9886958975628762,0.09822504291956138,0.09882301283471488,0.09723340941638599,0.09855151833746796,False,False,True,"[0.09869008947301978, 0.09738762553145225, 0.09804659678523639, 0.09833193879748355]"
large,bulk/calico/local/k22/h0/u64/encode,False,0.12015225708960792,0.12053029919335147,1.0031463587359961,0.11667712716495314,0.12326497796141034,0.11929771446046379,0.12166803348355255,False,False,False,"[0.11714658737182579, 0.12159136446510829, 0.11951095717293858, 0.12308080696765288]"
large,bulk/calico/local/k23/h0/u64/encode,False,0.11610444062335867,0.12076511271289002,1.0401420657513911,0.11318291618195897,0.11889584100068488,0.11996523257905503,0.12132559882269894,False,True,True,"[0.11339326485696304, 0.12121602651235099, 0.12010108475136314, 0.11883417955084943]"
large,bulk/calico/local/k24/h0/u64/encode,False,0.10556171774393444,0.10197840288043704,0.9660547882311881,0.10188743532920444,0.10942236669057126,0.1016513558882684,0.10243153389152873,False,False,True,"[0.10926198049851565, 0.10213318749157048, 0.10177115911169846, 0.10205033847263917]"
large,bulk/calico/local/k25/h0/u64/encode,False,0.11978188577133009,0.11865167176806,0.9905643996503134,0.1194412573059992,0.1204932540296094,0.11805863762467864,0.11906497251420076,True,False,True,"[0.12025035720273564, 0.11859111050115852, 0.11878744193485852, 0.11945421019596796]"
large,bulk/calico/local/k26/h0/u64/encode,False,0.11512512948002801,0.11579145295279392,1.0057878195297187,0.11387529943743695,0.11644097913582886,0.11487588609968125,0.11609751565115563,False,False,False,"[0.11630023384643966, 0.11555443627493665, 0.11604784284319389, 0.11415930962630315]"
large,bulk/calico/local/k27/h0/u64/encode,False,0.12661440476538716,0.12511726891455677,0.9881756277762823,0.12396000027656764,0.12933496142190265,0.11779502081492756,0.1300090184578492,False,False,False,"[0.1243080914020527, 0.12970840013944382, 0.11838699522473012, 0.1292381680200982]"
large,bulk/calico/local/k28/h0/u64/encode,False,0.11732739572939688,0.11534269977247531,0.9830841216189691,0.1168401729133011,0.11754781849446193,0.11479189478117593,0.11639463175898132,True,False,True,"[0.11706177439400893, 0.11608249277308182, 0.11479318553003978, 0.11735651873159743]"
large,bulk/calico/local/k29/h0/u64/encode,False,0.11712723992506785,0.11679762038792584,0.99718579950016,0.1165204737390421,0.11870109791658232,0.11639871124623395,0.11721447136395197,False,False,True,"[0.11670541341325742, 0.11646385860164701, 0.11695507754328634, 0.11849713116971498]"
large,bulk/calico/local/k30/h0/u64/encode,False,0.11938983756431186,0.11760272751694953,0.9850313051443791,0.11787495684268089,0.11982861653462909,0.11657599179459613,0.11895729879950702,False,False,False,"[0.11966829614954431, 0.1166186124173305, 0.11868826076609622, 0.1180380778526212]"
large,bulk/calico/local/k31/h0/u64/encode,False,0.11911326507680726,0.11732828724491949,0.9850144496439017,0.1187391537338954,0.11959947448179212,0.11679587493072065,0.11845163110498304,True,False,True,"[0.1195364228214132, 0.11743423530647416, 0.11726583876051502, 0.11876876033953611]"
large,bulk/calico/local/k32/h0/u64/encode,False,0.11598273053177169,0.10333898825238512,0.8909859922988879,0.1140293460179193,0.11816275837909603,0.10299286854667582,0.10381201810615558,True,False,True,"[0.11452350507152013, 0.10318076949402813, 0.1035906498438366, 0.11810464744109003]"
large,bulk/calico/local/k33/h0/u64/encode,False,0.13309754979689867,0.12584946687054857,0.9455430777094667,0.13252072016398705,0.13524843702379835,0.1250785112381026,0.12886656014022782,True,False,True,"[0.1325916417439791, 0.12782623509691682, 0.1250839054584564, 0.13508433143564913]"
large,bulk/calico/local/k34/h0/u64/encode,False,0.1197158022808276,0.12131482900682716,1.0133568559499655,0.11910914119921882,0.12170850049268746,0.12006361513253078,0.12252425562384303,False,False,False,"[0.11924211916170394, 0.12208138214298422, 0.12054717397115194, 0.1212285101950746]"
large,bulk/calico/local/k35/h0/u64/encode,False,0.12751634970526804,0.1204808203327375,0.9448264525388945,0.118212359493107,0.13753835042318452,0.12010646865753305,0.12122591770056595,False,False,False,"[0.13685955365498478, 0.12097631512265776, 0.12014744238939268, 0.11824988756208388]"
large,bulk/calico/local/k36/h0/u64/encode,False,0.12265032620415409,0.12095914527983889,0.98621136219809,0.12213401911091537,0.12363634718225348,0.11954883746246887,0.12212362840183098,True,False,True,"[0.12217073703030645, 0.12135315521147405, 0.11980382435356501, 0.12278105785057082]"
large,bulk/calico/local/k37/h0/u64/encode,False,0.12558149177337147,0.12513844053322332,0.9964720020928904,0.12445453988428368,0.1265895492933991,0.1240144236436939,0.12568656802176525,False,False,True,"[0.12473814658286568, 0.12451669211699377, 0.12546662688255725, 0.12638464597897842]"
large,bulk/calico/local/k38/h0/u64/encode,False,0.12163298201396114,0.12135503408075463,0.9977148637762198,0.12075705672754983,0.12295776788442304,0.12023961187122757,0.12198388467805531,False,False,True,"[0.12099062023740674, 0.120321273803711, 0.1219768408221663, 0.12266850617765694]"
large,bulk/calico/local/k39/h0/u64/encode,False,0.12349317017278623,0.12285142249249499,0.994803375122743,0.12105861768172296,0.1271273992652071,0.12197426097371439,0.12355527327053054,False,False,False,"[0.12127199143986396, 0.12266415303238984, 0.12303869195260014, 0.1257771578702114]"
large,bulk/calico/local/k40/h0/u64/encode,False,0.11940671283536258,0.1345635060443008,1.1269341802402377,0.11814084701989197,0.12001723212165,0.13434585558822398,0.13500741260503993,False,True,True,"[0.1186714059502415, 0.1345077963436333, 0.13456579549422568, 0.12000076477233339]"
large,bulk/calico/local/k41/h0/u64/encode,False,0.1423593309752277,0.1412865240681755,0.9924640913967283,0.1418038217644968,0.14416891550846364,0.1401239258902383,0.1436552000215467,False,False,False,"[0.14183607937996517, 0.1428488191760784, 0.14075893674578968, 0.14270159494962079]"
large,bulk/calico/local/k42/h0/u64/encode,False,0.14400366594384134,0.1432022223960594,0.9944345614916881,0.14127926130736979,0.14976965679841098,0.14187283211565596,0.1467256682259698,False,False,False,"[0.1489554538446326, 0.14637791429247357, 0.14239884099216402, 0.14141369205353035]"
large,bulk/calico/local/k43/h0/u64/encode,False,0.14377208956128568,0.14211647731812527,0.9884844669906904,0.14230538098188125,0.1464559899924874,0.14181440339670967,0.1427394105351763,False,False,True,"[0.14260190533052516, 0.14224785039787197, 0.1419851042383786, 0.14643762032483584]"
large,bulk/calico/local/k44/h0/u64/encode,False,0.14701192559442852,0.14830622356967696,1.0088040338905504,0.144281501355373,0.14975711681224357,0.14752410606101982,0.1500363121173431,False,False,True,"[0.14499468734298304, 0.14795198793765083, 0.14920897677376221, 0.14874216009070063]"
large,bulk/calico/local/k45/h0/u64/encode,False,0.14753292063879342,0.1496134128838541,1.0141018847593641,0.14685695075290486,0.14832655231603803,0.1490429271995794,0.14976910080356584,False,True,True,"[0.14699298034221064, 0.1496402297573603, 0.14958659601034788, 0.14800448185496323]"
large,bulk/calico/local/k46/h0/u64/encode,False,0.1607718473349306,0.14531062212857757,0.9038312648473635,0.1583846371815384,0.16216683387756786,0.14460949984464805,0.14673171997070286,True,False,True,"[0.1587865592006694, 0.14478022488681205, 0.14631948644465345, 0.162119073252525]"
large,bulk/calico/local/k47/h0/u64/encode,False,0.14730764479532552,0.14816503595162173,1.0058204118156087,0.14665422720068128,0.14817965030670022,0.14664896796731955,0.15007556887234413,False,False,True,"[0.14711023779476892, 0.15006157580544488, 0.14815817547900362, 0.14731213298157664]"
large,bulk/calico/local/k48/h0/u64/encode,False,0.11863217696678334,0.12059949594681288,1.0165833505742745,0.11740284981812353,0.12067307558927509,0.12021517039772561,0.12187367023719795,False,False,True,"[0.11771141142534816, 0.12146269340873915, 0.12027267638794294, 0.11985996708725569]"
