scope,case,affected_head16_encode,before,after,ratio,before_min,before_max,after_min,after_max,separated_win,separated_loss,both_edges_agree,block_medians
bulk,bulk/calico/local/k30/h0/u64/encode,False,0.09018009037736285,0.08896195082017136,0.9864921453050876,0.08796140062423739,0.0922758873700962,0.08789356908078477,0.09006401051959914,False,False,True,"[0.09225542940807244, 0.09000930672211258, 0.0879092960080501, 0.08799678423651985]"
bulk,bulk/calico/local/k31/h0/u64/encode,False,0.09001221692875876,0.08955708336148113,0.9949436467314449,0.08851787167789402,0.09150452363311004,0.08798197295356595,0.09092377731627062,False,False,False,"[0.09148645494541764, 0.08811407804951718, 0.09092053038569975, 0.08855793681639797]"
bulk,bulk/calico/local/k32/h0/u64/encode,False,0.07324824614501443,0.0707522637564057,0.965924339216706,0.07245997733735798,0.07366896832474186,0.069990631336165,0.07164695303921977,True,False,True,"[0.073654532601864, 0.07006066332781098, 0.0713338125644443, 0.07267352591906465]"
bulk,bulk/calico/local/k33/h0/u64/encode,False,0.08683910375360562,0.08674669705675324,0.9989358861059348,0.08581264503144408,0.08788214204169276,0.08574028368112699,0.08768994352580214,False,False,False,"[0.0858588170859665, 0.0876658690922245, 0.08581335275697696, 0.08785748179397662]"
bulk,bulk/calico/local/k34/h0/u64/encode,False,0.08868572330738436,0.08892820184320249,1.0027341326966202,0.08792034439472123,0.08948537526953347,0.08799051923023339,0.08991546662980951,False,False,False,"[0.08797000217047664, 0.08988152489847163, 0.08806816387095556, 0.08940711987231569]"
bulk,bulk/calico/local/k35/h0/u64/encode,False,0.09035795836243385,0.08923934540987777,0.9876202055377433,0.09021188792252621,0.09046347530085572,0.08917119568919489,0.08938168156416107,True,False,True,"[0.09040488673567983, 0.08929661960128076, 0.0891820712184748, 0.090259254804256]"
bulk,bulk/calico/local/k36/h0/u64/encode,False,0.08832587637821601,0.08854510753356051,1.0024820716683946,0.08794455287137762,0.08870528460350625,0.08837636605852062,0.08876928315670247,False,False,True,"[0.08795326036808339, 0.08838354641734182, 0.08866060567731823, 0.08862345528476889]"
bulk,bulk/calico/local/k37/h0/u64/encode,False,0.09112019921513967,0.08944208510241383,0.9815835113709122,0.09065282934937959,0.09160043461260478,0.08892704912749742,0.08996140735974109,True,False,True,"[0.09156083671421586, 0.08987977628587464, 0.0890880992523275, 0.09075740930557596]"
bulk,bulk/calico/local/k38/h0/u64/encode,False,0.09054656710264485,0.08859251573916013,0.9784193766145813,0.09021029328539565,0.09088621870209933,0.08810030184474431,0.08901821239317409,True,False,True,"[0.09024687299648138, 0.08818964064987347, 0.0889292970848101, 0.09086642521160143]"
bulk,bulk/calico/local/k39/h0/u64/encode,False,0.08979956761307828,0.09094897053284703,1.0127996487101276,0.08831688033492481,0.09121239977347985,0.08981551559913314,0.0920537889719948,False,False,False,"[0.08836312975530163, 0.09204826394033365, 0.08981900399453643, 0.09121094531500064]"
bulk,bulk/calico/local/k40/h0/u64/encode,False,0.07897668913469308,0.08148576127577532,1.031769781293352,0.07893875942202347,0.07909491862872522,0.07906551534558931,0.08403267224536033,False,False,True,"[0.07902418869033917, 0.07909257517438753, 0.08388319182090222, 0.0789752103736333]"
bulk,bulk/calico/local/k41/h0/u64/encode,False,0.1062733931790373,0.1081505860389964,1.017663808445418,0.10498828514564623,0.10733437385944727,0.10503609370199304,0.11096624553011397,False,False,True,"[0.10507194618191301, 0.10514894653682638, 0.11095347020820384, 0.1072408122550484]"
bulk,bulk/calico/local/k42/h0/u64/encode,False,0.10980064363951356,0.10753552169782575,0.9793705950474715,0.1071387277702527,0.11226945314216916,0.10736489831049045,0.10766263824601749,False,False,False,"[0.10725225796356802, 0.10743639977033265, 0.10757733860879976, 0.11226218149599806]"
bulk,bulk/calico/local/k43/h0/u64/encode,False,0.11240999479408735,0.10951471375830688,0.9742435622287497,0.11157471670797825,0.11308204055613484,0.1090336573062763,0.10999960857960377,True,False,True,"[0.11169966345407621, 0.10995447487709574, 0.10916671579169394, 0.11300836699052809]"
bulk,bulk/calico/local/k44/h0/u64/encode,False,0.10783686702350037,0.11088123645571804,1.0282312488877687,0.10768596698994251,0.10791846984269271,0.10821185140080743,0.11379533695304013,False,True,True,"[0.10785071996020741, 0.10822168043223576, 0.1135035877153354, 0.10777871166226274]"
bulk,bulk/calico/local/k45/h0/u64/encode,False,0.11113257653075065,0.10895155608591994,0.980374607402113,0.11048981010838302,0.11188063422675076,0.10798332368215557,0.1099042251640696,True,False,True,"[0.11059588465588813, 0.10803874574358653, 0.10986455204994605, 0.11163860887849827]"
bulk,bulk/calico/local/k46/h0/u64/encode,False,0.10812300914943507,0.1095105895470781,1.0128333497981477,0.10801190984973226,0.10832347649750682,0.10801072593651928,0.11085111461877949,False,False,False,"[0.10803007277453931, 0.11078344457580401, 0.10806211529043988, 0.1083187231488545]"
bulk,bulk/calico/local/k47/h0/u64/encode,False,0.11067054771724161,0.11255262266386973,1.017006104925375,0.11016863145862607,0.11107850554140973,0.10938376347388762,0.11574449948521841,False,False,False,"[0.11098927656088112, 0.10943897153310532, 0.11557867947620518, 0.11024495983039229]"
bulk,bulk/calico/local/k48/h0/u64/encode,False,0.07829012708155235,0.07780429627786475,0.9937944818612758,0.07804664275858016,0.07848505810599513,0.07723459276951342,0.07832415391416875,False,False,True,"[0.07831850468623586, 0.07765731375345604, 0.07804338074364073, 0.07822718175079689]"
bulk,bulk/calico/local/k49/h0/u64/encode,False,0.08878040790364264,0.08881865286708236,1.0004307815692988,0.0872993210185627,0.09025936462273527,0.08761219224334414,0.09006177713340355,False,False,False,"[0.08738336265264554, 0.08761263017496874, 0.08997646365521281, 0.09021858145534453]"
bulk,bulk/calico/local/k50/h0/u64/encode,False,0.08852202018217399,0.08998991302547835,1.0165822338925785,0.08848583124223713,0.08859777817934826,0.08854667551133538,0.09150357877826783,False,False,True,"[0.0885314399633628, 0.0885580955086387, 0.09139334012383833, 0.08851260040098519]"
bulk,bulk/calico/local/k51/h0/u64/encode,False,0.08990843079319932,0.08913174063821966,0.9913613200883669,0.08976374723794181,0.09006570497797135,0.08837088202698869,0.08969676219828147,True,False,True,"[0.0897932152062677, 0.08843473188570991, 0.0896721668168412, 0.09006564073382202]"
bulk,bulk/calico/local/k52/h0/u64/encode,False,0.0893449134438862,0.08950584709892842,1.0018012626442723,0.08918268125310058,0.08947286530449414,0.0884427358837888,0.09040063075768118,False,False,False,"[0.08938513085400471, 0.08849509133567054, 0.09033238388036774, 0.08932698617312779]"
bulk,bulk/calico/local/k53/h0/u64/encode,False,0.09056517709368808,0.09010752227632035,0.9949466800369164,0.08909493410816474,0.09180563499346303,0.08878579249910651,0.09133497359982609,False,False,False,"[0.09177549660040152, 0.08890331092979117, 0.09131145970899009, 0.08917732057531885]"
bulk,bulk/calico/local/k54/h0/u64/encode,False,0.08916797625854916,0.09155166954360602,1.0267326161821275,0.0889156397172543,0.08940081152161769,0.08844831547852343,0.09466012483688385,False,False,False,"[0.08935536241141288, 0.08845982824908324, 0.09461212256706573, 0.08900301917560718]"
bulk,bulk/calico/local/k55/h0/u64/encode,False,0.09205961693762582,0.09001239817660131,0.9777620325922974,0.09090849752323725,0.09315607504343144,0.08884040647600944,0.09118369211667983,False,False,True,"[0.09098298617587654, 0.08887368603943906, 0.09114226667970965, 0.09305627625059208]"
bulk,bulk/calico/local/k56/h0/u64/encode,False,0.08205338607212051,0.08215213435406638,1.0012034638260885,0.07996312318997664,0.0840510629128317,0.08016625284233204,0.08401684212612356,False,False,False,"[0.07999725553814026, 0.08026991131707574, 0.08398495516307942, 0.0840436553692251]"
bulk,bulk/calico/local/k57/h0/u64/encode,False,0.1083789827599974,0.11345129190584327,1.0468015939684392,0.10705273085923822,0.10958772962409635,0.10937054123762352,0.11736137000548405,False,False,True,"[0.10734681770135586, 0.10940561631528643, 0.11735049159454539, 0.10938228793524818]"
bulk,bulk/calico/local/k58/h0/u64/encode,False,0.11004871630768073,0.10910597007554527,0.9914333736569932,0.10819764865944412,0.11230483117160027,0.10904968536068795,0.10918135491846373,False,False,False,"[0.11189863961934128, 0.10909425691635732, 0.10911768323473323, 0.10832029909276486]"
bulk,bulk/calico/local/k59/h0/u64/encode,False,0.11064654977380181,0.11043907443148268,0.9981248819530001,0.10888261045258882,0.11244561646401281,0.10885914437988037,0.11197551649362691,False,False,False,"[0.1123687881902418, 0.10891543234292045, 0.11196451268728985, 0.10893190484084402]"
bulk,bulk/calico/local/k60/h0/u64/encode,False,0.11224618932432842,0.11098740675780819,0.9887855207014373,0.10948815673027743,0.11496674532380756,0.10889326928111968,0.11315776414551504,False,False,False,"[0.11492875476476032, 0.10898067873982699, 0.11301960078917446, 0.10961431980193563]"
bulk,bulk/calico/local/k61/h0/u64/encode,False,0.11094940510679743,0.11085520762757892,0.9991509870726405,0.10890717146157501,0.11282672507039984,0.10983790391440217,0.11191322972440777,False,False,False,"[0.11280095711182407, 0.10989189213245916, 0.1118577734724207, 0.10892356683669739]"
bulk,bulk/calico/local/k62/h0/u64/encode,False,0.10953469684941933,0.11045953319077786,1.0084433185826946,0.10932232607390562,0.10968874650914505,0.10899702218613293,0.1120610842195296,False,False,False,"[0.10936041930694927, 0.11185478914216532, 0.10901622705713913, 0.10968249311004051]"
bulk,bulk/calico/local/k63/h0/u64/encode,False,0.10977899851988282,0.10936136729627385,0.996195709295587,0.10816102121834112,0.11125939491255471,0.10847206396951048,0.11029268984632978,False,False,False,"[0.11125285448583737, 0.10853219143405067, 0.11018975735294965, 0.1083094676772315]"
bulk,bulk/calico/local/k64/h0/u64/encode,False,0.08432439596854532,0.08594017298328951,1.0191614419075934,0.08414094130205564,0.08467403354308782,0.08442584392080028,0.08726501205155145,False,False,True,"[0.08445397713673755, 0.08722929966052344, 0.08461005488425724, 0.08420738725873984]"
bulk,bulk/calico/striped/k16/h0/u64/encode,False,0.0690965142006364,0.06809017025564713,0.985435677086877,0.06848734213288928,0.0692813519938599,0.06777021416742558,0.06843950512167189,True,False,True,"[0.06902851085319817, 0.06839742031509982, 0.06789426145287747, 0.06924595395212098]"
bulk,bulk/calico/striped/k17/h0/u64/encode,False,0.0686117538535243,0.06851039250993482,0.9985226825157993,0.06811966333280525,0.06914559046050431,0.06795357666825579,0.06907191296323277,False,False,True,"[0.06816213723269136, 0.06801238264401549, 0.06901978526869264, 0.06907195740585059]"
bulk,bulk/calico/striped/k18/h0/u64/encode,False,0.06643666522474731,0.06713710284513075,1.0105429376687396,0.06608502625321556,0.06676291722098228,0.06700800120477575,0.0672034797878911,False,True,True,"[0.06674849602844157, 0.0671883951598968, 0.06706173353968564, 0.06610418212988249]"
bulk,bulk/calico/striped/k19/h0/u64/encode,False,0.0716286514044656,0.07191939125611876,1.0040589882114552,0.07136429203756622,0.0720888506947972,0.07187739494689695,0.07197632241123159,False,False,False,"[0.07145506568697803, 0.0719355986840604, 0.07187761880589676, 0.07201679957081683]"
bulk,bulk/calico/striped/k20/h0/u64/encode,False,0.06575039066239335,0.06543106737694716,0.9951434009405996,0.0651431701103015,0.06626809422014118,0.06533362906233707,0.0654607603676888,False,False,False,"[0.0653227723360512, 0.0654295069433376, 0.06543262781055673, 0.06626065927973121]"
bulk,bulk/calico/striped/k21/h0/u64/encode,False,0.06989186299877552,0.06912141191912274,0.9889765267858681,0.06964970262589622,0.07001879081506289,0.06904308737585406,0.069672253261706,False,False,True,"[0.06991938426468296, 0.06911799065668299, 0.06937543687346587, 0.06986434173286808]"
bulk,bulk/calico/striped/k22/h0/u64/encode,False,0.06866277969017573,0.06870598178208517,1.0006291922946373,0.0686070645346909,0.06871786292697914,0.06850047193070921,0.06900134483925145,False,False,False,"[0.06861921247231405, 0.06850056995553196, 0.06893213928626106, 0.0686778487782649]"
bulk,bulk/calico/striped/k23/h0/u64/encode,False,0.06855237950643017,0.06935653665036257,1.0117305504159335,0.06810842356413242,0.0689411304327041,0.0692359933601686,0.0693880968254519,False,True,True,"[0.06888998461439508, 0.06928903080628804, 0.06937798177751932, 0.06812981691189826]"
bulk,bulk/calico/striped/k24/h0/u64/encode,False,0.06371492466204337,0.0633007100576,0.9934989391160636,0.063522943344309,0.0640084824852407,0.06317466675928278,0.06349871046177634,True,False,True,"[0.0636101061440327, 0.06333099410613365, 0.06327042600906636, 0.06377515735864366]"
bulk,bulk/calico/striped/k25/h0/u64/encode,False,0.08849618006976087,0.08751044513700212,0.9888612713906781,0.08725368935613531,0.08954212294762087,0.08709083148499644,0.08792985739383345,False,False,True,"[0.08727915996812609, 0.08712198395842428, 0.08792291824540978, 0.08952338940588922]"
bulk,bulk/calico/striped/k26/h0/u64/encode,False,0.08728245664056863,0.08652462854454321,0.9913175210094489,0.08650831107844356,0.08793445379235486,0.08567335502708315,0.08754919666112523,False,False,False,"[0.08667186443117725, 0.08753430339251661, 0.085732103475192, 0.08789197074913219]"
bulk,bulk/calico/striped/k27/h0/u64/encode,False,0.08705564063889326,0.08692606616508586,0.9985115901410124,0.08666709740819403,0.08747508958796449,0.08652046762603094,0.08738781350073228,False,False,True,"[0.08672755671231673, 0.08662928192833672, 0.08735456318361247, 0.08742114335328002]"
bulk,bulk/calico/striped/k28/h0/u64/encode,False,0.0852439165573391,0.08541540479215348,1.0020117357547624,0.08420538228043029,0.08628636393053667,0.08468556869437965,0.08632751946519225,False,False,False,"[0.08626879083699356, 0.08469047079249732, 0.0861672417138541, 0.08421442973832644]"
bulk,bulk/calico/striped/k29/h0/u64/encode,False,0.08780700672802613,0.08712942980847327,0.9922833388268023,0.08739336924778664,0.08836076932335685,0.08656600757693404,0.08769383033658806,False,False,False,"[0.0882829229534619, 0.08661647304432413, 0.08757504909458255, 0.08740972250739118]"
bulk,bulk/calico/striped/k30/h0/u64/encode,False,0.08733020515441287,0.08695132978553416,0.9956615770201296,0.08724283666129133,0.08744092583849043,0.08678924652551163,0.08710159092633817,True,False,True,"[0.0872736347404391, 0.08683900958150231, 0.08709955928891865, 0.08735751448364622]"
bulk,bulk/calico/striped/k31/h0/u64/encode,False,0.08938236435569052,0.08987102391029567,1.005467069014426,0.08862103806145949,0.09017285319540246,0.08981998814015694,0.08992760595559389,False,False,False,"[0.09011699069210209, 0.08987620220412784, 0.08986584561646348, 0.08873845638470973]"
bulk,bulk/calico/striped/k32/h0/u64/encode,False,0.07283299241692126,0.07185602251406989,0.9865861628029937,0.0720596334092736,0.07408974997837327,0.07110060046401838,0.0734248792899212,False,False,False,"[0.07215478898261168, 0.07317740819975804, 0.07147061255444784, 0.07347751302272983]"
bulk,bulk/calico/striped/k33/h0/u64/encode,False,0.0886711653853728,0.08882569076962632,1.0017426790725252,0.0879730786321131,0.08912889824121853,0.08731690617124797,0.09038270397964242,False,False,False,"[0.08824467443060799, 0.08733846095160197, 0.09034566528430327, 0.08898592364752222]"
bulk,bulk/calico/striped/k34/h0/u64/encode,False,0.08725311723550447,0.08616378902122294,0.9875153089219573,0.0868446685774482,0.0877031857171843,0.08580020874621266,0.08649870819135252,True,False,True,"[0.08762055446798528, 0.0858951555049884, 0.08646567946134857, 0.08693608662669067]"
bulk,bulk/calico/striped/k35/h0/u64/encode,False,0.08770267127641107,0.08632537614931025,0.9842958588711623,0.08629508870292658,0.08920045015268374,0.08614381757979286,0.08710953469071527,False,False,False,"[0.0863269109072526, 0.08641136357799713, 0.08616314307374306, 0.08918178418977127]"
bulk,bulk/calico/striped/k36/h0/u64/encode,False,0.08580119490613303,0.08535267491592827,0.9947725670872598,0.08531702090018198,0.08629913815782274,0.08516330789605271,0.0854829412221912,False,False,True,"[0.08611405919516378, 0.08540090974472338, 0.08524110322494667, 0.08538566084247291]"
bulk,bulk/calico/striped/k37/h0/u64/encode,False,0.08887530097107708,0.08708946329479743,0.9799062545300317,0.08832338457062201,0.08963802116214731,0.08701079515831511,0.0871531882975298,True,False,True,"[0.08938311894391839, 0.08709729961056369, 0.08704500202734174, 0.08834666019056571]"
bulk,bulk/calico/striped/k38/h0/u64/encode,False,0.0882724577812875,0.08665897864528468,0.9817216017707298,0.08790003677251278,0.08863050135767603,0.08630968689611722,0.08696713961167181,True,False,True,"[0.08796596525463683, 0.08694559218558655, 0.0863122359806299, 0.08857457167974796]"
bulk,bulk/calico/striped/k39/h0/u64/encode,False,0.08877836105145495,0.08959385105554954,1.009185684376646,0.08782847356408197,0.08978386467451908,0.08906186695807684,0.09015089618384457,False,False,True,"[0.08786629722403484, 0.0890935381216304, 0.09014369001716234, 0.08974465277139308]"
bulk,bulk/calico/striped/k40/h0/u64/encode,False,0.07981252050541976,0.08109884321568275,1.0161168035054806,0.07944359056949069,0.08039282488106275,0.08025526777480409,0.08205270100157541,False,False,True,"[0.07947454683160138, 0.08196269607665424, 0.0802566444429572, 0.08017592007520977]"
bulk,bulk/calico/striped/k41/h0/u64/encode,False,0.10828498858048391,0.10765619139565807,0.9941931269230502,0.10702623997301201,0.10946762310421629,0.10730955763571828,0.10807947618098115,False,False,False,"[0.10708319064634453, 0.10731027070504055, 0.10802537435068212, 0.10946049424585834]"
bulk,bulk/calico/striped/k42/h0/u64/encode,False,0.10656804155134501,0.10864271265889833,1.0194680419884954,0.10532897134478984,0.10777750762275608,0.10639551158598234,0.11061660763307618,False,False,True,"[0.10536259033087156, 0.10652114236713527, 0.11055895556082919, 0.10769888258496767]"
bulk,bulk/calico/striped/k43/h0/u64/encode,False,0.10858515869207232,0.10648877390913494,0.980693634303355,0.10848587290117971,0.10885827894792044,0.10623935648073135,0.1066650273633713,True,False,True,"[0.10873759209551481, 0.10659526490587952, 0.10630121640220559, 0.1085392646243406]"
bulk,bulk/calico/striped/k44/h0/u64/encode,False,0.10774655469855018,0.10423669401362887,0.9674248453257639,0.10724151982886548,0.10813470407262202,0.1041216876927299,0.10433607361459088,True,False,True,"[0.10724961494811887, 0.10428562763632065, 0.10413396641184888, 0.10813115297367719]"
bulk,bulk/calico/striped/k45/h0/u64/encode,False,0.10859834079271805,0.10937591594007762,1.007160101541917,0.10765969592954867,0.10952197390611047,0.10731781489372105,0.1113100716955028,False,False,False,"[0.10941190752152999, 0.10747719498569687, 0.11126966226753357, 0.10776183864952243]"
bulk,bulk/calico/striped/k46/h0/u64/encode,False,0.106522871307589,0.10741066290924332,1.0083342815562188,0.10630294552145039,0.10665927924048267,0.10619438738444215,0.10877330301518287,False,False,False,"[0.106353699919743, 0.10625935279658283, 0.10867621231185447, 0.10662408399872389]"
bulk,bulk/calico/striped/k47/h0/u64/encode,False,0.10997236401410644,0.10824448808354736,0.9842880895936961,0.10935933166204397,0.11039215005059036,0.10734961934763694,0.10912980377229921,True,False,True,"[0.10951296784156829, 0.1091280097677059, 0.10735999048348052, 0.11033219828085453]"
bulk,bulk/calico/striped/k48/h0/u64/encode,False,0.07703126090394091,0.07697957075507299,0.9993289717932518,0.0770016383610519,0.07730985613423198,0.0765675503653713,0.0771958205729737,False,False,True,"[0.0770332882828008, 0.07699429146776737, 0.0769648500423786, 0.07702923352508102]"
bulk,bulk/calico/striped/k49/h0/u64/encode,False,0.0899272766721046,0.08928489973320813,0.9928567064113516,0.08892844512618545,0.09068309332546186,0.08806418959642005,0.09053447237825503,False,False,True,"[0.08898986801575123, 0.08814628010930711, 0.09046188676357478, 0.09067416951997986]"
bulk,bulk/calico/striped/k50/h0/u64/encode,False,0.08764955254657966,0.08662898348430312,0.988356254736906,0.08705893633723681,0.08836246398875035,0.08660436384079448,0.08666767904295125,True,False,True,"[0.08707832036884072, 0.08661190540495257, 0.08664162133738662, 0.08833847656587257]"
bulk,bulk/calico/striped/k51/h0/u64/encode,False,0.08889442349804708,0.08920847202182478,1.0035328259233787,0.08737502023532251,0.09032276199000931,0.08681884773884084,0.0916169838563856,False,False,False,"[0.0874814056752741, 0.08689473129350707, 0.09152430197053751, 0.0902919840092508]"
bulk,bulk/calico/striped/k52/h0/u64/encode,False,0.08681707865464114,0.08664925386021388,0.9980669149776985,0.08529251696766603,0.08797653764971958,0.08583048712473644,0.08740389159649739,False,False,False,"[0.08797113723464553, 0.08594939713341106, 0.08738025892675326, 0.08556789333961935]"
bulk,bulk/calico/striped/k53/h0/u64/encode,False,0.08750827038861547,0.08927165633645247,1.0201510776067906,0.08737724669807662,0.0876153315893676,0.08801722358849415,0.09038728616322672,False,True,True,"[0.08760761947195407, 0.08809628472609969, 0.09033661291420444, 0.08741260315845335]"
bulk,bulk/calico/striped/k54/h0/u64/encode,False,0.08806654720909901,0.08804069655626022,0.9997064645582457,0.08714992569184633,0.08897612231019836,0.08748025607943738,0.08855334795539807,False,False,False,"[0.08893757412509283, 0.08749133267133255, 0.08854629015793827, 0.08721810746165004]"
bulk,bulk/calico/striped/k55/h0/u64/encode,False,0.09026422417926183,0.08907897577585806,0.9868691232414527,0.08939625970937565,0.09106442276356622,0.08820819162989353,0.08997996899245805,False,False,True,"[0.08946595633918514, 0.08827259081269193, 0.08997015599139385, 0.09104228060377138]"
bulk,bulk/calico/striped/k56/h0/u64/encode,False,0.08396882962871445,0.08226260866995941,0.9796803055812562,0.08071457052878943,0.08728635718718007,0.0804172270849054,0.08443752481563295,False,False,True,"[0.08727853403437205, 0.08406835620090276, 0.0804681759392014, 0.08072533469906884]"
bulk,bulk/calico/striped/k57/h0/u64/encode,False,0.11041619403450141,0.10971448408626427,0.9936448638320401,0.10954257092824232,0.11135839771747963,0.10840004909155862,0.11101539918685235,False,False,True,"[0.10955291339791623, 0.10842316406663671, 0.11099941819782498, 0.11123294965160656]"
bulk,bulk/calico/striped/k58/h0/u64/encode,False,0.1080011567759893,0.1066310488009935,0.987313950925196,0.10682917031497366,0.10920412865103263,0.10652617212732687,0.10679323753948,True,False,True,"[0.10915013390904413, 0.10657004845860112, 0.1067577889184024, 0.10688225876932111]"
bulk,bulk/calico/striped/k59/h0/u64/encode,False,0.10811542375077311,0.11359510847440588,1.0506836539462168,0.1069187569114397,0.10933982129550401,0.10672510454290131,0.12034724132555547,False,False,False,"[0.10918219543807949, 0.10679666931580666, 0.12030712145594644, 0.10696149670210374]"
bulk,bulk/calico/striped/k60/h0/u64/encode,False,0.10594781740199312,0.10538330363684145,0.9946717754174231,0.1056581937737388,0.10633878327773791,0.10494003180353612,0.10580938947206622,False,False,True,"[0.10586514598133132, 0.10573927659641527, 0.10504380980651268, 0.1060554185779406]"
bulk,bulk/calico/striped/k61/h0/u64/encode,False,0.1088453129336046,0.1176033247080602,1.080462920620183,0.1068950974291959,0.11067817367011486,0.10978578052220425,0.1256537775391983,False,False,False,"[0.11064459445792968, 0.10992503923399663, 0.1256373083065343, 0.10703549786988395]"
bulk,bulk/calico/striped/k62/h0/u64/encode,False,0.10726387560365162,0.1070422993827708,0.9979342885045515,0.10711315856514608,0.10752291192601798,0.10664554834391726,0.10737431507142561,False,False,True,"[0.10746443757819316, 0.10733533110321236, 0.10675225134654075, 0.10711458655651004]"
bulk,bulk/calico/striped/k63/h0/u64/encode,False,0.10936677287482396,0.10908887120031674,0.9974589935571629,0.10779566559295417,0.11099800836315167,0.10839577907525484,0.11007613047968602,False,False,False,"[0.11094662228287402, 0.10845880029200416, 0.11005012553243032, 0.10787179696071349]"
bulk,bulk/calico/striped/k64/h0/u64/encode,False,0.08564179535082259,0.09246349357110031,1.0796538441579062,0.0825324758644273,0.0886928308426755,0.08404580914435536,0.10076597370655566,False,False,False,"[0.08868678264593191, 0.08424115492679575, 0.10074703060392456, 0.08254847947078738]"
bulk,bulk/series/avx2/local/k16/h16/u16/encode,False,0.03674518157054028,0.03668272999463005,0.9983004145512155,0.03666408569335958,0.036802368256202825,0.03654029987360815,0.03684384322522594,False,False,True,"[0.03668047851562495, 0.03654152526101539, 0.036772644046021256, 0.03679526027794721]"
