trial,case,repetition,cpu_ns,real_ns
02-candidate,overwrite/striped/k12/all/control-coverage,4,179.75372747251018,179.75478424162125
02-candidate,overwrite/striped/k12/all/control-coverage,5,180.45234513543326,180.45339543721659
02-candidate,overwrite/striped/k12/all/control-coverage,6,180.7193844092244,180.7204476461348
02-candidate,decode/local/k28/ikea,0,934.9504581748017,934.9559576118987
02-candidate,decode/local/k28/ikea,1,935.4509002732976,935.4760329023552
02-candidate,decode/local/k28/ikea,2,938.7292615615463,938.7461952737832
02-candidate,decode/local/k28/ikea,3,934.424823160603,934.434710090799
02-candidate,decode/local/k28/ikea,4,938.8295375381824,938.8772908738239
02-candidate,decode/local/k28/ikea,5,932.9661057821114,932.9716923005011
02-candidate,decode/local/k28/ikea,6,940.7895075290716,940.795140935926
02-candidate,decode/local/k28/ikea2,0,1344.0400222933306,1344.0593175541242
02-candidate,decode/local/k28/ikea2,1,1344.582567000104,1345.1419085771406
02-candidate,decode/local/k28/ikea2,2,1344.0958613201142,1344.1039138241454
02-candidate,decode/local/k28/ikea2,3,1340.0075336081575,1340.0155572840704
02-candidate,decode/local/k28/ikea2,4,1348.3432211940374,1348.35120643361
02-candidate,decode/local/k28/ikea2,5,1347.687489790234,1347.6955615114555
02-candidate,decode/local/k28/ikea2,6,1346.4982463220856,1346.5190117904715
02-candidate,get16-ends/striped/k3/prior,0,640.7376874760851,641.0749997667709
02-candidate,get16-ends/striped/k3/prior,1,634.5363472612411,634.5470055157214
02-candidate,get16-ends/striped/k3/prior,2,636.2554341232127,636.2753460194034
02-candidate,get16-ends/striped/k3/prior,3,634.090655827975,634.1018693939936
02-candidate,get16-ends/striped/k3/prior,4,634.7607119191409,634.775206025847
02-candidate,get16-ends/striped/k3/prior,5,627.6124949835237,627.6161581752638
02-candidate,get16-ends/striped/k3/prior,6,626.8493798239801,626.8530896811543
02-candidate,get16-ends/striped/k3/ikea2-region,0,993.9563239308477,994.4568357611533
02-candidate,get16-ends/striped/k3/ikea2-region,1,990.3864521724255,990.3923879659426
02-candidate,get16-ends/striped/k3/ikea2-region,2,995.4987062101885,995.5045922422645
02-candidate,get16-ends/striped/k3/ikea2-region,3,990.6430135350287,990.6579703140891
02-candidate,get16-ends/striped/k3/ikea2-region,4,990.7718238171099,990.7777525029076
02-candidate,get16-ends/striped/k3/ikea2-region,5,995.1999189604192,995.2133473598426
02-candidate,get16-ends/striped/k3/ikea2-region,6,1006.8092086555935,1006.8152368633453
