case,control,sweep_ratio,trial1_ratio,trial2_ratio,trial1_cpu_ns,trial2_cpu_ns
overwrite/striped/k12/all/ikea2-coverage,overwrite/striped/k12/all/control-coverage,1.4720830786678951,1.4485264789327013,1.4631348294700073,263.2243366409963,264.02611122719503
decode/local/k28/ikea2,decode/local/k28/ikea,1.4409388709679927,1.4328751035277334,1.4373630584002604,1347.2041222828477,1344.582567000104
get16-ends/striped/k3/ikea2-region,get16-ends/striped/k3/prior,1.5233964477475979,1.557576186869111,1.5664292963215107,992.4254680375003,993.9563239308477
