stage,transport,window,batch,rate,wait_us,count,bytes,mtu,device,method,layout,placement,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,repetitions,stable_all_passes,goodput_rps,goodput_min_rps,goodput_max_rps,offered_rps,measurement_seconds,below_1ms_pct,retried_packets,max_drain_seconds,max_quorum_drain_seconds,max_all_followers_drain_seconds,recorded_stable_all_passes,max_sampled_queue,max_follower_lag_batches,max_sampled_backlog,first_quarter_mean_queue,last_quarter_mean_queue,leader_cpu_us_per_record,mean_batch_records,record_weighted_batch_records,queue_samples,queue_min_us,queue_mean_us,queue_stddev_us,queue_max_us,queue_p01_us,queue_p05_us,queue_p25_us,queue_p50_us,queue_p75_us,queue_p90_us,queue_p95_us,queue_p99_us,queue_p999_us,queue_over_1000us_pct,queue_over_2000us_pct,queue_over_5000us_pct,queue_over_10000us_pct,p50_repeat_min_us,p50_repeat_max_us,p90_repeat_min_us,p90_repeat_max_us,p99_repeat_min_us,p99_repeat_max_us,p999_repeat_min_us,p999_repeat_max_us
open,tcp,16,1,1000,0,7000,4096,8900,nvme,direct-dsync,raw,good,5961,449.389,467.99204361684286,25.45685906457093,722.144,453.8632,455.327,457.59,459.504,462.701,499.37,525.708,582.2434,643.2633599999998,0.0,0.0,0.0,0.0,1,True,984.134609450462,984.134609450462,984.134609450462,984.134609450462,6.057098229,100.0,0,0.000461077,0.000461077,0.000547807,True,1,6,3,0.0,0.04,23.023857142857143,1.0,1.0,5961,0.78,4.592248112732763,0.9500840598910862,15.386,1.916,3.181,4.064,4.587,5.11,5.604,5.933,7.525999999999993,9.877799999999997,0.0,0.0,0.0,0.0,459.504,459.504,499.37,499.37,582.2434,582.2434,643.2633599999998,643.2633599999998
open,tcp,16,1,106000,50,742000,4096,8900,nvme,direct-dsync,raw,good,635767,3458597.634,14122138.216493772,6099768.208974503,24649842.696,3697276.7525,4537473.1509,8885979.2095,14117490.891,19458873.5255,22466667.769800007,23573437.14469999,24426360.36848,24625458.964162014,100.0,100.0,100.0,100.0,1,False,23633.30060803254,23633.30060803254,23633.30060803254,106038.79169254618,5.995607738,0.0,0,24.649799412,24.649799412,24.64985259,False,576490,16,576506,141673.64,516844.4,9.814312668463613,1.0,1.0,635767,3457942.997,14121548.9880465,6099772.52325859,24649082.769,3696554.7821,4536780.2301,8885253.125,14116785.396,19458286.3435,22466173.584600005,23572787.970599998,24425875.44856,24624724.937544018,100.0,100.0,100.0,100.0,14117490.891,14117490.891,22466667.769800007,22466667.769800007,24426360.36848,24426360.36848,24625458.964162014,24625458.964162014
open,tcp,16,4,106000,50,742000,4096,8900,nvme,direct-dsync,raw,good,635767,167519.952,786894.1695186382,368202.33078408043,1449681.916,184508.51241999998,231568.7734,461278.24,769738.105,1093440.884,1332585.5504,1384007.6275,1437457.86704,1449346.883682,100.0,100.0,100.0,100.0,1,False,87736.89390418223,87736.89390418223,87736.89390418223,106038.79169254618,5.995607738,0.0,0,1.447249999,1.447249999,1.447371263,False,125908,16,125968,28257.68,109616.36,3.9209299191374662,4.0,4.0,635767,166995.892,786307.5100960588,368195.256959479,1449145.774,183913.21964,230765.1637,460771.007,769221.934,1092800.1354999999,1332015.0176,1383345.1501,1436780.582,1448846.690042,100.0,100.0,100.0,100.0,769738.105,769738.105,1332585.5504,1332585.5504,1437457.86704,1437457.86704,1449346.883682,1449346.883682
open,tcp,16,16,106000,50,742000,4096,8900,nvme,direct-dsync,raw,good,635767,557.607,757.8287515143127,70.1976610042123,1003.179,617.38764,646.529,702.1855,757.705,812.596,851.3204000000001,870.4797,902.2930399999998,934.8053820000013,0.0004718709841813117,0.0,0.0,0.0,1,True,106037.6241712029,106037.6241712029,106037.6241712029,106038.79169254618,5.995607738,99.99952812901581,0,0.000754558,0.000754558,0.000850328,True,13,16,103,3.72,4.24,4.463099730458221,6.707708440683788,7.553614767674321,635767,1.76,37.80322036689542,17.310220176560293,162.255,6.303,9.951,22.806,38.602,54.245,59.685,61.54,64.97,74.38017000000028,0.0,0.0,0.0,0.0,757.705,757.705,851.3204000000001,851.3204000000001,902.2930399999998,902.2930399999998,934.8053820000013,934.8053820000013
open,tcp,16,64,7600,50,53200,4096,8900,nvme,direct-dsync,raw,good,45723,480.383,599.8628724493143,79.20927284049402,1044.002,495.21098,519.0118,537.184,579.802,641.634,719.6696,762.6037000000001,834.9523199999999,950.0366759999999,0.04155457865844323,0.0,0.0,0.0,1,True,7574.168302499611,7574.168302499611,7574.168302499611,7574.168302499611,6.036702404,99.95844542134155,0,0.000501955,0.000501955,0.000769292,True,3,12,11,0.64,0.32,12.499323308270677,1.3965820491953902,1.6827635981890952,45723,1.596,46.83472510552676,14.110788084571647,115.951,4.17032,11.7305,48.507999999999996,53.499,54.327,55.183,55.801,57.276559999999996,60.48805799999998,0.0,0.0,0.0,0.0,579.802,579.802,719.6696,719.6696,834.9523199999999,834.9523199999999,950.0366759999999,950.0366759999999
open,tcp,16,64,75700,50,529900,4096,8900,nvme,direct-dsync,raw,good,454186,439.218,660.8684825203771,89.13763329277226,1102.898,493.4657,524.69,591.1895,659.796,724.406,771.028,802.0325,894.8632500000003,991.9279750000006,0.07353815397216118,0.0,0.0,0.0,1,True,75720.70987581169,75720.70987581169,75720.70987581169,75720.04301207734,5.998226915,99.92646184602783,0,0.000556042,0.000556042,0.000927072,True,9,16,79,2.76,2.72,4.4419513115682205,5.020131684903605,5.83754012673222,454186,1.609,36.95900939042595,17.80037739190327,220.966,5.021,8.38,21.702,38.252,54.076,57.286,58.71,64.50545000000007,115.37711500000005,0.0,0.0,0.0,0.0,659.796,659.796,771.028,771.028,894.8632500000003,894.8632500000003,991.9279750000006,991.9279750000006
open,tcp,16,64,106000,0,742000,4096,8900,nvme,direct-dsync,raw,good,635767,503.398,1179.5240633817107,275.1895606230556,1998.759,680.661,752.5665,964.4575,1160.231,1393.72,1564.6794000000002,1639.456,1759.2655999999986,1850.748658000002,70.70294620513491,0.0,0.0,0.0,1,True,106028.95115551003,106028.95115551003,106028.95115551003,106038.79169254618,5.995607738,29.296896504537038,0,0.001122517,0.001122517,0.001445264,True,104,16,205,29.24,35.92,3.0373854447439355,7.319431017815219,43.92935147624837,635767,0.779,320.4974142004854,252.49820701302792,1138.758,1.018,2.448,81.268,289.773,525.367,694.6504,760.1344999999998,841.6227199999997,899.9657860000016,0.0056624518101757405,0.0,0.0,0.0,1160.231,1160.231,1564.6794000000002,1564.6794000000002,1759.2655999999986,1759.2655999999986,1850.748658000002,1850.748658000002
open,tcp,16,64,106000,50,742000,4096,8900,nvme,direct-dsync,raw,good,635767,512.127,722.9523992358836,73.01433115019155,1071.203,585.27066,612.0509,665.6115,719.287,776.136,822.883,846.8470999999998,888.6420199999999,942.4175520000015,0.008965548699444922,0.0,0.0,0.0,1,True,106036.62343862296,106036.62343862296,106036.62343862296,106038.79169254618,5.995607738,99.99103445130055,0,0.000724715,0.000724715,0.000900909,True,13,16,103,4.12,3.8,4.216253369272237,6.675363231523548,7.541089738850868,635767,1.631,37.72467360054863,17.664347617828323,276.242,6.261,9.853,22.656,38.454,54.037,59.252,61.147,65.261,117.43397800000093,0.0,0.0,0.0,0.0,719.287,719.287,822.883,822.883,888.6420199999999,888.6420199999999,942.4175520000015,942.4175520000015
open,tcp,16,64,106000,100,742000,4096,8900,nvme,direct-dsync,raw,good,635767,393.088,771.4439745708727,92.07083593596543,1155.042,538.07496,621.6965,707.031,772.916,841.4735000000001,892.124,916.1587,948.04034,972.8698720000004,0.02044774264785684,0.0,0.0,0.0,1,True,106041.46031275937,106041.46031275937,106041.46031275937,106038.79169254618,5.995607738,99.97955225735214,0,0.000723458,0.000723458,0.001011135,True,18,16,113,6.48,8.68,3.058045822102426,11.902852192883955,12.812925175418039,635767,3.32,66.6906700363498,31.846665659560315,173.825,10.725,16.512,39.0685,67.19,95.26,110.164,113.211,117.532,122.24023400000006,0.0,0.0,0.0,0.0,772.916,772.916,892.124,892.124,948.04034,948.04034,972.8698720000004,972.8698720000004
open,tcp,16,64,128800,50,901600,4096,8900,nvme,direct-dsync,raw,good,773086,494.855,706.7026139226425,69.43640158585085,1022.963,567.59055,597.064,652.098,706.33,759.70675,797.977,818.6367499999999,856.78115,898.0883000000008,0.0005174068602975607,0.0,0.0,0.0,1,True,129075.60727089435,129075.60727089435,129075.60727089435,129076.27512039684,5.989373332,99.9994825931397,0,0.000661269,0.000661269,0.000854381,True,17,16,122,4.56,6.56,3.485192990239574,7.937528062190215,8.888131462735064,773086,1.646,38.00032325899059,18.08906461125029,266.229,6.708,10.31,22.841,38.204,53.613,59.388,61.74,80.12,116.72988000000268,0.0,0.0,0.0,0.0,706.33,706.33,797.977,797.977,856.78115,856.78115,898.0883000000008,898.0883000000008
open,tcp,16,64,159000,50,1113000,4096,8900,nvme,direct-dsync,raw,good,953762,54134.762,199430.89078280432,84777.72811711005,348901.803,57448.765739999995,68698.9422,128122.327,197053.1485,270809.19325,318849.72239999997,335829.1786,345962.81522,348462.686202,100.0,100.0,100.0,100.0,1,False,151430.6643293111,151430.6643293111,151430.6643293111,158855.42780345058,6.003962302,0.0,0,0.348361181,0.348361181,0.352392864,False,52410,16,52794,13064.8,46996.52,2.0078796046720573,63.95081590438979,63.999635129099296,953762,51811.39,196901.45522750437,84742.06817596123,346368.349,54546.73279,66343.5487,125599.471,194553.4995,268189.27125,316132.63680000004,333212.56454999995,343442.66315000004,345866.90712799993,100.0,100.0,100.0,100.0,197053.1485,197053.1485,318849.72239999997,318849.72239999997,345962.81522,345962.81522,348462.686202,348462.686202
open,tcp,64,1,4000,50,28000,4096,8900,nvme,direct-dsync,raw,good,24016,440.009,484.2899335443038,56.41834886293983,870.58,443.1902,444.84225000000004,448.633,456.1465,499.76475000000005,560.4100000000001,612.27075,699.217,764.6814400000003,0.0,0.0,0.0,0.0,1,True,4003.3070727392496,4003.3070727392496,4003.3070727392496,4003.8072152128357,5.998290804,100.0,0,0.000461007,0.000461007,0.000521438,True,1,13,9,0.0,0.12,16.985857142857142,1.0,1.0,24016,0.786,3.5842132744836777,0.9747272581335278,12.29,0.939,2.29275,3.087,3.4695,3.967,4.76,5.227,6.628249999999992,9.584895000000005,0.0,0.0,0.0,0.0,456.1465,456.1465,560.4100000000001,560.4100000000001,699.217,699.217,764.6814400000003,764.6814400000003
open,tcp,64,1,39700,50,277900,4096,8900,nvme,direct-dsync,raw,good,238539,356.112,647.3861450035424,101.19600686544499,911.996,427.44476000000003,461.76279999999997,584.4485,648.002,727.4155000000001,783.4936000000001,803.101,822.8977199999999,840.236386,0.0,0.0,0.0,0.0,1,True,39674.33033762674,39674.33033762674,39674.33033762674,39675.66095982135,6.012224982,100.0,0,0.000584696,0.000584696,0.000756968,True,2,64,39,0.08,0.08,13.025512774379273,1.0,1.0,238539,0.772,4.039145301187647,2.234763029076013,157.806,0.827,0.956,2.327,4.184,5.147,6.482,7.528,10.54623999999999,15.246859999999986,0.0,0.0,0.0,0.0,648.002,648.002,783.4936000000001,783.4936000000001,822.8977199999999,822.8977199999999,840.236386,840.236386
open,tcp,64,1,67400,50,471800,4096,8900,nvme,direct-dsync,raw,good,404298,474.345,782.3452621309034,118.52198536142159,1889.975,599.58267,635.3108500000001,706.89975,763.067,830.8435000000001,918.9223,996.544,1200.3345799999975,1575.9100299999998,4.856813538528511,0.0,0.0,0.0,1,True,67319.56872272881,67319.56872272881,67319.56872272881,67321.40038008102,6.005490048,95.14318646147149,0,0.000813716,0.000813716,0.000942137,True,39,64,97,2.4,3.28,10.320262823230182,1.0,1.0,404298,0.758,43.08910604554067,88.69253425713097,1125.271,0.829,0.962,2.275,4.32,43.7525,142.241,213.20474999999982,414.7471199999999,794.1801479999936,0.007172926900454615,0.0,0.0,0.0,763.067,763.067,918.9223,918.9223,1200.3345799999975,1200.3345799999975,1575.9100299999998,1575.9100299999998
open,tcp,64,1,83300,50,583100,4096,8900,nvme,direct-dsync,raw,good,499120,436.794,111639.73681773122,73754.0360631174,236370.426,1655.45666,4890.1874,41648.115999999995,113367.113,177313.23475,213719.76820000002,224049.63179999997,232851.82815000002,236124.39919199998,99.38050969706684,98.80409520756531,94.91745472030775,89.15671581984293,1,False,83397.08618323904,83397.08618323904,83397.08618323904,83251.47283217618,5.995329368,0.6194903029331623,0,0.083379218,0.083379218,0.083558557,False,19314,64,19369,12081.52,2257.92,9.179094494940834,1.0,1.0,499120,0.78,110988.40538495552,73743.54066687504,235756.576,1013.79735,4201.216350000001,41031.92325,112645.159,176710.33725,213044.2587,223357.6646,232145.86612,235491.455293,99.00965699631351,98.10947267190255,93.81351178073409,88.74539188972592,113367.113,113367.113,213719.76820000002,213719.76820000002,232851.82815000002,232851.82815000002,236124.39919199998,236124.39919199998
open,tcp,64,4,7500,50,52500,4096,8900,nvme,direct-dsync,raw,good,44997,393.207,581.2380035557926,107.61316397503168,982.724,418.86956,442.0996,492.341,567.002,653.389,729.977,787.6701999999998,860.977,943.7643800000001,0.0,0.0,0.0,0.0,1,True,7512.9628294462445,7512.9628294462445,7512.9628294462445,7513.797751524552,5.988582803,100.0,0,0.000617202,0.000617202,0.000902056,True,4,11,10,0.72,0.36,15.475809523809524,1.401233085114901,1.6884903438006977,44997,1.645,47.447405515923286,14.663260958314488,104.893,4.285959999999999,10.752400000000002,48.337,54.525,55.374,56.237,56.8922,58.66124000000001,62.426076000000016,0.0,0.0,0.0,0.0,567.002,567.002,729.977,729.977,860.977,860.977,943.7643800000001,943.7643800000001
open,tcp,64,4,75400,50,527800,4096,8900,nvme,direct-dsync,raw,good,452785,482.925,698.7726930154488,83.73394826741672,979.973,536.12384,567.8922,631.784,699.826,760.577,801.692,834.4466,903.2699199999997,946.473864,0.0,0.0,0.0,0.0,1,True,75614.10904115865,75614.10904115865,75614.10904115865,75617.95018619279,5.987797856,100.0,0,0.000809142,0.000809142,0.000896994,True,5,33,77,1.44,1.92,5.16337627889352,3.6469417650147866,3.7814989454155947,452785,1.629,23.856131612133794,16.468090362918524,106.934,3.47,5.275,8.327,20.213,36.057,51.762,54.787,56.445,59.84164800000005,0.0,0.0,0.0,0.0,699.826,699.826,801.692,801.692,903.2699199999997,903.2699199999997,946.473864,946.473864
open,tcp,64,4,128200,50,897400,4096,8900,nvme,direct-dsync,raw,good,769041,432.498,675.2544830574702,72.02292223809773,903.813,511.11240000000004,557.263,623.576,674.609,729.141,771.412,792.003,822.276,852.6547199999987,0.0,0.0,0.0,0.0,1,True,128371.60677976029,128371.60677976029,128371.60677976029,128368.26838119945,5.990896424,100.0,0,0.000636076,0.000636076,0.000806103,True,7,64,118,2.76,2.44,5.11792957432583,3.9576626240352812,3.972920819566187,769041,1.722,18.59716115005572,12.425754130515585,128.953,3.336,4.358,8.422,15.501,25.567,36.548,43.979,55.964,59.40183999999985,0.0,0.0,0.0,0.0,674.609,674.609,771.412,771.412,822.276,822.276,852.6547199999987,852.6547199999987
open,tcp,64,4,158400,50,1108800,4096,8900,nvme,direct-dsync,raw,good,950406,50843.554,199746.33012453205,86817.59952652059,353536.068,54398.16885,65897.3385,124375.0475,196974.0865,273012.585,323648.13049999997,338044.448,349954.9637,353223.775595,100.0,100.0,100.0,100.0,1,False,150895.42418576698,150895.42418576698,150895.42418576698,158499.13188452192,5.996285208,0.0,0,0.353468642,0.353468642,0.353604228,False,53096,64,53324,12953.72,47371.36,3.880546536796537,4.0,4.0,950406,49304.277,198161.60742589377,86816.35572495882,351930.953,52815.9818,64304.0085,122787.15275000001,195383.0305,271431.08875,322072.29449999996,336450.59125,348359.47075,351629.14208,100.0,100.0,100.0,100.0,196974.0865,196974.0865,323648.13049999997,323648.13049999997,349954.9637,349954.9637,353223.775595,353223.775595
open,udp,4,64,7500,50,52500,4096,8900,nvme,direct-dsync,raw,good,44997,421.184,491.18478214103163,51.12807246391076,875.615,430.12912,442.44460000000004,468.933,475.684,488.445,552.948,609.3773999999999,700.71356,771.97222,0.0,0.0,0.0,0.0,1,True,7513.296798277567,7513.296798277567,7513.296798277567,7513.797751524552,5.988582803,100.0,0,0.000535445,0.000535445,0.000671482,True,4,4,8,0.72,0.36,13.395866666666667,1.4591439688715953,1.8018756806009288,44997,1.734,55.085313220881396,31.024235993304178,316.684,4.46796,12.357,50.984,54.956,56.013,63.487,110.20319999999995,201.63104,257.27574000000016,0.0,0.0,0.0,0.0,475.684,475.684,552.948,552.948,700.71356,700.71356,771.97222,771.97222
open,udp,4,64,75500,50,528500,4096,8900,nvme,direct-dsync,raw,good,452866,439.501,1181.7487709476975,257.12838477473485,2099.588,636.1826,769.457,1005.80025,1136.025,1381.5034999999998,1557.88,1626.02375,1694.7263500000001,1778.250630000005,75.95226844143743,0.004195501539086617,0.0,0.0,1,True,75570.73781757969,75570.73781757969,75570.73781757969,75575.07674343266,5.992266492,24.047510742692097,0,0.001197768,0.001197768,0.001390435,True,64,4,137,28.84,23.96,3.4465089877010406,20.37943932441291,45.03904907853537,452866,2.035,352.5873836697831,262.5139588796525,1075.242,11.114,27.329,109.8155,304.5485,575.2997499999999,744.852,811.1747499999999,877.5807,964.1427750000006,0.029147694903128078,0.0,0.0,0.0,1136.025,1136.025,1557.88,1557.88,1694.7263500000001,1694.7263500000001,1778.250630000005,1778.250630000005
open,udp,4,64,105700,0,739900,4096,8900,nvme,direct-dsync,raw,good,634172,587.553,1273.937599875113,201.83530408804637,1963.844,828.22252,983.5335,1118.25875,1252.2,1421.16225,1566.8259,1630.18445,1698.5078700000001,1788.5396030000056,94.04073342878588,0.0,0.0,0.0,1,True,105743.57961438427,105743.57961438427,105743.57961438427,105733.07586496063,5.997858237,5.959266571214118,0,0.001212531,0.001212531,0.001322196,True,99,4,202,37.4,32.28,2.9534261386673877,27.84824419436185,49.35655153491482,634172,0.97,360.91689634200185,232.83914163095037,1088.749,11.488710000000001,33.77655000000001,161.139,333.9155,549.99175,707.0286000000001,760.6008999999999,817.2781900000003,885.1740820000016,0.0050459496792668234,0.0,0.0,0.0,1252.2,1252.2,1566.8259,1566.8259,1698.5078700000001,1698.5078700000001,1788.5396030000056,1788.5396030000056
open,udp,4,64,105700,100,739900,4096,8900,nvme,direct-dsync,raw,good,634172,480.083,1044.689702837716,248.9943129492309,1843.051,618.43597,668.14465,837.375,1037.2595000000001,1245.0932500000001,1398.5819000000001,1458.4318999999998,1517.1715800000002,1565.0114760000013,54.750919308957194,0.0,0.0,0.0,1,True,105727.24044861416,105727.24044861416,105727.24044861416,105733.07586496063,5.997858237,45.248765319187854,0,0.001160232,0.001160232,0.001311915,True,92,4,180,20.64,30.08,3.3285038518718744,27.429101019462465,42.85641907873574,634172,4.487,260.38170550260816,193.23900222242702,1021.091,17.32842,33.771550000000005,95.43975,206.761,409.61875000000003,568.1718000000001,627.3268999999999,681.932,717.0860150000009,0.00031537185495417646,0.0,0.0,0.0,1037.2595000000001,1037.2595000000001,1398.5819000000001,1398.5819000000001,1517.1715800000002,1517.1715800000002,1565.0114760000013,1565.0114760000013
