worker,transport,window,batch,rate,wait_us,count,bytes,mtu,device,method,layout,placement,profile,key,node,role,stage,repeat,run,seed,command,started,offered,committed,batches,offered_end_ns,drained_ns,retried_packets,max_follower_lag_batches,process_cpu_seconds,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,measurement_seconds,measured_records,goodput_rps,offered_rps,backlog_start,backlog_end,queue_end,drain_seconds,below_1ms_pct,average_batch_records,max_batch_records,queue_samples,queue_min_us,queue_mean_us,queue_stddev_us,queue_max_us,queue_p01_us,queue_p05_us,queue_p25_us,queue_p50_us,queue_p75_us,queue_p90_us,queue_p95_us,queue_p99_us,queue_p999_us,queue_over_1000us_pct,queue_over_2000us_pct,queue_over_5000us_pct,queue_over_10000us_pct,post_prepare_samples,post_prepare_min_us,post_prepare_mean_us,post_prepare_stddev_us,post_prepare_max_us,post_prepare_p01_us,post_prepare_p05_us,post_prepare_p25_us,post_prepare_p50_us,post_prepare_p75_us,post_prepare_p90_us,post_prepare_p95_us,post_prepare_p99_us,post_prepare_p999_us,post_prepare_over_1000us_pct,post_prepare_over_2000us_pct,post_prepare_over_5000us_pct,post_prepare_over_10000us_pct,max_sampled_queue,max_sampled_backlog,first_quarter_mean_queue,last_quarter_mean_queue,stable_observed,file,ended,recovered_records,recorded_stable_observed,quorum_drain_seconds,all_followers_drain_seconds
use1-az4,tcp,4,4,0,50,2000,4096,8900,nvme,direct-dsync,raw,good,scale,preflight-7281bb814c14ab34-r0,2,leader,preflight,0,893678330167089239,14763011847420527822,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.94.112', '172.31.5.207', '43001', '2000', '4', '4', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/preflight-7281bb814c14ab34-r0.csv', '893678330167089239', '14763011847420527822']",1789410560.1007764,2000,2000,500,0,90965712,0,4,0.009385,1800,411.481,502.24702,54.700731886812385,683.1,413.632,426.738,472.619,486.4105,533.907,565.7584000000002,621.92,680.516,683.1,0.0,0.0,0.0,0.0,0.080862078,1800,22359.059335576312,22260.12544471093,12,0,0,0.0,100.0,4.0,4,1800,2.967,3.3136977777777776,0.6282423009171926,10.621,2.985,2.996,3.013,3.111,3.149,4.121,4.169,4.338,10.621,0.0,0.0,0.0,0.0,1800,408.338,498.9333222222222,54.70155887448177,679.658,410.485,423.444,469.343,483.0845,530.818,562.6481000000002,618.808,677.516,679.658,0.0,0.0,0.0,0.0,4,16,0.32,0.0,False,preflight-7281bb814c14ab34-r0.csv.gz,1789410560.3205094,2000,False,0.0,0.000157855
use1-az4,udp,4,4,0,50,2000,4096,8900,nvme,direct-dsync,raw,good,scale,preflight-15806b056cfe5d38-r0,2,leader,preflight,0,10347375238417955685,14763011847420527822,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.94.112', '172.31.5.207', '43001', '2000', '4', '4', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/preflight-15806b056cfe5d38-r0.csv', '10347375238417955685', '14763011847420527822']",1789410561.9589622,2000,2000,500,0,73120236,0,4,0.0103,1800,437.592,500.18680666666666,41.8243716647544,754.331,439.5,448.22,477.646,484.76800000000003,516.447,545.0306,566.414,691.745,754.331,0.0,0.0,0.0,0.0,0.064583644,1800,27994.70404612041,27870.83367423492,12,0,0,0.0,100.0,4.0,4,1800,3.163,3.576811111111111,0.6284865400210686,10.286,3.177,3.353,3.39,3.4105,3.447,4.006900000000002,4.491,6.31,10.286,0.0,0.0,0.0,0.0,1800,434.152,496.60999555555554,41.792925926498114,750.936,435.626,444.804,474.142,481.21000000000004,513.06,541.3628000000001,562.976,688.393,750.936,0.0,0.0,0.0,0.0,4,16,0.48,0.0,False,preflight-15806b056cfe5d38-r0.csv.gz,1789410562.157171,2000,False,0.0,6.8053e-05
use1-az4,udp,64,4,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-67ff128eef3cf4a0-r0,2,leader,closed,0,8142499684882493693,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.94.112', '172.31.5.207', '43001', '250000', '64', '4', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-67ff128eef3cf4a0-r0.csv', '8142499684882493693', '2338772514953129357']",1789410564.700524,250000,250000,62500,0,1658112327,0,64,0.950865,225000,1238.744,1599.7008515733332,88.21997490698308,1919.55,1389.777,1423.503,1592.864,1616.897,1631.512,1730.244,1752.43,1767.608,1781.85,100.0,0.0,0.0,0.0,1.493461932,225000,150793.26441110787,150656.66903118626,208,0,0,0.0,0.0,4.0,4,225000,3.293,3.5827733333333334,0.7669948940290715,19.996,3.329,3.345,3.377,3.434,3.549,3.677,4.491,5.206,15.557,0.0,0.0,0.0,0.0,225000,1235.177,1596.11807824,88.26915455000098,1916.163,1385.83,1419.875,1589.295,1613.3984999999998,1628.008,1726.717,1748.948,1764.173,1778.402,100.0,0.0,0.0,0.0,4,256,0.96,0.32,False,closed-67ff128eef3cf4a0-r0.csv.gz,1789410569.0963027,250000,False,0.0,3.9283e-05
use1-az4,tcp,16,16,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-b0768bd17b65d64e-r0,2,leader,closed,0,4683799638470682265,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.94.112', '172.31.5.207', '43001', '250000', '16', '16', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-b0768bd17b65d64e-r0.csv', '4683799638470682265', '2338772514953129357']",1789410570.8817742,250000,250000,15625,0,1661986139,0,16,0.635789,225008,664.426,840.9264990400342,64.84805251168883,1062.78,752.89,782.705,813.468,824.432,836.986,976.756,1011.914,1044.219,1054.778,8.255706463770178,0.0,0.0,0.0,1.488226974,225008,151277.9998839075,151191.99149793127,144,0,0,0.0,91.74429353622982,16.0,16,225008,12.329,13.774703263883952,1.542664786709269,29.265,12.418,12.827,13.025,13.089,14.443,14.727,15.223,22.042,27.694,0.0,0.0,0.0,0.0,225008,650.07,827.1517957761502,64.73852256507449,1049.707,739.564,768.723,799.518,810.671,823.487,961.949,997.606,1030.945,1040.669,3.6407594396643677,0.0,0.0,0.0,16,144,3.2,1.28,False,closed-b0768bd17b65d64e-r0.csv.gz,1789410574.828551,250000,False,0.0,0.00107832
use1-az4,udp,4,64,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-fe139724d01f6f2a-r0,2,leader,closed,0,2376737398769366393,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.94.112', '172.31.5.207', '43001', '250000', '4', '64', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-fe139724d01f6f2a-r0.csv', '2376737398769366393', '2338772514953129357']",1789410576.6323342,250000,250000,3907,0,1658222574,120,4,0.718121,225040,1194.291,1524.382135442588,83.94697600285443,1713.907,1426.014,1437.025,1469.839,1485.743,1583.848,1669.383,1676.646,1695.134,1710.71,100.0,0.0,0.0,0.0,1.492302068,225040,150929.22862584947,150800.56834713172,256,0,0,0.0,0.0,63.99658727337362,64,225040,15.448,55.59755762531106,2.0057451362575125,69.256,54.024,54.275,54.718,55.14,55.593,55.983,60.923,64.211,68.563,0.0,0.0,0.0,0.0,225040,1178.843,1468.784577817277,83.94314993794283,1658.455,1369.464,1381.284,1414.118,1430.467,1527.642,1613.952,1621.323,1639.551,1655.505,100.0,0.0,0.0,0.0,64,256,5.12,10.24,False,closed-fe139724d01f6f2a-r0.csv.gz,1789410580.438117,250000,False,0.0,0.000163737
use1-az4,udp,16,64,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-8c23fc370689c629-r0,2,leader,closed,0,13028259583610264751,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.94.112', '172.31.5.207', '43001', '250000', '16', '64', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-8c23fc370689c629-r0.csv', '13028259583610264751', '2338772514953129357']",1789410582.2249033,250000,250000,3907,0,2810415844,180210,16,1.14353,225040,781.376,9594.766362388908,7115.778179562402,24508.513,823.87,933.725,4214.989,6193.676,17246.983,20626.489,21567.683,22853.998,24111.991,94.6178457163171,90.2950586562389,65.21151795236402,33.928190543903305,2.534335813,225040,89023.71928877445,88796.4408053764,640,0,0,0.0,5.382154283682901,63.99658727337362,64,225040,15.145,56.54322879488091,3.7137586204623636,157.821,54.134,54.51,55.008,55.612,56.392,58.144,65.018,69.26,84.507,0.0,0.0,0.0,0.0,225040,726.99,9538.223133594027,7115.584181995866,24452.067,768.667,876.091,4160.819,6137.294,17187.524,20571.049,21512.61,22797.108,24048.394,93.36651261997866,90.26661926768574,63.9033060789193,33.928190543903305,64,1024,5.12,7.68,False,closed-8c23fc370689c629-r0.csv.gz,1789410587.1926212,250000,False,0.0,0.000881004
use1-az4,tcp,64,4,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-0eb6cf72c09d3794-r0,2,leader,closed,0,1504261519453786018,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.94.112', '172.31.5.207', '43001', '250000', '64', '4', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-0eb6cf72c09d3794-r0.csv', '1504261519453786018', '2338772514953129357']",1789410588.9884312,250000,250000,62500,0,1658748605,0,64,0.970659,225000,664.71,1193.8150380622224,186.60614597970257,1666.703,856.649,893.172,1097.872,1168.0285,1374.345,1426.0711,1450.819,1612.871,1641.404,81.10933333333334,0.0,0.0,0.0,1.49250556,225000,150849.68929696985,150753.2072443335,148,0,0,0.0,18.890666666666668,4.0,4,225000,3.027,3.2791685333333334,0.8053863876376799,29.49,3.044,3.051,3.064,3.078,3.118,4.183100000000006,4.25,4.477,13.268,0.0,0.0,0.0,0.0,225000,661.668,1190.535869528889,186.62527860074422,1663.6,853.543,890.088,1094.734,1164.8629999999998,1371.216,1422.867,1447.624,1609.665,1638.341,81.09511111111111,0.0,0.0,0.0,4,244,0.64,0.48,False,closed-0eb6cf72c09d3794-r0.csv.gz,1789410593.3429508,250000,False,0.0,0.000392682
use1-az4,tcp,16,64,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-a123a9a0d5795ef2-r0,2,leader,closed,0,13943221769807851447,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.94.112', '172.31.5.207', '43001', '250000', '16', '64', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-a123a9a0d5795ef2-r0.csv', '13943221769807851447', '2338772514953129357']",1789410595.1484542,250000,250000,3907,0,1654141522,0,16,0.457414,225040,6229.807,6652.379991681479,80.89048621311119,6838.548,6482.844,6524.787,6587.17,6651.318,6708.846,6766.111,6784.773,6818.989,6832.502,100.0,100.0,100.0,0.0,1.492005514,225040,151473.9710271607,150830.54176970018,1024,0,0,0.0,0.0,63.99658727337362,64,225040,13.104,50.745389548524706,2.129602904903807,74.646,48.828,48.985,49.68,50.34,51.132,51.598,55.086,59.998,65.317,0.0,0.0,0.0,0.0,225040,6216.703,6601.634602132955,80.92954536715729,6787.432,6431.995,6474.056,6536.297,6600.892,6658.258,6715.486,6732.742,6767.771,6783.44,100.0,100.0,100.0,0.0,64,1024,7.68,7.68,False,closed-a123a9a0d5795ef2-r0.csv.gz,1789410598.9514015,250000,False,0.0,0.000133245
use1-az4,tcp,4,64,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-80776832c7011b09-r0,2,leader,closed,0,8185236476698777162,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.94.112', '172.31.5.207', '43001', '250000', '4', '64', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-80776832c7011b09-r0.csv', '8185236476698777162', '2338772514953129357']",1789410600.7406797,250000,250000,3907,0,1654535976,0,4,0.565203,225040,824.038,1087.730953999289,132.04844156165925,1269.828,906.081,910.588,988.252,991.579,1249.162,1251.184,1251.975,1253.454,1258.843,46.071809456096695,0.0,0.0,0.0,1.486570858,225040,151468.05736723245,151381.95316351345,192,0,0,0.0,53.928190543903305,63.99658727337362,64,225040,13.119,51.549672164948454,2.411993792337203,67.229,48.922,49.309,50.287,51.057,51.87,53.31,57.227,62.016,65.904,0.0,0.0,0.0,0.0,225040,771.507,1036.1812818343406,132.30591442611924,1218.937,852.425,858.575,936.767,940.946,1197.855,1200.4,1201.331,1202.926,1208.15,45.95805190188411,0.0,0.0,0.0,64,192,10.24,15.36,False,closed-80776832c7011b09-r0.csv.gz,1789410604.5290525,250000,False,0.0,0.000358025
use1-az4,udp,64,1,0,50,128000,4096,8900,nvme,direct-dsync,raw,good,scale,closed-490739bea7829fdf-r0,2,leader,closed,0,9936996607548346016,4351613970252497371,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.94.112', '172.31.5.207', '43001', '128000', '64', '1', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182700Z-518aa675/results/closed-490739bea7829fdf-r0.csv', '9936996607548346016', '4351613970252497371']",1789410606.0146677,128000,128000,128000,0,1691348437,0,64,0.955246,115200,495.076,745.4738650347223,74.02392411046212,972.657,568.8196300000001,630.9056999999999,690.5515,742.0865,800.81025,842.2461,867.71515,907.52801,935.0732140000001,0.0,0.0,0.0,0.0,1.527033237,115200,75473.79926478968,75440.40117052148,52,0,0,0.0,100.0,1.0,1,115200,0.799,0.9258404166666666,0.44497529439670863,96.976,0.81,0.815,0.83,0.853,0.884,0.918,1.754,1.895,6.261224000000162,0.0,0.0,0.0,0.0,115200,494.177,744.5480246180556,74.00369265081684,971.769,567.96281,630.0318000000001,689.64175,741.1434999999999,799.87825,841.2911000000001,866.771,906.59402,934.2102540000004,0.0,0.0,0.0,0.0,1,64,0.16,0.08,False,closed-490739bea7829fdf-r0.csv.gz,1789410609.8439007,128000,False,0.0,0.000216501
