name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,items_per_iteration,items_per_second,projected_codes,stride,tuples_per_call,unit_bytes,fraction_R_0,fraction_R_1,fraction_R_AC,fraction_W_A,fraction_W_AB,fraction_W_AC,fraction_W_all,binding_bytes,allocated_binding_bytes,input_bytes,issued_write_bytes,live_bindings,lowered_decode_terms
scan/packet1/permuted/64/1048576,3,2,scan/packet1/permuted/64/1048576,iteration,3,2,1,11,2567877.9090906223,2558576.636363628,ns,1048576.0,409827864.87501377,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1024,4,0,scan/packet4/ordered/16/1024,iteration,3,0,1,33727,831.2498295131167,830.1535268479257,ns,1024.0,1233506775.4131033,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1024,4,0,scan/packet4/ordered/16/1024,iteration,3,1,1,33727,829.7611112759918,829.7815993121284,ns,1024.0,1234059662.0229645,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1024,4,0,scan/packet4/ordered/16/1024,iteration,3,2,1,33727,830.0679870727305,829.9455629021281,ns,1024.0,1233815861.8732877,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/65536,4,1,scan/packet4/ordered/16/65536,iteration,3,0,1,514,54390.856031141266,54350.19649805456,ns,65536.0,1205809807.9249048,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/65536,4,1,scan/packet4/ordered/16/65536,iteration,3,1,1,514,54276.803501956376,54278.503891050495,ns,65536.0,1207402476.1542046,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/65536,4,1,scan/packet4/ordered/16/65536,iteration,3,2,1,514,54356.35214006279,54332.657587548616,ns,65536.0,1206199050.624368,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1048576,4,2,scan/packet4/ordered/16/1048576,iteration,3,0,1,27,1011160.0740740582,1009720.111111108,ns,1048576.0,1038481841.1174703,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1048576,4,2,scan/packet4/ordered/16/1048576,iteration,3,1,1,27,1006243.5555558598,1006287.7407407371,ns,1048576.0,1042024023.0971454,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1048576,4,2,scan/packet4/ordered/16/1048576,iteration,3,2,1,27,1008768.481481352,1007405.2592592584,ns,1048576.0,1040868101.8511004,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1024,5,0,scan/packet4/ordered/64/1024,iteration,3,0,1,33702,832.0481573793307,830.9589045160503,ns,1024.0,1232311242.3909538,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1024,5,0,scan/packet4/ordered/64/1024,iteration,3,1,1,33702,830.3088244020385,830.3276363420568,ns,1024.0,1233248124.2117288,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1024,5,0,scan/packet4/ordered/64/1024,iteration,3,2,1,33702,831.0364666782635,830.6965461990379,ns,1024.0,1232700442.4003537,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/65536,5,1,scan/packet4/ordered/64/65536,iteration,3,0,1,306,91768.53921569903,91773.39869281021,ns,65536.0,714106712.1134555,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/65536,5,1,scan/packet4/ordered/64/65536,iteration,3,1,1,306,94449.94117646146,91804.49673202586,ns,65536.0,713864814.1745965,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/65536,5,1,scan/packet4/ordered/64/65536,iteration,3,2,1,306,91345.89869282361,91223.5816993464,ns,65536.0,718410730.8567731,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1048576,5,2,scan/packet4/ordered/64/1048576,iteration,3,0,1,13,2094754.0000002198,2091465.5384615378,ns,1048576.0,501359444.23512834,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1048576,5,2,scan/packet4/ordered/64/1048576,iteration,3,1,1,13,2093890.9230767859,2090604.69230769,ns,1048576.0,501565888.50020295,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1048576,5,2,scan/packet4/ordered/64/1048576,iteration,3,2,1,13,2113932.461538271,2109934.384615392,ns,1048576.0,496970904.70950305,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1024,6,0,scan/packet4/permuted/16/1024,iteration,3,0,1,33720,831.3238434164207,830.1994068801969,ns,1024.0,1233438607.0547626,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1024,6,0,scan/packet4/permuted/16/1024,iteration,3,1,1,33720,830.1364175563438,830.0440391459131,ns,1024.0,1233669482.2285104,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1024,6,0,scan/packet4/permuted/16/1024,iteration,3,2,1,33720,831.4039442467783,830.1912218268104,ns,1024.0,1233450767.8203573,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/65536,6,1,scan/packet4/permuted/16/65536,iteration,3,0,1,514,54362.33268482087,54316.94552529252,ns,65536.0,1206547963.3696148,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/65536,6,1,scan/packet4/permuted/16/65536,iteration,3,1,1,514,54318.58171208773,54320.605058365116,ns,65536.0,1206466679.2570598,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/65536,6,1,scan/packet4/permuted/16/65536,iteration,3,2,1,514,54603.933852157745,54491.75680933829,ns,65536.0,1202677319.2375596,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1048576,6,2,scan/packet4/permuted/16/1048576,iteration,3,0,1,27,1011536.925925906,1010072.1851851919,ns,1048576.0,1038119864.4805257,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1048576,6,2,scan/packet4/permuted/16/1048576,iteration,3,1,1,27,1008678.111110873,1008758.740740743,ns,1048576.0,1039471538.2887475,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1048576,6,2,scan/packet4/permuted/16/1048576,iteration,3,2,1,27,1014720.296296374,1009284.5555555432,ns,1048576.0,1038929996.7270674,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/1024,7,0,scan/packet4/permuted/64/1024,iteration,3,0,1,33708,832.0020766582111,830.87035718524,ns,1024.0,1232442571.9904487,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/1024,7,0,scan/packet4/permuted/64/1024,iteration,3,1,1,33708,832.2990684702596,831.022991574697,ns,1024.0,1232216208.6750846,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/1024,7,0,scan/packet4/permuted/64/1024,iteration,3,2,1,33708,831.3825501365964,830.8883647798643,ns,1024.0,1232415861.6317832,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/65536,7,1,scan/packet4/permuted/64/65536,iteration,3,0,1,306,90838.11111110375,90843.97058823527,ns,65536.0,721412764.9379432,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/65536,7,1,scan/packet4/permuted/64/65536,iteration,3,1,1,306,91107.27450982213,90992.43137254768,ns,65536.0,720235727.4274588,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/65536,7,1,scan/packet4/permuted/64/65536,iteration,3,2,1,306,91025.36274510759,90915.13071895424,ns,65536.0,720848108.3593369,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/1048576,7,2,scan/packet4/permuted/64/1048576,iteration,3,0,1,13,2105645.230769299,2102396.8461538497,ns,1048576.0,498752650.7748894,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/1048576,7,2,scan/packet4/permuted/64/1048576,iteration,3,1,1,13,2103662.692308516,2100289.538461539,ns,1048576.0,499253070.0162804,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/64/1048576,7,2,scan/packet4/permuted/64/1048576,iteration,3,2,1,13,2107126.2307696785,2103689.4615384596,ns,1048576.0,498446191.40372586,16.0,64.0,4.0,,,,,,,,,,,,,,
small/unpacked/R_AC,8,0,small/unpacked/R_AC,iteration,3,0,1,86109,324.66956996363166,324.6783727601091,ns,256.0,788472597.7395093,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_AC,8,0,small/unpacked/R_AC,iteration,3,1,1,86109,325.18689103358076,324.7692111161429,ns,256.0,788252060.9641476,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_AC,8,0,small/unpacked/R_AC,iteration,3,2,1,86109,324.8380308678277,324.7400736276137,ns,256.0,788322787.3304008,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_0,9,0,small/unpacked/R_0,iteration,3,0,1,54607,512.7097075466071,512.7240463676852,ns,256.0,499293921.9714634,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_0,9,0,small/unpacked/R_0,iteration,3,1,1,54607,513.2155035067833,513.1135385573291,ns,256.0,498914919.9215637,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_0,9,0,small/unpacked/R_0,iteration,3,2,1,54607,512.7450876258886,512.7579797461837,ns,256.0,499260879.61950505,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_1,10,0,small/unpacked/R_1,iteration,3,0,1,54685,513.8818140257488,513.1177653835608,ns,256.0,498910810.0917873,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_1,10,0,small/unpacked/R_1,iteration,3,1,1,54685,513.4305751120552,513.0674773703917,ns,256.0,498959710.5473702,,,,4.0,,,,,,,,,,,,,
small/unpacked/R_1,10,0,small/unpacked/R_1,iteration,3,2,1,54685,512.5922282161516,512.6054859650778,ns,256.0,499409403.54555714,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_A,11,0,small/unpacked/W_A,iteration,3,0,1,84316,332.0461478247725,331.9764576118392,ns,256.0,771139019.4401253,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_A,11,0,small/unpacked/W_A,iteration,3,1,1,84316,331.56316713328215,331.5717064376882,ns,256.0,772080352.5439217,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_A,11,0,small/unpacked/W_A,iteration,3,2,1,84316,331.8576782580276,331.79987191043523,ns,256.0,771549423.8319165,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_AC,12,0,small/unpacked/W_AC,iteration,3,0,1,60240,466.7680776890846,464.51205179283437,ns,256.0,551115948.4709609,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_AC,12,0,small/unpacked/W_AC,iteration,3,1,1,60240,463.95225763623176,463.96417662682336,ns,256.0,551766737.3830597,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_AC,12,0,small/unpacked/W_AC,iteration,3,2,1,60240,464.8577523239913,464.19716135457844,ns,256.0,551489800.6979702,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_AB,13,0,small/unpacked/W_AB,iteration,3,0,1,59812,463.9360329031353,463.947585768742,ns,256.0,551786468.6714957,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_AB,13,0,small/unpacked/W_AB,iteration,3,1,1,59812,464.24327894054085,464.06672574065163,ns,256.0,551644808.3870339,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_AB,13,0,small/unpacked/W_AB,iteration,3,2,1,59812,464.9323547114597,464.2643449475015,ns,256.0,551409994.728215,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_all,14,0,small/unpacked/W_all,iteration,3,0,1,36859,760.3119726528754,760.1553758919167,ns,256.0,336773254.6778694,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_all,14,0,small/unpacked/W_all,iteration,3,1,1,36859,760.4255405738223,760.224992539141,ns,256.0,336742415.0907793,,,,4.0,,,,,,,,,,,,,
small/unpacked/W_all,14,0,small/unpacked/W_all,iteration,3,2,1,36859,759.8125016957198,759.8323882905039,ns,256.0,336916409.38859856,,,,4.0,,,,,,,,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,15,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,iteration,3,0,1,41657,641.5570732408817,641.5748613678343,ns,256.0,399018127.75863653,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,15,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,iteration,3,1,1,41657,638.2366709075969,638.126029238786,ns,256.0,401174671.2563657,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,15,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/bytes,iteration,3,2,1,41657,636.2235158557024,635.511702715026,ns,256.0,402824997.4096774,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,16,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,iteration,3,0,1,27408,1014.9444322823618,1014.4046993578442,ns,256.0,252364761.48233294,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,16,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,iteration,3,1,1,27408,1011.9854422063725,1011.8083771161603,ns,256.0,253012334.93405837,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,16,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/5/word,iteration,3,2,1,27408,1012.2694833625385,1012.2956800933999,ns,256.0,252890538.8358271,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,17,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,iteration,3,0,1,35859,738.3139518668406,738.1474106918846,ns,256.0,346814194.95876116,,,,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,17,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,iteration,3,1,1,35859,725.4778437770341,725.4962213112503,ns,256.0,352861934.3286305,,,,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,17,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/bytes,iteration,3,2,1,35859,715.1688000221877,714.9820965447977,ns,256.0,358050923.56457365,,,,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,18,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,iteration,3,0,1,26570,1043.1790741439033,1042.9666541211952,ns,256.0,245453676.7675529,,,,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,18,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,iteration,3,1,1,26570,1040.0649981183128,1040.092698532182,ns,256.0,246131907.6283074,,,,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,18,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/50/word,iteration,3,2,1,26570,1039.900940910867,1039.7189687617624,ns,256.0,246220380.40229207,,,,,0.127197265625,0.12744140625,0.2501220703125,0.2025146484375,0.04833984375,0.19384765625,0.050537109375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,19,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,iteration,3,0,1,27061,1005.3907468314122,1005.142825468385,ns,256.0,254690172.89230207,,,,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,19,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,iteration,3,1,1,27061,995.5174235986509,995.544214921844,ns,256.0,257145786.35776362,,,,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,19,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/bytes,iteration,3,2,1,27061,1008.3609992238855,1008.1696906987911,ns,256.0,253925507.14608282,,,,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,20,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,iteration,3,0,1,28717,943.0694710448955,943.0952745760296,ns,256.0,271446593.8927382,,,,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,20,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,iteration,3,1,1,28717,916.188947313098,915.951457324935,ns,256.0,279490793.92007965,,,,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,,,,,,
mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,20,0,mixture/b2-A0s0-B0s1-C1s0-D1s3/90/word,iteration,3,2,1,28717,911.3707211758356,911.3943657067256,ns,256.0,280888284.62472343,,,,,0.025146484375,0.0262451171875,0.0504150390625,0.3653564453125,0.08935546875,0.354248046875,0.0892333984375,,,,,,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,21,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,iteration,3,0,1,39911,650.1072135498206,649.644934980331,ns,256.0,394061411.419687,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,21,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,iteration,3,1,1,39911,641.9845656585283,641.8006063491322,ns,256.0,398877778.34341735,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,21,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/bytes,iteration,3,2,1,39911,636.6066999073444,636.6232617574182,ns,256.0,402121655.5821478,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,22,0,mixture/b2-A0s0-B0s1-C1s5-D1s0/5/word,iteration,3,0,1,27365,1016.7070345332287,1016.4880687009061,ns,256.0,251847520.77530393,,,,,0.2333984375,0.2396240234375,0.477783203125,0.02099609375,0.0050048828125,0.017578125,0.005615234375,,,,,,
