condition,family,variant,bytes,k,stride,train,ahead,rep,n,p10,median,p90
isolated,mlp,base,16384,1,0,0,0,0,3,1.59965,1.62799,1.62799
isolated,mlp,base,16384,1,0,0,0,1,3,1.60317,1.60524,1.60524
isolated,mlp,base,16384,2,0,0,0,0,3,0.815,0.815033,0.815033
isolated,mlp,base,16384,2,0,0,0,1,3,0.807216,0.810896,0.810896
isolated,mlp,base,16384,4,0,0,0,0,3,0.409752,0.437203,0.437203
isolated,mlp,base,16384,4,0,0,0,1,3,0.398843,0.420627,0.420627
isolated,mlp,base,16384,8,0,0,0,0,3,0.261938,0.263517,0.263517
isolated,mlp,base,16384,8,0,0,0,1,3,0.262333,0.270104,0.270104
isolated,mlp,base,16384,12,0,0,0,0,3,0.228989,0.232884,0.232884
isolated,mlp,base,16384,12,0,0,0,1,3,0.227289,0.227308,0.227308
isolated,mlp,base,16384,16,0,0,0,0,3,0.206531,0.208642,0.208642
isolated,mlp,base,16384,16,0,0,0,1,3,0.206667,0.207661,0.207661
isolated,mlp,base,16384,24,0,0,0,0,3,0.195587,0.195674,0.195674
isolated,mlp,base,16384,24,0,0,0,1,3,0.195835,0.204559,0.204559
isolated,mlp,base,16384,32,0,0,0,0,3,0.232829,0.233276,0.233276
isolated,mlp,base,16384,32,0,0,0,1,3,0.234253,0.239512,0.239512
isolated,mlp,base,16384,48,0,0,0,0,3,0.277755,0.27776,0.27776
isolated,mlp,base,16384,48,0,0,0,1,3,0.279394,0.279979,0.279979
isolated,mlp,base,16384,64,0,0,0,0,3,0.309749,0.31867,0.31867
isolated,mlp,base,16384,64,0,0,0,1,3,0.307375,0.308852,0.308852
isolated,mlp,base,524288,1,0,0,0,0,3,5.93417,6.04858,6.04858
isolated,mlp,base,524288,1,0,0,0,1,3,6.02964,9.21501,9.21501
isolated,mlp,base,524288,2,0,0,0,0,3,3.01301,3.04232,3.04232
isolated,mlp,base,524288,2,0,0,0,1,3,3.1632,3.2418,3.2418
isolated,mlp,base,524288,4,0,0,0,0,3,1.61013,1.67681,1.67681
isolated,mlp,base,524288,4,0,0,0,1,3,1.57679,1.67471,1.67471
isolated,mlp,base,524288,8,0,0,0,0,3,0.86756,0.881431,0.881431
isolated,mlp,base,524288,8,0,0,0,1,3,0.818397,0.888984,0.888984
