dataset,mask,operation,configuration,policy,repetitions,median_ns,min_ns,max_ns,cycles_per_call,relative_to_plain
msmarco,dispersed32,union,plain,selected,5,36.5089,36.3726,36.6933,162.07622909545898,1.0
msmarco,none,intersection,bec-plain-frame,complete,5,49.959,49.866,50.1858,223.06553649902344,1.0101012143293286
msmarco,none,intersection,local-frame,complete,5,52.184,52.0784,52.3563,233.06038665771484,1.055087607209145
msmarco,none,intersection,local-frame,selected,5,3.15412,3.13731,3.16888,14.062324523925781,1.9343902364232928
msmarco,none,intersection,local-inline,complete,5,48.6241,48.4218,49.7613,217.0660858154297,0.9831114004617928
msmarco,none,intersection,local-point,complete,5,52.093,51.9999,52.1647,233.05736541748047,1.0532477142868697
msmarco,none,intersection,mixed-frame,complete,5,52.3132,52.1245,52.5137,233.06147003173828,1.057699850786706
msmarco,none,intersection,mixed-frame-point,complete,5,52.165,52.0917,52.2846,233.0605926513672,1.054703453741857
msmarco,none,intersection,mixed-point-frame,complete,5,52.2308,52.1936,52.5137,233.06149291992188,1.056033837854887
msmarco,none,intersection,plain,complete,5,49.4594,49.4108,49.6177,221.0558319091797,1.0
msmarco,none,intersection,plain,selected,5,1.63055,1.62358,1.64307,7.251810073852539,1.0
msmarco,none,union,bec-plain-frame,complete,5,49.891,49.8711,50.1118,223.06214904785156,1.0071014469349524
msmarco,none,union,local-frame,complete,5,52.1669,52.0414,52.383,233.05767059326172,1.0530428428396097
msmarco,none,union,local-frame,selected,5,3.16007,3.14951,3.17095,14.08353567123413,1.7122182488079758
msmarco,none,union,local-inline,complete,5,49.5636,49.3681,49.8961,221.05587005615234,1.000492539241651
msmarco,none,union,local-point,complete,5,52.2206,52.0728,52.3884,233.0586929321289,1.054126832891932
msmarco,none,union,mixed-frame,complete,5,52.3319,52.0811,52.5484,233.0597686767578,1.0563735385311026
msmarco,none,union,mixed-frame-point,complete,5,52.3408,52.0761,52.708,233.06031036376953,1.0565531942380983
msmarco,none,union,mixed-point-frame,complete,5,52.3946,52.1478,52.6318,233.0629425048828,1.05763920289387
msmarco,none,union,plain,complete,5,49.5392,49.2881,49.7285,221.05323028564453,1.0
msmarco,none,union,plain,selected,5,1.8456,1.83974,1.85038,8.25200343132019,1.0
msmarco,single255,intersection,bec-plain-frame,complete,5,109.867,109.252,110.401,490.2755126953125,1.958158742267049
msmarco,single255,intersection,local-frame,complete,5,102.918,102.383,103.659,458.7492370605469,1.8343067657862704
msmarco,single255,intersection,local-frame,selected,5,49.517,49.4359,49.7936,221.34015655517578,21.812983740589498
msmarco,single255,intersection,local-inline,complete,5,97.0486,96.7541,98.2592,433.65338134765625,1.7296964922568006
msmarco,single255,intersection,local-point,complete,5,95.6866,95.333,96.0954,426.9056854248047,1.705421576158539
msmarco,single255,intersection,mixed-frame,complete,5,101.734,101.573,102.165,454.3611602783203,1.8132043423939486
msmarco,single255,intersection,mixed-frame-point,complete,5,100.515,99.9299,101.117,448.1137237548828,1.7914781142560772
msmarco,single255,intersection,mixed-point-frame,complete,5,100.33,100.006,100.56,447.30836486816406,1.7881808606010268
msmarco,single255,intersection,plain,complete,5,56.1073,56.0778,56.1702,251.05818939208984,1.0
msmarco,single255,intersection,plain,selected,5,2.27007,2.2665,2.27506,10.127585887908936,1.0
msmarco,single255,union,bec-plain-frame,complete,5,109.427,109.293,109.639,489.93284606933594,1.9475189498094787
msmarco,single255,union,local-frame,complete,5,111.901,111.856,112.069,500.23838806152344,1.991549782070517
msmarco,single255,union,local-frame,selected,5,56.1392,55.8758,56.2833,250.91299438476562,24.70165310711096
msmarco,single255,union,local-inline,complete,5,104.78,104.207,105.074,467.97560119628906,1.8648143105544077
msmarco,single255,union,local-point,complete,5,103.909,103.747,104.493,464.5825653076172,1.8493127523897495
msmarco,single255,union,mixed-frame,complete,5,110.638,110.494,111.203,494.9119567871094,1.9690716328604558
msmarco,single255,union,mixed-frame-point,complete,5,109.194,108.951,109.702,488.39495849609375,1.9433721495197365
msmarco,single255,union,mixed-point-frame,complete,5,108.536,108.231,108.972,485.7712707519531,1.9316614431220958
msmarco,single255,union,plain,complete,5,56.1879,56.1051,56.5592,251.06073760986328,1.0
msmarco,single255,union,plain,selected,5,2.27269,2.27136,2.27511,10.12741470336914,1.0
random_dense,all,intersection,bec-plain-frame,complete,5,7228.18,7207.89,7268.28,32388.115234375,40.34370552284208
random_dense,all,intersection,local-frame,complete,5,13823.5,13781.8,13830.8,61935.818359375,77.15513632684956
random_dense,all,intersection,local-frame,selected,5,13826.1,13782.1,13894.1,61979.900390625,73.86684190280806
random_dense,all,intersection,local-inline,complete,5,13832.5,13821.7,13868.8,62041.4921875,77.20536935227305
random_dense,all,intersection,local-point,complete,5,14493.1,14481.8,14513.6,64888.3125,80.89247341835738
random_dense,all,intersection,mixed-frame,complete,5,13925.6,13800.2,13969.4,61934.294921875,77.72500209304273
random_dense,all,intersection,mixed-frame-point,complete,5,14010.2,13947.7,14068.2,62748.34765625,78.19719253202356
random_dense,all,intersection,mixed-point-frame,complete,5,14357.4,14348.1,14388.4,64391.880859375,80.13507102391651
random_dense,all,intersection,plain,complete,5,179.165,178.512,180.628,801.0791320800781,1.0
random_dense,all,intersection,plain,selected,5,187.176,186.5,188.771,837.1038513183594,1.0
random_dense,all,union,bec-plain-frame,complete,5,7227.93,7201.7,7249.12,32378.3330078125,40.00846894719363
random_dense,all,union,local-frame,complete,5,13819.9,13801.4,13882.3,61937.6875,76.49673419683383
random_dense,all,union,local-frame,selected,5,13825.4,13795.8,13933.8,61945.978515625,74.03476454145292
random_dense,all,union,local-inline,complete,5,13878.2,13837.5,13929.8,62191.732421875,76.81943983172812
random_dense,all,union,local-point,complete,5,14494.8,14442.2,14537.9,64886.0546875,80.23248090335437
random_dense,all,union,mixed-frame,complete,5,13822.5,13785.8,13873.2,61930.86328125,76.51112587180339
random_dense,all,union,mixed-frame-point,complete,5,13985.6,13980.4,14043.8,62727.078125,77.41392671316285
random_dense,all,union,mixed-point-frame,complete,5,14360.0,14329.8,14425.2,64305.984375,79.48632790877892
random_dense,all,union,plain,complete,5,180.66,180.611,181.703,808.3689575195312,1.0
random_dense,all,union,plain,selected,5,186.742,186.048,188.71,833.8662414550781,1.0
random_dense,cluster32,intersection,bec-plain-frame,complete,5,963.374,959.339,968.182,4312.3643798828125,14.973895229642709
random_dense,cluster32,intersection,local-frame,complete,5,1784.87,1784.37,1791.03,8006.530029296875,27.742555205488607
random_dense,cluster32,intersection,local-frame,selected,5,1728.37,1726.4,1744.12,7741.5859375,81.23681006970392
random_dense,cluster32,intersection,local-inline,complete,5,1804.13,1786.38,2363.54,8019.010498046875,28.04191684709708
random_dense,cluster32,intersection,local-point,complete,5,1866.98,1861.36,1873.59,8364.613037109375,29.018805693155873
random_dense,cluster32,intersection,mixed-frame,complete,5,1787.87,1786.69,1800.43,8010.204345703125,27.789184744679957
random_dense,cluster32,intersection,mixed-frame-point,complete,5,1804.39,1802.93,1808.15,8084.11669921875,28.045958073826995
random_dense,cluster32,intersection,mixed-point-frame,complete,5,1855.76,1853.99,1885.52,8311.176025390625,28.84441121658022
random_dense,cluster32,intersection,plain,complete,5,64.3369,64.0205,64.5279,287.6307373046875,1.0
random_dense,cluster32,intersection,plain,selected,5,21.2757,21.1566,21.3734,95.0370864868164,1.0
random_dense,cluster32,union,bec-plain-frame,complete,5,964.986,959.633,969.514,4318.494873046875,14.96984269802364
random_dense,cluster32,union,local-frame,complete,5,1791.53,1785.6,1799.22,8008.1494140625,27.79203251528032
random_dense,cluster32,union,local-frame,selected,5,1728.62,1726.55,1748.27,7747.19091796875,80.61089349002052
random_dense,cluster32,union,local-inline,complete,5,1790.98,1788.81,1792.43,8028.40771484375,27.783500356799355
random_dense,cluster32,union,local-point,complete,5,1866.45,1863.08,1882.28,8361.330322265625,28.954267630542024
random_dense,cluster32,union,mixed-frame,complete,5,1785.28,1779.55,1795.99,8003.356201171875,27.69507616890571
random_dense,cluster32,union,mixed-frame-point,complete,5,1803.96,1794.47,1809.98,8080.68603515625,27.98485929695014
random_dense,cluster32,union,mixed-point-frame,complete,5,1851.08,1848.77,1855.97,8294.58935546875,28.715832583537587
random_dense,cluster32,union,plain,complete,5,64.462,64.1491,64.8026,288.79251861572266,1.0
random_dense,cluster32,union,plain,selected,5,21.444,21.3237,21.4838,95.65010452270508,1.0
random_dense,dispersed32,intersection,bec-plain-frame,complete,5,1767.12,1764.78,1772.0,7910.3095703125,21.803564091586022
random_dense,dispersed32,intersection,local-frame,complete,5,2114.52,2110.71,2120.94,9481.999755859375,26.08994994281117
random_dense,dispersed32,intersection,local-frame,selected,5,2058.29,2053.28,2067.98,9221.71435546875,55.94425931865252
random_dense,dispersed32,intersection,local-inline,complete,5,2039.17,2033.59,2045.35,9139.37060546875,25.16024593046283
random_dense,dispersed32,intersection,local-point,complete,5,2029.42,2027.96,2041.65,9084.93701171875,25.0399458094224
random_dense,dispersed32,intersection,mixed-frame,complete,5,2093.43,2084.93,2108.51,9380.598876953125,25.829731527145256
random_dense,dispersed32,intersection,mixed-frame-point,complete,5,2099.7,2099.04,2104.44,9416.5947265625,25.907093758829717
random_dense,dispersed32,intersection,mixed-point-frame,complete,5,2121.74,2116.9,2128.14,9513.5517578125,26.17903372475085
random_dense,dispersed32,intersection,plain,complete,5,81.0473,80.5217,81.6783,360.8541564941406,1.0
random_dense,dispersed32,intersection,plain,selected,5,36.7918,36.655,37.1136,164.6261215209961,1.0
random_dense,dispersed32,union,bec-plain-frame,complete,5,1770.21,1763.6,1775.57,7930.68017578125,21.828788880229656
random_dense,dispersed32,union,local-frame,complete,5,2113.44,2111.29,2125.6,9475.205810546875,26.06122187256459
random_dense,dispersed32,union,local-frame,selected,5,2060.3,2053.64,2061.63,9221.304443359375,56.684183013728784
random_dense,dispersed32,union,local-inline,complete,5,2037.16,2036.4,2052.68,9131.46923828125,25.120598999694185
random_dense,dispersed32,union,local-point,complete,5,2030.41,2026.6,2040.67,9081.3564453125,25.037363493770282
random_dense,dispersed32,union,mixed-frame,complete,5,2093.13,2085.87,2103.57,9378.06396484375,25.81077548362912
random_dense,dispersed32,union,mixed-frame-point,complete,5,2097.21,2094.28,2106.32,9407.12060546875,25.861086722765343
random_dense,dispersed32,union,mixed-point-frame,complete,5,2120.04,2118.27,2122.81,9504.9296875,26.14260770057907
random_dense,dispersed32,union,plain,complete,5,81.0952,80.8664,81.3368,362.96778869628906,1.0
random_dense,dispersed32,union,plain,selected,5,36.347,36.2957,36.5133,162.84612274169922,1.0
random_dense,none,intersection,bec-plain-frame,complete,5,49.8456,49.8035,50.24,223.04853057861328,1.0052454850712405
random_dense,none,intersection,local-frame,complete,5,52.0952,51.9524,52.0988,233.05776977539062,1.050613586633189
random_dense,none,intersection,local-frame,selected,5,3.14242,3.1298,3.18527,14.043280601501465,2.6462484210526314
random_dense,none,intersection,local-inline,complete,5,48.6244,48.4504,48.7668,217.14418029785156,0.9806173175625938
random_dense,none,intersection,local-point,complete,5,52.0792,51.9499,52.1379,233.0611801147461,1.0502909116576418
random_dense,none,intersection,mixed-frame,complete,5,52.0738,52.0151,52.2097,233.05913543701172,1.0501820088533946
random_dense,none,intersection,mixed-frame-point,complete,5,52.0597,51.9861,52.2174,233.05859375,1.0498976515311935
random_dense,none,intersection,mixed-point-frame,complete,5,52.0462,52.0427,52.3,233.05867767333984,1.0496253945205756
random_dense,none,intersection,plain,complete,5,49.5855,49.4102,50.0763,221.06282806396484,1.0
random_dense,none,intersection,plain,selected,5,1.1875,1.18555,1.192,5.312859773635864,1.0
random_dense,none,union,bec-plain-frame,complete,5,49.7742,49.6541,49.8162,222.87232971191406,1.0061410459587956
random_dense,none,union,local-frame,complete,5,52.0927,51.9676,52.2482,233.05875396728516,1.0530074549629678
random_dense,none,union,local-frame,selected,5,3.14824,3.12988,3.17531,14.030794620513916,1.943958011732016
random_dense,none,union,local-inline,complete,5,49.3369,49.2254,49.6354,221.051025390625,0.9973014166046767
random_dense,none,union,local-point,complete,5,52.0852,51.9613,52.3164,233.0587158203125,1.0528558491542417
random_dense,none,union,mixed-frame,complete,5,52.0994,51.9949,52.21,233.0542984008789,1.0531428894854298
random_dense,none,union,mixed-frame-point,complete,5,52.1334,52.0488,52.2143,233.0564193725586,1.0538301691516545
random_dense,none,union,mixed-point-frame,complete,5,52.1896,51.9893,52.4372,233.06221771240234,1.054966202011708
random_dense,none,union,plain,complete,5,49.4704,49.2635,49.7182,221.0555877685547,1.0
random_dense,none,union,plain,selected,5,1.6195,1.61342,1.62508,7.251763105392456,1.0
random_dense,single255,intersection,bec-plain-frame,complete,5,128.579,128.259,128.839,575.4465942382812,2.2843909398268485
random_dense,single255,intersection,local-frame,complete,5,128.223,128.058,128.668,575.2085266113281,2.278066087599204
random_dense,single255,intersection,local-frame,selected,5,72.2819,72.1643,72.4761,323.9393310546875,31.952602822081545
random_dense,single255,intersection,local-inline,complete,5,122.591,122.375,122.86,548.8201141357422,2.178005504042753
random_dense,single255,intersection,local-point,complete,5,119.809,119.231,120.572,536.1221466064453,2.1285792711851457
random_dense,single255,intersection,mixed-frame,complete,5,127.208,126.536,127.62,568.8704833984375,2.260033152174879
random_dense,single255,intersection,mixed-frame-point,complete,5,127.567,127.191,127.768,572.1747131347656,2.2664113037190488
random_dense,single255,intersection,mixed-point-frame,complete,5,125.158,124.506,125.43,560.6123504638672,2.2236119525493954
random_dense,single255,intersection,plain,complete,5,56.2859,56.1469,56.67,251.06697845458984,1.0
random_dense,single255,intersection,plain,selected,5,2.26216,2.26163,2.26649,10.127419710159302,1.0
random_dense,single255,union,bec-plain-frame,complete,5,129.879,129.706,130.084,582.479248046875,2.314052973477627
random_dense,single255,union,local-frame,complete,5,128.429,128.389,128.641,575.7123107910156,2.288218336534453
random_dense,single255,union,local-frame,selected,5,72.2509,72.1244,72.2869,323.91151428222656,31.929160129924657
random_dense,single255,union,local-inline,complete,5,121.703,121.52,121.855,544.5915985107422,2.168381255100114
random_dense,single255,union,local-point,complete,5,119.984,119.515,120.195,537.7016296386719,2.1377538475792055
random_dense,single255,union,mixed-frame,complete,5,127.767,127.328,131.459,571.8352966308594,2.2764234884955687
random_dense,single255,union,mixed-frame-point,complete,5,127.657,127.414,128.329,573.197998046875,2.2744636194860868
random_dense,single255,union,mixed-point-frame,complete,5,124.69,124.525,124.922,558.7326202392578,2.221600607203053
random_dense,single255,union,plain,complete,5,56.1262,55.9495,56.2442,251.058349609375,1.0
random_dense,single255,union,plain,selected,5,2.26285,2.2599,2.27254,10.127547264099121,1.0
structural,all,intersection,bec-plain-frame,complete,5,7198.51,7182.43,7240.02,32268.5703125,40.167566904001966
structural,all,intersection,local-frame,complete,5,13742.7,13713.4,13813.1,61597.951171875,76.68403901524452
structural,all,intersection,local-frame,selected,5,13774.6,13702.3,13830.5,61590.548828125,73.53866030291867
structural,all,intersection,local-inline,complete,5,13759.1,13745.6,13840.4,61647.689453125,76.77555074436981
structural,all,intersection,local-point,complete,5,14400.3,14343.1,14453.7,64511.048828125,80.35343615382898
structural,all,intersection,mixed-frame,complete,5,13743.2,13725.7,13785.8,61589.279296875,76.68682900698614
structural,all,intersection,mixed-frame-point,complete,5,13991.7,13939.9,14042.1,62416.39453125,78.0734549025735
structural,all,intersection,mixed-point-frame,complete,5,14299.4,14261.2,14354.0,64007.06640625,79.79041582036918
structural,all,intersection,plain,complete,5,179.212,178.547,179.897,799.9559631347656,1.0
structural,all,intersection,plain,selected,5,187.311,186.708,188.712,836.927978515625,1.0
structural,all,union,bec-plain-frame,complete,5,7201.77,7199.18,7255.98,32267.99609375,40.104077916436964
structural,all,union,local-frame,complete,5,13750.8,13688.0,13813.7,61560.62890625,76.57328054260846
structural,all,union,local-frame,selected,5,13751.6,13693.2,13813.8,61550.892578125,73.32974281585444
structural,all,union,local-inline,complete,5,13789.6,13762.2,13869.7,61783.734375,76.78934384692917
structural,all,union,local-point,complete,5,14376.7,14361.7,14984.4,64472.90234375,80.05869348524588
structural,all,union,mixed-frame,complete,5,13728.4,13689.5,13787.1,61551.541015625,76.4485429648563
structural,all,union,mixed-frame-point,complete,5,13910.9,13884.6,14000.4,62367.095703125,77.46482010502459
structural,all,union,mixed-point-frame,complete,5,14254.5,14223.9,14335.0,63922.310546875,79.37820544947293
structural,all,union,plain,complete,5,179.577,179.103,180.783,802.5060729980469,1.0
structural,all,union,plain,selected,5,187.531,187.042,188.6,838.8143005371094,1.0
structural,cluster32,intersection,bec-plain-frame,complete,5,957.194,956.024,957.378,4287.566162109375,14.9878414836365
structural,cluster32,intersection,local-frame,complete,5,1777.15,1768.46,1779.36,7951.757080078125,27.82679633663041
structural,cluster32,intersection,local-frame,selected,5,1715.41,1712.16,1717.0,7687.097412109375,81.0000047219035
structural,cluster32,intersection,local-inline,complete,5,1775.94,1770.8,1785.73,7959.158935546875,27.807850032960307
structural,cluster32,intersection,local-point,complete,5,1853.25,1848.65,1867.91,8301.754638671875,29.01837791456
structural,cluster32,intersection,mixed-frame,complete,5,1772.14,1769.6,1780.88,7952.139404296875,27.74834924457486
structural,cluster32,intersection,mixed-frame-point,complete,5,1791.25,1786.2,1796.08,8021.436279296875,28.047575577744826
structural,cluster32,intersection,mixed-point-frame,complete,5,1841.24,1837.95,1846.75,8255.2236328125,28.830324107057578
structural,cluster32,intersection,plain,complete,5,63.8647,63.8266,64.025,286.38380432128906,1.0
structural,cluster32,intersection,plain,selected,5,21.1779,21.1688,21.2026,94.69985580444336,1.0
structural,cluster32,union,bec-plain-frame,complete,5,955.34,952.739,962.015,4282.61669921875,14.951483660949043
structural,cluster32,union,local-frame,complete,5,1782.12,1776.61,1785.34,7984.92724609375,27.890947790159007
structural,cluster32,union,local-frame,selected,5,1723.25,1718.86,1725.16,7720.32666015625,81.05521114570888
structural,cluster32,union,local-inline,complete,5,1783.64,1780.08,1857.53,7996.82958984375,27.914736446725932
structural,cluster32,union,local-point,complete,5,1858.57,1854.99,1868.61,8323.607666015625,29.087423312883434
structural,cluster32,union,mixed-frame,complete,5,1781.5,1779.12,1802.12,7977.564453125,27.881244522348815
structural,cluster32,union,mixed-frame-point,complete,5,1792.84,1790.53,1803.57,8040.0390625,28.05872042068361
structural,cluster32,union,mixed-point-frame,complete,5,1845.65,1841.53,1856.05,8269.72998046875,28.885219732064606
structural,cluster32,union,plain,complete,5,63.896,63.63,64.0643,285.9707946777344,1.0
structural,cluster32,union,plain,selected,5,21.2602,21.2555,21.2869,95.0341567993164,1.0
structural,dispersed32,intersection,bec-plain-frame,complete,5,1803.04,1800.45,1819.52,8086.10888671875,21.829443549197485
structural,dispersed32,intersection,local-frame,complete,5,2128.25,2124.74,2137.23,9541.10302734375,25.766767921720845
structural,dispersed32,intersection,local-frame,selected,5,2071.95,2069.41,2074.72,9281.601318359375,53.980366512607006
structural,dispersed32,intersection,local-inline,complete,5,2060.72,2058.25,2062.13,9243.76611328125,24.94918077840882
structural,dispersed32,intersection,local-point,complete,5,2044.31,2038.47,2051.89,9168.5205078125,24.750504560109544
structural,dispersed32,intersection,mixed-frame,complete,5,2108.68,2105.99,2120.55,9444.9296875,25.529833516351136
structural,dispersed32,intersection,mixed-frame-point,complete,5,2111.25,2105.63,2119.02,9461.7138671875,25.56094856089892
structural,dispersed32,intersection,mixed-point-frame,complete,5,2139.83,2136.06,2147.52,9598.5068359375,25.906967227504246
structural,dispersed32,intersection,plain,complete,5,82.5967,82.318,83.6154,370.1819152832031,1.0
structural,dispersed32,intersection,plain,selected,5,38.3834,38.0101,38.6666,171.39415740966797,1.0
structural,dispersed32,union,bec-plain-frame,complete,5,1806.44,1805.29,1807.91,8098.886962890625,21.888468701418766
structural,dispersed32,union,local-frame,complete,5,2137.08,2124.59,2146.06,9538.068603515625,25.894803421330362
structural,dispersed32,union,local-frame,selected,5,2070.11,2069.1,2073.51,9281.56787109375,55.128693359609066
structural,dispersed32,union,local-inline,complete,5,2061.72,2057.49,2071.15,9241.897216796875,24.981673175466163
structural,dispersed32,union,local-point,complete,5,2045.48,2043.68,2053.78,9171.2109375,24.784894576835136
structural,dispersed32,union,mixed-frame,complete,5,2106.46,2103.31,2115.15,9441.257080078125,25.523783674404118
structural,dispersed32,union,mixed-frame-point,complete,5,2112.42,2110.09,2127.19,9461.3115234375,25.596000450749006
structural,dispersed32,union,mixed-point-frame,complete,5,2142.03,2138.95,2161.01,9596.05078125,25.954782119804726
structural,dispersed32,union,plain,complete,5,82.5293,81.3441,82.9201,369.6197204589844,1.0
structural,dispersed32,union,plain,selected,5,37.5505,37.2981,37.9878,167.7260513305664,1.0
structural,none,intersection,bec-plain-frame,complete,5,49.8242,49.7285,49.9087,223.05536651611328,0.9973936229841616
structural,none,intersection,local-frame,complete,5,52.0809,51.9378,52.3057,233.05995178222656,1.042568822766363
structural,none,intersection,local-frame,selected,5,3.14617,3.13638,3.16309,14.074305057525635,2.3411093252373725
structural,none,intersection,local-inline,complete,5,48.4946,48.4161,49.4164,217.2718734741211,0.9707773489422353
structural,none,intersection,local-point,complete,5,52.1443,51.9253,52.3053,233.05917358398438,1.0438379802379771
structural,none,intersection,mixed-frame,complete,5,52.049,51.947,52.2196,233.0610580444336,1.0419302403792259
structural,none,intersection,mixed-frame-point,complete,5,52.066,51.9941,52.2355,233.06024169921875,1.042270550742277
structural,none,intersection,mixed-point-frame,complete,5,52.1179,51.9789,52.279,233.0646743774414,1.0433094982624154
structural,none,intersection,plain,complete,5,49.9544,49.4027,52.2334,221.06179809570312,1.0
structural,none,intersection,plain,selected,5,1.34388,1.33996,1.34888,6.0016114711761475,1.0
structural,none,union,bec-plain-frame,complete,5,49.8323,49.7117,49.903,223.0473403930664,1.0096871188267664
structural,none,union,local-frame,complete,5,52.0377,51.8592,52.1256,233.05789947509766,1.0543722722686215
structural,none,union,local-frame,selected,5,3.14015,3.12788,3.14634,14.055801391601562,2.2461891715963636
structural,none,union,local-inline,complete,5,49.4318,49.3227,49.7259,221.05525970458984,1.0015723079292138
structural,none,union,local-point,complete,5,52.0814,51.9156,52.2328,233.0628204345703,1.0552577085638102
structural,none,union,mixed-frame,complete,5,52.0902,52.0403,52.1513,233.06024169921875,1.0554360115248551
structural,none,union,mixed-frame-point,complete,5,52.2119,51.9258,52.2644,233.0590057373047,1.057901860429305
structural,none,union,mixed-point-frame,complete,5,52.132,51.9924,52.379,233.06008911132812,1.0562829505898181
structural,none,union,plain,complete,5,49.3542,49.1817,49.511,220.87650299072266,1.0
structural,none,union,plain,selected,5,1.39799,1.39165,1.39935,6.25148606300354,1.0
structural,single255,intersection,bec-plain-frame,complete,5,128.412,128.12,129.166,575.8428649902344,2.288433264722393
structural,single255,intersection,local-frame,complete,5,129.28,128.688,129.519,578.8860626220703,2.3039019130868685
structural,single255,intersection,local-frame,selected,5,72.253,72.0005,72.3573,323.96312713623047,31.785687576161504
structural,single255,intersection,local-inline,complete,5,122.402,121.71,123.083,546.6207733154297,2.181328913719515
structural,single255,intersection,local-point,complete,5,119.429,119.081,120.106,534.5917053222656,2.12834701096884
structural,single255,intersection,mixed-frame,complete,5,128.796,128.201,129.875,577.2092437744141,2.295276537731562
structural,single255,intersection,mixed-frame-point,complete,5,126.794,126.274,128.354,567.2272644042969,2.2595988487618843
structural,single255,intersection,mixed-point-frame,complete,5,126.328,126.086,126.48,565.9588775634766,2.2512942518288823
structural,single255,intersection,plain,complete,5,56.1135,55.8776,56.1455,251.05989837646484,1.0
structural,single255,intersection,plain,selected,5,2.27313,2.26222,2.28943,10.127453088760376,1.0
structural,single255,union,bec-plain-frame,complete,5,128.654,128.386,128.712,576.2027130126953,2.2926152108017757
structural,single255,union,local-frame,complete,5,129.551,129.171,129.577,579.4059906005859,2.308599757291501
structural,single255,union,local-frame,selected,5,72.2776,72.0463,72.3482,323.9763412475586,31.958189447433938
structural,single255,union,local-inline,complete,5,120.679,120.45,120.756,540.2803955078125,2.1505006531032653
structural,single255,union,local-point,complete,5,119.714,119.234,120.918,534.6754150390625,2.1333043461215646
structural,single255,union,mixed-frame,complete,5,128.89,128.293,129.235,576.2530670166016,2.296820732509217
structural,single255,union,mixed-frame-point,complete,5,126.453,126.279,127.369,566.3280944824219,2.25339337487771
structural,single255,union,mixed-point-frame,complete,5,126.922,126.683,127.738,568.5380706787109,2.261750958270889
structural,single255,union,plain,complete,5,56.1167,56.0267,56.2136,251.05638885498047,1.0
structural,single255,union,plain,selected,5,2.26163,2.26069,2.26296,10.127356767654419,1.0
terminal_mix,all,intersection,bec-plain-frame,complete,5,2789.11,2780.41,2790.84,12490.84033203125,15.366489262062963
terminal_mix,all,intersection,local-frame,complete,5,1880.41,1878.58,1888.93,8426.2529296875,10.36004319416438
terminal_mix,all,intersection,local-frame,selected,5,1882.32,1878.92,1888.4,8421.587646484375,10.040218052251463
terminal_mix,all,intersection,local-inline,complete,5,1576.47,1572.0,1583.65,7056.546630859375,8.685498000066113
terminal_mix,all,intersection,local-point,complete,5,2880.82,2872.08,2909.99,12862.3125,15.871761815036418
terminal_mix,all,intersection,mixed-frame,complete,5,1885.75,1883.72,1899.65,8414.2119140625,10.389463709188677
terminal_mix,all,intersection,mixed-frame-point,complete,5,2382.63,2381.54,2388.61,10677.186767578125,13.127004065981291
terminal_mix,all,intersection,mixed-point-frame,complete,5,2488.94,2477.01,2515.28,11120.0732421875,13.71271473119346
terminal_mix,all,intersection,plain,complete,5,181.506,180.769,181.665,811.0752258300781,1.0
terminal_mix,all,intersection,plain,selected,5,187.478,187.027,187.681,836.5675964355469,1.0
terminal_mix,all,union,bec-plain-frame,complete,5,2824.05,2812.3,2836.31,12646.83251953125,15.714746782262239
terminal_mix,all,union,local-frame,complete,5,3738.35,3729.38,3756.86,16758.05126953125,20.80247291424374
terminal_mix,all,union,local-frame,selected,5,3742.84,3737.19,3755.78,16758.8291015625,19.95234262136906
terminal_mix,all,union,local-inline,complete,5,3643.21,3631.11,3655.28,16351.81884765625,20.27305558492435
terminal_mix,all,union,local-point,complete,5,5401.59,5372.89,5420.9,24146.9375,30.0577606882314
terminal_mix,all,union,mixed-frame,complete,5,3763.25,3750.81,3769.4,16847.8037109375,20.94103179063698
terminal_mix,all,union,mixed-frame-point,complete,5,4835.24,4818.34,4848.15,21661.53125,26.906241826973908
terminal_mix,all,union,mixed-point-frame,complete,5,4968.25,4953.63,4975.21,22262.1962890625,27.64639106990824
terminal_mix,all,union,plain,complete,5,179.707,178.793,180.502,802.2688903808594,1.0
terminal_mix,all,union,plain,selected,5,187.589,187.13,188.078,838.5282592773438,1.0
terminal_mix,cluster32,intersection,bec-plain-frame,complete,5,396.969,393.747,398.307,1769.9059448242188,6.486199002975388
terminal_mix,cluster32,intersection,local-frame,complete,5,283.855,282.928,284.56,1270.0570678710938,4.637994447902932
terminal_mix,cluster32,intersection,local-frame,selected,5,234.891,234.506,235.804,1051.6837158203125,11.247522002700657
terminal_mix,cluster32,intersection,local-inline,complete,5,260.7,259.413,261.449,1168.60498046875,4.259657756841677
terminal_mix,cluster32,intersection,local-point,complete,5,407.462,406.358,409.661,1822.9376831054688,6.657647368309257
terminal_mix,cluster32,intersection,mixed-frame,complete,5,284.744,284.296,285.015,1275.3186950683594,4.652520093264774
terminal_mix,cluster32,intersection,mixed-frame-point,complete,5,352.662,351.568,352.98,1578.2685546875,5.7622532560157245
terminal_mix,cluster32,intersection,mixed-point-frame,complete,5,360.733,359.508,363.758,1615.5018920898438,5.894127815875599
terminal_mix,cluster32,intersection,plain,complete,5,61.2021,61.0742,61.4824,274.58416748046875,1.0
terminal_mix,cluster32,intersection,plain,selected,5,20.8838,20.8312,20.9067,93.40155410766602,1.0
terminal_mix,cluster32,union,bec-plain-frame,complete,5,397.293,396.602,398.058,1783.7291259765625,6.452725199692057
