profile,target,case,logical_values,encoded_bytes,authored_ns_per_value,direct_ns_per_value,materialized_ns_per_value,authored_over_materialized,authored_vs_materialized,authored_over_direct,authored_vs_direct,fastest_measured_native_variant,fastest_measured_native_over_materialized,fastest_measured_native_vs_materialized,authored_samples,direct_samples,materialized_samples
v2-neon,neon,composition/neon/local/k12/h0/u16/all,8192.0,12288.0,0.2042293925398094,0.20399041631410003,0.42600595254762835,0.47940502079481184,separated faster,1.0011715071228708,sample ranges overlap,authored-u64-carrier,0.42303906056813984,separated faster,"[0.20410746294514281,0.2042293925398094,0.20423646725117683]","[0.20422560576434212,0.2039774463432733,0.20399041631410003]","[0.42600595254762835,0.42609013335825313,0.4259318823853766]"
v2-neon,neon,composition/neon/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.20909375951551268,0.2090801644911474,0.6379709364973756,0.3277480956475716,separated faster,1.000065023023099,sample ranges overlap,authored-u64-carrier,0.28861695493028455,separated faster,"[0.2090956905040524,0.20909375951551268,0.20904150836543955]","[0.20909082102861756,0.2090801644911474,0.20904677268108646]","[0.6379709364973756,0.6379547081112753,0.637973293948107]"
v2-neon,neon,composition/neon/local/k31/h0/u32/all,8192.0,31744.0,0.33949396165733986,0.3394081656820247,0.46583499331497835,0.728785871669774,separated faster,1.0002527811172215,sample ranges overlap,authored-u64-carrier,0.6364511237651943,separated faster,"[0.33949396165733986,0.33940349999122027,0.339928982621352]","[0.339599843799145,0.3393451702543489,0.3394081656820247]","[0.4660958328130852,0.46583499331497835,0.46560508997622935]"
v2-neon,neon,composition/neon/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.3749830204294656,0.37509979444680536,0.7158231236097586,0.5238487107520335,separated faster,0.9996886854669915,separated faster,authored-u64-carrier,0.4659264615382056,separated faster,"[0.37501337241880006,0.3749830204294656,0.3748656940141848]","[0.37532780920470515,0.3750581568141532,0.37509979444680536]","[0.7152639172077477,0.7158231236097586,0.7163798085310327]"
v2-neon,neon,composition/neon/local/k5/h0/u8/all,8192.0,5120.0,0.2549545610639451,0.2553091648624011,0.445057120110532,0.5728580659503345,separated faster,0.9986110808100168,separated faster,authored-u64-carrier,0.487266240888331,separated faster,"[0.25502293379688123,0.25494698365789054,0.2549545610639451]","[0.2553091648624011,0.25528469972976636,0.2553546357192708]","[0.44507065396989864,0.445004078854691,0.445057120110532]"
v2-neon,neon,composition/neon/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.25514757951030653,0.25534026465955983,0.6254827925844763,0.40792102122593066,separated faster,0.9992453789083746,separated faster,authored-u64-carrier,0.34664926903271576,separated faster,"[0.25514757951030653,0.25514718483413923,0.25520033861041125]","[0.25534026465955983,0.2555484461163163,0.25528091015059806]","[0.6275561133532314,0.6254827925844763,0.6252345729518382]"
v2-neon,neon,composition/neon/local/k56/h0/u64/all,8192.0,57344.0,0.275401605355583,0.27547273119270377,0.4136530716226385,0.6657791861070053,separated faster,0.9997418044362765,sample ranges overlap,authored-u64-carrier,0.6563942920064341,separated faster,"[0.275401605355583,0.2754895269591374,0.2753953702466135]","[0.27547273119270377,0.2754439651607999,0.2754967870737429]","[0.41328457623647036,0.41392557092279253,0.4136530716226385]"
v2-neon,neon,composition/neon/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.30608123610154797,0.3057441168320653,0.6583114002849351,0.4649490134441963,separated faster,1.001102618990598,sample ranges overlap,authored-u64-carrier,0.4291299653935418,separated faster,"[0.3056518620165394,0.3060832658775119,0.30608123610154797]","[0.3057441168320653,0.30564299633616393,0.306043791558995]","[0.6583114002849351,0.6573974013677534,0.6588330717713899]"
v2-neon,neon,composition/neon/local/k60/h8/u64/all,8192.0,61440.0,0.7143116893379379,0.7140668662178645,0.7020156733433998,1.0175153012410356,separated slower,1.0003428574152586,sample ranges overlap,authored-u64-carrier,1.0086306920028139,separated slower,"[0.7146795900069307,0.7143116893379379,0.7128810839901915]","[0.7149004972110657,0.7140668662178645,0.7134416259570044]","[0.6870145191288316,0.7020156733433998,0.7023950509742065]"
v2-neon,neon,composition/neon/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.7391616380285901,0.7397783603511313,0.9671492127405722,0.7642684585701696,separated faster,0.9991663417645138,sample ranges overlap,authored-u64-carrier,0.7618261523626092,separated faster,"[0.7392873951464597,0.7391616380285901,0.7378639177098614]","[0.7397830302838265,0.7397783603511313,0.7386982134277166]","[0.9668263267389224,0.9673825451770732,0.9671492127405722]"
v2-neon,neon,composition/neon/local/k64/h0/u64/all,8192.0,65536.0,0.28752158143018797,0.28954786498847696,0.36920505371088047,0.778758520611536,separated faster,0.993001904682082,sample ranges overlap,authored-u64-carrier,0.7290007961355406,separated faster,"[0.2900387703326246,0.28752158143018797,0.2870245699404491]","[0.28954786498847696,0.2890198359165165,0.2907128496324266]","[0.36652413330021116,0.36920505371088047,0.3696361694331685]"
v2-neon,neon,composition/neon/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.24651075549281656,0.24664416056268088,0.6098916815797824,0.4041877647097725,separated faster,0.9994591192852085,sample ranges overlap,authored,0.4041877647097725,separated faster,"[0.2465015462984591,0.24663448898468118,0.24651075549281656]","[0.2466496401452013,0.24664416056268088,0.24652284119945153]","[0.6101482920672268,0.6098670046859805,0.6098916815797824]"
v2-neon,neon,composition/neon/local/k7/h0/u8/all,8192.0,7168.0,0.25515881313627986,0.2551065119480865,0.4450499900335018,0.573326185485528,separated faster,1.0002050170644174,separated slower,authored-u64-carrier,0.48720566890028366,separated faster,"[0.2551618867620811,0.2551133161897559,0.25515881313627986]","[0.2550479628809817,0.2551065119480865,0.2551099117279501]","[0.4450499900335018,0.4449719256289994,0.4460387775739019]"
v2-neon,neon,composition/neon/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.2551099334729905,0.2549909587885126,0.6264957825434969,0.40720135806385654,separated faster,1.000466583933184,separated slower,authored-u64-carrier,0.346210072453544,separated faster,"[0.25526867224046756,0.2551099334729905,0.25503156899564744]","[0.2549909587885126,0.2549771621733479,0.25502850815039557]","[0.6263786027960898,0.6267226869049397,0.6264957825434969]"
v2-neon,neon,composition/neon/striped/k12/h0/u16/all,8192.0,12288.0,0.13141329446773292,0.13143429921628583,0.3198525836676172,0.4108558166417512,separated faster,0.9998401882257664,sample ranges overlap,authored-u64-carrier,0.3916304086207032,separated faster,"[0.1314294349105561,0.13141329446773292,0.13139905971127636]","[0.13143614008592125,0.13139785125191925,0.13143429921628583]","[0.3198858624324212,0.3197518193709481,0.3198525836676172]"
v2-neon,neon,composition/neon/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.15146862783586934,0.15144683419247132,0.5284140983815647,0.2866475900241684,separated faster,1.0001439029314427,sample ranges overlap,authored-u64-carrier,0.2808149178776937,separated faster,"[0.15145813612229456,0.15146862783586934,0.15147196037056795]","[0.1514370321889622,0.15144683419247132,0.15146384694829654]","[0.5284061485039248,0.5284407827578247,0.5284140983815647]"
zen-avx2,avx2,composition/avx2/local/k12/h0/u16/all,8192.0,12288.0,0.2648683502851287,0.2641192207592394,0.18759408953872625,1.411922683366046,separated slower,1.002836330971051,separated slower,authored-u64-carrier,1.1086059807418627,separated slower,"[0.2647031341602191,0.2648683502851287,0.26528735161562217]","[0.2641192207592394,0.2640404517146219,0.264147849176606]","[0.1874778744208741,0.18759408953872625,0.1878530356330747]"
zen-avx2,avx2,composition/avx2/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.2644876194966758,0.26470370595138987,0.2846060219131478,0.9293113958684561,separated faster,0.9991836666814414,sample ranges overlap,authored-u64-carrier,0.730965876367719,separated faster,"[0.2644876194966758,0.26423352793166943,0.26453665129251613]","[0.26470370595138987,0.26471320590514746,0.26425968227239655]","[0.28464715938435137,0.2846060219131478,0.28434172941749086]"
zen-avx2,avx2,composition/avx2/local/k31/h0/u32/all,8192.0,31744.0,0.24806129252086134,0.24767044628165452,0.24457454325997458,1.0142563866803604,separated slower,1.0015780899379587,sample ranges overlap,authored-u64-carrier,0.7854425686327776,separated faster,"[0.24773754827286856,0.24806129252086134,0.2482661572195024]","[0.24767044628165452,0.24732394485897327,0.24789191417557896]","[0.24455897098399804,0.24487845926140692,0.24457454325997458]"
zen-avx2,avx2,composition/avx2/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.25563373098425357,0.2555591297537781,0.3244573412727626,0.7878808658835342,separated faster,1.0002919137756783,sample ranges overlap,authored-u64-carrier,0.6086847434221707,separated faster,"[0.25563373098425357,0.2556652123713068,0.25562605705366115]","[0.2556591952704561,0.2555591297537781,0.25524569989122586]","[0.3245984985781105,0.3244573412727626,0.3242205406115579]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/all,8192.0,5120.0,0.19678456233305203,0.19700334106689948,0.1244953458506242,1.580657983545538,separated slower,0.998889466885878,sample ranges overlap,dense32-authored,0.6851766920158228,separated faster,"[0.1966374725889681,0.19678456233305203,0.1972427482195315]","[0.19700334106689948,0.19703491032922388,0.19680541832914092]","[0.12434511071194768,0.1244953458506242,0.12457249891356165]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.1967413164763948,0.19683687105598693,0.14518971022162863,1.3550637726053305,separated slower,0.999514549387625,sample ranges overlap,dense32-authored,0.6092268272746789,separated faster,"[0.1967413164763948,0.19673400611953643,0.1967798585876073]","[0.19683687105598693,0.1967178866855363,0.19692017744164164]","[0.14513829506579484,0.14523887834429244,0.14518971022162863]"
zen-avx2,avx2,composition/avx2/local/k56/h0/u64/all,8192.0,57344.0,0.1606604293101347,0.1603688197904593,0.14284301839360053,1.1247342090422559,separated slower,1.0018183679349664,sample ranges overlap,authored-u64-carrier,0.7903286236346019,separated faster,"[0.1607665597053729,0.16039726656871806,0.1606604293101347]","[0.16043182716461274,0.1603688197904593,0.1602089320075478]","[0.14282973702948773,0.14284301839360053,0.1430212618431829]"
zen-avx2,avx2,composition/avx2/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.17961782047110558,0.2452297733891882,0.19777269753150814,0.9082033198363479,separated faster,0.7324470352384408,separated faster,authored-u64-carrier,0.5822211798306437,separated faster,"[0.179285137929327,0.17966711514500666,0.17961782047110558]","[0.24466959051041282,0.2453353759846752,0.2452297733891882]","[0.19777269753150814,0.19796583459544442,0.19769063583076235]"
zen-avx2,avx2,composition/avx2/local/k60/h8/u64/all,8192.0,61440.0,0.3270435384423745,0.32713120046740424,0.23270839792439166,1.4053791842468568,separated slower,0.9997320279297588,sample ranges overlap,authored-u64-carrier,1.0889428361420237,separated slower,"[0.3269680613406967,0.3270435384423745,0.32730314255481735]","[0.32713120046740424,0.32712292887423944,0.3275946747341575]","[0.23248824665422524,0.2327289752384684,0.23270839792439166]"
zen-avx2,avx2,composition/avx2/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.34425033889473555,0.4152646914503313,0.2876595469111969,1.1967283637591515,separated slower,0.8289901500954131,separated faster,authored-u64-carrier,0.9313182522104984,separated faster,"[0.3446495708690933,0.34425033889473555,0.34423621281798156]","[0.4147725853109624,0.4152646914503313,0.41557600978665704]","[0.2878760855193708,0.2876595469111969,0.2873140528856083]"
zen-avx2,avx2,composition/avx2/local/k64/h0/u64/all,8192.0,65536.0,0.11127213744676544,0.11120822678541023,0.1438577123538652,0.7734874663727109,separated faster,1.000574693646348,sample ranges overlap,authored-u64-carrier,0.767044189765297,separated faster,"[0.11127213744676544,0.11138744590079183,0.11106240881263764]","[0.11120822678541023,0.11101374435626306,0.11148478159114]","[0.14387112971402172,0.1438577123538652,0.14346625741410832]"
zen-avx2,avx2,composition/avx2/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.13224386543787153,0.19710564780286977,0.19696468169474843,0.67140902775057,separated faster,0.6709288491323795,separated faster,authored-u64-carrier,0.5619014190860302,separated faster,"[0.13220750574548118,0.13247893427065668,0.13224386543787153]","[0.19739450465155428,0.1967398736022232,0.19710564780286977]","[0.19875135270772143,0.19696468169474843,0.19601879236118827]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/all,8192.0,7168.0,0.19736362928330112,0.19755363067857518,0.12462210593181003,1.5836967912522146,separated slower,0.9990382287856648,sample ranges overlap,dense32-authored,0.6841812104476426,separated faster,"[0.19730164644187267,0.19757216704692263,0.19736362928330112]","[0.1974307521404079,0.19755363067857518,0.19761114159402837]","[0.12453056432840072,0.12471972953081545,0.12462210593181003]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.19772384911477106,0.19755398677297606,0.14540562271422464,1.3598088259858487,separated slower,1.000859827455622,separated slower,dense32-authored,0.6084958791036711,separated faster,"[0.19771117339722,0.19772384911477106,0.19775182424834264]","[0.19758992439329387,0.19750887188858832,0.19755398677297606]","[0.14541493630143784,0.1451007637335064,0.14540562271422464]"
zen-avx2,avx2,composition/avx2/striped/k12/h0/u16/all,8192.0,12288.0,0.0985677295837894,0.09856055851751262,0.0958802239862887,1.0280298218523667,separated slower,1.0000727579711868,sample ranges overlap,authored-u64-carrier,0.7969177364606729,separated faster,"[0.0987078659838351,0.09853916088377332,0.0985677295837894]","[0.09856055851751262,0.09846990889921663,0.09875913843165585]","[0.09589876276567749,0.0958802239862887,0.0956645623342006]"
zen-avx2,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.10241809211766606,0.10246928678362018,0.18438013233243067,0.5554724949053077,separated faster,0.9995003901406846,sample ranges overlap,authored-u64-carrier,0.4349446734358717,separated faster,"[0.10241809211766606,0.10237221453747528,0.10250386716953812]","[0.10236488049926472,0.10246928678362018,0.10256910329810587]","[0.18438013233243067,0.18430242454258788,0.18474986090642728]"
zen-avx512,avx2,composition/avx2/local/k12/h0/u16/all,8192.0,12288.0,0.2353358597682272,0.23471642333267465,0.08709415770322859,2.70208548970792,separated slower,1.0026390843331598,separated slower,authored-u64-carrier,1.9253724767779328,separated slower,"[0.23535367890649592,0.23519263097379303,0.2353358597682272]","[0.23471642333267465,0.23448554625074006,0.23508271789871674]","[0.08710158482284926,0.0870504642488345,0.08709415770322859]"
zen-avx512,avx2,composition/avx2/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.2324184590907899,0.23243014738715137,0.0987603989683601,2.3533568264061984,separated slower,0.9999497126491858,sample ranges overlap,authored-u64-carrier,1.7041710253461138,separated slower,"[0.2324184590907899,0.2323694017620105,0.23281452740009942]","[0.2325113264152906,0.23243014738715137,0.23236935586198398]","[0.0987603989683601,0.09880366705359271,0.09874966157514777]"
zen-avx512,avx2,composition/avx2/local/k31/h0/u32/all,8192.0,31744.0,0.1863987475956301,0.18624106113665428,0.10140814013662826,1.8381043902835916,separated slower,1.0008466793413517,separated slower,authored-u64-carrier,1.5124967404432776,separated slower,"[0.1863987475956301,0.18635260111715757,0.18671815161607988]","[0.18634340331728075,0.18624106113665428,0.18620355327564775]","[0.10140032943520778,0.10140814013662826,0.10161144319449225]"
zen-avx512,avx2,composition/avx2/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.1970481124232081,0.19731644194011236,0.11305344803331166,1.7429641983599393,separated slower,0.9986401056381013,separated faster,authored-u64-carrier,1.4473291442862533,separated slower,"[0.1969910455988131,0.19724429903849497,0.1970481124232081]","[0.1974160232728908,0.19731644194011236,0.19728233123297895]","[0.11278738707029883,0.11305344803331166,0.11310759355612868]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/all,8192.0,5120.0,0.11062715237184761,0.11294138608191931,0.040111452945556014,2.7579941450139893,separated slower,0.9795094270545509,separated faster,dense32-authored,0.6840432290112128,separated faster,"[0.11055167470522187,0.11062715237184761,0.11064538073206712]","[0.11294138608191931,0.11287347188890721,0.1130977266018936]","[0.040111452945556014,0.04012312916178373,0.040062448263174746]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.11058915051737768,0.11298335221096943,0.055533330114049394,1.9914013852628603,separated slower,0.9788092524541036,separated faster,dense32-authored,0.5419135709344899,separated faster,"[0.11078551796864029,0.1105282589546128,0.11058915051737768]","[0.11300393914608733,0.11295250137169299,0.11298335221096943]","[0.055533330114049394,0.05555211799396432,0.05552584616732351]"
zen-avx512,avx2,composition/avx2/local/k56/h0/u64/all,8192.0,57344.0,0.16063325798340555,0.16062140342461623,0.1287213269706658,1.2479148697714415,separated slower,1.000073804353197,sample ranges overlap,authored-u64-carrier,0.8693088019056404,separated faster,"[0.16063325798340555,0.16081143833148562,0.16031873881770342]","[0.16062140342461623,0.1611700056789555,0.1603934515135862]","[0.1287314857271923,0.12856643347062152,0.1287213269706658]"
zen-avx512,avx2,composition/avx2/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.19264138646318987,0.1925476535476424,0.13504335038969903,1.4265151590750549,separated slower,1.0004868037279109,sample ranges overlap,authored-u64-carrier,0.9852034775996712,separated faster,"[0.19261208811867087,0.19269708546313782,0.19264138646318987]","[0.1924023505426578,0.1925476535476424,0.19320916109407807]","[0.13504335038969903,0.1351085909117799,0.13503588639055872]"
zen-avx512,avx2,composition/avx2/local/k60/h8/u64/all,8192.0,61440.0,0.2806939926094209,0.2806388395379526,0.19329021104957864,1.4521893844765028,separated slower,1.000196526865487,sample ranges overlap,authored-u64-carrier,1.1258907609812612,separated slower,"[0.2804723939098216,0.2806939926094209,0.28073374374576654]","[0.2806388395379526,0.2805000497372131,0.2809216870143016]","[0.1936838255268005,0.19329021104957864,0.19301433491143372]"
zen-avx512,avx2,composition/avx2/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.3110350228556687,0.3251898173235287,0.2001801824972903,1.5537752987105953,separated slower,0.9564722088029666,separated faster,authored-u64-carrier,1.2142088798401414,separated slower,"[0.3110350228556687,0.31112966588390595,0.3106100148167309]","[0.3252789784955634,0.325116298055408,0.3251898173235287]","[0.2001801824972903,0.20019959583624317,0.2000986226239247]"
zen-avx512,avx2,composition/avx2/local/k64/h0/u64/all,8192.0,65536.0,0.11140040451787435,0.11143629342629091,0.11685170033189698,0.9533485965669376,separated faster,0.999677942371259,sample ranges overlap,authored-u64-carrier,0.9452605907300968,separated faster,"[0.11158670038254354,0.11108633157599923,0.11140040451787435]","[0.11166922678059917,0.11105750938162023,0.11143629342629091]","[0.11689981028172507,0.11670456059422292,0.11685170033189698]"
zen-avx512,avx2,composition/avx2/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.13682635385461664,0.1367836846879302,0.12389857414072442,1.104341634304918,separated slower,1.0003119463171635,sample ranges overlap,authored-u64-carrier,0.9458781739052644,separated faster,"[0.13682635385461664,0.13659047139687897,0.13688266842850452]","[0.13680470895713853,0.1367836846879302,0.13676574619139378]","[0.12383795676060026,0.12389857414072442,0.12410406384161014]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/all,8192.0,7168.0,0.11056859249109581,0.11069434862783681,0.04009229991158307,2.757851077013205,separated slower,0.9988639335404212,sample ranges overlap,dense32-authored,0.6830953650920164,separated faster,"[0.11056859249109581,0.11056113304864443,0.11057301914713863]","[0.11069434862783681,0.1108035676277645,0.11048823933611898]","[0.04009229991158307,0.0400676179160935,0.040115553755694915]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.11057121477552688,0.11292940169896767,0.05541223535001271,1.995429602814273,separated slower,0.9791180428837573,separated faster,dense32-authored,0.5422523927726308,separated faster,"[0.11057121477552688,0.11057234751974626,0.11041748031072084]","[0.11293956280029975,0.11288206655683554,0.11292940169896767]","[0.055407466772005955,0.05541292091568883,0.05541223535001271]"
zen-avx512,avx2,composition/avx2/striped/k12/h0/u16/all,8192.0,12288.0,0.09181923107826032,0.09194003947290852,0.04952090447680851,1.8541509297605994,separated slower,0.9986860088886105,sample ranges overlap,authored-u64-carrier,1.3723596500015092,separated slower,"[0.09181923107826032,0.09180523337332464,0.09192204278877983]","[0.09194003947290852,0.09199807307995031,0.09191103034328632]","[0.049536243080850466,0.04951975113631764,0.04952090447680851]"
zen-avx512,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.09731707973424213,0.09727626479840364,0.06155387610035223,1.5810065246839142,separated slower,1.000419577539527,sample ranges overlap,authored-u64-carrier,1.2028709615854885,separated slower,"[0.09732893032031364,0.09723474946924278,0.09731707973424213]","[0.09727626479840364,0.0973547975239232,0.09727531692192035]","[0.06160024041284615,0.0614995584385399,0.06155387610035223]"
zen-avx512,avx512,composition/avx512/local/k12/h0/u16/all,8192.0,12288.0,0.22702538737694608,0.22712160009013882,0.08696780128050026,2.6104533405957135,separated slower,0.9995763823733429,sample ranges overlap,authored-u64-carrier,1.7905803227774497,separated slower,"[0.22727764797848893,0.22702456996601283,0.22702538737694608]","[0.22712160009013882,0.22704791021584897,0.22751489390827884]","[0.08701590515436367,0.08696780128050026,0.08679365779970212]"
zen-avx512,avx512,composition/avx512/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.22723443327016063,0.2271774000957405,0.09864630873814675,2.303526976091388,separated slower,1.0002510512682867,sample ranges overlap,authored-u64-carrier,1.5744811220033124,separated slower,"[0.22709449452171504,0.2273611682075504,0.22723443327016063]","[0.22715433330641133,0.2274509009077898,0.2271774000957405]","[0.09871779813085614,0.09864188678655869,0.09864630873814675]"
zen-avx512,avx512,composition/avx512/local/k31/h0/u32/all,8192.0,31744.0,0.20735950040895837,0.20736961713483945,0.11255606561119538,1.842277439984837,separated slower,0.9999512140398344,sample ranges overlap,authored-u64-carrier,1.304864585058367,separated slower,"[0.2072307971287947,0.20735950040895837,0.20736785212044914]","[0.20741449607115803,0.20736961713483945,0.20732300012067553]","[0.11255606561119538,0.11263723094143253,0.11218206844902791]"
zen-avx512,avx512,composition/avx512/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.2074205027579469,0.20756927238258785,0.12327274331701996,1.682614478891936,separated slower,0.9992832772262807,separated faster,authored-u64-carrier,1.1919370772587659,separated slower,"[0.2074205027579469,0.20744528702960754,0.20738456778535488]","[0.20756927238258785,0.20768315625731826,0.2074939294869915]","[0.12319444477116016,0.12329427475529886,0.12327274331701996]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/all,8192.0,5120.0,0.12905457852957142,0.1290054042190721,0.034697276108747885,3.719444089071711,separated slower,1.000381180236572,sample ranges overlap,dense64-authored,0.5705102820443619,separated faster,"[0.1291753928666026,0.12889947945964503,0.12905457852957142]","[0.12910411188059104,0.1290054042190721,0.12895668326788495]","[0.03468539425547069,0.034697276108747885,0.03469744064070693]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.12888043498971907,0.12910081382402458,0.050310591492462975,2.561695880856949,separated slower,0.9982929709908266,sample ranges overlap,dense64-authored,0.3514369045271402,separated faster,"[0.12888043498971907,0.12879406060522106,0.12909551914790898]","[0.1289167725106859,0.12910081382402458,0.12911371347244416]","[0.050310591492462975,0.05024848306420152,0.05032573349134223]"
zen-avx512,avx512,composition/avx512/local/k56/h0/u64/all,8192.0,57344.0,0.1226911898334446,0.12280906767383808,0.11600135898469413,1.0576702799631266,separated slower,0.9990401536089619,separated faster,authored-u64-carrier,0.6452391869236372,separated faster,"[0.1226043661002204,0.1227119930568407,0.1226911898334446]","[0.12280906767383808,0.12292364918954915,0.12279198385614598]","[0.11600135898469413,0.11592101774689659,0.11606168186181046]"
zen-avx512,avx512,composition/avx512/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.10511128915548383,0.10510217116221546,0.11931167711707748,0.8809807362974273,separated faster,1.0000867536147688,sample ranges overlap,authored-u64-carrier,0.5138393252319104,separated faster,"[0.10499677619711993,0.10536605167184177,0.10511128915548383]","[0.10520057822920859,0.1050698134570846,0.10510217116221546]","[0.11933560518933864,0.11931167711707748,0.11926596738203124]"
zen-avx512,avx512,composition/avx512/local/k60/h8/u64/all,8192.0,61440.0,0.17667985109717682,0.1769545049143427,0.12454040610001833,1.4186548496982203,separated slower,0.9984478845718066,sample ranges overlap,authored-u64-carrier,0.804646667432252,separated faster,"[0.17667985109717682,0.17679631091811862,0.1765645622347532]","[0.17657457046849628,0.1769545049143427,0.17714552892309254]","[0.12407718421551805,0.12454040610001833,0.12499884872737392]"
zen-avx512,avx512,composition/avx512/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.17609249674760374,0.17588167678839015,0.13255136448043395,1.3284849796744036,separated slower,1.0011986465165854,sample ranges overlap,authored-u64-carrier,0.7546194234129695,separated faster,"[0.17641173591937212,0.17609249674760374,0.17586583193776814]","[0.17578626945541556,0.17594459371740262,0.17588167678839015]","[0.13250341640309704,0.13263334338216146,0.13255136448043395]"
zen-avx512,avx512,composition/avx512/local/k64/h0/u64/all,8192.0,65536.0,0.079800894387612,0.11290368305959436,0.11630167703001806,0.68615428793013,separated faster,0.706805059189171,separated faster,authored-u64-carrier,0.47731618991536456,separated faster,"[0.07993493222627088,0.079800894387612,0.07979227104180367]","[0.11290368305959436,0.11285136106933702,0.11296959946998593]","[0.11630167703001806,0.11630299857321813,0.11617142639261187]"
zen-avx512,avx512,composition/avx512/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.07979826033095988,0.07981402547502978,0.12446456781400905,0.6411323457950273,separated faster,0.9998024765199341,sample ranges overlap,authored-u64-carrier,0.44553743481601965,separated faster,"[0.07979826033095988,0.07973266380821191,0.07994235155844219]","[0.07981402547502978,0.0798064209079953,0.07990679701177372]","[0.12450795248300363,0.12443778020322861,0.12446456781400905]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/all,8192.0,7168.0,0.1288998659741467,0.12892838680100357,0.03542141360674444,3.639037882711814,separated slower,0.9997787855136907,sample ranges overlap,dense64-authored,0.5583929068179074,separated faster,"[0.1288998659741467,0.12904489298572325,0.12888540288532305]","[0.12896112665960677,0.12892838680100357,0.12891572886313157]","[0.035418658911896835,0.03542141360674444,0.03544382109856077]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.12901354772635726,0.12904162320000812,0.05117855487076514,2.5208517132251815,separated slower,0.9997824308703298,sample ranges overlap,dense64-authored,0.3450112266939027,separated faster,"[0.1289141090650127,0.12901354772635726,0.1290320871378831]","[0.12922680944760326,0.1289001026623622,0.12904162320000812]","[0.05117855487076514,0.05115273464796694,0.051190776524131065]"
zen-avx512,avx512,composition/avx512/striped/k12/h0/u16/all,8192.0,12288.0,0.048133705042308336,0.04815947964214068,0.039742812823749134,1.2111298024065638,separated slower,0.9994648073437697,sample ranges overlap,authored-u64-carrier,0.8599725676789259,separated faster,"[0.04809659612648828,0.04814843267915596,0.048133705042308336]","[0.04815947964214068,0.04811626390577323,0.04816669622610402]","[0.039742812823749134,0.03972713718215545,0.03976230927889892]"
zen-avx512,avx512,composition/avx512/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.04673351234658892,0.046769885515016624,0.05167847622182862,0.904312893166324,separated faster,0.9992222951151757,sample ranges overlap,authored-u64-carrier,0.6338900905687056,separated faster,"[0.04682529227561433,0.04672915667010648,0.04673351234658892]","[0.04677040061745178,0.046769885515016624,0.046708129215417046]","[0.05172295110821204,0.05167847622182862,0.05164831500710054]"
zen-avx512bw,avx2,composition/avx2/local/k12/h0/u16/all,8192.0,12288.0,0.34331496496956343,0.34339923405926337,0.16324132761897175,2.103113041146718,separated slower,0.9997546031518364,sample ranges overlap,authored-u64-carrier,1.6711610985816936,separated slower,"[0.34331496496956343,0.3433031015677699,0.3434802426090304]","[0.3429190231675008,0.34370624326867755,0.34339923405926337]","[0.163210160234785,0.16324132761897175,0.16337520905692648]"
