node_a,node_b,host_a,host_b,same_az,az_a,az_b,flow,canonical_flow,arm,index,port_a,port_b,rtt_train_worst_us,rtt_train_median_us,rtt_round_0_us,rtt_round_1_us,rtt_round_2_us,rtt_round_3_us,rtt_round_4_us,rtt_holdout_worst_us,ab_train_worst_us,ab_train_median_us,ab_request_holdout_round,ab_request_holdout_us,ab_request_holdout_lo_us,ab_request_holdout_hi_us,ba_train_worst_us,ba_train_median_us,ba_request_holdout_round,ba_request_holdout_us,ba_request_holdout_lo_us,ba_request_holdout_hi_us
0,1,az1a,az1b,True,1,1,21,21,sequential,21,52871,48100,39.8705,39.6185,39.8705,38.879000000000005,39.6185,40.4015,38.4855,40.4015,17.508769370898897,16.10627519255798,4,27.42604862718645,0.0,38.64346852092092,25.45218939971499,25.45218939971499,3,21.52940444523038,0.0,40.551993306606605
0,1,az1a,az1b,True,1,1,22,22,sequential,22,52872,48100,39.655249999999995,39.299499999999995,39.655249999999995,39.299499999999995,39.2355,38.848749999999995,39.0185,39.0185,17.586972433648597,15.93865193646538,4,27.146597517065704,0.0,39.138596024574575,26.430265481508805,26.430265481508805,3,18.095064843894683,0.0,38.997751478378376
0,1,az1a,az1b,True,1,1,23,23,sequential,23,52873,48100,40.674,39.925,40.674,39.06525,39.925,40.429,40.471500000000006,40.471500000000006,17.25333230216574,15.989332706388813,4,27.962781210720188,0.0,40.636396050850855,25.763580979026855,25.763580979026855,3,20.529215522004293,0.0,40.58284289334334
0,1,az1a,az1b,True,1,1,24,24,sequential,24,52874,48100,39.62825,39.38875,38.8705,39.62825,39.38875,39.8445,40.416250000000005,40.416250000000005,18.31732051904936,15.787669889836776,4,27.34613297227444,0.0,40.539020865815814,24.73213202092232,24.73213202092232,3,19.732879147210625,0.0,39.9783651497998
0,1,az1a,az1b,True,1,1,25,25,sequential,25,52875,48100,41.70675,41.3,41.3,41.1025,41.70675,41.399,42.2505,42.2505,17.896737064982997,17.200461638691372,4,27.698460099789664,0.0,42.40982049409409,27.96240018018556,27.96240018018556,3,24.707867217383697,0.0,41.525598893493495
0,1,az1a,az1b,True,1,1,26,26,sequential,26,52876,48100,40.810500000000005,39.89275,39.89275,39.8245,40.810500000000005,40.211,40.891,40.891,19.69551142350686,17.3276353107849,4,27.28615145980625,0.0,41.05571665925926,27.180115342140315,27.180115342140315,3,19.87470376770967,0.0,40.33570772597598
0,1,az1a,az1b,True,1,1,27,27,sequential,27,52877,48100,39.67875,39.59725,39.047,39.67875,39.59725,38.59125,38.988,38.988,19.072583580761915,16.932800867090933,4,26.457323869306244,0.0,39.10971156986987,27.024023358614066,27.024023358614066,3,21.71004688854527,0.0,38.714239689889894
0,1,az1a,az1b,True,1,1,28,28,sequential,28,52878,48100,40.6255,39.75,40.6255,39.703,39.75,38.46875,39.0185,39.0185,19.63605061284348,16.925740140042386,4,30.12822014453844,0.0,39.19567251326327,25.32725386922376,25.32725386922376,3,17.734157048330175,0.0,38.62118886156156
0,1,az1a,az1b,True,1,1,29,29,sequential,29,52879,48100,40.176500000000004,39.94025,39.94025,40.176500000000004,38.878,39.922250000000005,38.14675,39.922250000000005,19.18425868775096,17.504665817495408,4,25.41026324375882,0.0,38.26498081496496,25.07122456677427,25.07122456677427,3,23.546788318998995,0.0,40.069645127727725
0,1,az1a,az1b,True,1,1,30,30,sequential,30,52880,48100,38.6825,38.678,38.40725,38.6825,38.678,38.86275,38.994249999999994,38.994249999999994,16.812340156019957,15.889815485019149,4,27.760865330551866,0.0,39.13223416721722,24.24537274374545,24.24537274374545,3,18.12393674026709,0.0,39.00806128548548
