node_a,node_b,host_a,host_b,same_az,az_a,az_b,budget,primary,sequential_port_a,sequential_flow,sequential_rtt_train_worst_us,sequential_rtt_round_3_us,sequential_rtt_round_4_us,sequential_rtt_holdout_worst_us,scattered_port_a,scattered_flow,scattered_rtt_train_worst_us,scattered_rtt_round_3_us,scattered_rtt_round_4_us,scattered_rtt_holdout_worst_us,round_3_gain_us,round_4_gain_us,holdout_worst_gain_us
0,4,az1a,az3a,False,1,3,16,True,65372,0,497.39300000000003,496.14975000000004,496.01075000000003,496.14975000000004,59804,41,589.4382499999999,589.2165,589.25425,589.25425,-93.06674999999996,-93.24349999999993,-93.10449999999992
0,4,az1a,az3a,False,1,3,32,False,65396,24,487.68375000000003,487.29224999999997,486.5325,487.29224999999997,53579,48,519.71225,519.646,518.93325,519.646,-32.35374999999999,-32.400750000000016,-32.35374999999999
0,5,az1a,az3b,False,1,3,4,False,53646,0,683.5515,682.9304999999999,681.858,682.9304999999999,56965,34,683.33475,682.5852500000001,682.60475,682.60475,0.34524999999985084,-0.74675000000002,0.3257499999999709
0,5,az1a,az3b,False,1,3,16,True,53650,4,683.15475,681.9169999999999,682.36375,682.36375,63826,37,671.6044999999999,670.438,669.1759999999999,670.438,11.478999999999928,13.187750000000051,11.925749999999994
0,5,az1a,az3b,False,1,3,32,False,53669,23,671.03675,671.8065,670.8802499999999,671.8065,63826,37,671.6044999999999,670.438,669.1759999999999,670.438,1.36850000000004,1.7042500000000018,1.36850000000004
0,6,az1a,az4a,False,1,4,4,False,55026,0,454.39675,456.9975,451.597,456.9975,51320,33,428.45725,426.90250000000003,430.50825,430.50825,30.09499999999997,21.088750000000005,26.489250000000027
0,6,az1a,az4a,False,1,4,16,True,55040,14,439.238,438.78625,439.25675,439.25675,51320,33,428.45725,426.90250000000003,430.50825,430.50825,11.883749999999964,8.748500000000035,8.748500000000035
0,6,az1a,az4a,False,1,4,32,False,55040,14,439.238,438.78625,439.25675,439.25675,51320,33,428.45725,426.90250000000003,430.50825,430.50825,11.883749999999964,8.748500000000035,8.748500000000035
0,7,az1a,az4b,False,1,4,4,False,58147,1,346.11924999999997,344.33325,347.55575,347.55575,52879,32,346.63225,346.12675,345.997,346.12675,-1.7934999999999945,1.558749999999975,1.4289999999999736
0,7,az1a,az4b,False,1,4,16,True,58147,1,346.11924999999997,344.33325,347.55575,347.55575,52879,32,346.63225,346.12675,345.997,346.12675,-1.7934999999999945,1.558749999999975,1.4289999999999736
0,7,az1a,az4b,False,1,4,32,False,58147,1,346.11924999999997,344.33325,347.55575,347.55575,52879,32,346.63225,346.12675,345.997,346.12675,-1.7934999999999945,1.558749999999975,1.4289999999999736
0,8,az1a,az5a,False,1,5,4,False,61442,3,248.9595,249.21875,248.12425,249.21875,57655,33,227.88975,226.33825000000002,225.07375,226.33825000000002,22.880499999999984,23.0505,22.880499999999984
0,8,az1a,az5a,False,1,5,16,True,61444,5,242.81324999999998,241.85375,241.31400000000002,241.85375,57655,33,227.88975,226.33825000000002,225.07375,226.33825000000002,15.515499999999975,16.24025000000003,15.515499999999975
0,8,az1a,az5a,False,1,5,32,False,61463,24,236.183,236.13299999999998,235.78025,236.13299999999998,57655,33,227.88975,226.33825000000002,225.07375,226.33825000000002,9.794749999999965,10.706500000000005,9.794749999999965
0,9,az1a,az5b,False,1,5,4,False,54867,1,245.639,244.68349999999998,244.489,244.68349999999998,59419,34,245.4565,243.75725,244.01025,244.01025,0.9262499999999818,0.4787499999999909,0.6732499999999675
0,9,az1a,az5b,False,1,5,16,True,54873,7,232.12150000000003,230.89075,230.71525,230.89075,60445,41,242.95775,240.61450000000002,241.024,241.024,-9.723750000000024,-10.308750000000003,-10.133250000000004
0,9,az1a,az5b,False,1,5,32,False,54873,7,232.12150000000003,230.89075,230.71525,230.89075,60445,41,242.95775,240.61450000000002,241.024,241.024,-9.723750000000024,-10.308750000000003,-10.133250000000004
0,10,az1a,az6a,False,1,6,4,False,56714,1,514.373,512.3119999999999,515.22,515.22,54610,34,511.28425,510.3595,510.3655,510.3655,1.9524999999998727,4.85450000000003,4.85450000000003
0,10,az1a,az6a,False,1,6,16,True,56728,15,511.00075000000004,507.828,510.47425,510.47425,58887,45,510.446,508.96950000000004,509.45225000000005,509.45225000000005,-1.1415000000000646,1.0219999999999345,1.0219999999999345
0,10,az1a,az6a,False,1,6,32,False,56739,26,509.83375,509.27425000000005,510.38725,510.38725,57444,59,510.21524999999997,508.63225,509.74699999999996,509.74699999999996,0.6420000000000528,0.6402500000000373,0.6402500000000373
0,11,az1a,az6b,False,1,6,4,False,64620,2,673.8895,674.1904999999999,672.794,674.1904999999999,52909,35,665.918,668.7435,668.42725,668.7435,5.446999999999889,4.366750000000025,5.446999999999889
0,11,az1a,az6b,False,1,6,16,True,64630,12,669.0735,667.88375,671.387,671.387,61863,44,665.80375,665.9425,666.65,666.65,1.9412499999999682,4.736999999999966,4.736999999999966
0,11,az1a,az6b,False,1,6,32,False,64645,27,668.06825,667.0665,666.2470000000001,667.0665,61863,44,665.80375,665.9425,666.65,666.65,1.1240000000000236,-0.4029999999999063,0.41650000000004184
1,2,az1b,az2a,False,1,2,4,False,52925,0,502.429,500.572,499.45,500.572,50835,32,490.88824999999997,491.24375,487.61974999999995,491.24375,9.328250000000025,11.830250000000035,9.328250000000025
1,2,az1b,az2a,False,1,2,16,True,52939,14,420.9675,419.52025,418.595,419.52025,56265,46,417.7755,417.40425,416.131,417.40425,2.1159999999999854,2.4640000000000555,2.1159999999999854
1,2,az1b,az2a,False,1,2,32,False,52939,14,420.9675,419.52025,418.595,419.52025,56265,46,417.7755,417.40425,416.131,417.40425,2.1159999999999854,2.4640000000000555,2.1159999999999854
1,3,az1b,az2b,False,1,2,4,False,62337,2,419.68899999999996,422.49625000000003,422.61875,422.61875,56815,35,496.10074999999995,496.02925,493.89575,496.02925,-73.53299999999996,-71.27700000000004,-73.41050000000001
1,3,az1b,az2b,False,1,2,16,True,62337,2,419.68899999999996,422.49625000000003,422.61875,422.61875,51743,40,425.1835,426.718,423.69100000000003,426.718,-4.221749999999986,-1.0722500000000537,-4.0992500000000405
1,3,az1b,az2b,False,1,2,32,False,62337,2,419.68899999999996,422.49625000000003,422.61875,422.61875,63544,49,419.63725,418.5715,420.20975,420.20975,3.9247500000000173,2.408999999999992,2.408999999999992
1,4,az1b,az3a,False,1,3,4,False,49459,0,498.17724999999996,497.80150000000003,496.18725,497.80150000000003,64052,33,596.4585,595.127,594.41725,595.127,-97.32549999999992,-98.22999999999996,-97.32549999999992
1,4,az1b,az3a,False,1,3,16,True,49459,0,498.17724999999996,497.80150000000003,496.18725,497.80150000000003,62882,40,494.34975,494.03475000000003,492.02049999999997,494.03475000000003,3.766750000000002,4.166750000000036,3.766750000000002
1,4,az1b,az3a,False,1,3,32,False,49459,0,498.17724999999996,497.80150000000003,496.18725,497.80150000000003,62882,40,494.34975,494.03475000000003,492.02049999999997,494.03475000000003,3.766750000000002,4.166750000000036,3.766750000000002
1,5,az1b,az3b,False,1,3,4,False,57727,1,682.52,680.662,679.906,680.662,65104,32,691.9865,691.76675,691.029,691.76675,-11.104749999999967,-11.123000000000047,-11.104749999999967
1,5,az1b,az3b,False,1,3,16,True,57741,15,681.4915,681.08275,681.11775,681.11775,60172,38,683.0527500000001,682.684,680.7652499999999,682.684,-1.6012499999999363,0.3525000000000773,-1.5662499999999682
1,5,az1b,az3b,False,1,3,32,False,57752,26,681.04525,680.995,680.9805,680.995,56012,55,673.0387499999999,669.876,671.01125,671.01125,11.119000000000028,9.969249999999988,9.983749999999986
1,6,az1b,az4a,False,1,4,4,False,56528,3,433.8115,433.85925,433.85175000000004,433.85925,65429,33,456.2115,454.903,455.69475,455.69475,-21.043750000000045,-21.84299999999996,-21.835500000000025
1,6,az1b,az4a,False,1,4,16,True,56528,3,433.8115,433.85925,433.85175000000004,433.85925,62584,36,440.66675,439.42875000000004,438.76324999999997,439.42875000000004,-5.569500000000062,-4.911499999999933,-5.569500000000062
1,6,az1b,az4a,False,1,4,32,False,56528,3,433.8115,433.85925,433.85175000000004,433.85925,58159,53,427.01725,425.96175000000005,426.94925,426.94925,7.897499999999923,6.902500000000032,6.909999999999968
1,7,az1b,az4b,False,1,4,4,False,58143,2,346.73275,347.253,345.38599999999997,347.253,55839,34,346.67224999999996,352.67100000000005,345.6645,352.67100000000005,-5.418000000000063,-0.2785000000000082,-5.418000000000063
1,7,az1b,az4b,False,1,4,16,True,58147,6,345.24725,347.93825000000004,348.91925000000003,348.91925000000003,53535,38,344.60675000000003,346.66724999999997,346.55525,346.66724999999997,1.2710000000000719,2.3640000000000327,2.2520000000000664
1,7,az1b,az4b,False,1,4,32,False,58147,6,345.24725,347.93825000000004,348.91925000000003,348.91925000000003,53535,38,344.60675000000003,346.66724999999997,346.55525,346.66724999999997,1.2710000000000719,2.3640000000000327,2.2520000000000664
1,8,az1b,az5a,False,1,5,4,False,62691,1,243.731,243.0975,242.19325,243.0975,49453,32,255.369,255.52024999999998,255.78025000000002,255.78025000000002,-12.42274999999998,-13.587000000000018,-12.682750000000027
1,8,az1b,az5a,False,1,5,16,True,62703,13,229.17425,228.284,228.27675,228.284,62722,39,234.21075000000002,233.0505,232.95499999999998,233.0505,-4.766500000000008,-4.678249999999991,-4.766500000000008
1,8,az1b,az5a,False,1,5,32,False,62703,13,229.17425,228.284,228.27675,228.284,52890,55,226.2495,226.79075,225.81574999999998,226.79075,1.493249999999989,2.4610000000000127,1.493249999999989
1,9,az1b,az5b,False,1,5,4,False,58303,1,247.611,247.98175,245.788,247.98175,57058,35,265.817,265.6195,264.9225,265.6195,-17.63775000000001,-19.134500000000003,-17.63775000000001
1,9,az1b,az5b,False,1,5,16,True,58315,13,233.4715,233.0005,232.23649999999998,233.0005,56960,39,235.32325,233.62225,232.69525,233.62225,-0.62175000000002,-0.4587500000000091,-0.62175000000002
1,9,az1b,az5b,False,1,5,32,False,58315,13,233.4715,233.0005,232.23649999999998,233.0005,56960,39,235.32325,233.62225,232.69525,233.62225,-0.62175000000002,-0.4587500000000091,-0.62175000000002
1,10,az1b,az6a,False,1,6,4,False,61039,2,515.56875,513.637,516.106,516.106,55789,34,513.88325,512.74675,514.5615,514.5615,0.8902499999999236,1.544499999999971,1.544499999999971
1,10,az1b,az6a,False,1,6,16,True,61043,6,510.33275000000003,508.67475,510.5335,510.5335,55427,38,509.17674999999997,508.201,507.5745,508.201,0.47374999999999545,2.959000000000003,2.332499999999982
1,10,az1b,az6a,False,1,6,32,False,61063,26,509.35925,510.863,509.96025,510.863,55427,38,509.17674999999997,508.201,507.5745,508.201,2.6619999999999777,2.385749999999973,2.6619999999999777
1,11,az1b,az6b,False,1,6,4,False,58415,2,665.8225,668.64525,665.4145,668.64525,52019,33,665.45,665.134,666.43875,666.43875,3.511250000000018,-1.0242500000000518,2.2065000000000055
1,11,az1b,az6b,False,1,6,16,True,58427,14,665.75275,664.67025,665.18125,665.18125,52019,33,665.45,665.134,666.43875,666.43875,-0.46375000000000455,-1.25750000000005,-1.25750000000005
1,11,az1b,az6b,False,1,6,32,False,58431,18,665.7515,666.74675,665.634,666.74675,52019,33,665.45,665.134,666.43875,666.43875,1.6127500000000055,-0.8047500000000127,0.3079999999999927
2,3,az2a,az2b,True,2,2,4,False,54965,2,40.17275,39.71575,40.0005,40.0005,51653,34,41.27875,41.193250000000006,39.7425,41.193250000000006,-1.4775000000000063,0.25800000000000267,-1.1927500000000038
2,3,az2a,az2b,True,2,2,16,True,54965,2,40.17275,39.71575,40.0005,40.0005,60030,42,41.169250000000005,40.223,40.65475,40.65475,-0.5072499999999991,-0.6542499999999976,-0.6542499999999976
2,3,az2a,az2b,True,2,2,32,False,54980,17,40.16925,40.717749999999995,41.6315,41.6315,51604,60,40.627,39.0625,40.804249999999996,40.804249999999996,1.6552499999999952,0.8272500000000065,0.8272500000000065
2,4,az2a,az3a,False,2,3,4,False,55010,0,743.759,739.6434999999999,741.9055000000001,741.9055000000001,59828,33,650.1285,648.69325,649.892,649.892,90.95024999999987,92.01350000000002,92.01350000000002
2,4,az2a,az3a,False,2,3,16,True,55025,15,686.546,684.557,685.03075,685.03075,59828,33,650.1285,648.69325,649.892,649.892,35.86374999999998,35.13874999999996,35.13874999999996
2,4,az2a,az3a,False,2,3,32,False,55025,15,686.546,684.557,685.03075,685.03075,59828,33,650.1285,648.69325,649.892,649.892,35.86374999999998,35.13874999999996,35.13874999999996
2,5,az2a,az3b,False,2,3,4,False,61145,3,812.2555,809.8824999999999,809.519,809.8824999999999,53908,35,841.367,837.6812500000001,841.383,841.383,-27.798750000000155,-31.864000000000033,-31.500500000000102
2,5,az2a,az3b,False,2,3,16,True,61148,6,810.3615,807.81575,807.5195,807.81575,61980,37,812.08925,810.76775,810.2485,810.76775,-2.951999999999998,-2.729000000000042,-2.951999999999998
2,5,az2a,az3b,False,2,3,32,False,61172,30,805.7707499999999,801.7135000000001,802.50875,802.50875,61980,37,812.08925,810.76775,810.2485,810.76775,-9.05424999999991,-7.739750000000072,-8.259000000000015
2,6,az2a,az4a,False,2,4,4,False,54093,1,246.47475,245.45875,243.97975,245.45875,53490,32,246.04775,244.4115,245.42125,245.42125,1.0472500000000196,-1.4414999999999907,0.03750000000002274
2,6,az2a,az4a,False,2,4,16,True,54093,1,246.47475,245.45875,243.97975,245.45875,53490,32,246.04775,244.4115,245.42125,245.42125,1.0472500000000196,-1.4414999999999907,0.03750000000002274
2,6,az2a,az4a,False,2,4,32,False,54093,1,246.47475,245.45875,243.97975,245.45875,62708,58,242.238,240.8775,242.583,242.583,4.581250000000011,1.3967499999999973,2.8757500000000107
2,7,az2a,az4b,False,2,4,4,False,62056,2,299.33950000000004,299.34024999999997,300.5405,300.5405,59984,32,303.27324999999996,301.293,300.97,301.293,-1.9527500000000373,-0.42950000000001864,-0.7524999999999977
2,7,az2a,az4b,False,2,4,16,True,62056,2,299.33950000000004,299.34024999999997,300.5405,300.5405,57928,44,301.6965,301.3555,299.70849999999996,301.3555,-2.0152500000000373,0.8320000000000505,-0.8149999999999977
2,7,az2a,az4b,False,2,4,32,False,62056,2,299.33950000000004,299.34024999999997,300.5405,300.5405,57928,44,301.6965,301.3555,299.70849999999996,301.3555,-2.0152500000000373,0.8320000000000505,-0.8149999999999977
2,8,az2a,az5a,False,2,5,4,False,55471,2,272.52275,270.73975,272.51725,272.51725,53500,33,283.56875,275.211,274.48725,275.211,-4.471249999999998,-1.9700000000000273,-2.6937500000000227
2,8,az2a,az5a,False,2,5,16,True,55471,2,272.52275,270.73975,272.51725,272.51725,53546,43,273.31875,273.54425000000003,274.51775,274.51775,-2.8045000000000186,-2.000499999999988,-2.000499999999988
2,8,az2a,az5a,False,2,5,32,False,55471,2,272.52275,270.73975,272.51725,272.51725,53546,43,273.31875,273.54425000000003,274.51775,274.51775,-2.8045000000000186,-2.000499999999988,-2.000499999999988
2,9,az2a,az5b,False,2,5,4,False,64318,1,272.80674999999997,271.67775,273.19875,273.19875,62390,35,282.87475,279.54100000000005,281.74300000000005,281.74300000000005,-7.8632500000000505,-8.544250000000034,-8.544250000000034
2,9,az2a,az5b,False,2,5,16,True,64318,1,272.80674999999997,271.67775,273.19875,273.19875,57900,36,273.8595,272.021,272.0915,272.0915,-0.3432500000000118,1.1072500000000218,1.1072500000000218
2,9,az2a,az5b,False,2,5,32,False,64341,24,271.851,271.5835,273.27475,273.27475,57900,36,273.8595,272.021,272.0915,272.0915,-0.4375,1.1832499999999868,1.1832499999999868
2,10,az2a,az6a,False,2,6,4,False,52691,2,813.77275,810.892,818.0105,818.0105,61264,33,805.3987500000001,802.5084999999999,802.7535,802.7535,8.38350000000014,15.256999999999948,15.256999999999948
2,10,az2a,az6a,False,2,6,16,True,52704,15,810.0550000000001,809.86325,810.09925,810.09925,61264,33,805.3987500000001,802.5084999999999,802.7535,802.7535,7.354750000000081,7.345749999999953,7.345749999999953
2,10,az2a,az6a,False,2,6,32,False,52712,23,807.40375,806.101,807.808,807.808,50809,55,804.8775,805.5215000000001,804.7102500000001,805.5215000000001,0.5794999999999391,3.0977499999999054,2.2864999999999327
2,11,az2a,az6b,False,2,6,4,False,60075,1,595.939,590.588,593.8165,593.8165,62302,35,606.3105,598.28925,596.271,598.28925,-7.701250000000073,-2.454499999999939,-4.472750000000019
2,11,az2a,az6b,False,2,6,16,True,60075,1,595.939,590.588,593.8165,593.8165,62590,39,599.05575,597.634,599.453,599.453,-7.046000000000049,-5.636499999999955,-5.636499999999955
2,11,az2a,az6b,False,2,6,32,False,60075,1,595.939,590.588,593.8165,593.8165,62788,54,597.674,595.94325,596.63175,596.63175,-5.355250000000069,-2.815249999999992,-2.815249999999992
3,4,az2b,az3a,False,2,3,4,False,50849,2,739.9617499999999,738.168,736.46975,738.168,54864,34,669.1637499999999,668.2012500000001,666.95125,668.2012500000001,69.96674999999993,69.51850000000002,69.96674999999993
3,4,az2b,az3a,False,2,3,16,True,50857,10,673.9907499999999,674.154,674.03725,674.154,53735,37,661.207,659.473,659.5632499999999,659.5632499999999,14.68100000000004,14.474000000000046,14.590750000000071
3,4,az2b,az3a,False,2,3,32,False,50869,22,644.46275,647.817,644.00775,647.817,53735,37,661.207,659.473,659.5632499999999,659.5632499999999,-11.655999999999949,-15.555499999999938,-11.746249999999918
3,5,az2b,az3b,False,2,3,4,False,50103,0,840.69925,838.7465,834.41525,838.7465,50541,34,815.3367499999999,815.96225,813.89475,815.96225,22.78424999999993,20.52049999999997,22.78424999999993
3,5,az2b,az3b,False,2,3,16,True,50117,14,808.4205,807.49975,806.43425,807.49975,57563,36,808.7425,809.358,808.12625,809.358,-1.8582499999999982,-1.6920000000000073,-1.8582499999999982
3,5,az2b,az3b,False,2,3,32,False,50119,16,804.81775,806.7807499999999,808.81875,808.81875,57563,36,808.7425,809.358,808.12625,809.358,-2.577250000000049,0.6924999999999955,-0.5392499999999245
3,6,az2b,az4a,False,2,4,4,False,64751,2,272.0325,270.846,270.65325,270.846,62477,32,252.70125000000002,251.98624999999998,252.98675,252.98675,18.85975000000002,17.666500000000013,17.859250000000003
3,6,az2b,az4a,False,2,4,16,True,64759,10,252.947,251.6185,250.3275,251.6185,51090,44,247.75324999999998,246.74875,244.96949999999998,246.74875,4.8697500000000105,5.358000000000004,4.8697500000000105
3,6,az2b,az4a,False,2,4,32,False,64759,10,252.947,251.6185,250.3275,251.6185,58350,54,242.57,242.9595,247.68675,247.68675,8.65900000000002,2.640749999999997,3.9317500000000223
3,7,az2b,az4b,False,2,4,4,False,64584,2,304.70325,310.80525,303.16775,310.80525,58135,34,302.51099999999997,306.83675,302.92225,306.83675,3.968500000000006,0.24549999999999272,3.968500000000006
3,7,az2b,az4b,False,2,4,16,True,64595,13,303.552,303.42175,308.726,308.726,51832,38,301.88225,302.61775,305.2975,305.2975,0.8039999999999736,3.4284999999999854,3.4284999999999854
3,7,az2b,az4b,False,2,4,32,False,64610,28,302.9125,303.56,306.97450000000003,306.97450000000003,51832,38,301.88225,302.61775,305.2975,305.2975,0.9422500000000014,1.677000000000021,1.677000000000021
3,8,az2b,az5a,False,2,5,4,False,58632,1,273.869,273.75800000000004,272.33775,273.75800000000004,64609,34,277.96675000000005,273.707,271.60575,273.707,0.051000000000044565,0.7320000000000277,0.051000000000044565
3,8,az2b,az5a,False,2,5,16,True,58632,1,273.869,273.75800000000004,272.33775,273.75800000000004,53742,45,275.52075,275.16150000000005,275.57574999999997,275.57574999999997,-1.4035000000000082,-3.2379999999999427,-1.8177499999999327
3,8,az2b,az5a,False,2,5,32,False,58662,31,273.17225,272.40075,272.63250000000005,272.63250000000005,53742,45,275.52075,275.16150000000005,275.57574999999997,275.57574999999997,-2.76075000000003,-2.943249999999921,-2.943249999999921
3,9,az2b,az5b,False,2,5,4,False,56700,1,280.87649999999996,279.93775,280.02225,280.02225,53890,34,281.2765,278.22875,279.91925,279.91925,1.7090000000000032,0.10300000000000864,0.10300000000000864
3,9,az2b,az5b,False,2,5,16,True,56712,13,277.519,276.79275,277.72,277.72,52077,47,276.04025,273.90625,272.66600000000005,273.90625,2.8865000000000123,5.053999999999974,3.8137500000000273
3,9,az2b,az5b,False,2,5,32,False,56726,27,276.49725,275.71524999999997,274.969,275.71524999999997,52077,47,276.04025,273.90625,272.66600000000005,273.90625,1.808999999999969,2.3029999999999404,1.808999999999969
3,10,az2b,az6a,False,2,6,4,False,50506,3,805.88975,803.0355,804.4125,804.4125,61835,32,841.9247499999999,841.842,842.05375,842.05375,-38.80650000000003,-37.641250000000014,-37.641250000000014
3,10,az2b,az6a,False,2,6,16,True,50506,3,805.88975,803.0355,804.4125,804.4125,54506,46,806.5235,807.7597499999999,809.70175,809.70175,-4.724249999999984,-5.2892499999999245,-5.2892499999999245
3,10,az2b,az6a,False,2,6,32,False,50506,3,805.88975,803.0355,804.4125,804.4125,54506,46,806.5235,807.7597499999999,809.70175,809.70175,-4.724249999999984,-5.2892499999999245,-5.2892499999999245
3,11,az2b,az6b,False,2,6,4,False,53775,0,597.0835,597.475,593.473,597.475,49571,34,595.9185,594.7595,597.01625,597.01625,2.71550000000002,-3.5432500000000573,0.4587500000000091
3,11,az2b,az6b,False,2,6,16,True,53775,0,597.0835,597.475,593.473,597.475,49571,34,595.9185,594.7595,597.01625,597.01625,2.71550000000002,-3.5432500000000573,0.4587500000000091
3,11,az2b,az6b,False,2,6,32,False,53798,23,594.09125,592.63125,598.633,598.633,49571,34,595.9185,594.7595,597.01625,597.01625,-2.12824999999998,1.6167500000000246,1.6167500000000246
4,5,az3a,az3b,True,3,3,4,False,54516,0,62.435,60.1235,60.5565,60.5565,53640,34,61.1325,59.851,57.701,59.851,0.27250000000000085,2.8554999999999993,0.7055000000000007
4,5,az3a,az3b,True,3,3,16,True,54520,4,58.82275,58.427499999999995,58.10575,58.427499999999995,53640,34,61.1325,59.851,57.701,59.851,-1.4235000000000042,0.40474999999999994,-1.4235000000000042
4,5,az3a,az3b,True,3,3,32,False,54520,4,58.82275,58.427499999999995,58.10575,58.427499999999995,60269,51,61.0975,59.2565,60.33925,60.33925,-0.8290000000000077,-2.2334999999999994,-1.911750000000005
4,6,az3a,az4a,False,3,4,4,False,56709,1,706.8177499999999,704.2362499999999,707.4092499999999,707.4092499999999,58319,35,704.32475,705.5445,703.04675,705.5445,-1.3082500000000437,4.3624999999999545,1.8647499999999582
4,6,az3a,az4a,False,3,4,16,True,56717,9,694.8525,695.5052499999999,694.62725,695.5052499999999,55108,37,694.1275,693.1967500000001,695.1447499999999,695.1447499999999,2.308499999999867,-0.5174999999999272,0.3605000000000018
4,6,az3a,az4a,False,3,4,32,False,56726,18,691.547,692.54725,692.3065,692.54725,55108,37,694.1275,693.1967500000001,695.1447499999999,695.1447499999999,-0.6495000000001028,-2.8382499999999027,-2.597499999999968
4,7,az3a,az4b,False,3,4,4,False,50938,3,700.585,704.25225,699.5577499999999,704.25225,64624,34,710.34375,708.7574999999999,713.07425,713.07425,-4.505249999999933,-13.516500000000065,-8.822000000000003
4,7,az3a,az4b,False,3,4,16,True,50942,7,697.096,698.5645,696.6925,698.5645,52352,36,702.53975,701.6095,705.6902500000001,705.6902500000001,-3.0450000000000728,-8.99775000000011,-7.125750000000153
4,7,az3a,az4b,False,3,4,32,False,50942,7,697.096,698.5645,696.6925,698.5645,63674,54,702.4425,704.1034999999999,702.8745,704.1034999999999,-5.538999999999987,-6.182000000000016,-5.538999999999987
4,8,az3a,az5a,False,3,5,4,False,54016,1,461.00075000000004,462.2875,460.41475,462.2875,61130,32,460.65324999999996,458.699,460.6945,460.6945,3.5885000000000105,-0.2797499999999786,1.5930000000000177
4,8,az3a,az5a,False,3,5,16,True,54023,8,460.60825,460.148,459.66475,460.148,62427,45,459.572,459.464,459.03,459.464,0.6840000000000259,0.6347500000000537,0.6840000000000259
4,8,az3a,az5a,False,3,5,32,False,54038,23,459.2025,458.95799999999997,458.94325000000003,458.95799999999997,62427,45,459.572,459.464,459.03,459.464,-0.5060000000000286,-0.08674999999993815,-0.5060000000000286
4,9,az3a,az5b,False,3,5,4,False,64074,3,461.7645,460.61675,461.1915,461.1915,56195,34,462.35900000000004,462.302,461.80125,462.302,-1.6852499999999964,-0.6097499999999627,-1.1105000000000018
4,9,az3a,az5b,False,3,5,16,True,64076,5,461.40375,461.08025,460.80225,461.08025,56122,45,461.80525,459.98,460.4775,460.4775,1.10024999999996,0.32474999999999454,0.6027499999999577
4,9,az3a,az5b,False,3,5,32,False,64076,5,461.40375,461.08025,460.80225,461.08025,56122,45,461.80525,459.98,460.4775,460.4775,1.10024999999996,0.32474999999999454,0.6027499999999577
4,10,az3a,az6a,False,3,6,4,False,53525,1,331.87225,331.0425,331.39,331.39,54033,32,356.38750000000005,356.92150000000004,357.1055,357.1055,-25.87900000000002,-25.71550000000002,-25.71550000000002
4,10,az3a,az6a,False,3,6,16,True,53539,15,326.84225000000004,324.29325,327.06675,327.06675,54948,47,328.69025,326.2,333.2405,333.2405,-1.9067499999999882,-6.173749999999984,-6.173749999999984
4,10,az3a,az6a,False,3,6,32,False,53539,15,326.84225000000004,324.29325,327.06675,327.06675,50953,53,318.05525,317.4665,319.9675,319.9675,6.826750000000004,7.0992500000000405,7.0992500000000405
