condition,family,variant,bytes,k,stride,train,ahead,rep,n,p10,median,p90
isolated,mlp,base,16384,1,0,0,0,0,3,1.1155,1.11884,1.11884
isolated,mlp,base,16384,1,0,0,0,1,3,1.11378,1.11422,1.11422
isolated,mlp,base,16384,2,0,0,0,0,3,0.556033,0.556653,0.556653
isolated,mlp,base,16384,2,0,0,0,1,3,0.55627,0.556766,0.556766
isolated,mlp,base,16384,4,0,0,0,0,3,0.278472,0.278646,0.278646
isolated,mlp,base,16384,4,0,0,0,1,3,0.279289,0.279435,0.279435
isolated,mlp,base,16384,8,0,0,0,0,3,0.153058,0.153887,0.153887
isolated,mlp,base,16384,8,0,0,0,1,3,0.153232,0.153242,0.153242
isolated,mlp,base,16384,12,0,0,0,0,3,0.140494,0.140551,0.140551
isolated,mlp,base,16384,12,0,0,0,1,3,0.140978,0.14103,0.14103
isolated,mlp,base,16384,16,0,0,0,0,3,0.206879,0.206934,0.206934
isolated,mlp,base,16384,16,0,0,0,1,3,0.206875,0.207015,0.207015
isolated,mlp,base,16384,24,0,0,0,0,3,0.200909,0.201167,0.201167
isolated,mlp,base,16384,24,0,0,0,1,3,0.202546,0.202565,0.202565
isolated,mlp,base,16384,32,0,0,0,0,3,0.194263,0.194737,0.194737
isolated,mlp,base,16384,32,0,0,0,1,3,0.1935,0.19389,0.19389
isolated,mlp,base,16384,48,0,0,0,0,3,0.209483,0.209899,0.209899
isolated,mlp,base,16384,48,0,0,0,1,3,0.209657,0.209719,0.209719
isolated,mlp,base,16384,64,0,0,0,0,3,0.230035,0.231896,0.231896
isolated,mlp,base,16384,64,0,0,0,1,3,0.231034,0.231053,0.231053
isolated,mlp,base,524288,1,0,0,0,0,3,3.39517,3.39626,3.39626
isolated,mlp,base,524288,1,0,0,0,1,3,3.38743,3.3928,3.3928
isolated,mlp,base,524288,2,0,0,0,0,3,1.70815,1.70901,1.70901
isolated,mlp,base,524288,2,0,0,0,1,3,1.69795,1.69953,1.69953
isolated,mlp,base,524288,4,0,0,0,0,3,0.882747,0.886499,0.886499
isolated,mlp,base,524288,4,0,0,0,1,3,0.880417,0.881736,0.881736
isolated,mlp,base,524288,8,0,0,0,0,3,0.436953,0.437293,0.437293
