case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b7stride63_combined/load50_uniform/hit/raw,4096,32768,918273,0,36.456088596,66048,32998,2457824025303,9
n8b7stride63_combined/load50_uniform/hit/raw,4096,32768,918273,1,36.515004476,66048,32998,2457824025303,9
n8b7stride63_combined/load50_uniform/hit/raw,4096,32768,918273,2,36.323089600,66048,32998,2457824025303,9
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,918273,0,39.381153107,66048,32998,2184732466936,8
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,918273,1,39.314594269,66048,32998,2184732466936,8
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,918273,2,39.374362946,66048,32998,2184732466936,8
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,918273,0,38.992443085,66048,32998,2184732466936,8
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,918273,1,38.881965637,66048,32998,2184732466936,8
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,918273,2,39.050746918,66048,32998,2184732466936,8
n8b7stride63_combined/load50_uniform/miss/raw,4096,32768,918273,0,27.819702148,66048,33404,1548112371908608,11
n8b7stride63_combined/load50_uniform/miss/raw,4096,32768,918273,1,27.717582703,66048,33404,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/raw,4096,32768,918273,2,27.675160726,66048,33404,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,918273,0,26.581914266,66048,33404,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,918273,1,26.625661214,66048,33404,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,918273,2,26.473968506,66048,33404,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,918273,0,31.053030396,66048,33404,1407374883553280,10
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,918273,1,30.956710815,66048,33404,1407374883553280,10
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,918273,2,30.913894653,66048,33404,1407374883553280,10
n8b7stride63_combined/load50_uniform/mixed/raw,4096,32768,918273,0,32.567233276,66048,33192,705056688558730,10
n8b7stride63_combined/load50_uniform/mixed/raw,4096,32768,918273,1,32.682403564,66048,33192,705056688558730,10
n8b7stride63_combined/load50_uniform/mixed/raw,4096,32768,918273,2,32.609579468,66048,33192,705056688558730,10
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,918273,0,33.011273193,66048,33192,705056688558730,10
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,918273,1,33.167153931,66048,33192,705056688558730,10
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,918273,2,33.124826050,66048,33192,705056688558730,10
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,918273,0,34.921898736,66048,33192,634551019702857,9
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,918273,1,34.897199843,66048,33192,634551019702857,9
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,918273,2,34.775736491,66048,33192,634551019702857,9
n8b7stride63_combined/load50_uniform/update/raw,4096,32768,918273,0,35.855272081,66048,32998,2457824030125,9
n8b7stride63_combined/load50_uniform/update/raw,4096,32768,918273,1,35.785654704,66048,32998,2457824035523,9
n8b7stride63_combined/load50_uniform/update/raw,4096,32768,918273,2,35.786458333,66048,32998,2457823963729,9
n8b7stride63_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,918273,0,42.601573944,66048,32998,2184732463776,8
n8b7stride63_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,918273,1,42.402381897,66048,32998,2184732504768,8
n8b7stride63_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,918273,2,42.308769226,66048,32998,2184732390816,8
n8b7stride63_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,918273,0,42.977901459,66048,32998,2184732463776,8
n8b7stride63_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,918273,1,42.741363525,66048,32998,2184732504768,8
n8b7stride63_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,918273,2,42.739204407,66048,32998,2184732390816,8
n8b8stride64_combined/load50_uniform/hit/raw,4096,32768,918273,0,28.168420965,67072,32998,3004007142037,11
n8b8stride64_combined/load50_uniform/hit/raw,4096,32768,918273,1,27.993890936,67072,32998,3004007142037,11
n8b8stride64_combined/load50_uniform/hit/raw,4096,32768,918273,2,27.851384943,67072,32998,3004007142037,11
n8b8stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,918273,0,31.263580322,67072,32998,2730915583670,10
n8b8stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,918273,1,31.235165405,67072,32998,2730915583670,10
n8b8stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,918273,2,31.194143677,67072,32998,2730915583670,10
n8b8stride64_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,918273,0,39.772117615,67072,32998,2184732466936,8
n8b8stride64_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,918273,1,39.502803802,67072,32998,2184732466936,8
n8b8stride64_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,918273,2,39.476181030,67072,32998,2184732466936,8
n8b8stride64_combined/load50_uniform/miss/raw,4096,32768,918273,0,24.065556453,67072,33404,1829587348619264,13
