case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
B64prefix9/scalar_raw,4096,32768,918273,0,0.403822843,291072,0,2184006109384527500,756
B64prefix9/scalar_raw,4096,32768,918273,1,0.403435005,291072,0,11215063402217753195,757
B64prefix9/scalar_raw,4096,32768,918273,2,0.402985384,291072,0,1799376621341427274,758
B64prefix9/scalar_tuplepack,4096,32768,918273,0,1.322772270,291072,0,1692154315295802937,231
B64prefix9/scalar_tuplepack,4096,32768,918273,1,1.314396674,291072,0,1307524827252702711,233
B64prefix9/scalar_tuplepack,4096,32768,918273,2,1.313866349,291072,0,1307524827252702711,233
B64prefix9/full_string_rare,4096,32768,918273,0,8.220345748,291072,32768,21789026986,38
B64prefix9/full_string_rare,4096,32768,918273,1,8.296473323,291072,32768,21215631539,37
B64prefix9/full_string_rare,4096,32768,918273,2,8.230553878,291072,32768,21789026986,38
B64prefix9/all_fields,4096,32768,918273,0,16.289639122,291072,32768,5569392022057068796,19
B64prefix9/all_fields,4096,32768,918273,1,16.296654952,291072,32768,5569392022057068796,19
B64prefix9/all_fields,4096,32768,918273,2,16.280321623,291072,32768,5569392022057068796,19
B64prefix9/equality_mismatch0,4096,32768,918273,0,2.013929467,291072,0,0,152
B64prefix9/equality_mismatch0,4096,32768,918273,1,2.019305380,291072,0,0,152
B64prefix9/equality_mismatch0,4096,32768,918273,2,2.012856333,291072,0,0,152
B64prefix9/equality_mismatch7,4096,32768,918273,0,2.045515951,291072,0,0,150
B64prefix9/equality_mismatch7,4096,32768,918273,1,2.017321737,291072,0,0,152
B64prefix9/equality_mismatch7,4096,32768,918273,2,2.013085616,291072,0,0,152
B64prefix9/equality_mismatch8,4096,32768,918273,0,2.028585876,291072,0,0,151
B64prefix9/equality_mismatch8,4096,32768,918273,1,2.015719966,291072,0,0,152
B64prefix9/equality_mismatch8,4096,32768,918273,2,2.012963546,291072,0,0,152
B64prefix9/equality_mismatch15,4096,32768,918273,0,3.956184192,291072,32768,0,78
