case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
B64prefix9/scalar_raw,262144,262144,918273,0,2.655390422,18612480,0,3643916459034371449,15
B64prefix9/scalar_raw,262144,262144,918273,1,2.663350423,18612480,0,3643916459034371449,15
B64prefix9/scalar_raw,262144,262144,918273,2,2.648531596,18612480,0,3643916459034371449,15
B64prefix9/scalar_tuplepack,262144,262144,918273,0,3.895481110,18612480,0,8578192330592764838,10
B64prefix9/scalar_tuplepack,262144,262144,918273,1,3.949431229,18612480,0,8578192330592764838,10
B64prefix9/scalar_tuplepack,262144,262144,918273,2,3.911030960,18612480,0,8578192330592764838,10
B64prefix9/full_string_rare,262144,262144,918273,0,32.530179977,18612480,262144,9157653150,2
B64prefix9/full_string_rare,262144,262144,918273,1,32.735618591,18612480,262144,9157653150,2
B64prefix9/full_string_rare,262144,262144,918273,2,32.779512405,18612480,262144,9157653150,2
B64prefix9/all_fields,262144,262144,918273,0,54.961261749,18612480,262144,13770540135845690082,1
B64prefix9/all_fields,262144,262144,918273,1,55.717319489,18612480,262144,13770540135845690082,1
B64prefix9/all_fields,262144,262144,918273,2,56.148948669,18612480,262144,13770540135845690082,1
B64prefix9/equality_mismatch0,262144,262144,918273,0,6.553137461,18612480,0,0,6
B64prefix9/equality_mismatch0,262144,262144,918273,1,6.338527134,18612480,0,0,7
B64prefix9/equality_mismatch0,262144,262144,918273,2,6.260832105,18612480,0,0,7
B64prefix9/equality_mismatch7,262144,262144,918273,0,6.541706085,18612480,0,0,6
B64prefix9/equality_mismatch7,262144,262144,918273,1,6.259209224,18612480,0,0,7
B64prefix9/equality_mismatch7,262144,262144,918273,2,6.299279349,18612480,0,0,7
B64prefix9/equality_mismatch8,262144,262144,918273,0,6.636103948,18612480,0,0,6
B64prefix9/equality_mismatch8,262144,262144,918273,1,6.580712001,18612480,0,0,6
B64prefix9/equality_mismatch8,262144,262144,918273,2,6.361771901,18612480,0,0,6
B64prefix9/equality_mismatch15,262144,262144,918273,0,15.893627167,18612480,262144,0,3
B64prefix9/equality_mismatch15,262144,262144,918273,1,15.535584768,18612480,262144,0,3
B64prefix9/equality_mismatch15,262144,262144,918273,2,15.875582377,18612480,262144,0,3
B64prefix9/equality_mismatch16,262144,262144,918273,0,13.913173676,18612480,262144,786432,3
B64prefix9/equality_mismatch16,262144,262144,918273,1,13.390340169,18612480,262144,786432,3
B64prefix9/equality_mismatch16,262144,262144,918273,2,13.536965688,18612480,262144,786432,3
B64prefix9/equality_mismatch17,262144,262144,918273,0,8.572522736,18612480,65536,163840,5
B64prefix9/equality_mismatch17,262144,262144,918273,1,8.487956238,18612480,65536,163840,5
B64prefix9/equality_mismatch17,262144,262144,918273,2,8.514179993,18612480,65536,163840,5
B64prefix9/update_raw,262144,262144,918273,0,3.461184820,18612480,0,3145728,12
B64prefix9/update_raw,262144,262144,918273,1,3.488492099,18612480,0,2883584,11
B64prefix9/update_raw,262144,262144,918273,2,3.466255506,18612480,0,3145728,12
B64prefix9/update_tuplepack_effects,262144,262144,918273,0,4.787646770,18612480,0,2097152,8
B64prefix9/update_tuplepack_effects,262144,262144,918273,1,4.792202950,18612480,0,2097152,8
B64prefix9/update_tuplepack_effects,262144,262144,918273,2,4.786389351,18612480,0,2097152,8
C64pad/scalar_raw,262144,262144,918273,0,2.652107493,18874624,0,3643916459034371449,15
C64pad/scalar_raw,262144,262144,918273,1,2.668876902,18874624,0,3643916459034371449,15
C64pad/scalar_raw,262144,262144,918273,2,2.644067128,18874624,0,3643916459034371449,15
C64pad/scalar_tuplepack,262144,262144,918273,0,3.902496719,18874624,0,8578192330592764838,10
C64pad/scalar_tuplepack,262144,262144,918273,1,3.925275040,18874624,0,8578192330592764838,10
C64pad/scalar_tuplepack,262144,262144,918273,2,3.861689758,18874624,0,8578192330592764838,10
C64pad/full_string_rare,262144,262144,918273,0,33.224712372,18874624,262144,9157653150,2
C64pad/full_string_rare,262144,262144,918273,1,33.278024673,18874624,262144,9157653150,2
C64pad/full_string_rare,262144,262144,918273,2,32.953231812,18874624,262144,9157653150,2
C64pad/all_fields,262144,262144,918273,0,54.277366638,18874624,262144,13770540135845690082,1
C64pad/all_fields,262144,262144,918273,1,54.236305237,18874624,262144,13770540135845690082,1
C64pad/all_fields,262144,262144,918273,2,58.001354218,18874624,262144,13770540135845690082,1
C64pad/equality_mismatch0,262144,262144,918273,0,6.427472432,18874624,0,0,6
C64pad/equality_mismatch0,262144,262144,918273,1,6.284116473,18874624,0,0,7
C64pad/equality_mismatch0,262144,262144,918273,2,6.262956892,18874624,0,0,7
C64pad/equality_mismatch7,262144,262144,918273,0,6.370704651,18874624,0,0,6
C64pad/equality_mismatch7,262144,262144,918273,1,6.304691315,18874624,0,0,7
C64pad/equality_mismatch7,262144,262144,918273,2,6.286569868,18874624,0,0,7
C64pad/equality_mismatch8,262144,262144,918273,0,15.669191996,18874624,262144,0,3
C64pad/equality_mismatch8,262144,262144,918273,1,15.308095296,18874624,262144,0,3
C64pad/equality_mismatch8,262144,262144,918273,2,15.145370483,18874624,262144,0,3
C64pad/equality_mismatch15,262144,262144,918273,0,15.553785960,18874624,262144,0,3
C64pad/equality_mismatch15,262144,262144,918273,1,15.670104980,18874624,262144,0,3
C64pad/equality_mismatch15,262144,262144,918273,2,15.799387614,18874624,262144,0,3
C64pad/equality_mismatch16,262144,262144,918273,0,14.496256510,18874624,262144,786432,3
C64pad/equality_mismatch16,262144,262144,918273,1,13.908007304,18874624,262144,786432,3
C64pad/equality_mismatch16,262144,262144,918273,2,13.565654755,18874624,262144,786432,3
C64pad/equality_mismatch17,262144,262144,918273,0,9.832553864,18874624,98304,131072,4
C64pad/equality_mismatch17,262144,262144,918273,1,9.693332672,18874624,98304,131072,4
C64pad/equality_mismatch17,262144,262144,918273,2,9.590882301,18874624,98304,131072,4
C64pad/update_raw,262144,262144,918273,0,3.463146528,18874624,0,3145728,12
C64pad/update_raw,262144,262144,918273,1,3.487265847,18874624,0,2883584,11
C64pad/update_raw,262144,262144,918273,2,3.469239322,18874624,0,2883584,11
C64pad/update_tuplepack_effects,262144,262144,918273,0,4.840126514,18874624,0,2097152,8
C64pad/update_tuplepack_effects,262144,262144,918273,1,4.795397282,18874624,0,2097152,8
C64pad/update_tuplepack_effects,262144,262144,918273,2,4.795038223,18874624,0,2097152,8
A_prefix_plane/scalar_raw,262144,262144,918273,0,2.462851763,18612352,0,17414456543690334064,16
A_prefix_plane/scalar_raw,262144,262144,918273,1,2.459745884,18612352,0,17414456543690334064,16
A_prefix_plane/scalar_raw,262144,262144,918273,2,2.461058855,18612352,0,17414456543690334064,16
A_prefix_plane/scalar_tuplepack,262144,262144,918273,0,3.967020035,18612352,0,8578192330592764838,10
A_prefix_plane/scalar_tuplepack,262144,262144,918273,1,4.015150070,18612352,0,8578192330592764838,10
A_prefix_plane/scalar_tuplepack,262144,262144,918273,2,3.971590424,18612352,0,8578192330592764838,10
A_prefix_plane/full_string_rare,262144,262144,918273,0,46.660037994,18612352,262144,4578826575,1
A_prefix_plane/full_string_rare,262144,262144,918273,1,47.375579834,18612352,262144,4578826575,1
A_prefix_plane/full_string_rare,262144,262144,918273,2,48.725379944,18612352,262144,4578826575,1
A_prefix_plane/all_fields,262144,262144,918273,0,58.613525391,18612352,262144,13770540135845690082,1
A_prefix_plane/all_fields,262144,262144,918273,1,61.107521057,18612352,262144,13770540135845690082,1
A_prefix_plane/all_fields,262144,262144,918273,2,60.353149414,18612352,262144,13770540135845690082,1
A_prefix_plane/equality_mismatch0,262144,262144,918273,0,3.556178006,18612352,0,0,11
A_prefix_plane/equality_mismatch0,262144,262144,918273,1,3.578182567,18612352,0,0,11
A_prefix_plane/equality_mismatch0,262144,262144,918273,2,3.537810239,18612352,0,0,11
A_prefix_plane/equality_mismatch7,262144,262144,918273,0,3.526241302,18612352,0,0,11
A_prefix_plane/equality_mismatch7,262144,262144,918273,1,3.526657451,18612352,0,0,11
A_prefix_plane/equality_mismatch7,262144,262144,918273,2,3.559631348,18612352,0,0,11
A_prefix_plane/equality_mismatch8,262144,262144,918273,0,18.807858785,18612352,262144,0,3
A_prefix_plane/equality_mismatch8,262144,262144,918273,1,17.846459707,18612352,262144,0,3
A_prefix_plane/equality_mismatch8,262144,262144,918273,2,16.095650991,18612352,262144,0,3
A_prefix_plane/equality_mismatch15,262144,262144,918273,0,16.890646617,18612352,262144,0,3
A_prefix_plane/equality_mismatch15,262144,262144,918273,1,16.245398204,18612352,262144,0,3
A_prefix_plane/equality_mismatch15,262144,262144,918273,2,16.576602936,18612352,262144,0,3
A_prefix_plane/equality_mismatch16,262144,262144,918273,0,14.097602844,18612352,262144,786432,3
A_prefix_plane/equality_mismatch16,262144,262144,918273,1,14.185832977,18612352,262144,786432,3
A_prefix_plane/equality_mismatch16,262144,262144,918273,2,14.178442637,18612352,262144,786432,3
A_prefix_plane/equality_mismatch17,262144,262144,918273,0,9.214515686,18612352,98304,163840,5
A_prefix_plane/equality_mismatch17,262144,262144,918273,1,9.206695557,18612352,98304,163840,5
A_prefix_plane/equality_mismatch17,262144,262144,918273,2,9.236561584,18612352,98304,163840,5
A_prefix_plane/update_raw,262144,262144,918273,0,4.177093506,18612352,0,2621440,10
A_prefix_plane/update_raw,262144,262144,918273,1,4.139621353,18612352,0,2621440,10
A_prefix_plane/update_raw,262144,262144,918273,2,4.146746063,18612352,0,2621440,10
A_prefix_plane/update_tuplepack_effects,262144,262144,918273,0,4.905448914,18612352,0,2097152,8
A_prefix_plane/update_tuplepack_effects,262144,262144,918273,1,5.003860474,18612352,0,2097152,8
A_prefix_plane/update_tuplepack_effects,262144,262144,918273,2,4.949675083,18612352,0,2097152,8
