case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,712367,0,69.448078156,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,712367,1,68.473182678,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,712367,2,68.108440399,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,712367,0,70.511005402,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,712367,1,71.284114838,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,712367,2,70.805938721,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,712367,0,58.039150238,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,712367,1,58.215332031,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,712367,2,59.171169281,4217216,264267,2195143350105,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,712367,0,55.924991608,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,712367,1,55.992763519,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,712367,2,55.490657806,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,712367,0,54.495792389,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,712367,1,53.973579407,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,712367,2,54.432987213,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,712367,0,43.264526367,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,712367,1,43.139156342,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,712367,2,43.320663452,4217216,267687,1125899906842624,1
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,712367,0,62.914566040,4217216,265941,564046898545694,1
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,712367,1,62.886524200,4217216,265941,564046898545694,1
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,712367,2,63.016700745,4217216,265941,564046898545694,1
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,262144,262144,712367,0,62.993465424,4217216,265941,564046898545694,1
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,262144,262144,712367,1,63.800926208,4217216,265941,564046898545694,1
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,262144,262144,712367,2,64.947372437,4217216,265941,564046898545694,1
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,262144,262144,712367,0,50.664283752,4217216,265941,564046898545694,1
