case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,918273,0,68.492584229,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,918273,1,68.909774780,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,918273,2,68.531543732,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,918273,0,71.326686859,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,918273,1,71.424781799,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,918273,2,71.084228516,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,918273,0,58.281543732,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,918273,1,58.061599731,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,918273,2,58.128334045,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,918273,0,55.240013123,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,918273,1,55.772933960,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,918273,2,55.204299927,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,918273,0,53.759441376,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,918273,1,54.109321594,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,918273,2,54.107334137,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,918273,0,43.298480988,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,918273,1,43.952491760,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,918273,2,43.510120392,4217216,267591,1125899906842624,1
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,918273,0,63.044075012,4217216,265942,564046762972411,1
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,918273,1,62.865531921,4217216,265942,564046762972411,1
