case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b8stride64_combined/load50_uniform/update/raw,4096,32768,712367,0,27.262232463,67072,33018,3303492685712,12
n8b8stride64_combined/load50_uniform/update/raw,4096,32768,712367,1,27.284464518,67072,33018,3303492612448,12
n8b8stride64_combined/load50_uniform/update/raw,4096,32768,712367,2,27.234064738,67072,33018,3303492731408,12
n8b8stride64_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,35.158999973,67072,33018,2477619497175,9
n8b8stride64_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,34.881547716,67072,33018,2477619515513,9
n8b8stride64_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,34.845370822,67072,33018,2477619457331,9
n8b8stride64_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,0,42.606422424,67072,33018,2202328432656,8
n8b8stride64_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,1,42.253982544,67072,33018,2202328484304,8
n8b8stride64_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,2,42.267646790,67072,33018,2202328381200,8
n8b7stride64_combined/load50_uniform/hit/raw,4096,32768,712367,0,35.627061632,67072,33018,2477619495621,9
n8b7stride64_combined/load50_uniform/hit/raw,4096,32768,712367,1,36.304385715,67072,33018,2477619495621,9
n8b7stride64_combined/load50_uniform/hit/raw,4096,32768,712367,2,36.073072645,67072,33018,2477619495621,9
n8b7stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,39.204372406,67072,33018,2202328440552,8
n8b7stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,39.643230438,67072,33018,2202328440552,8
n8b7stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,39.501338959,67072,33018,2202328440552,8
n8b7stride64_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,0,38.758319855,67072,33018,2202328440552,8
n8b7stride64_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,1,38.660854340,67072,33018,2202328440552,8
n8b7stride64_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,2,38.729408264,67072,33018,2202328440552,8
n8b7stride64_combined/load50_uniform/miss/raw,4096,32768,712367,0,27.103078206,67072,33412,1688849860263936,12
n8b7stride64_combined/load50_uniform/miss/raw,4096,32768,712367,1,27.091695150,67072,33412,1688849860263936,12
n8b7stride64_combined/load50_uniform/miss/raw,4096,32768,712367,2,27.109285990,67072,33412,1688849860263936,12
n8b7stride64_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,26.341908773,67072,33412,1688849860263936,12
n8b7stride64_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,26.146039327,67072,33412,1688849860263936,12
n8b7stride64_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,2,26.075670878,67072,33412,1688849860263936,12
n8b7stride64_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,0,30.908508301,67072,33412,1407374883553280,10
n8b7stride64_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,1,30.781762695,67072,33412,1407374883553280,10
n8b7stride64_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,2,30.732638550,67072,33412,1407374883553280,10
n8b7stride64_combined/load50_uniform/mixed/raw,4096,32768,712367,0,31.967703247,67072,33219,705057580338320,10
n8b7stride64_combined/load50_uniform/mixed/raw,4096,32768,712367,1,31.662530518,67072,33219,705057580338320,10
n8b7stride64_combined/load50_uniform/mixed/raw,4096,32768,712367,2,31.643673706,67072,33219,705057580338320,10
