protocol,mtu,bytes,a,b,a_name,b_name,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,transmitted,lost,measured_retrans
icmp,9001,56,use1-az3,use1-az4,us-east-1e,us-east-1a,6000,730.0,743.714,8.484861263843191,815.0,732.0,734.0,738.0,742.0,747.0,752.0,761.0,775.0,799.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,56,use1-az3,use1-az5,us-east-1e,us-east-1f,6000,722.0,740.233,15.03645717359423,1400.0,727.0,729.0,734.0,738.0,743.0,749.0,757.0,789.0100000000002,875.0220000000045,0.016666666666666666,0.0,0.0,0.0,6000,0,0
icmp,9001,56,use1-az3,use1-az6,us-east-1e,us-east-1b,6000,484.0,499.22933333333333,73.40564968871416,4760.0,486.0,488.0,493.0,496.0,500.0,504.0,514.0500000000002,538.0,548.0060000000012,0.03333333333333333,0.03333333333333333,0.0,0.0,6000,0,0
icmp,9001,56,use1-az4,use1-az5,us-east-1a,us-east-1f,6000,330.0,351.9485,34.5320360595298,2760.0,334.0,338.0,343.0,348.0,355.0,366.0,377.0,406.0,480.01700000000346,0.016666666666666666,0.016666666666666666,0.0,0.0,6000,0,0
icmp,9001,56,use1-az4,use1-az6,us-east-1a,us-east-1b,6000,808.0,825.6673333333333,7.985820739841891,899.0,813.0,816.0,821.0,825.0,829.0,835.0,840.0,853.0100000000002,874.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,56,use1-az5,use1-az6,us-east-1f,us-east-1b,6000,635.0,665.3131666666667,12.694136177997917,757.0,641.0,651.0,657.0,662.0,671.0,683.0,689.0,706.0,739.0040000000008,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az1,use1-az2,us-east-1c,us-east-1d,6000,399.0,413.68533333333335,7.313570825678946,498.0,402.0,404.0,410.0,414.0,417.0,420.0,422.0,437.0,477.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az1,use1-az3,us-east-1c,us-east-1e,6000,757.0,773.7361666666667,10.124041945070928,864.0,761.0,763.0,768.0,772.0,776.0,781.0,796.0500000000002,813.0,833.0070000000014,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az1,use1-az4,us-east-1c,us-east-1a,6000,327.0,340.9963333333333,8.543749365601862,421.0,330.0,332.0,336.0,339.0,343.0,349.0,355.0,376.0100000000002,407.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az1,use1-az5,us-east-1c,us-east-1f,6000,313.0,337.6865,13.554023427873117,583.0,320.0,324.0,330.0,335.0,342.0,349.0,357.0,396.0,446.00800000000163,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az1,use1-az6,us-east-1c,us-east-1b,6000,555.0,575.4716666666667,13.980779564181042,829.0,559.0,561.0,567.0,573.0,579.0,591.0,602.0,626.0,668.0190000000039,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az2,use1-az3,us-east-1d,us-east-1e,6000,853.0,870.1851666666666,12.660050551724595,1050.0,857.0,860.0,864.0,867.0,870.0,886.0,893.0,932.0,937.0,0.016666666666666666,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az2,use1-az4,us-east-1d,us-east-1a,6000,221.0,236.733,8.432637645877277,311.0,226.0,227.95,231.0,235.0,240.0,245.0,250.0,271.0,292.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az2,use1-az5,us-east-1d,us-east-1f,6000,306.0,331.88866666666667,55.26956912764524,3330.0,313.0,316.0,324.0,330.0,336.0,341.10000000000036,346.0,372.0,554.0360000000073,0.03333333333333333,0.03333333333333333,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az2,use1-az6,us-east-1d,us-east-1b,6000,726.0,741.1343333333333,27.583146204803317,2790.0,729.0,730.0,735.0,740.0,745.0,749.0,752.0,766.0100000000002,795.0,0.016666666666666666,0.016666666666666666,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az3,use1-az4,us-east-1e,us-east-1a,6000,734.0,745.4091666666667,7.246798095634298,851.0,736.0,737.95,740.0,745.0,749.0,752.0,756.0,774.0,803.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az3,use1-az5,us-east-1e,us-east-1f,6000,724.0,743.4141666666667,13.967783144515892,915.0,726.0,729.0,736.0,741.0,746.0,755.0,770.0500000000002,800.0,855.005000000001,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az3,use1-az6,us-east-1e,us-east-1b,6000,487.0,498.9318333333333,7.343377059561145,562.0,489.0,490.0,493.0,499.0,503.0,507.0,509.0,521.0,553.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az4,use1-az5,us-east-1a,us-east-1f,6000,333.0,352.8195,23.076718132134822,1640.0,337.0,340.0,346.0,350.0,356.0,363.0,371.0,400.0,478.04300000000876,0.03333333333333333,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az4,use1-az6,us-east-1a,us-east-1b,6000,811.0,831.1523333333333,9.893826082742487,923.0,816.0,819.0,826.0,829.0,834.0,841.0,850.0500000000002,870.0,894.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1472,use1-az5,use1-az6,us-east-1f,us-east-1b,6000,648.0,670.4418333333333,17.427276034200588,853.0,653.0,656.0,661.0,666.0,671.0,684.0,724.0,733.0100000000002,756.0070000000014,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az1,use1-az2,us-east-1c,us-east-1d,6000,401.0,413.95666666666665,7.355255868349441,495.0,404.0,406.0,410.0,413.0,417.0,421.0,424.0,439.0100000000002,480.0020000000004,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az1,use1-az3,us-east-1c,us-east-1e,6000,758.0,772.2113333333333,9.021419228086504,854.0,761.0,763.0,767.0,771.0,774.0,779.0,795.0,802.0,833.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az1,use1-az4,us-east-1c,us-east-1a,6000,321.0,342.8161666666667,12.88259958130432,431.0,325.0,329.0,336.0,340.0,345.0,360.0,374.0,388.0,405.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az1,use1-az5,us-east-1c,us-east-1f,6000,315.0,335.4885,11.752993990894405,562.0,319.0,323.0,329.0,334.0,339.0,346.0,352.0,383.0,422.01100000000224,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az1,use1-az6,us-east-1c,us-east-1b,6000,562.0,577.9931666666666,11.882274752990504,753.0,565.0,567.0,572.0,575.0,580.0,589.0,597.0,629.0,679.010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az2,use1-az3,us-east-1d,us-east-1e,6000,854.0,869.0705,11.161938141887964,939.0,856.0,859.0,863.0,867.0,870.0,878.0,895.0,927.0100000000002,934.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az2,use1-az4,us-east-1d,us-east-1a,6000,225.0,238.757,7.522895120895944,319.0,229.0,231.0,235.0,237.0,241.0,246.0,250.0,270.0,296.0020000000004,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az2,use1-az5,us-east-1d,us-east-1f,6000,309.0,331.96633333333335,14.223379810095146,672.0,313.0,317.0,325.0,330.0,336.0,342.0,349.0,380.0100000000002,478.0240000000049,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az2,use1-az6,us-east-1d,us-east-1b,6000,732.0,743.2903333333334,6.554874005060832,811.0,735.0,737.0,740.0,742.0,745.0,749.0,752.0,770.0100000000002,802.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az3,use1-az4,us-east-1e,us-east-1a,6000,731.0,745.9543333333334,7.250856125696852,850.0,735.0,737.0,742.0,745.0,749.0,752.0,757.0,774.0,802.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az3,use1-az5,us-east-1e,us-east-1f,6000,726.0,745.6946666666666,12.599197258379423,1110.0,732.0,734.0,740.0,743.0,748.0,755.0,765.0,791.0,870.0270000000055,0.016666666666666666,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az3,use1-az6,us-east-1e,us-east-1b,6000,492.0,502.49483333333336,5.504934753372549,568.0,495.0,497.0,500.0,502.0,504.0,507.0,509.0,524.0,555.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az4,use1-az5,us-east-1a,us-east-1f,6000,333.0,351.5055,11.133925771412944,505.0,337.0,340.0,345.0,350.0,355.0,363.0,370.0,395.0,439.0020000000004,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az4,use1-az6,us-east-1a,us-east-1b,6000,814.0,828.5655,9.003871931008348,922.0,817.0,819.0,823.0,827.0,831.0,837.0,843.0,869.0,892.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,1473,use1-az5,use1-az6,us-east-1f,us-east-1b,6000,645.0,664.024,9.76186921991207,787.0,651.0,654.0,659.0,663.0,667.0,673.0,678.0,704.0,751.0020000000004,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az1,use1-az2,us-east-1c,us-east-1d,6000,418.0,433.8328333333333,10.135937153131042,517.0,421.0,423.0,429.0,432.0,435.25,440.0,451.0500000000002,477.0100000000002,496.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az1,use1-az3,us-east-1c,us-east-1e,6000,782.0,799.797,10.689174788853753,878.0,788.0,790.0,794.0,798.0,801.0,810.0,818.0,851.0,864.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az1,use1-az4,us-east-1c,us-east-1a,6000,339.0,359.72616666666664,12.128678767239608,438.0,342.0,345.0,353.0,357.0,362.0,373.0,384.0,408.0,423.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az1,use1-az5,us-east-1c,us-east-1f,6000,335.0,356.273,15.451444517153297,632.0,339.0,341.0,347.0,353.0,359.0,377.0,389.0,411.0100000000002,440.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az1,use1-az6,us-east-1c,us-east-1b,6000,575.0,597.3273333333333,14.696139614046798,746.0,579.0,582.0,589.0,594.0,600.0,611.0,627.0,656.0,699.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az2,use1-az3,us-east-1d,us-east-1e,6000,873.0,888.4721666666667,11.738990245000727,963.0,877.0,879.0,883.0,886.0,889.0,895.0,920.0,935.0,953.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az2,use1-az4,us-east-1d,us-east-1a,6000,240.0,260.218,13.715009150562022,369.0,244.0,248.0,252.0,256.0,261.0,285.0,289.0,302.0,363.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az2,use1-az5,us-east-1d,us-east-1f,6000,336.0,355.6,13.4635805044572,483.0,339.0,343.0,348.0,352.0,358.0,370.0,386.0,409.0,437.0030000000006,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az2,use1-az6,us-east-1d,us-east-1b,6000,750.0,765.2673333333333,10.60650113007217,869.0,754.0,756.0,760.0,763.0,767.0,772.0,784.0,812.0100000000002,830.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az3,use1-az4,us-east-1e,us-east-1a,6000,753.0,770.2048333333333,10.50911715157632,903.0,757.0,760.0,764.0,769.0,773.0,778.1000000000004,790.0,812.0,848.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az3,use1-az5,us-east-1e,us-east-1f,6000,753.0,774.274,15.150179008843427,1070.0,758.0,760.0,767.0,771.0,776.0,786.0,804.0,831.0,877.0040000000008,0.05,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az3,use1-az6,us-east-1e,us-east-1b,6000,509.0,524.1313333333334,10.228819656028527,625.0,511.0,513.0,518.0,523.0,527.0,533.0,545.0,565.0,580.0,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az4,use1-az5,us-east-1a,us-east-1f,6000,354.0,374.00033333333334,56.434055910908576,4600.0,357.0,360.0,366.0,370.0,376.0,386.0,402.0,435.0,485.0010000000002,0.016666666666666666,0.016666666666666666,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az4,use1-az6,us-east-1a,us-east-1b,6000,834.0,850.8691666666666,11.800877762786216,940.0,838.0,840.0,844.0,848.0,853.0,861.0,876.0,903.0,920.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
icmp,9001,8973,use1-az5,use1-az6,us-east-1f,us-east-1b,6000,663.0,684.761,13.922938351272455,819.0,668.0,671.0,677.0,682.0,687.0,694.0,715.0,743.0,761.0010000000002,0.0,0.0,0.0,0.0,6000,0,0
tcp,1500,64,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,343.156,400.8995293333333,35.009122598949126,2649.392,351.76593,355.27075,368.87800000000004,411.2765,427.718,434.481,438.6649499999999,450.3014099999999,468.6937180000001,0.005555555555555556,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,64,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,713.493,741.2743085,32.23822355887831,3783.055,719.667,723.256,734.9952499999999,742.303,747.41425,751.1700999999999,753.4643000000001,759.1121999999999,783.9419030000003,0.027777777777777776,0.022222222222222223,0.0,0.0,18000,0,0
tcp,1500,64,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,304.784,324.20412005555556,21.089781288515535,2579.168,311.22593,314.2818,319.61625000000004,322.83,327.09275,332.39209999999997,336.6417,347.61611,376.9736120000001,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,64,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,258.381,301.84454505555556,28.505342953817408,1908.755,266.42588,270.93995,281.56850000000003,295.11350000000004,323.80325,331.5155,336.9532,351.30215,437.5680300000002,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,64,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,537.4,583.1110495555556,27.773148562477267,2237.374,546.5937,552.483,569.21925,579.288,598.7925,605.5459,610.6606999999999,629.9662599999998,672.631237,0.022222222222222223,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,64,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,787.151,830.7129487222222,27.6441093389569,2405.219,790.67288,795.3829000000001,818.7057500000001,827.853,847.30075,852.817,855.15315,863.4625299999999,900.442206,0.027777777777777776,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,64,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,201.857,215.9132688888889,17.493729465767913,1650.542,205.07293,207.08585000000002,210.716,214.32549999999998,219.14024999999998,224.117,228.13905,239.52016999999998,269.0739040000006,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,64,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,278.173,346.1563945,54.682631721858684,2227.092,284.093,288.66545,319.4905,334.42999999999995,346.96299999999997,443.7292,449.40355,462.48964999999924,488.432021,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,64,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,718.595,933.4704636666667,177.18021921022992,2976.872,725.5599699999999,732.65495,749.2130000000001,968.4300000000001,985.59925,1258.9774,1261.9015000000002,1268.3422600000001,1280.358052,17.31111111111111,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,64,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,632.393,701.7834169444445,41.913373975649556,2238.668,636.1959400000001,638.8789,658.64525,723.4639999999999,734.296,738.5790999999999,741.35955,749.17121,774.5565220000002,0.027777777777777776,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,64,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,481.544,592.5548308333333,98.5378267191471,2002.181,487.76897,492.0706,504.38275,582.479,716.64575,722.4010999999999,725.33905,732.4582599999999,744.3344510000001,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,64,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,419.853,452.5597574444444,23.707392644497816,2229.619,431.65279000000004,435.56895000000003,440.555,445.951,468.37649999999996,472.976,475.42105,479.95005,510.29751400000174,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,64,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,279.221,334.7080246111111,34.413585762554185,2343.806,287.55983,291.7718,309.06875,346.6475,359.634,365.5643,370.27015,382.78607,428.0714160000005,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,64,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,760.79,797.7507191666667,36.27482846013456,2465.095,766.5859800000001,769.8599,776.1905,784.729,809.77575,846.257,850.7330999999999,861.4683699999998,920.9502690000008,0.06111111111111111,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,64,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,627.015,655.2936776666667,21.622867180140336,2905.961,635.2777100000001,640.7226499999999,648.6792499999999,654.351,661.044,667.2665999999999,671.2872500000001,678.9795399999999,696.888018,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
