protocol,mtu,bytes,a,b,a_name,b_name,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,transmitted,lost,measured_retrans
tcp,1500,512,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,338.132,379.13651300000004,27.201732296517193,2227.584,342.43396,345.74495,358.75575,382.6575,393.27725,401.3052,405.297,422.8280499999997,444.3563650000001,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,512,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,727.166,743.9831037222223,14.378319339623326,2345.014,729.86293,733.01375,738.1847499999999,743.183,748.225,753.1921,756.5081,769.8233299999999,788.31705,0.005555555555555556,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,512,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,307.96,324.6540693333333,8.103512634103915,445.774,312.04290000000003,315.05795,319.70050000000003,323.2925,327.728,333.20029999999997,338.58029999999997,357.36222,376.1715220000001,0.0,0.0,0.0,0.0,18000,0,0
tcp,1500,512,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,262.393,293.7510935555556,31.68828658924869,2589.774,270.94988,274.78575,282.146,288.67650000000003,299.51374999999996,320.1911,325.54404999999997,339.3034199999999,372.1344150000003,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,512,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,559.702,593.4253183333334,28.610239466188744,2367.59,565.3158500000001,569.2126,578.724,593.128,604.0897500000001,612.7130999999999,619.87735,644.90246,719.7947100000009,0.022222222222222223,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,512,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,757.643,811.5053271666667,40.25310904777302,2625.079,760.93592,766.774,777.8657499999999,821.1875,847.029,855.7731,858.89415,876.60129,894.6143740000001,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,512,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,198.09,218.02038738888888,17.600758436435722,1916.977,205.19484,207.97185000000002,211.69625,215.8655,222.03425,227.8558,233.00235,251.42306,284.1249110000004,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,512,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,262.494,322.6765572777778,45.936092163365004,1887.209,268.26842,271.98995,289.4475,316.5635,326.301,404.21299999999997,408.67404999999997,417.9246499999999,445.9702830000001,0.016666666666666666,0.0,0.0,0.0,18000,0,0
tcp,1500,512,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,718.727,884.5744142777778,194.03697841627562,2682.491,723.29798,727.0939000000001,736.11775,838.844,972.528,1265.8752,1268.42505,1273.99917,1302.787038,16.833333333333332,0.027777777777777776,0.0,0.0,18000,0,0
tcp,1500,512,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,627.954,699.9576848888888,49.98899302323056,2680.308,633.55697,636.14,643.99,700.2764999999999,729.0152499999999,766.3813,770.4481999999999,788.3672899999999,805.1908360000002,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,512,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,490.51,577.2709951111111,48.361786254743855,2326.395,498.04461000000003,504.57585,521.5550000000001,601.5005,610.7139999999999,616.603,620.4402,633.0480699999998,654.3501180000001,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,512,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,408.26,470.19260561111116,30.183428269388,2151.644,411.63298,414.8057,473.15975000000003,478.4855,482.77,486.7892,489.51304999999996,503.06119999999993,528.9381510000001,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,512,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,266.91,319.6337299444445,35.81883068193496,2288.669,273.48395,276.5978,285.687,325.7645,338.0045,357.5162,363.16709999999995,374.47211999999996,400.587041,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,512,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,762.992,814.3883424999999,53.95062807611516,4957.704,769.37386,773.85985,802.7057500000001,812.105,822.0565,848.1258,852.4952,864.9496999999999,907.2032590000002,0.06111111111111111,0.027777777777777776,0.0,0.0,18000,0,0
tcp,1500,512,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,630.534,656.4583939444444,9.721965135002113,1128.09,640.36678,645.196,651.07375,655.3765,660.14425,665.6781,669.9001999999999,693.31137,713.360007,0.005555555555555556,0.0,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,345.441,398.40208661111114,36.82501293818885,2521.57,353.43091,357.2859,377.92275,392.1645,419.76025,435.8592,440.5311,467.53963999999974,483.3974310000003,0.022222222222222223,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,716.584,744.8355502222222,25.00266812507839,2681.573,723.3478799999999,727.4909,735.102,741.1365000000001,756.4175,761.6351,764.53305,774.34118,797.449264,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,306.5,326.2603349444444,18.44703451898859,1932.861,312.03495000000004,315.9187,320.7875,324.5455,329.095,335.237,341.3102,360.05319999999995,378.18358000000035,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,255.552,299.35281388888893,42.45117517945275,2498.707,263.92891,268.1639,278.30025,288.663,307.96,349.4636,355.27004999999997,369.1146699999999,397.1942150000002,0.044444444444444446,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,572.233,618.5183957222222,26.80558656431142,1885.458,581.29192,587.80725,600.444,608.1705,639.05075,653.2491,656.7922500000001,667.1046699999999,702.7589610000002,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,800.032,837.1766630555555,37.63172529802881,3089.406,803.717,806.48,826.904,838.133,849.3925,853.2473,856.479,868.8779299999998,908.1172280000006,0.08888888888888889,0.03333333333333333,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,203.312,221.18811444444444,16.56028901828817,1824.884,208.65397,210.79865,215.86375,219.48950000000002,223.978,230.1847,236.462,253.90010999999998,283.95855900000015,0.005555555555555556,0.0,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,255.604,322.0027257777778,48.82784013977206,2062.824,262.32289,266.1979,289.06624999999997,319.66499999999996,336.842,404.7647,409.2429,420.6792499999999,456.41433400000005,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,732.907,901.4356839444445,178.23634330803378,3605.904,737.81186,740.8515,752.613,833.7745,982.109,1251.6743,1256.55925,1266.47424,1294.202084,17.433333333333334,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,645.169,715.7949757222221,39.08818966822075,2952.189,650.2276499999999,653.10595,695.537,717.9375,744.48175,751.5255,754.6364,766.75704,797.6501080000003,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,487.17,682.6186823333334,85.19016179536408,2962.948,493.72597,497.65439999999995,698.26725,718.091,724.38525,729.9150999999999,734.58645,749.62101,778.8438050000008,0.022222222222222223,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,427.975,451.26569066666667,32.64124162705112,2804.404,432.9049,434.90495,439.051,443.59,464.51750000000004,478.557,481.14304999999996,487.7003699999999,508.35713300000003,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,278.097,340.7899993888889,35.35467557894413,2352.016,285.06499,289.137,321.58725,349.672,362.03825,368.6552,373.5075,390.35837999999995,427.66472400000015,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,759.134,804.9647909444444,40.18221036871937,2849.24,764.51692,767.918,792.86125,810.695,816.3902499999999,821.9792,826.89675,847.2863999999998,894.8501680000003,0.07222222222222222,0.03888888888888889,0.0,0.0,18000,0,0
tcp,1500,1400,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,628.865,656.3817265555556,32.47015746278599,4306.972,637.8668399999999,643.30075,649.789,654.7705,660.63925,666.8732,672.03865,693.9010099999999,714.196143,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,351.727,407.6510817222222,36.4975497411849,2088.791,358.18796,363.76395,381.88275,406.3325,431.51824999999997,443.8391,454.09465,478.75221999999997,494.65730400000007,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,717.036,771.3636770555556,30.01176524397809,2200.276,725.97093,732.81125,749.818,774.7705000000001,786.1635,796.981,816.16855,829.05503,851.6482370000001,0.022222222222222223,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,310.863,355.7360262222222,31.598993378785575,2087.965,316.46466999999996,320.5036,331.28975,360.344,370.87925,385.9247,404.835,417.224,435.65705099999997,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,261.091,353.1638075,40.320673300012395,2313.179,271.72792,302.22655,322.71425,351.7265,379.13725,400.26709999999997,411.46524999999997,443.6989899999998,533.1097440000002,0.005555555555555556,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,551.327,627.9883263888889,34.6207103911914,2448.654,564.5168900000001,583.8234,608.094,629.1345,646.60675,662.6845999999999,669.0998500000001,683.9092599999999,716.5926070000002,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,770.645,843.348435,33.27687304941506,2227.242,776.96099,787.8778,823.92525,838.588,867.7635,877.6442,888.0182,914.60411,925.6133290000001,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,205.621,252.75861727777774,30.189038842406973,1745.117,211.52084,217.3058,229.15975,255.55450000000002,268.59575,284.2772,303.42310000000003,315.84504000000004,338.33082000000013,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,264.545,391.0344206666667,62.22604648431694,2144.016,281.70778,310.44169999999997,356.35575,383.22850000000005,415.54949999999997,495.4214,505.60224999999997,543.21527,556.035064,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,714.157,916.7950852777777,123.61972331961032,3120.413,720.8068000000001,745.0631999999999,789.15875,990.5605,1028.765,1052.3754000000001,1059.49535,1082.31625,1099.648518,46.87222222222222,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,578.31,731.7163045555556,65.1549823088732,2404.428,587.78838,627.1106,695.90075,742.56,784.97075,806.2481,836.8894,850.97438,863.3492580000001,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,591.171,670.1875533888889,53.66089411389654,2794.091,603.1169299999999,612.36085,641.43875,657.2180000000001,680.56225,762.2175,773.60705,806.4253599999998,820.5204000000003,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,414.171,485.9533201111111,37.99634102514603,2237.781,425.69656,441.25575,459.62375000000003,484.591,502.539,531.0024,546.5966999999999,573.86309,593.180414,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,288.23,360.04677433333336,37.24511232680019,2139.995,296.67778,302.8618,338.72275,358.4455,386.78525,400.4794,411.80859999999996,430.06521999999995,452.5023240000001,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,767.021,830.6809558888889,43.721739277569014,2088.437,774.03482,778.9369,793.544,824.746,856.881,892.1506,901.7193,934.4531599999999,951.828111,0.03333333333333333,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,4096,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,629.729,697.8739065,32.89079300939334,2837.652,646.87686,655.9508500000001,687.622,700.1355,709.15475,724.0319999999999,732.1348,743.9343899999999,769.0172760000002,0.022222222222222223,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,373.341,470.7760642222222,41.78190480214542,2579.59,386.17274,408.9991,446.9895,474.798,494.76575,514.2047,521.0116999999999,534.1098999999999,559.6750149999999,0.022222222222222223,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,733.794,787.9441065555555,29.57295671371587,2419.668,744.75078,751.59595,776.7317499999999,788.8295,798.34,817.9894,825.31565,838.0063799999999,858.3175780000001,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,316.173,384.52672227777776,33.51107381451911,1889.894,328.19887,335.0638,366.47625,381.225,409.64475,419.0106,424.05740000000003,439.00374999999985,465.59823700000004,0.016666666666666666,0.0,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,286.915,364.2668219444444,38.43080159734892,2319.744,297.03594,311.07390000000004,339.207,364.5365,385.5435,407.8878,415.88905,434.42771999999957,464.222128,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,570.415,669.7104383333334,38.099753626718396,2679.393,597.66773,619.8077999999999,652.88075,669.477,690.22725,707.423,713.0971499999999,732.3060800000001,770.1499020000002,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,812.021,876.3308961666667,36.96657677477418,2523.644,820.3497100000001,825.7549,855.312,872.825,896.0715,922.1442,940.6004499999999,952.0160599999999,976.303177,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,217.411,277.28388688888884,44.306044125016086,4629.169,229.98497,236.81585,260.4445,274.20550000000003,296.22675,313.0531,319.3954,332.55653999999987,360.52264900000074,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,1
tcp,1500,8192,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,296.183,381.6734632777778,36.05593260079071,533.755,308.4123,321.37895,352.662,381.6065,405.81675,430.31030000000004,440.9729,464.98528999999996,489.5004740000001,0.0,0.0,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,735.897,938.2895315000001,158.6965054377093,3104.214,746.26492,752.41495,783.292,995.1,1084.55925,1151.2117,1168.79235,1192.8945199999998,1216.624174,49.50555555555555,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,642.846,785.0069341666666,55.120897070622554,2287.706,683.72683,694.78225,735.56975,783.9775,827.2162500000001,860.7047,867.2975,876.69318,890.426058,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,515.019,671.8729883888889,103.3981011613991,2558.027,531.5459800000001,556.97,574.33475,644.562,785.14975,813.6338000000001,818.73005,835.0678199999999,857.5672470000001,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,424.3,508.00844894444447,40.78426238824309,2127.67,436.38961,445.6416,479.3215,507.43399999999997,536.53425,546.9696,564.7461999999999,580.15375,603.226031,0.022222222222222223,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,290.776,359.5104425,38.43288875054403,2097.885,298.57481,304.4669,335.80150000000003,351.403,384.117,411.0861,425.10229999999996,444.64221999999995,467.8764640000005,0.005555555555555556,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,771.979,876.1086413333334,39.0963782482402,2365.428,783.9876800000001,806.09085,859.01375,877.8955000000001,901.7405,917.0312,930.8615,944.59023,975.4256080000001,0.03888888888888889,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,8192,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,644.055,720.0011181111112,29.246314864756794,2472.801,665.76598,686.6095,703.80125,718.4165,736.97175,746.005,752.1403,770.2431899999998,792.4463160000001,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,479.193,571.8287037777777,33.95325823869939,2196.105,501.39385,523.31515,550.9765,570.962,591.19775,610.0495,622.12005,648.2229899999999,683.062264,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,839.615,927.8648336111112,31.35060966555751,2124.278,868.78445,883.6296,907.6985,927.2014999999999,946.8787500000001,964.6395,974.887,995.5825999999996,1031.4677670000003,0.7166666666666667,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,421.823,512.6402648333334,34.882734441664645,2140.735,450.33021,466.53485,490.3835,509.87,531.614,553.6416,567.3680499999999,592.05162,631.1861080000001,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,379.297,512.232414388889,46.46753496497317,1749.865,422.41127,443.80095,479.45075,509.22950000000003,542.06425,570.798,587.5932,623.0315799999989,678.861087,0.016666666666666666,0.0,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,675.636,802.1901351666667,49.292746457768985,2376.108,708.25474,728.86105,766.0840000000001,804.6855,836.1972499999999,859.1132,873.8775499999999,897.83803,930.1814710000002,0.027777777777777776,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,896.708,994.3528735555556,37.598408753740436,2795.097,916.94556,939.4982,970.34475,997.557,1018.263,1035.1541,1044.43345,1063.12404,1090.2620460000003,46.733333333333334,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,315.718,405.7233979444444,32.58276119534047,1878.03,340.22088,356.95085,386.42650000000003,405.799,424.72825,442.2591,452.75135,473.94909,499.43902,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,418.757,511.6999945,37.23981887810595,2213.863,447.42875999999995,464.492,489.041,508.228,531.38925,554.1308,569.0827,593.1822699999998,621.4647360000004,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,842.128,1027.4962480000002,115.64627285825729,2492.299,875.3399400000001,893.7835,926.8100000000001,988.2525,1160.57825,1189.3663999999999,1202.4401500000001,1224.68625,1260.386848,47.083333333333336,0.016666666666666666,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,752.888,889.5203965000001,46.70433743210651,2489.568,793.47985,813.60365,860.356,892.0,920.47825,941.0912000000001,954.6717500000001,984.5246599999999,1015.0033940000001,0.40555555555555556,0.011111111111111112,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,607.519,771.2824044444444,75.96535543181278,2113.192,637.5308,658.9107499999999,703.6320000000001,773.663,819.81925,874.1971,899.2887,926.3987399999999,957.7172860000001,0.03888888888888889,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,540.892,636.9849627777778,36.43164077310261,2322.423,567.15897,586.4614,613.6257499999999,637.064,658.86825,678.5020999999999,689.1651999999999,708.7896299999999,733.1271080000002,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,445.969,546.1476465555555,37.74765079994558,1931.898,471.09605999999997,490.71394999999995,521.37775,544.991,568.3615,591.5065999999999,605.5623,634.1290699999998,682.8554030000001,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,1500,65536,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,896.046,1001.8177352222223,57.5017645849142,5260.828,925.19412,944.2814500000001,981.5,1002.2864999999999,1020.7615000000001,1039.9275,1052.83535,1081.7863399999999,1127.7595900000001,53.4,0.016666666666666666,0.011111111111111112,0.0,18000,0,2
tcp,1500,65536,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,753.969,847.4543343888888,38.31447098137719,2553.676,779.77112,796.9214000000001,824.6405,845.325,867.59125,890.0966,902.69555,925.4762499999999,971.8935660000002,0.044444444444444446,0.016666666666666666,0.0,0.0,18000,0,0
tcp,9001,64,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,339.464,376.8437870555556,33.552868956526225,2568.382,347.11568,355.3865,363.54225,371.457,391.32824999999997,396.9334,400.36179999999996,409.15646999999996,430.54810000000003,0.022222222222222223,0.016666666666666666,0.0,0.0,18000,0,0
tcp,9001,64,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,712.101,738.8248924999999,20.980417587075213,2347.289,716.40787,719.08195,734.3497500000001,741.082,744.95475,748.9321,751.1912,757.02839,776.8843510000003,0.03333333333333333,0.011111111111111112,0.0,0.0,18000,0,0
tcp,9001,64,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,300.785,318.9787241111111,63.96034408635293,6246.637,306.14098,308.6539,312.90575,316.60900000000004,321.30825,327.5415,332.75865,348.0722999999999,394.39292000000097,0.027777777777777776,0.011111111111111112,0.011111111111111112,0.0,18000,0,0
tcp,9001,64,use1-az1,use1-az5,us-east-1c,us-east-1f,18000,253.509,308.4998630555556,31.39811457242955,1985.864,260.51998,265.48035000000004,283.009,311.565,322.95775,342.88219999999995,350.65655,365.6445599999999,384.67527600000005,0.011111111111111112,0.0,0.0,0.0,18000,0,0
tcp,9001,64,use1-az1,use1-az6,us-east-1c,us-east-1b,18000,539.323,611.5566340555556,42.55036948866244,2534.846,545.16797,549.52275,583.163,612.254,645.79525,654.4382,657.61505,663.8314999999999,686.6587440000008,0.03333333333333333,0.011111111111111112,0.0,0.0,18000,0,0
tcp,9001,64,use1-az2,use1-az3,us-east-1d,us-east-1e,18000,750.67,802.8999428888889,38.94836140043014,2783.952,754.59296,757.12195,768.157,805.9935,818.5794999999999,854.8913,857.5215499999999,862.81525,869.8906160000001,0.022222222222222223,0.016666666666666666,0.0,0.0,18000,0,0
tcp,9001,64,use1-az2,use1-az4,us-east-1d,us-east-1a,18000,204.583,223.820647,23.780657584708813,2251.195,210.84995999999998,213.01295000000002,217.94475,222.66649999999998,227.61775,232.7478,236.6781,248.22332999999995,284.40317500000083,0.011111111111111112,0.011111111111111112,0.0,0.0,18000,0,0
tcp,9001,64,use1-az2,use1-az5,us-east-1d,us-east-1f,18000,273.3,309.555162,33.844572475520444,2501.716,279.86484,283.31264999999996,290.83575,304.25,331.31325000000004,341.1133,345.02815000000004,355.29909999999995,385.2504940000001,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,9001,64,use1-az2,use1-az6,us-east-1d,us-east-1b,18000,730.757,900.8317567777777,111.60587104554361,3477.004,739.31694,743.2107,752.0165000000001,970.717,978.19625,986.9285,990.3430999999999,996.8811,1006.544053,0.4222222222222222,0.016666666666666666,0.0,0.0,18000,0,0
tcp,9001,64,use1-az3,use1-az4,us-east-1e,us-east-1a,18000,681.136,723.6048699444444,30.393338972883278,2534.337,685.3389900000001,689.34575,708.6347499999999,715.13,734.58125,758.3391,761.8322,771.7670400000001,819.1655300000001,0.016666666666666666,0.016666666666666666,0.0,0.0,18000,0,0
tcp,9001,64,use1-az3,use1-az5,us-east-1e,us-east-1f,18000,491.235,613.9371403888889,83.29755541443119,2493.809,496.64697,501.95205,520.64075,614.7225000000001,704.1665,718.3632,723.8200999999999,740.1642999999999,759.1678000000002,0.016666666666666666,0.005555555555555556,0.0,0.0,18000,0,0
tcp,9001,64,use1-az3,use1-az6,us-east-1e,us-east-1b,18000,400.9,433.4820991111111,23.234878314696044,2317.685,406.76083,410.81455,423.19125,436.2265,442.7535,447.177,449.937,454.65202999999985,471.57805199999996,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,9001,64,use1-az4,use1-az5,us-east-1a,us-east-1f,18000,311.656,343.52042916666664,37.7641747356772,2231.586,317.23495,321.20664999999997,329.07775,336.97299999999996,356.9265,364.7403,369.67895,382.34902999999997,516.8217890000036,0.05,0.011111111111111112,0.0,0.0,18000,0,0
tcp,9001,64,use1-az4,use1-az6,us-east-1a,us-east-1b,18000,756.83,807.7154841111111,29.44401181704341,2127.913,764.101,767.86695,777.854,811.965,821.20325,846.6393,851.17735,863.8647,902.236246,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,9001,64,use1-az5,use1-az6,us-east-1f,us-east-1b,18000,624.177,649.6166927777779,14.566134599396149,2350.736,633.8438600000001,639.1478500000001,645.2785,649.098,653.2435,657.5951,660.8911499999999,669.05422,692.3449190000002,0.005555555555555556,0.005555555555555556,0.0,0.0,18000,0,0
tcp,9001,512,use1-az1,use1-az2,us-east-1c,us-east-1d,18000,355.618,402.8644175555555,38.79494533313991,2606.354,362.05375999999995,368.08385,378.9775,393.799,418.13075000000003,456.3774,460.031,466.96124999999995,507.4415350000001,0.016666666666666666,0.011111111111111112,0.0,0.0,18000,0,0
tcp,9001,512,use1-az1,use1-az3,us-east-1c,us-east-1e,18000,712.257,742.9502988333334,20.29577598024275,2581.18,719.6548799999999,727.0089,734.17,739.36,753.298,759.0172,762.0493,772.0963999999999,818.7679590000004,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
tcp,9001,512,use1-az1,use1-az4,us-east-1c,us-east-1a,18000,302.962,320.0828731666667,22.105281903150356,2586.656,306.61097,309.00295,313.98125000000005,318.5215,323.46,329.704,335.11404999999996,355.43551999999994,382.07031900000004,0.011111111111111112,0.005555555555555556,0.0,0.0,18000,0,0
