mtu,bytes,azs,leader,followers,healthy_p50_lower_us,healthy_p50_independent_us,healthy_p50_upper_us,one_follower_down_worst_p50_us,healthy_p99_lower_us,healthy_p99_independent_us,healthy_p99_upper_us,one_follower_down_worst_p99_us,healthy_p999_lower_us,healthy_p999_independent_us,healthy_p999_upper_us,one_follower_down_worst_p999_us
1500,1400,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",717.286,717.289,717.296,742.627,731.851,742.086,748.186,776.207,732.33,758.609,782.645,794.187
1500,1400,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",305.163,305.163,305.163,718.979,376.953,376.953,376.953,750.965,464.636,464.636,464.636,775.081
1500,1400,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",605.986,605.986,605.986,738.2,661.986,661.986,661.986,771.83,684.869,684.869,684.869,801.588
1500,1400,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",447.029,447.029,447.029,742.627,490.048,490.048,490.048,776.207,511.578,511.578,511.578,794.187
1500,1400,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",441.148,441.148,441.148,610.803,484.863,484.863,484.863,672.503,500.479,500.479,500.479,717.908
1500,1400,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",280.488,280.488,280.488,324.619,315.865,321.372,323.594,359.815,316.403,331.4,359.362,382.209
1500,1400,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",323.61,323.973,324.452,355.944,330.586,354.743,360.323,392.083,330.759,365.464,376.86,418.502
1500,1400,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",295.553,298.761,305.163,322.985,315.8,361.295,376.953,388.151,316.068,371.085,429.939,464.636
1500,1400,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",324.619,324.619,324.619,605.986,359.815,359.815,359.815,661.986,382.209,382.209,382.209,684.869
1500,1400,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",324.452,324.452,324.452,792.841,360.323,360.323,360.323,835.634,376.86,376.86,376.86,878.304
1500,1400,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",610.803,610.803,610.803,813.622,672.503,672.503,672.503,855.114,717.908,717.908,717.908,912.426
1500,1400,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",280.488,280.488,280.488,605.986,323.594,323.594,323.594,661.986,359.362,359.362,359.362,684.869
1500,1400,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",305.163,305.163,305.163,654.878,376.953,376.953,376.953,693.902,464.636,464.636,464.636,714.448
1500,1400,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",610.803,610.803,610.803,654.67,649.998,660.25,672.503,693.742,650.12,668.693,713.217,717.908
1500,1400,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",220.725,220.725,220.725,844.171,257.076,257.076,257.076,866.201,292.179,292.179,292.179,907.744
1500,1400,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",695.537,695.537,695.537,832.775,763.363,763.363,763.363,870.363,798.757,798.757,798.757,1012.278
1500,1400,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",217.638,217.638,217.638,722.408,250.939,250.939,250.939,769.206,275.626,275.626,275.626,795.667
1500,1400,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",291.184,291.184,291.184,844.171,353.193,353.193,353.193,866.201,378.956,378.956,378.956,907.744
1500,1400,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",717.296,717.296,717.296,832.775,748.186,748.186,748.186,870.363,782.645,782.645,782.645,1012.278
1500,1400,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",327.222,327.222,327.222,718.979,434.179,434.179,434.179,750.965,461.884,461.884,461.884,775.081
1500,1400,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",831.699,833.054,838.165,844.171,840.846,859.034,866.201,1008.849,841.098,882.974,907.744,1026.12
1500,1400,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",447.029,447.029,447.029,832.775,490.048,490.048,490.048,870.363,511.578,511.578,511.578,1012.278
1500,1400,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",441.148,441.148,441.148,752.61,484.863,484.863,484.863,1274.215,500.479,500.479,500.479,1300.212
1500,1400,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",220.725,220.725,220.725,291.184,256.99,257.076,257.076,353.193,260.624,282.562,292.179,378.956
1500,1400,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",217.638,217.638,217.638,355.944,250.939,250.939,250.939,392.083,275.626,275.626,275.626,418.502
1500,1400,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",298.768,307.366,322.985,327.222,325.355,375.962,388.151,434.179,325.6,401.763,429.939,461.884
1500,1400,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",220.725,220.725,220.725,838.165,257.076,257.076,257.076,1008.849,292.179,292.179,292.179,1026.12
1500,1400,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",217.638,217.638,217.638,792.841,250.939,250.939,250.939,835.634,275.626,275.626,275.626,878.304
1500,1400,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",752.61,752.61,752.61,813.622,810.678,836.903,855.114,1274.215,810.83,869.399,912.426,1300.212
1500,1400,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",291.184,291.184,291.184,838.165,353.193,353.193,353.193,1008.849,378.956,378.956,378.956,1026.12
1500,1400,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",327.222,327.222,327.222,654.878,434.179,434.179,434.179,693.902,461.884,461.884,461.884,714.448
1500,1400,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",654.67,654.67,654.67,752.61,693.742,693.742,693.742,1274.215,713.217,713.217,713.217,1300.212
1500,1400,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",654.86,658.969,695.537,717.296,710.071,738.597,748.186,763.363,711.067,751.878,782.645,798.757
1500,1400,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",355.944,355.944,355.944,722.408,392.083,392.083,392.083,769.206,418.502,418.502,418.502,795.667
1500,1400,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",322.985,322.985,322.985,718.979,388.151,388.151,388.151,750.965,429.939,429.939,429.939,775.081
1500,1400,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",447.029,447.029,447.029,695.537,490.048,490.048,490.048,763.363,511.578,511.578,511.578,798.757
1500,1400,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",722.408,722.408,722.408,792.841,762.799,767.906,769.206,835.634,763.959,786.534,795.667,878.304
1500,1400,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",441.148,441.148,441.148,813.622,484.863,484.863,484.863,855.114,500.479,500.479,500.479,912.426
1500,1400,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",447.029,447.029,447.029,717.296,489.538,490.048,490.048,748.186,492.041,509.612,511.578,782.645
1500,1400,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",654.878,654.878,654.878,718.979,689.313,693.524,693.902,750.965,690.589,711.904,714.448,775.081
1500,1400,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",441.148,441.148,441.148,654.67,484.863,484.863,484.863,693.742,500.479,500.479,500.479,713.217
1500,1400,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",355.944,355.944,355.944,792.841,392.083,392.083,392.083,835.634,418.502,418.502,418.502,878.304
1500,1400,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",322.985,322.985,322.985,654.878,388.151,388.151,388.151,693.902,429.939,429.939,429.939,714.448
1500,1400,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",654.67,654.67,654.67,813.622,693.742,693.742,693.742,855.114,713.217,713.217,713.217,912.426
1500,4096,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",409.411,409.411,409.411,781.313,475.687,475.687,475.687,831.841,489.41,489.41,489.41,851.885
1500,4096,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",402.666,402.666,402.666,842.729,481.626,481.626,481.626,916.429,496.478,496.478,496.478,925.335
1500,4096,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",770.525,770.525,770.525,836.977,788.936,818.869,819.978,911.374,789.796,832.673,844.919,925.613
1500,4096,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",359.965,360.22,360.387,409.411,379.814,413.689,419.36,475.687,380.474,428.284,435.708,489.41
1500,4096,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",253.436,253.436,253.436,402.666,313.636,313.636,313.636,481.626,328.188,328.188,328.188,496.478
1500,4096,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",256.801,256.801,256.801,360.285,314.971,317.672,317.862,414.735,316.136,339.15,353.991,433.484
1500,4096,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",346.394,346.394,346.394,409.411,378.278,404.251,408.747,475.687,379.664,420.684,426.986,489.41
1500,4096,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",365.322,367.483,378.002,402.666,392.479,461.409,481.626,547.397,393.073,486.806,496.478,562.129
1500,4096,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",351.076,353.071,357.851,386.793,370.94,416.482,442.677,453.658,371.513,436.442,460.44,603.194
1500,4096,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",409.411,409.411,409.411,626.235,475.687,475.687,475.687,682.21,489.41,489.41,489.41,718.816
1500,4096,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",402.666,402.666,402.666,1010.399,481.626,481.626,481.626,1071.315,496.478,496.478,496.478,1088.564
1500,4096,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",630.367,630.367,630.367,876.268,684.845,684.845,684.845,1085.533,709.712,709.712,709.712,1102.387
1500,4096,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",360.387,360.387,360.387,781.313,419.36,419.36,419.36,831.841,435.708,435.708,435.708,851.885
1500,4096,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",702.886,702.886,702.886,770.525,746.776,788.345,801.737,819.978,747.102,798.279,816.892,844.919
1500,4096,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",360.285,360.285,360.285,755.549,414.735,414.735,414.735,853.72,433.484,433.484,433.484,866.817
1500,4096,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",346.394,346.394,346.394,781.313,408.747,408.747,408.747,831.841,426.986,426.986,426.986,851.885
1500,4096,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",655.946,655.946,655.946,770.525,709.043,709.043,709.043,819.978,720.346,734.054,734.25,844.919
1500,4096,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",357.851,357.851,357.851,658.867,453.658,453.658,453.658,809.97,598.967,603.194,603.194,826.432
1500,4096,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",626.235,626.235,626.235,781.313,682.21,682.21,682.21,831.841,718.816,718.816,718.816,851.885
1500,4096,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",487.158,487.158,487.158,770.525,579.502,579.502,579.502,819.978,602.038,602.038,602.038,844.919
1500,4096,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",480.429,480.429,480.429,630.367,534.204,534.204,534.204,684.845,553.718,553.718,553.718,709.712
1500,4096,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",326.287,328.783,346.394,360.387,350.302,388.898,408.747,419.36,350.721,404.835,426.986,435.708
1500,4096,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",327.318,331.868,347.844,360.285,351.991,387.972,414.735,424.676,352.473,408.061,433.484,442.198
1500,4096,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",344.73,347.789,357.851,376.916,364.983,407.948,434.535,453.658,365.599,428.662,459.503,603.194
1500,4096,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",360.387,360.387,360.387,626.235,419.36,419.36,419.36,682.21,435.708,435.708,435.708,718.816
1500,4096,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",360.285,360.285,360.285,797.988,414.735,414.735,414.735,859.849,433.484,433.484,433.484,881.386
1500,4096,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",630.367,630.367,630.367,856.09,684.845,684.845,684.845,939.425,709.712,709.712,709.712,955.788
1500,4096,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",346.394,346.394,346.394,626.235,408.747,408.747,408.747,682.21,426.986,426.986,426.986,718.816
1500,4096,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",357.851,357.851,357.851,699.447,453.658,453.658,453.658,744.983,603.194,603.194,603.194,770.784
1500,4096,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",630.367,630.367,630.367,700.706,664.996,682.584,684.845,742.307,665.479,699.748,709.712,763.395
1500,4096,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",253.436,253.436,253.436,842.729,313.636,313.636,313.636,916.429,328.188,328.188,328.188,925.335
1500,4096,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",702.886,702.886,702.886,836.977,786.093,800.5,801.737,911.374,786.571,816.458,816.892,925.613
1500,4096,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",256.801,256.801,256.801,755.549,317.862,317.862,317.862,853.72,353.991,353.991,353.991,866.817
1500,4096,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",378.002,378.002,378.002,842.729,547.397,547.397,547.397,916.429,562.129,562.129,562.129,925.335
1500,4096,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",655.946,655.946,655.946,836.977,709.043,709.043,709.043,911.374,734.25,734.25,734.25,925.613
1500,4096,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",386.793,386.793,386.793,658.867,442.677,442.677,442.677,809.97,460.44,460.44,460.44,826.432
1500,4096,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",817.993,825.461,842.729,1010.399,863.106,914.362,916.429,1071.315,864.102,923.175,925.335,1088.564
1500,4096,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",487.158,487.158,487.158,836.977,579.502,579.502,579.502,911.374,602.038,602.038,602.038,925.613
1500,4096,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",480.429,480.429,480.429,876.268,534.204,534.204,534.204,1085.533,553.718,553.718,553.718,1102.387
1500,4096,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",253.436,253.436,253.436,378.002,294.758,312.947,313.636,547.397,296.421,326.602,328.188,562.129
1500,4096,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",256.801,256.801,256.801,347.844,300.471,315.817,317.862,424.676,300.953,339.094,353.991,442.198
1500,4096,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",356.859,359.854,376.916,386.793,380.511,412.341,434.535,442.677,380.983,429.129,459.503,460.44
1500,4096,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",253.436,253.436,253.436,1010.399,313.636,313.636,313.636,1071.315,328.188,328.188,328.188,1088.564
1500,4096,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",256.801,256.801,256.801,797.988,317.862,317.862,317.862,859.849,353.991,353.991,353.991,881.386
1500,4096,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",820.416,827.319,856.09,876.268,857.537,931.118,939.425,1085.533,858.031,947.908,955.788,1102.387
1500,4096,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",378.002,378.002,378.002,1010.399,547.397,547.397,547.397,1071.315,562.129,562.129,562.129,1088.564
1500,4096,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",386.793,386.793,386.793,699.447,442.677,442.677,442.677,744.983,460.44,460.44,460.44,770.784
1500,4096,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",700.706,700.706,700.706,876.268,726.053,741.254,742.307,1085.533,726.802,763.011,763.395,1102.387
1500,4096,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",641.785,647.791,655.946,702.886,664.624,704.21,709.043,801.737,665.132,719.237,734.25,816.892
1500,4096,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",347.844,347.844,347.844,755.549,424.676,424.676,424.676,853.72,442.198,442.198,442.198,866.817
1500,4096,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",376.916,376.916,376.916,658.867,434.535,434.535,434.535,809.97,459.503,459.503,459.503,826.432
1500,4096,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",487.158,487.158,487.158,702.886,579.219,579.502,579.502,801.737,584.157,602.038,602.038,816.892
1500,4096,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",755.549,755.549,755.549,797.988,789.608,831.654,853.72,859.849,789.951,848.066,866.817,881.386
1500,4096,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",480.429,480.429,480.429,856.09,534.204,534.204,534.204,939.425,553.718,553.718,553.718,955.788
1500,4096,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",487.158,487.158,487.158,655.946,579.502,579.502,579.502,709.043,594.184,602.038,602.038,734.25
1500,4096,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",656.217,657.207,658.867,699.447,692.441,736.5,744.983,809.97,692.887,755.857,770.784,826.432
1500,4096,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",480.429,480.429,480.429,700.706,534.204,534.204,534.204,742.307,553.718,553.718,553.718,763.395
1500,4096,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",347.844,347.844,347.844,797.988,424.676,424.676,424.676,859.849,442.198,442.198,442.198,881.386
1500,4096,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",376.916,376.916,376.916,699.447,434.535,434.535,434.535,744.983,459.503,459.503,459.503,770.784
1500,4096,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",700.706,700.706,700.706,856.09,742.307,742.307,742.307,939.425,763.395,763.395,763.395,955.788
1500,8192,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",463.95,463.95,463.95,790.636,530.0,530.0,530.0,838.476,560.053,560.053,560.053,856.795
1500,8192,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",482.955,482.955,482.955,885.835,535.854,535.854,535.854,958.561,558.174,558.174,558.174,980.169
1500,8192,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",786.039,786.039,786.039,867.988,826.47,836.072,837.368,928.123,827.279,856.867,858.317,944.881
1500,8192,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",378.462,378.544,378.584,463.95,415.432,432.874,437.269,530.0,415.894,456.126,464.748,560.053
1500,8192,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",272.035,272.035,272.035,482.955,330.717,330.717,330.717,535.854,345.326,345.326,345.326,558.174
1500,8192,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",276.986,276.986,276.986,383.799,328.224,334.504,334.909,440.614,329.795,364.168,366.626,466.715
1500,8192,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",372.145,372.145,372.145,463.95,409.982,434.697,439.538,530.0,410.816,459.6,467.985,560.053
1500,8192,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",396.407,396.407,396.407,482.955,444.604,468.345,471.091,535.854,445.256,488.496,495.529,558.174
1500,8192,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",338.268,340.573,347.626,367.122,356.867,398.838,422.583,428.694,357.369,413.671,448.486,457.075
1500,8192,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",463.95,463.95,463.95,671.007,530.0,530.0,530.0,734.291,560.053,560.053,560.053,758.205
1500,8192,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",482.955,482.955,482.955,812.718,535.854,535.854,535.854,1084.785,558.174,558.174,558.174,1107.756
1500,8192,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",668.004,668.004,668.004,1078.307,729.931,729.931,729.931,1198.513,741.866,771.437,777.987,1220.426
1500,8192,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",378.584,378.584,378.584,790.636,437.269,437.269,437.269,838.476,464.748,464.748,464.748,856.795
1500,8192,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",761.98,766.647,786.039,794.41,789.508,827.284,837.368,878.417,789.738,841.011,858.317,892.75
1500,8192,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",383.799,383.799,383.799,775.035,440.614,440.614,440.614,874.077,466.715,466.715,466.715,887.552
1500,8192,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",372.145,372.145,372.145,790.636,439.538,439.538,439.538,838.476,467.985,467.985,467.985,856.795
1500,8192,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",686.977,686.977,686.977,786.039,772.428,813.996,829.882,837.368,773.416,824.413,843.063,858.317
1500,8192,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",347.626,347.626,347.626,590.768,428.694,428.694,428.694,845.44,457.075,457.075,457.075,858.946
1500,8192,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",671.007,671.007,671.007,790.636,734.255,734.291,734.291,838.476,740.235,756.253,758.205,856.795
1500,8192,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",513.359,513.359,513.359,786.039,559.668,559.668,559.668,837.368,575.163,575.163,575.163,858.317
1500,8192,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",495.842,495.842,495.842,668.004,584.582,586.415,586.415,729.931,592.001,612.093,612.093,777.987
1500,8192,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",358.141,362.203,372.145,378.584,375.682,414.349,437.269,439.538,375.939,425.205,464.748,467.985
1500,8192,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",342.564,344.183,347.209,383.799,369.773,408.605,420.626,440.614,370.124,420.492,445.722,466.715
1500,8192,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",335.137,337.395,347.626,368.107,352.157,411.395,428.694,453.96,352.914,426.842,457.075,476.626
1500,8192,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",378.584,378.584,378.584,671.007,437.269,437.269,437.269,734.291,464.748,464.748,464.748,758.205
1500,8192,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",383.799,383.799,383.799,867.393,440.614,440.614,440.614,926.981,466.715,466.715,466.715,943.732
1500,8192,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",668.004,668.004,668.004,892.972,729.931,729.931,729.931,950.326,777.987,777.987,777.987,983.738
1500,8192,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",372.145,372.145,372.145,671.007,439.538,439.538,439.538,734.291,467.985,467.985,467.985,758.205
1500,8192,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",347.626,347.626,347.626,718.686,428.694,428.694,428.694,771.66,457.075,457.075,457.075,789.784
1500,8192,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",667.504,667.733,668.004,718.1,698.944,720.918,729.931,768.672,699.418,739.684,777.987,794.953
1500,8192,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",272.035,272.035,272.035,885.835,330.717,330.717,330.717,958.561,345.326,345.326,345.326,980.169
1500,8192,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",794.41,794.41,794.41,867.988,848.914,873.239,878.417,928.123,851.595,884.097,892.75,944.881
1500,8192,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",276.986,276.986,276.986,775.035,334.909,334.909,334.909,874.077,366.626,366.626,366.626,887.552
1500,8192,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",396.407,396.407,396.407,885.835,471.091,471.091,471.091,958.561,495.529,495.529,495.529,980.169
1500,8192,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",686.977,686.977,686.977,867.988,823.467,829.708,829.882,928.123,824.526,842.78,843.063,944.881
1500,8192,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",367.122,367.122,367.122,590.768,422.583,422.583,422.583,845.44,448.486,448.486,448.486,858.946
1500,8192,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",812.714,812.717,812.718,885.835,854.966,949.737,958.561,1084.785,856.32,969.786,980.169,1107.756
1500,8192,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",513.359,513.359,513.359,867.988,559.668,559.668,559.668,928.123,575.163,575.163,575.163,944.881
1500,8192,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",495.842,495.842,495.842,1078.307,586.415,586.415,586.415,1198.513,612.093,612.093,612.093,1220.426
1500,8192,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",272.035,272.035,272.035,396.407,325.59,330.688,330.717,471.091,329.129,345.326,345.326,495.529
1500,8192,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",276.986,276.986,276.986,347.209,312.171,332.524,334.909,420.626,312.649,353.261,366.626,445.722
1500,8192,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",341.231,343.838,367.122,368.107,366.503,407.045,422.583,453.96,367.242,423.373,448.486,476.626
1500,8192,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",272.035,272.035,272.035,812.718,330.717,330.717,330.717,1084.785,345.326,345.326,345.326,1107.756
1500,8192,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",276.986,276.986,276.986,867.393,334.909,334.909,334.909,926.981,366.626,366.626,366.626,943.732
1500,8192,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",867.419,872.567,892.972,1078.307,902.959,946.593,950.326,1198.513,903.517,978.204,983.738,1220.426
