mtu,bytes,azs,leader,followers,healthy_p50_lower_us,healthy_p50_independent_us,healthy_p50_upper_us,one_follower_down_worst_p50_us,healthy_p99_lower_us,healthy_p99_independent_us,healthy_p99_upper_us,one_follower_down_worst_p99_us,healthy_p999_lower_us,healthy_p999_independent_us,healthy_p999_upper_us,one_follower_down_worst_p999_us
1500,8192,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",396.407,396.407,396.407,812.718,471.091,471.091,471.091,1084.785,495.529,495.529,495.529,1107.756
1500,8192,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",367.122,367.122,367.122,718.686,422.583,422.583,422.583,771.66,448.486,448.486,448.486,789.784
1500,8192,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",718.1,718.1,718.1,1078.307,749.987,766.346,768.672,1198.513,750.322,786.69,794.953,1220.426
1500,8192,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",686.205,686.574,686.977,794.41,765.503,821.425,829.882,878.417,766.754,834.238,843.063,892.75
1500,8192,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",347.209,347.209,347.209,775.035,420.626,420.626,420.626,874.077,445.722,445.722,445.722,887.552
1500,8192,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",368.107,368.107,368.107,590.768,453.96,453.96,453.96,845.44,476.626,476.626,476.626,858.946
1500,8192,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",513.359,513.359,513.359,794.41,559.668,559.668,559.668,878.417,575.163,575.163,575.163,892.75
1500,8192,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",775.031,775.035,775.035,867.393,825.432,868.7,874.077,926.981,826.134,881.234,887.552,943.732
1500,8192,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",495.842,495.842,495.842,892.972,586.415,586.415,586.415,950.326,612.093,612.093,612.093,983.738
1500,8192,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",513.359,513.359,513.359,686.977,551.245,559.592,559.668,829.882,553.607,573.86,575.163,843.063
1500,8192,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",590.768,590.768,590.768,718.686,706.574,756.921,771.66,845.44,707.081,780.879,789.784,858.946
1500,8192,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",495.842,495.842,495.842,718.1,586.415,586.415,586.415,768.672,612.093,612.093,612.093,794.953
1500,8192,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",347.209,347.209,347.209,867.393,420.626,420.626,420.626,926.981,445.722,445.722,445.722,943.732
1500,8192,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",368.107,368.107,368.107,718.686,453.96,453.96,453.96,771.66,476.626,476.626,476.626,789.784
1500,8192,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",718.1,718.1,718.1,892.972,768.672,768.672,768.672,950.326,794.953,794.953,794.953,983.738
1500,65536,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",555.3,555.3,555.3,926.419,637.263,637.263,637.263,999.919,675.415,675.415,675.415,1034.619
1500,65536,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",583.876,583.876,583.876,995.496,653.685,653.685,653.685,1058.011,691.005,691.005,691.005,1081.042
1500,65536,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",925.13,926.417,927.76,1000.783,951.606,985.277,989.443,1066.27,952.122,1009.966,1024.492,1093.68
1500,65536,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",506.915,508.01,509.374,555.3,536.266,572.079,590.321,637.263,536.779,591.898,621.339,675.415
1500,65536,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",406.407,406.407,406.407,583.876,472.403,472.403,472.403,653.685,494.863,494.863,494.863,691.005
1500,65536,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",404.968,404.968,404.968,510.527,459.903,474.864,475.421,593.302,461.639,499.439,503.507,633.489
1500,65536,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",512.031,514.464,518.092,555.3,543.168,586.339,635.893,637.263,543.576,611.99,675.415,682.927
1500,65536,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",499.236,499.236,499.236,583.876,552.474,584.608,596.026,653.685,553.429,603.181,619.582,691.005
1500,65536,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",488.128,491.526,502.301,515.82,509.702,559.399,591.338,611.074,510.063,582.452,624.338,672.067
1500,65536,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",555.3,555.3,555.3,789.84,637.263,637.263,637.263,897.02,675.415,675.415,675.415,934.511
1500,65536,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",583.876,583.876,583.876,946.222,653.685,653.685,653.685,1229.432,691.005,691.005,691.005,1261.312
1500,65536,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",818.125,818.125,818.125,1022.865,884.798,897.837,898.148,1211.752,886.98,922.858,929.259,1257.193
1500,65536,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",509.374,509.374,509.374,926.419,590.321,590.321,590.321,999.919,621.339,621.339,621.339,1034.619
1500,65536,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",894.182,896.488,901.438,927.76,913.805,951.458,982.444,989.443,914.166,971.527,1010.375,1024.492
1500,65536,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",510.527,510.527,510.527,869.94,593.302,593.302,593.302,986.219,633.489,633.489,633.489,1015.397
1500,65536,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",518.092,518.092,518.092,926.419,635.893,635.893,635.893,999.919,682.927,682.927,682.927,1034.619
1500,65536,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",787.147,787.147,787.147,927.76,870.774,878.335,878.577,989.443,875.208,925.504,951.643,1024.492
1500,65536,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",502.301,502.301,502.301,703.629,610.731,611.074,611.074,934.109,624.975,662.098,672.067,957.717
1500,65536,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",789.84,789.84,789.84,926.419,872.541,894.088,897.02,999.919,874.479,926.419,934.511,1034.619
1500,65536,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",632.182,632.182,632.182,927.76,706.688,706.688,706.688,989.443,736.512,736.512,736.512,1024.492
1500,65536,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",642.708,642.708,642.708,818.125,709.352,711.024,711.024,898.148,716.575,731.927,731.927,929.259
1500,65536,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",487.074,491.603,509.374,518.092,512.147,563.882,590.321,635.893,512.677,585.663,621.339,682.927
1500,65536,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",502.249,505.029,510.527,550.999,528.392,573.016,593.302,642.707,528.962,594.756,633.489,694.548
1500,65536,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",496.06,498.469,502.301,538.939,523.045,574.114,611.074,622.493,523.526,598.665,659.402,672.067
1500,65536,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",509.374,509.374,509.374,789.84,590.321,590.321,590.321,897.02,621.339,621.339,621.339,934.511
1500,65536,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",510.527,510.527,510.527,986.556,593.302,593.302,593.302,1061.099,633.489,633.489,633.489,1096.849
1500,65536,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",818.125,818.125,818.125,1013.511,898.148,898.148,898.148,1092.036,929.259,929.259,929.259,1142.946
1500,65536,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",518.092,518.092,518.092,789.84,635.893,635.893,635.893,897.02,678.726,682.927,682.927,934.511
1500,65536,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",502.301,502.301,502.301,844.167,611.074,611.074,611.074,926.445,672.067,672.067,672.067,964.28
1500,65536,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",806.633,810.8,818.125,846.42,832.267,876.805,898.148,923.513,832.756,895.277,929.259,978.179
1500,65536,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",406.407,406.407,406.407,995.496,472.403,472.403,472.403,1058.011,494.863,494.863,494.863,1081.042
1500,65536,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",901.286,901.353,901.438,1000.783,941.803,976.27,982.444,1066.27,942.421,1006.007,1010.375,1093.68
1500,65536,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",404.968,404.968,404.968,869.94,475.421,475.421,475.421,986.219,503.507,503.507,503.507,1015.397
1500,65536,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",499.236,499.236,499.236,995.496,596.026,596.026,596.026,1058.011,619.582,619.582,619.582,1081.042
1500,65536,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",787.147,787.147,787.147,1000.783,878.577,878.577,878.577,1066.27,902.551,944.4,951.643,1093.68
1500,65536,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",515.82,515.82,515.82,703.629,591.338,591.338,591.338,934.109,615.598,624.338,624.338,957.717
1500,65536,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",941.545,943.066,946.222,995.496,984.602,1044.891,1058.011,1229.432,985.418,1071.847,1081.042,1261.312
1500,65536,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",632.182,632.182,632.182,1000.783,706.688,706.688,706.688,1066.27,736.512,736.512,736.512,1093.68
1500,65536,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",642.708,642.708,642.708,1022.865,711.024,711.024,711.024,1211.752,731.927,731.927,731.927,1257.193
1500,65536,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",406.407,406.407,406.407,499.236,454.12,469.786,472.403,596.026,455.821,492.413,494.863,619.582
1500,65536,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",404.968,404.968,404.968,550.999,467.713,475.412,475.421,642.707,471.003,502.698,503.507,694.548
1500,65536,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",506.804,509.53,515.82,538.939,526.784,569.047,591.338,622.493,527.09,588.997,624.338,659.402
1500,65536,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",406.407,406.407,406.407,946.222,472.403,472.403,472.403,1229.432,494.863,494.863,494.863,1261.312
1500,65536,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",404.968,404.968,404.968,986.556,475.421,475.421,475.421,1061.099,503.507,503.507,503.507,1096.849
1500,65536,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",991.297,995.517,1013.511,1022.865,1015.311,1070.903,1092.036,1211.752,1015.745,1115.252,1142.946,1257.193
1500,65536,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",499.236,499.236,499.236,946.222,596.026,596.026,596.026,1229.432,619.582,619.582,619.582,1261.312
1500,65536,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",515.82,515.82,515.82,844.167,591.338,591.338,591.338,926.445,624.338,624.338,624.338,964.28
1500,65536,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",846.412,846.42,846.42,1022.865,896.847,920.708,923.513,1211.752,897.919,971.243,978.179,1257.193
1500,65536,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",787.147,787.147,787.147,901.438,849.245,874.003,878.577,982.444,850.963,910.453,951.643,1010.375
1500,65536,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",550.999,550.999,550.999,869.94,642.707,642.707,642.707,986.219,694.548,694.548,694.548,1015.397
1500,65536,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",538.939,538.939,538.939,703.629,620.16,622.493,622.493,934.109,627.5,658.906,659.402,957.717
1500,65536,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",632.182,632.182,632.182,901.438,706.688,706.688,706.688,982.444,736.512,736.512,736.512,1010.375
1500,65536,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",869.94,869.94,869.94,986.556,942.56,977.596,986.219,1061.099,943.372,1003.62,1015.397,1096.849
1500,65536,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",642.708,642.708,642.708,1013.511,711.024,711.024,711.024,1092.036,731.927,731.927,731.927,1142.946
1500,65536,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",632.182,632.182,632.182,787.147,706.688,706.688,706.688,878.577,718.943,736.512,736.512,951.643
1500,65536,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",703.629,703.629,703.629,844.167,829.26,893.148,926.445,934.109,830.001,915.063,957.717,964.28
1500,65536,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",642.708,642.708,642.708,846.42,711.024,711.024,711.024,923.513,731.927,731.927,731.927,978.179
1500,65536,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",550.999,550.999,550.999,986.556,642.707,642.707,642.707,1061.099,694.548,694.548,694.548,1096.849
1500,65536,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",538.939,538.939,538.939,844.167,622.493,622.493,622.493,926.445,659.402,659.402,659.402,964.28
1500,65536,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",846.42,846.42,846.42,1013.511,923.513,923.513,923.513,1092.036,958.31,978.179,978.179,1142.946
9001,64,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",365.303,365.303,365.303,742.199,401.337,401.337,401.337,758.699,408.853,408.853,408.853,776.455
9001,64,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",389.135,389.135,389.135,809.65,411.844,411.844,411.844,864.925,435.15,435.15,435.15,873.03
9001,64,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",739.983,739.983,739.983,802.24,753.384,754.574,754.595,828.84,754.043,764.435,776.883,843.28
9001,64,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",316.615,316.615,316.615,365.303,349.066,352.13,352.281,401.337,350.835,369.0,408.853,424.379
9001,64,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",223.318,223.318,223.318,389.135,248.449,248.449,248.449,411.844,276.411,276.411,276.411,435.15
9001,64,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",221.84,221.84,221.84,316.602,247.645,247.645,247.645,344.054,298.679,298.679,298.679,362.293
9001,64,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",312.64,312.64,312.64,365.303,354.214,364.801,371.086,401.337,354.573,375.383,390.464,408.853
9001,64,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",303.065,303.065,303.065,389.135,348.629,359.26,359.569,411.844,349.993,377.823,382.378,435.15
9001,64,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",289.756,293.951,304.797,310.991,307.486,329.923,351.363,358.697,307.658,344.983,369.809,386.44
9001,64,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",365.303,365.303,365.303,645.684,401.337,401.337,401.337,665.831,408.853,408.853,408.853,686.655
9001,64,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",389.135,389.135,389.135,970.696,411.844,411.844,411.844,990.189,435.15,435.15,435.15,1005.526
9001,64,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",583.163,583.163,583.163,970.787,635.167,635.167,635.167,998.132,686.364,686.364,686.364,1008.512
9001,64,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",316.615,316.615,316.615,742.199,352.281,352.281,352.281,758.699,424.379,424.379,424.379,776.455
9001,64,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",716.775,717.354,721.495,739.983,736.343,750.939,754.595,777.053,736.719,757.66,776.883,819.165
9001,64,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",316.602,316.602,316.602,713.391,344.054,344.054,344.054,755.787,362.293,362.293,362.293,804.358
9001,64,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",312.64,312.64,312.64,742.199,371.086,371.086,371.086,758.699,390.464,390.464,390.464,776.455
9001,64,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",615.647,615.647,615.647,739.983,720.224,739.263,745.026,754.595,720.366,746.2,766.813,776.883
9001,64,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",310.991,310.991,310.991,611.596,358.697,358.697,358.697,731.484,369.809,369.809,369.809,747.83
9001,64,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",645.684,645.684,645.684,742.199,665.831,665.831,665.831,758.699,686.655,686.655,686.655,776.455
9001,64,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",436.677,436.677,436.677,739.983,454.488,454.488,454.488,754.595,460.14,460.14,460.14,776.883
9001,64,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",435.741,435.741,435.741,583.163,454.901,454.901,454.901,635.167,476.245,476.245,476.245,686.364
9001,64,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",309.468,310.213,312.64,316.615,315.834,337.373,352.281,371.086,315.937,350.014,390.464,424.379
9001,64,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",316.602,316.602,316.602,337.663,327.355,338.323,344.054,383.618,327.558,352.629,362.293,534.593
9001,64,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",310.991,310.991,310.991,335.837,322.139,347.029,358.697,380.54,322.331,361.124,369.809,516.448
9001,64,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",316.615,316.615,316.615,645.684,352.281,352.281,352.281,665.831,424.379,424.379,424.379,686.655
9001,64,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",316.602,316.602,316.602,812.841,344.054,344.054,344.054,868.074,362.293,362.293,362.293,903.731
9001,64,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",583.163,583.163,583.163,811.606,635.167,635.167,635.167,851.844,686.364,686.364,686.364,874.25
9001,64,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",312.64,312.64,312.64,645.684,371.086,371.086,371.086,665.831,390.464,390.464,390.464,686.655
9001,64,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",310.991,310.991,310.991,648.712,358.697,358.697,358.697,666.97,369.809,369.809,369.809,680.414
9001,64,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",583.163,583.163,583.163,649.461,633.649,635.167,635.167,670.062,637.099,652.27,686.364,714.699
9001,64,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",223.318,223.318,223.318,809.65,248.449,248.449,248.449,864.925,276.411,276.411,276.411,873.03
9001,64,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",721.495,721.495,721.495,802.24,758.76,771.639,777.053,828.84,758.875,804.819,819.165,843.28
9001,64,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",221.84,221.84,221.84,713.391,247.645,247.645,247.645,755.787,298.679,298.679,298.679,804.358
9001,64,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",303.065,303.065,303.065,809.65,359.569,359.569,359.569,864.925,382.378,382.378,382.378,873.03
9001,64,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",615.647,615.647,615.647,802.24,745.026,745.026,745.026,828.84,753.345,761.577,766.813,843.28
9001,64,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",304.797,304.797,304.797,611.596,351.363,351.363,351.363,731.484,386.44,386.44,386.44,747.83
9001,64,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",767.874,769.668,809.65,970.696,834.781,863.596,864.925,990.189,846.271,871.32,873.03,1005.526
9001,64,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",436.677,436.677,436.677,802.24,454.488,454.488,454.488,828.84,460.14,460.14,460.14,843.28
9001,64,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",435.741,435.741,435.741,970.787,454.901,454.901,454.901,998.132,476.245,476.245,476.245,1008.512
9001,64,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",223.318,223.318,223.318,303.065,248.449,248.449,248.449,359.569,275.878,276.411,276.411,382.378
9001,64,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",221.84,221.84,221.84,337.663,247.645,247.645,247.645,383.618,298.679,298.679,298.679,534.593
9001,64,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",304.797,304.797,304.797,335.837,324.642,347.013,351.363,380.54,324.886,358.517,386.44,516.448
9001,64,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",223.318,223.318,223.318,970.696,248.449,248.449,248.449,990.189,276.411,276.411,276.411,1005.526
9001,64,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",221.84,221.84,221.84,812.841,247.645,247.645,247.645,868.074,298.679,298.679,298.679,903.731
9001,64,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",773.666,777.74,811.606,970.787,814.665,848.913,851.844,998.132,814.844,869.084,874.25,1008.512
9001,64,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",303.065,303.065,303.065,970.696,359.569,359.569,359.569,990.189,382.378,382.378,382.378,1005.526
9001,64,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",304.797,304.797,304.797,648.712,351.363,351.363,351.363,666.97,386.44,386.44,386.44,680.414
9001,64,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",649.461,649.461,649.461,970.787,670.062,670.062,670.062,998.132,714.699,714.699,714.699,1008.512
9001,64,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",615.647,615.647,615.647,721.495,710.316,735.321,745.026,777.053,710.483,755.273,766.813,819.165
9001,64,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",337.663,337.663,337.663,713.391,383.618,383.618,383.618,755.787,534.593,534.593,534.593,804.358
9001,64,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",335.837,335.837,335.837,611.596,380.54,380.54,380.54,731.484,491.69,505.877,516.448,747.83
9001,64,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",436.677,436.677,436.677,721.495,454.488,454.488,454.488,777.053,460.14,460.14,460.14,819.165
9001,64,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",713.391,713.391,713.391,812.841,755.787,755.787,755.787,868.074,761.944,787.477,804.358,903.731
9001,64,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",435.741,435.741,435.741,811.606,454.901,454.901,454.901,851.844,476.245,476.245,476.245,874.25
9001,64,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",436.677,436.677,436.677,615.647,454.488,454.488,454.488,745.026,460.14,460.14,460.14,766.813
9001,64,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",611.596,611.596,611.596,648.712,645.903,662.389,666.97,731.484,646.077,672.513,680.414,747.83
9001,64,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",435.741,435.741,435.741,649.461,454.901,454.901,454.901,670.062,476.245,476.245,476.245,714.699
9001,64,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",337.663,337.663,337.663,812.841,383.618,383.618,383.618,868.074,534.593,534.593,534.593,903.731
9001,64,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",335.837,335.837,335.837,648.712,380.54,380.54,380.54,666.97,516.448,516.448,516.448,680.414
9001,64,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",649.461,649.461,649.461,811.606,670.062,670.062,670.062,851.844,714.699,714.699,714.699,874.25
9001,512,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",417.902,417.902,417.902,739.346,470.84,470.84,470.84,772.213,512.665,512.665,512.665,825.262
9001,512,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",383.237,383.237,383.237,820.836,415.544,415.544,415.544,844.596,449.417,449.417,449.417,868.227
9001,512,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",739.374,739.374,739.374,806.914,772.074,772.074,772.074,842.52,790.852,807.433,816.104,915.485
9001,512,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",317.867,317.867,317.867,417.902,357.158,357.158,357.158,470.84,371.514,380.362,381.542,512.665
9001,512,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",217.292,217.292,217.292,383.237,255.377,255.377,255.377,415.544,297.815,297.815,297.815,449.417
9001,512,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",216.595,216.595,216.595,319.018,253.752,253.752,253.752,352.654,273.435,273.435,273.435,382.389
9001,512,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",299.52,299.52,299.52,417.902,348.269,348.269,348.269,470.84,370.853,379.591,384.423,512.665
9001,512,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",329.783,329.783,329.783,383.237,378.8,407.391,415.544,489.501,378.991,437.947,449.417,536.104
9001,512,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",301.857,302.113,302.481,328.784,311.483,328.791,336.451,370.886,311.653,340.209,367.292,397.114
9001,512,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",417.902,417.902,417.902,601.194,470.84,470.84,470.84,644.423,512.665,512.665,512.665,717.807
9001,512,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",383.237,383.237,383.237,835.94,415.544,415.544,415.544,881.884,449.417,449.417,449.417,912.825
9001,512,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",600.681,600.681,600.681,979.905,633.733,633.733,633.733,1018.495,694.151,694.151,694.151,1052.575
9001,512,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",317.867,317.867,317.867,739.346,357.158,357.158,357.158,772.213,381.542,381.542,381.542,825.262
9001,512,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",717.149,717.194,717.248,739.374,726.551,737.563,745.287,772.074,726.796,754.871,776.264,816.104
9001,512,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",319.018,319.018,319.018,713.219,352.654,352.654,352.654,743.959,382.389,382.389,382.389,772.461
