scope,case,eligible_for_new_reader,before,after,ratio,before_min,before_max,after_min,after_max,separated_win,separated_loss,both_edges_agree,block_medians
bulk,bulk/calico/local/k6/h0/u8/decode,False,0.0044753449996833726,0.004470662861320413,0.9989537927549069,0.004466846114653895,0.004489163331078238,0.00446304776377105,0.00447680905425375,False,False,True,"[0.004468997046686199, 0.004466197250167679, 0.004475073519962406, 0.004479455346867978]"
bulk,bulk/calico/local/k6/h0/u8/encode,False,0.007129214094712495,0.007136676799898441,1.0010467781001948,0.007121328095812627,0.007137590292509413,0.007121574225359462,0.007141594258854256,False,False,False,"[0.007135745725592824, 0.007128195961601654, 0.007138361324701582, 0.007128911471729872]"
bulk,bulk/calico/local/k7/h0/u64/decode,False,0.0711724086265676,0.07123516037513516,1.0008816864537606,0.0708802637820151,0.07130265039562493,0.07101016936558986,0.07142955996217829,False,False,False,"[0.07122776414407253, 0.07108840497572709, 0.07138162627325882, 0.070983908706087]"
bulk,bulk/calico/striped/k12/h0/u64/decode,False,0.09061711120827237,0.0912941926737022,1.0074718941754128,0.08981947807137795,0.09149629337985679,0.09086531582203558,0.09150569826772574,False,False,False,"[0.09140299455936322, 0.09102977450467921, 0.09133214013076597, 0.08982093579987442]"
bulk,bulk/predecessor/local/k6/h0/u8/decode,False,0.004599662232319288,0.004623821553009192,1.0052524119097592,0.0045930258043431855,0.004609298485101472,0.00459568922071222,0.004651858996863053,False,False,False,"[0.004609105553552187, 0.00460238924954805, 0.004649043257110153, 0.004596398763590713]"
bulk,bulk/predecessor/local/k6/h0/u8/encode,False,0.007061868206311226,0.0070564615389548885,0.9992343856896813,0.007051544780023728,0.007067870151543069,0.00704234830117618,0.007076669501648949,False,False,False,"[0.0070633862560025495, 0.007042566297651516, 0.0070698687722078055, 0.007061237703891375]"
bulk,bulk/series/avx2/local/k1/h0/u64/decode,True,0.05705730587870046,0.05653347041555139,0.9908191342882064,0.05703144093247636,0.05709134950047891,0.05648482577922257,0.056556229261998936,True,False,True,"[0.05704565207476912, 0.056529744319831994, 0.056537196511270774, 0.05706517778645194]"
bulk,bulk/series/avx2/local/k1/h0/u8/decode,False,0.010522455530194203,0.010529862502871303,1.0007039205493287,0.010519334885605285,0.010546420772736487,0.010507695183545133,0.010535748933171094,False,False,False,"[0.010522741021197822, 0.01051637161904061, 0.010533510526439053, 0.010522170039190584]"
bulk,bulk/series/avx2/local/k10/h8/u16/decode,False,0.05869686394751544,0.05892782635792074,1.0039348339054674,0.0582482446422356,0.0589405493115919,0.05830526135631421,0.05942607059933742,False,False,False,"[0.05886994898606248, 0.05830600244755896, 0.059407557740433624, 0.05839315593188448]"
bulk,bulk/series/avx2/local/k10/h8/u64/decode,True,0.09711799487499424,0.0972339498825545,1.0011939600658921,0.09704297375450868,0.09726578001286793,0.09710712525951949,0.09732905500122171,False,False,True,"[0.09709207472681017, 0.0971427335266831, 0.09724404820735807, 0.09716458074421555]"
