dataset,first,count,layout,execution,repetition,windows,passes,calls,logical_blocks,metadata_bytes,body_bytes,query_bytes,body_suffix_bytes,checksum,elapsed_ns,ns_per_call,ns_per_block,cycles_raw,instructions_raw,enabled_ns,running_ns,pmu_status,major_faults,minor_faults,residence
structural,0,256,direct32,inline,0,8,256,2048,524288,8192,60591,65536,512,33621248,13809009,6742.68,26.3386,61783286,61723176,32737038,32737038,available,0,0,unestablished
structural,0,256,direct32,inline,1,8,256,2048,524288,8192,60591,65536,512,33621248,13912400,6793.16,26.5358,61787340,61723177,13879446,13879446,available,0,0,unestablished
structural,0,256,direct32,inline,2,8,256,2048,524288,8192,60591,65536,512,33621248,13832429,6754.12,26.3833,61772495,61723177,13839706,13839706,available,0,0,unestablished
structural,0,256,direct32,inline,3,8,256,2048,524288,8192,60591,65536,512,33621248,13840789,6758.2,26.3992,61765195,61723177,13847956,13847956,available,0,0,unestablished
structural,0,256,direct32,inline,4,8,256,2048,524288,8192,60591,65536,512,33621248,14064252,6867.31,26.8254,61760345,61723177,13865096,13865096,available,0,0,unestablished
structural,0,256,direct32,split,0,8,256,2048,524288,8192,60591,65536,512,33621248,15764522,7697.52,30.0684,70139607,70609453,15740558,15740558,available,0,0,unestablished
structural,0,256,direct32,split,1,8,256,2048,524288,8192,60591,65536,512,33621248,15693911,7663.04,29.9338,70142427,70609452,15699518,15699518,available,0,0,unestablished
structural,0,256,direct32,split,2,8,256,2048,524288,8192,60591,65536,512,33621248,15716022,7673.84,29.9759,70130922,70609452,15711578,15711578,available,0,0,unestablished
structural,0,256,direct32,split,3,8,256,2048,524288,8192,60591,65536,512,33621248,15724691,7678.07,29.9925,70138764,70609452,15718578,15718578,available,0,0,unestablished
structural,0,256,direct32,split,4,8,256,2048,524288,8192,60591,65536,512,33621248,15755761,7693.24,30.0517,70136261,70609452,15711598,15711598,available,0,0,unestablished
structural,0,256,local16,inline,0,8,256,2048,524288,4096,60591,65536,512,33621248,15229176,7436.12,29.0473,67571386,66312748,15166197,15166197,available,0,0,unestablished
structural,0,256,local16,inline,1,8,256,2048,524288,4096,60591,65536,512,33621248,15162245,7403.44,28.9197,67571954,66312748,15150138,15150138,available,0,0,unestablished
structural,0,256,local16,inline,2,8,256,2048,524288,4096,60591,65536,512,33621248,15166815,7405.67,28.9284,67573473,66312747,15144517,15144517,available,0,0,unestablished
structural,0,256,local16,inline,3,8,256,2048,524288,4096,60591,65536,512,33621248,15207155,7425.37,29.0053,67569448,66312749,15166568,15166568,available,0,0,unestablished
structural,0,256,local16,inline,4,8,256,2048,524288,4096,60591,65536,512,33621248,15213416,7428.43,29.0173,67575297,66312750,15192997,15192997,available,0,0,unestablished
structural,0,256,local16,split,0,8,256,2048,524288,4096,60591,65536,512,33621248,15936694,7781.59,30.3968,71078953,75561517,15932998,15932998,available,0,0,unestablished
structural,0,256,local16,split,1,8,256,2048,524288,4096,60591,65536,512,33621248,15948704,7787.45,30.4197,71085019,75561516,15955138,15955138,available,0,0,unestablished
structural,0,256,local16,split,2,8,256,2048,524288,4096,60591,65536,512,33621248,15948464,7787.34,30.4193,71083997,75561517,15944929,15944929,available,0,0,unestablished
structural,0,256,local16,split,3,8,256,2048,524288,4096,60591,65536,512,33621248,16019714,7822.13,30.5552,71092245,75561516,15950958,15950958,available,0,0,unestablished
structural,0,256,local16,split,4,8,256,2048,524288,4096,60591,65536,512,33621248,15926293,7776.51,30.377,71074236,75561516,15931678,15931678,available,0,0,unestablished
structural,0,256,scan128,inline,0,8,256,2048,524288,4096,60591,65536,512,33621248,15042794,7345.11,28.6919,67154642,67142186,15049207,15049207,available,0,0,unestablished
structural,0,256,scan128,inline,1,8,256,2048,524288,4096,60591,65536,512,33621248,15052233,7349.72,28.7099,67153205,67142188,15068438,15068438,available,0,0,unestablished
structural,0,256,scan128,inline,2,8,256,2048,524288,4096,60591,65536,512,33621248,15090924,7368.62,28.7837,67098833,67142187,15054767,15054767,available,0,0,unestablished
structural,0,256,scan128,inline,3,8,256,2048,524288,4096,60591,65536,512,33621248,15037344,7342.45,28.6815,67156192,67142187,15042618,15042618,available,0,0,unestablished
structural,0,256,scan128,inline,4,8,256,2048,524288,4096,60591,65536,512,33621248,15055704,7351.42,28.7165,67146833,67142188,15043137,15043137,available,0,0,unestablished
structural,0,256,scan128,split,0,8,256,2048,524288,4096,60591,65536,512,33621248,15840462,7734.6,30.2133,70795220,76352044,15845328,15845328,available,0,0,unestablished
structural,0,256,scan128,split,1,8,256,2048,524288,4096,60591,65536,512,33621248,15827562,7728.3,30.1887,70817063,76352044,15832789,15832789,available,0,0,unestablished
structural,0,256,scan128,split,2,8,256,2048,524288,4096,60591,65536,512,33621248,15866513,7747.32,30.263,70810746,76352044,15861958,15861958,available,0,0,unestablished
structural,0,256,scan128,split,3,8,256,2048,524288,4096,60591,65536,512,33621248,15850043,7739.28,30.2316,70826538,76352043,15856418,15856418,available,0,0,unestablished
structural,0,256,scan128,split,4,8,256,2048,524288,4096,60591,65536,512,33621248,15866303,7747.22,30.2626,70804928,76352044,15873139,15873139,available,0,0,unestablished
structural,3,37,direct32,inline,0,8,2048,16384,606208,8192,60591,65536,512,39352320,16706113,1019.66,27.5584,74717725,73926957,16725159,16725159,available,0,0,unestablished
structural,3,37,direct32,inline,1,8,2048,16384,606208,8192,60591,65536,512,39352320,16763144,1023.14,27.6525,74710516,73926957,16755490,16755490,available,0,0,unestablished
structural,3,37,direct32,inline,2,8,2048,16384,606208,8192,60591,65536,512,39352320,16717463,1020.35,27.5771,74734277,73926957,16724259,16724259,available,0,0,unestablished
structural,3,37,direct32,inline,3,8,2048,16384,606208,8192,60591,65536,512,39352320,16764234,1023.21,27.6543,74724769,73926957,16733489,16733489,available,0,0,unestablished
structural,3,37,direct32,inline,4,8,2048,16384,606208,8192,60591,65536,512,39352320,16745123,1022.04,27.6227,74728318,73926959,16740490,16740490,available,0,0,unestablished
structural,3,37,direct32,split,0,8,2048,16384,606208,8192,60591,65536,512,39352320,18872003,1151.86,31.1312,83192031,83855664,18696449,18696449,available,0,0,unestablished
structural,3,37,direct32,split,1,8,2048,16384,606208,8192,60591,65536,512,39352320,18614470,1136.14,30.7064,83204598,83855663,18619782,18619782,available,0,0,unestablished
structural,3,37,direct32,split,2,8,2048,16384,606208,8192,60591,65536,512,39352320,18694561,1141.03,30.8385,83188635,83855664,18658662,18658662,available,0,0,unestablished
structural,3,37,direct32,split,3,8,2048,16384,606208,8192,60591,65536,512,39352320,18697621,1141.21,30.8436,83207220,83855664,18655871,18655871,available,0,0,unestablished
