dataset,first,count,layout,execution,repetitions,median_ns,min_ns,max_ns,cycles_per_call,ratio_to_direct_inline,split_over_inline
weather_sept_85,3,37,scan128,inline,5,1086.97,1086.71,1087.99,4857.005432128906,0.9385723617027149,1.0
weather_sept_85,3,37,scan128,split,5,1150.56,1147.83,1151.83,5133.2108154296875,0.8866986510916424,1.0585020745742753
weather_sept_85,15,18,direct32,inline,5,490.98,490.103,491.078,2192.268035888672,1.0,1.0
weather_sept_85,15,18,direct32,split,5,539.482,538.43,539.85,2408.162078857422,0.9100952395075277,1.098786101266854
weather_sept_85,15,18,local16,inline,5,531.805,531.395,534.135,2376.113800048828,0.9232331399667173,1.0
weather_sept_85,15,18,local16,split,5,556.064,555.166,557.558,2480.4667053222656,0.8829559187431664,1.0456163443367401
weather_sept_85,15,18,scan128,inline,5,528.006,526.384,528.399,2354.75390625,0.9298757968659448,1.0
weather_sept_85,15,18,scan128,split,5,551.43,550.336,551.893,2463.2622680664062,0.8903759316685709,1.0443631322371336
weather_sept_85,255,1,direct32,inline,5,43.3463,43.2775,43.5236,193.53764724731445,1.0,1.0
weather_sept_85,255,1,direct32,split,5,43.2266,42.9778,43.3609,192.8748779296875,1.0027691282682423,0.9972385186278875
weather_sept_85,255,1,local16,inline,5,58.5876,58.546,58.6889,261.77676010131836,0.7398545084625415,1.0
weather_sept_85,255,1,local16,split,5,59.3049,59.08,59.4156,264.624568939209,0.7309058779291424,1.0122432050468018
weather_sept_85,255,1,scan128,inline,5,58.0557,57.8605,58.0675,258.9912414550781,0.7466329748844643,1.0
weather_sept_85,255,1,scan128,split,5,58.5431,58.5081,58.721,261.58499908447266,0.740416889437013,1.0083953858105235
weather_sept_85_srt,0,256,direct32,inline,5,6739.13,6735.5,6762.2,30156.794921875,1.0,1.0
weather_sept_85_srt,0,256,direct32,split,5,7671.4,7666.11,7689.89,34248.33154296875,0.8784745939463462,1.1383368476346352
weather_sept_85_srt,0,256,local16,inline,5,7381.57,7369.49,7396.42,32972.31005859375,0.9129670246302616,1.0
weather_sept_85_srt,0,256,local16,split,5,7778.68,7759.42,7806.06,34703.9970703125,0.8663590737760134,1.0537974983641691
weather_sept_85_srt,0,256,scan128,inline,5,7349.05,7333.2,7385.02,32759.78173828125,0.9170069600832761,1.0
weather_sept_85_srt,0,256,scan128,split,5,7739.04,7726.64,7751.51,34589.87939453125,0.8707966362753004,1.0530667229097639
weather_sept_85_srt,3,37,direct32,inline,5,1022.5,1018.5,1023.31,4561.05126953125,1.0,1.0
weather_sept_85_srt,3,37,direct32,split,5,1136.8,1134.81,1138.41,5077.6646728515625,0.8994546094299789,1.1117848410757947
weather_sept_85_srt,3,37,local16,inline,5,1094.49,1092.65,1097.05,4884.9178466796875,0.9342250728649873,1.0
weather_sept_85_srt,3,37,local16,split,5,1152.74,1151.25,1154.7,5147.902893066406,0.8870170203168104,1.0532211349578342
weather_sept_85_srt,3,37,scan128,inline,5,1086.62,1084.81,1087.71,4851.3892822265625,0.9409913309160517,1.0
weather_sept_85_srt,3,37,scan128,split,5,1149.91,1147.75,1154.44,5133.486755371094,0.8892000243497317,1.0582448326001732
weather_sept_85_srt,15,18,direct32,inline,5,490.981,490.399,491.356,2192.3472900390625,1.0,1.0
weather_sept_85_srt,15,18,direct32,split,5,539.555,538.802,539.997,2408.174072265625,0.9099739600226113,1.0989325452512417
weather_sept_85_srt,15,18,local16,inline,5,533.353,531.993,541.283,2372.8115844726562,0.9205554295185365,1.0
weather_sept_85_srt,15,18,local16,split,5,555.166,554.974,560.948,2479.7002868652344,0.8843859314151081,1.0408978668911586
weather_sept_85_srt,15,18,scan128,inline,5,526.317,526.102,527.383,2352.2691345214844,0.9328617544179648,1.0
weather_sept_85_srt,15,18,scan128,split,5,551.703,550.84,552.245,2462.8717651367188,0.8899371582173742,1.0482332890634352
weather_sept_85_srt,255,1,direct32,inline,5,43.4262,43.1371,43.5398,193.56599044799805,1.0,1.0
weather_sept_85_srt,255,1,direct32,split,5,43.1469,43.0885,43.3037,192.67986297607422,1.0064732344618037,0.993568398800724
weather_sept_85_srt,255,1,local16,inline,5,58.7141,58.6597,58.942,262.2354507446289,0.7396213175370141,1.0
weather_sept_85_srt,255,1,local16,split,5,58.9568,58.8339,59.1463,263.23779678344727,0.7365766120277899,1.0041335897169503
weather_sept_85_srt,255,1,scan128,inline,5,57.9935,57.884,58.1963,258.95823669433594,0.7488115047375999,1.0
weather_sept_85_srt,255,1,scan128,split,5,58.5302,58.3889,58.7031,261.44655990600586,0.7419451838538054,1.0092544854164691
wikileaks-noquotes,0,256,direct32,inline,5,6757.15,6748.84,6798.37,30167.5576171875,1.0,1.0
wikileaks-noquotes,0,256,direct32,split,5,7668.31,7651.48,7681.84,34247.3359375,0.8811785126057762,1.1348438320889724
wikileaks-noquotes,0,256,local16,inline,5,7381.13,7370.3,7399.17,32956.2373046875,0.9154628085401557,1.0
wikileaks-noquotes,0,256,local16,split,5,7773.15,7763.53,7899.54,34704.44873046875,0.8692936582981159,1.053111109003635
wikileaks-noquotes,0,256,scan128,inline,5,7335.22,7319.96,7350.48,32752.7353515625,0.9211925477354461,1.0
wikileaks-noquotes,0,256,scan128,split,5,7744.2,7734.46,7773.39,34574.12890625,0.8725433227447638,1.0557556555904253
wikileaks-noquotes,3,37,direct32,inline,5,1021.11,1019.26,1024.02,4561.3470458984375,1.0,1.0
wikileaks-noquotes,3,37,direct32,split,5,1135.91,1135.3,1136.46,5078.115905761719,0.8989356551135212,1.1124266729343557
wikileaks-noquotes,3,37,local16,inline,5,1092.85,1092.11,1096.07,4884.0159912109375,0.9343551265040949,1.0
wikileaks-noquotes,3,37,local16,split,5,1151.56,1150.72,1155.09,5147.4576416015625,0.8867188856855049,1.0537219197511096
wikileaks-noquotes,3,37,scan128,inline,5,1084.65,1082.52,1086.57,4844.3953857421875,0.941418890886461,1.0
wikileaks-noquotes,3,37,scan128,split,5,1149.13,1148.64,1151.82,5133.2816162109375,0.8885939797934088,1.0594477481215139
wikileaks-noquotes,15,18,direct32,inline,5,490.811,489.978,491.785,2192.1905212402344,1.0,1.0
wikileaks-noquotes,15,18,direct32,split,5,539.878,538.709,541.296,2408.018524169922,0.9091146518287464,1.0999712720375054
wikileaks-noquotes,15,18,local16,inline,5,531.329,530.563,532.964,2371.528289794922,0.9237421635182721,1.0
wikileaks-noquotes,15,18,local16,split,5,554.986,554.44,555.365,2479.2178649902344,0.8843664524870898,1.0445242025185904
wikileaks-noquotes,15,18,scan128,inline,5,525.255,524.799,526.559,2349.2872314453125,0.934424232039676,1.0
wikileaks-noquotes,15,18,scan128,split,5,550.758,550.174,551.954,2461.636505126953,0.8911554621085848,1.0485535596995745
wikileaks-noquotes,255,1,direct32,inline,5,43.2747,43.1977,43.4548,193.51304244995117,1.0,1.0
wikileaks-noquotes,255,1,direct32,split,5,43.1684,43.1482,43.2837,192.53450775146484,1.002462449384272,0.9975435993779275
wikileaks-noquotes,255,1,local16,inline,5,58.6907,58.5773,58.8482,262.21797943115234,0.737334875883232,1.0
wikileaks-noquotes,255,1,local16,split,5,59.2998,59.1294,59.4454,264.6084442138672,0.7297613145406899,1.0103781348663416
wikileaks-noquotes,255,1,scan128,inline,5,57.9436,57.8792,58.0764,258.88998794555664,0.7468417564666331,1.0
wikileaks-noquotes,255,1,scan128,split,5,58.7327,58.5119,58.814,261.80015563964844,0.7368076046222973,1.0136184151485237
wikileaks-noquotes_srt,0,256,direct32,inline,5,6749.2,6745.26,6765.71,30156.96826171875,1.0,1.0
wikileaks-noquotes_srt,0,256,direct32,split,5,7677.93,7656.12,7695.88,34243.431640625,0.8790390118169871,1.137605938481598
wikileaks-noquotes_srt,0,256,local16,inline,5,7375.8,7364.63,7422.73,32930.5830078125,0.9150465034301364,1.0
wikileaks-noquotes_srt,0,256,local16,split,5,7772.04,7755.13,7796.42,34707.6591796875,0.8683949130472823,1.0537216301960466
wikileaks-noquotes_srt,0,256,scan128,inline,5,7318.88,7306.88,7341.91,32721.91064453125,0.9221629538945849,1.0
wikileaks-noquotes_srt,0,256,scan128,split,5,7740.24,7731.87,7758.86,34564.71923828125,0.8719626264818662,1.0575716503071508
wikileaks-noquotes_srt,3,37,direct32,inline,5,1020.64,1019.02,1022.28,4562.164245605469,1.0,1.0
wikileaks-noquotes_srt,3,37,direct32,split,5,1136.62,1136.33,1141.02,5078.3824462890625,0.8979606200841092,1.1136345822229188
wikileaks-noquotes_srt,3,37,local16,inline,5,1090.41,1089.93,1092.63,4876.954895019531,0.9360148934804339,1.0
wikileaks-noquotes_srt,3,37,local16,split,5,1152.64,1151.4,1155.09,5147.308410644531,0.885480288728484,1.0570702763180821
wikileaks-noquotes_srt,3,37,scan128,inline,5,1084.3,1082.08,1085.71,4840.274475097656,0.9412893110762705,1.0
wikileaks-noquotes_srt,3,37,scan128,split,5,1149.48,1148.87,1153.11,5133.99560546875,0.8879145352681213,1.0601125149866273
wikileaks-noquotes_srt,15,18,direct32,inline,5,490.597,490.103,492.222,2192.475128173828,1.0,1.0
wikileaks-noquotes_srt,15,18,direct32,split,5,539.746,538.604,543.159,2408.3350219726562,0.9089405016433656,1.100182023126925
wikileaks-noquotes_srt,15,18,local16,inline,5,529.574,528.788,530.167,2366.035430908203,0.9263993322935039,1.0
wikileaks-noquotes_srt,15,18,local16,split,5,554.76,554.367,557.56,2479.6888122558594,0.8843409762780301,1.0475589813699313
wikileaks-noquotes_srt,15,18,scan128,inline,5,525.331,524.927,526.412,2346.9490966796875,0.933881686022717,1.0
wikileaks-noquotes_srt,15,18,scan128,split,5,551.285,550.285,551.729,2461.2119750976562,0.8899153795223886,1.0494050417736627
wikileaks-noquotes_srt,255,1,direct32,inline,5,43.2771,43.1897,43.4195,193.42284774780273,1.0,1.0
wikileaks-noquotes_srt,255,1,direct32,split,5,43.1346,42.9856,43.225,192.67977142333984,1.0033036124132366,0.9967072655053135
wikileaks-noquotes_srt,255,1,local16,inline,5,58.752,58.7318,58.8416,262.25914764404297,0.7366064133986927,1.0
wikileaks-noquotes_srt,255,1,local16,split,5,59.284,59.2081,59.4674,264.4486961364746,0.7299962890493219,1.0090550108932461
wikileaks-noquotes_srt,255,1,scan128,inline,5,57.9829,57.8339,58.0832,259.0558853149414,0.7463769490660177,1.0
wikileaks-noquotes_srt,255,1,scan128,split,5,58.681,58.6275,58.6895,261.81611251831055,0.7374976568224808,1.0120397565489134
