model,partition,slice,sample_tiles,weighted_tiles,mae_bytes,bias_bytes,rmse_bytes,p50_abs_bytes,p95_abs_bytes,p99_abs_bytes,max_abs_bytes,threshold_8_wrong_fraction,threshold_8_false_compress_fraction,threshold_8_missed_compress_fraction,threshold_16_wrong_fraction,threshold_16_false_compress_fraction,threshold_16_missed_compress_fraction,threshold_24_wrong_fraction,threshold_24_false_compress_fraction,threshold_24_missed_compress_fraction,threshold_32_wrong_fraction,threshold_32_false_compress_fraction,threshold_32_missed_compress_fraction
symmetric_three_low0_aug0.01,fresh_structure_holdout,independent_quarters,4096,4096.0,1.190185546875,-0.585205078125,1.647307817888023,1.0,3.0,5.0,7.0,0.037109375,0.02197265625,0.01513671875,0.080078125,0.05908203125,0.02099609375,0.028564453125,0.020263671875,0.00830078125,0.002197265625,0.00146484375,0.000732421875
symmetric_three_low0_aug0.01,fresh_structure_holdout,mixed_byte_alphabets,4096,4096.0,2.077392578125,-1.973388671875,2.568542798820958,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.041015625,0.041015625,0.0,0.16455078125,0.16455078125,0.0,0.0546875,0.05322265625,0.00146484375
quarter_four_low0_aug0.01,real_validation,partial,15052,215112.00000000006,0.08205850905574767,0.06004704990888466,0.28872964051292316,0.0,1.0,1.0,3.0,0.03563879049053516,0.0004924829856074973,0.03514630750492766,2.3243705604522288e-05,1.3946223362713374e-05,9.297482241808915e-06,4.648741120904458e-06,4.648741120904458e-06,0.0,0.0,0.0,0.0
quarter_four_low0_aug0.01,real_validation,census1881,8496,374528.0,0.03923774991455912,0.031940063226247435,0.19828729342746984,0.0,0.0,1.0,3.0,0.019684792592276144,5.340054682159946e-06,0.019679452537593987,1.3350136705399863e-05,8.010082023239918e-06,5.340054682159946e-06,2.670027341079973e-06,2.670027341079973e-06,0.0,0.0,0.0,0.0
quarter_four_low0_aug0.01,real_validation,census1881_srt,12750,649471.9999999999,0.004551595757784786,0.0014694906015963736,0.07027135643124188,0.0,0.0,0.0,3.0,0.0004524067242313757,0.0001600361524438313,0.00029237057178754436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quarter_four_low0_aug0.01,structure_development,partial,8928,8928.0,0.603494623655914,-0.2862903225806452,0.9116431264284055,1.0,2.0,3.0,4.0,0.016129032258064516,0.009408602150537635,0.006720430107526882,0.019937275985663083,0.015456989247311828,0.004480286738351254,0.006048387096774193,0.005600358422939068,0.00044802867383512545,0.005600358422939068,0.0029121863799283156,0.002688172043010753
quarter_four_low0_aug0.01,structure_development,byte_permutations,8928,8928.0,0.603494623655914,-0.2862903225806452,0.9116431264284055,1.0,2.0,3.0,4.0,0.016129032258064516,0.009408602150537635,0.006720430107526882,0.019937275985663083,0.015456989247311828,0.004480286738351254,0.006048387096774193,0.005600358422939068,0.00044802867383512545,0.005600358422939068,0.0029121863799283156,0.002688172043010753
quarter_four_low0_aug0.01,fresh_structure_holdout,partial,21949,21949.0,0.778623171898492,-0.5163788783088068,1.1415791165759168,1.0,2.0,3.0,6.0,0.014214770604583352,0.009522073898583078,0.0046926967060002735,0.028657342020137592,0.02414688596291403,0.004510456057223564,0.02519476969338011,0.02469360790924416,0.0005011617841359516,0.008838671465670418,0.005877260923048886,0.0029614105426215317
quarter_four_low0_aug0.01,fresh_structure_holdout,byte_permutations,13764,13764.0,0.5909619296716071,-0.2715780296425458,0.9071225156257171,0.0,2.0,3.0,4.0,0.015257192676547515,0.008282476024411508,0.006974716652136007,0.021795989537925022,0.015111886079628016,0.0066841034582970065,0.005521650682941005,0.004795117698343505,0.0007265329845975008,0.0052310374891020054,0.0023249055507120024,0.002906131938390003
quarter_four_low0_aug0.01,fresh_structure_holdout,independent_quarters,4096,4096.0,1.1630859375,-1.06884765625,1.5474273003924934,1.0,3.0,4.0,6.0,0.02490234375,0.023193359375,0.001708984375,0.0751953125,0.073486328125,0.001708984375,0.031982421875,0.031982421875,0.0,0.00146484375,0.00146484375,0.0
quarter_four_low0_aug0.01,fresh_structure_holdout,mixed_byte_alphabets,4096,4096.0,1.0234375,-0.78564453125,1.3504556522707438,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.005126953125,0.005126953125,0.0,0.08447265625,0.084228515625,0.000244140625,0.0283203125,0.022216796875,0.006103515625
distance_enum_lowNone_aug0,real_test_after_candidate_freeze,partial,33018,96762.0,0.18508709514065438,0.06149641904880015,0.4719682953826305,0.0,1.0,2.0,5.0,0.012475956470515285,0.002268142452615696,0.01020781401789959,0.003893103697732581,0.0031671317252640495,0.000725971972468531,0.0008164362042950745,0.0006820859428287964,0.00013435026146627809,0.001570864595605713,0.00019635807445071411,0.0013745065211549989
distance_enum_lowNone_aug0,real_test_after_candidate_freeze,census-income,23134,133376.0,0.08684194307821497,0.053738626139635315,0.3034893715510212,0.0,1.0,1.0,2.0,0.0054996776031669865,0.00014465870921305182,0.005355018893953934,0.0015056456933781191,0.0011290786948176582,0.0003765669985604606,8.997120921305183e-05,2.2492802303262957e-05,6.747840690978887e-05,0.0010946497120921305,0.00010496641074856046,0.00098968330134357
distance_enum_lowNone_aug0,real_test_after_candidate_freeze,census-income_srt,15951,122880.00000000003,0.0514873575846354,-0.009903373209635415,0.27465393856642956,0.0,0.0,1.0,5.0,0.0038547648111979162,0.001629036458333333,0.002225728352864583,0.0014313761393229163,0.001268440755208333,0.0001629353841145833,0.0005452473958333332,0.0005126953124999999,3.2552083333333326e-05,4.882812499999999e-05,4.069010416666666e-05,8.138020833333332e-06
symmetric_three_low0_aug0.01,real_test_after_candidate_freeze,partial,33018,96762.0,0.17885406977945892,0.07418219445650152,0.4712695631343169,0.0,1.0,2.0,5.0,0.013345595378351007,0.0011041679584961037,0.012241427419854903,0.003551590500403051,0.0026877803269878676,0.0008638101734151837,0.0006614166718339845,0.0005063971393728943,0.00015501953246109009,0.0011058059982224427,0.0002790351584299622,0.0008267708397924806
symmetric_three_low0_aug0.01,real_test_after_candidate_freeze,census-income,23134,133376.0,0.0801146308181382,0.037232425623800386,0.28671694035538997,0.0,1.0,1.0,3.0,0.0054996776031669865,0.00014465870921305182,0.005355018893953934,0.001684081094049904,0.0013834572936660267,0.0003006238003838772,8.24736084452975e-05,2.2492802303262957e-05,5.998080614203455e-05,0.0007572576775431862,0.00017994241842610365,0.0005773152591170825
symmetric_three_low0_aug0.01,real_test_after_candidate_freeze,census-income_srt,15951,122880.00000000003,0.05388109130859373,0.018002160644531248,0.29267823790642583,0.0,0.0,1.0,5.0,0.004539562988281249,0.0007124633789062498,0.0038270996093749993,0.0009687744140624998,0.0006148681640624999,0.0003539062499999999,0.00043131510416666654,0.00037434895833333325,5.696614583333332e-05,4.882812499999999e-05,2.4414062499999995e-05,2.4414062499999995e-05
quarter_four_low0_aug0.01,real_test_after_candidate_freeze,partial,33018,96762.0,0.1447594303548914,0.05674881668423556,0.39250786132051463,0.0,1.0,1.0,3.0,0.010945763832909615,0.0007876852483412909,0.010158078584568324,0.0029582119013662387,0.0021139651929476446,0.0008442467084185941,0.0005063971393728943,0.00023769661644033814,0.00026870052293255617,0.0012711601661809387,0.0006614166718339845,0.0006097434943469544
quarter_four_low0_aug0.01,real_test_after_candidate_freeze,census-income,23134,133376.0,0.07120843705014393,0.03305029015714971,0.2686927261762923,0.0,1.0,1.0,2.0,0.005014541596689059,0.0,0.005014541596689059,0.0014900206933781191,0.0011084527951055662,0.0003815678982725528,0.00014995201535508636,2.2492802303262957e-05,0.0001274592130518234,0.000892214491362764,0.00044985604606525913,0.0004423584452975048
quarter_four_low0_aug0.01,real_test_after_candidate_freeze,census-income_srt,15951,122880.00000000003,0.036700158691406234,0.008813586425781249,0.20725378174009976,0.0,0.0,1.0,3.0,0.0031763875325520833,0.0006202636718749999,0.0025561238606770825,0.0007121541341145832,0.0004615112304687499,0.00025064290364583327,0.00023600260416666661,0.00016276041666666663,7.324218749999998e-05,3.2552083333333326e-05,3.2552083333333326e-05,0.0
