src,dst,host_src,host_dst,az_src,az_dst,flows,p50_us_flow_span_median,p50_us_flow_span_max,p50_us_same_role_change_median,p50_us_same_role_change_max,p50_us_flow_correlation_0_2,p50_us_flow_correlation_1_3,p50_us_flow_correlation_2_4,rtt_p50_us_flow_span_median,rtt_p50_us_flow_span_max,rtt_p50_us_same_role_change_median,rtt_p50_us_same_role_change_max,rtt_p50_us_flow_correlation_0_2,rtt_p50_us_flow_correlation_1_3,rtt_p50_us_flow_correlation_2_4
1,4,az1b,az3a,1,3,4,2.2294998199539577,2.841259397806425,0.5452220851791338,2.3047631934336437,0.1350994148666918,0.9414098027321975,0.8072803836630599,5.32974999999999,8.494750000000067,1.0201250000000073,2.5634999999999764,0.996351910920306,0.8830083651847591,0.6725991259060845
1,5,az1b,az3b,1,3,4,5.4886094952081805,6.078254244131813,4.121853696449406,7.025261781098948,0.794082241329009,0.9907424502498955,0.9979265785850328,7.143000000000029,7.747250000000008,0.5421250000000271,1.8520000000000323,0.9542422943084222,0.9978043993307852,0.9977776210420183
1,6,az1b,az4a,1,4,4,23.368256546203753,23.761365494991907,2.0110065205592065,3.981346084328294,0.9991638776416479,0.9995859411744221,0.9994158027748293,42.25599999999997,44.661249999999995,0.9596250000000168,2.0960000000000036,0.9997953977924924,0.9986329890082162,0.9998648873207734
1,7,az1b,az4b,1,4,4,11.924424853801014,12.382623200245177,1.0017512535496138,2.3546862288189914,0.997750088715024,0.9908191986610647,0.9971052629233746,9.93300000000005,10.71550000000002,1.2945000000000277,2.4247500000000173,0.9806478841466795,0.9206097771275773,0.9722764303021644
1,8,az1b,az5a,1,5,4,2.2576936880262792,3.7136532082894576,1.53705531929932,2.579250242087909,0.9498159131911649,0.7568251764534426,0.9346698291765838,5.448500000000024,6.514999999999986,1.0446249999999964,1.4509999999999934,0.9216853414247725,0.9103462336573201,0.9089064237568063
1,9,az1b,az5b,1,5,4,2.4312276968177855,2.6809251852633764,0.8707063530044366,1.9043206749524586,0.9639025438434032,0.7126126417975289,0.7857997662180483,4.841250000000002,6.354750000000024,0.8677500000000009,3.2857500000000073,0.7668095481030431,0.801920139746611,0.9706187939534934
1,10,az1b,az6a,1,6,4,2.1549311616678324,3.0832295089836066,0.8968698169513232,2.535594126421529,0.26856514085115346,0.21320772543270544,0.3571011872518986,2.8629999999999427,4.518499999999904,1.206624999999974,4.414000000000101,0.3949398114080681,0.8102633560374467,0.7033761651568069
1,11,az1b,az6b,1,6,4,1.867824704976215,3.0021508439212425,0.9696110318371893,1.9010032887314878,0.726287414756963,0.2928394964548961,0.7384531057077087,7.485500000000002,8.050499999999943,0.7028749999999491,3.1989999999999554,0.9635133269219701,0.8875132563536114,0.9774172749450237
2,0,az2a,az1a,2,1,4,8.025219608974908,8.979878784746518,0.6768531683663355,1.7042042606609584,0.9872610419760034,0.9944021206822523,0.9865193006375211,17.441249999999968,17.644749999999988,0.9607499999999902,2.747500000000059,0.9733500322108894,0.9776087325914745,0.9721288231784195
2,1,az2a,az1b,2,1,4,27.937920960630663,29.056743611146203,0.7117487484424316,1.3331099533777717,0.9995645082933255,0.9988820726953896,0.9996114251481839,54.219749999999976,56.34475000000003,0.8217500000000086,1.9359999999999786,0.9996578593256163,0.9997572707494765,0.9999053703629526
2,3,az2a,az2b,2,2,4,3.534019758376104,4.959842752793634,0.3397407965718884,0.997901704695721,0.9742980194990462,0.975510301164548,0.9682118474939335,21.84925000000004,23.223749999999995,0.6442499999999995,1.6654999999999518,0.9966286424603831,0.9992157512993886,0.999585421900027
2,4,az2a,az3a,2,3,4,47.09348611990981,47.526697840813426,0.43073974088946443,3.5316690132966073,0.997133977357264,0.9999103836546671,0.9998986718300938,114.71299999999997,116.51475000000005,0.7603749999998968,4.360249999999951,0.9990029340339384,0.9998292563682107,0.9999742305815585
2,5,az2a,az3b,2,3,4,74.57727616025835,77.92247082452423,3.1847762382706435,5.1409231568392215,0.9995821882230521,0.9999954412539329,0.9999722263861779,55.134750000000054,59.81524999999999,1.1555000000000177,2.4009999999999536,0.9994405070041824,0.9993854612067266,0.9984676293806576
2,6,az2a,az4a,2,4,4,9.006393864183451,9.40424919147381,1.4820359502611637,2.7126705772558353,0.9849023066774252,0.9720369452049059,0.998873539058455,16.932750000000055,17.980999999999995,0.5036249999999711,1.4990000000000236,0.9973534298561455,0.999780060198947,0.9997875434730894
2,7,az2a,az4b,2,4,4,42.51839256054086,44.26201449242407,0.3528036288094256,2.3383438506530467,0.9998254327819673,0.99875941323364,0.9998215816456696,11.847750000000019,14.893750000000011,0.5488750000000095,3.0170000000000528,0.9953439340281596,0.9974606415285195,0.9984613582754556
2,8,az2a,az5a,2,5,4,10.219448695361478,12.538927302837777,0.8060070402055999,1.9211127714763734,0.9986804700799974,0.9923800695361118,0.9984819028145938,17.873999999999967,19.651749999999993,0.33662499999999795,3.368249999999989,0.9996223889768826,0.9823958524452152,0.998701781955131
2,9,az2a,az5b,2,5,4,0.8558847090243376,1.7797877627938874,0.47275066642757224,0.943899849180923,0.8411293439059947,-0.3443591890474788,0.6168166541330606,39.25075000000004,40.44425000000001,0.9140000000000157,1.5430000000000632,0.9994574820230215,0.9994090973139086,0.9993882319465981
2,10,az2a,az6a,2,6,4,90.38372453590199,91.56699403320113,0.645632410043703,1.5447944029214113,0.9996722880016796,0.9998049301439409,0.9999285350161142,239.3320000000001,241.17075,1.3777499999999918,5.093250000000012,0.9998627218886832,0.999813438200291,0.9999446194765762
2,11,az2a,az6b,2,6,4,31.058808112567363,32.286567378809764,0.3619109002404741,2.643192145722253,0.9972433234749368,0.9982150964495501,0.9993081025825956,63.917749999999955,66.28724999999986,1.005625000000066,4.291999999999916,0.998766178611459,0.9993580293943134,0.9999849182326843
3,0,az2b,az1a,2,1,4,2.507472871580717,3.448776231334591,1.0631797729493258,1.9672461272901671,0.6555621049515238,0.9826102850792218,0.937754732023183,3.8559999999999945,5.441750000000013,0.9549999999999841,2.3812500000000227,0.8598142685501806,0.9860058665226905,0.8828394168609726
3,1,az2b,az1b,2,1,4,4.461567545663399,4.959183540351631,0.33083790889222087,1.0495297560811991,0.9890174195917067,0.998852218596521,0.9877876782512431,4.7312500000000455,7.650249999999971,0.5191250000000025,2.6359999999999673,0.9391997554738133,0.992174907310581,0.9800852660276087
3,2,az2b,az2a,2,2,4,21.885187896360804,22.048703360503197,0.3401478871992367,1.1497598899944563,0.9988033896752987,0.999471216386508,0.9991452103507128,21.84925000000004,23.223749999999995,0.6442499999999995,1.6654999999999518,0.9966286424603831,0.9992157512993886,0.999585421900027
3,4,az2b,az3a,2,3,4,97.40487767013803,98.23814172409055,0.5467981229609791,9.947739615362138,0.9999534455661334,0.9947976958413558,0.9998758295362478,16.65725000000009,23.261999999999944,0.64975000000004,9.430000000000064,0.9984789064570296,0.9312426007837477,0.9962222287756386
3,5,az2b,az3b,2,3,4,21.4782916709853,21.613614310137507,3.4906949373054488,4.756026714959603,0.999289094707257,0.988133103454363,0.9995312670121156,36.80049999999994,38.10200000000009,0.5213749999999209,1.5964999999999918,0.9990580256670006,0.9998727024138037,0.9988412505613318
3,6,az2b,az4a,2,4,4,14.16768059252044,15.229125010370836,2.246357527088165,3.2124571101887796,0.988022197942354,0.9988377200946393,0.9986106180735178,77.18200000000002,77.58425,0.3503750000000423,2.719249999999988,0.9990588847559791,0.999773165020598,0.9999895953760384
3,7,az2b,az4b,2,4,4,29.63060541372758,30.67134181102179,1.346472111586408,3.9181726769651846,0.9893192360361257,0.9999658319177476,0.9896409809098958,119.93275,120.92675000000003,1.309375000000017,3.486250000000041,0.9998486703607863,0.9999550700144872,0.9996169792100552
3,8,az2b,az5a,2,5,4,2.9173969068420718,3.2368315186658236,0.9815511478872665,2.2888912708281453,0.9511539995742313,0.9946115787758586,0.8795012138568421,4.124750000000006,5.5677499999999895,0.7943750000000023,1.264250000000004,0.9887304923275599,0.9866920979893429,0.948644046018229
3,9,az2b,az5b,2,5,4,32.84926109631115,33.3954400768681,0.3253274450279804,0.7187563082444797,0.9996256791068965,0.9998074697168362,0.9996911266034361,45.188499999999976,46.77674999999999,0.7895000000000323,1.7522500000000036,0.9983988852219575,0.9998493889556375,0.9987389345833398
3,10,az2b,az6a,2,6,4,168.82497493107945,170.9641303923047,1.1186303347025444,1.965220084403029,0.9999995022352864,0.9999611937756262,0.9999833652983912,266.17775000000006,268.6875,2.070875000000001,3.14224999999999,0.9998313658397326,0.9999031648144838,0.9998502592675552
3,11,az2b,az6b,2,6,4,264.19469158164014,264.9541198611481,0.700552051364582,1.9031802817087282,0.9999916913613291,0.9999883767182498,0.9999916469007325,253.33524999999997,254.55349999999999,1.2550000000000523,2.374499999999898,0.9999949762409956,0.9999835077991396,0.9999882312977044
4,0,az3a,az1a,3,1,4,2.1261368495752038,2.4522226832469585,0.5397220059465724,1.435961018268955,0.770290051287859,0.9815913882422239,0.9484361632304036,2.1607500000000073,4.224999999999966,0.7778749999999945,2.420749999999998,0.3536420909362208,0.9508630589553603,0.9199533705981059
4,1,az3a,az1b,3,1,4,3.7532390741780546,5.498743176782966,1.0432266191301238,1.9730304998001031,0.9538433492944661,0.9174105446545531,0.882917513427177,5.32974999999999,8.494750000000067,1.0201250000000073,2.5634999999999764,0.996351910920306,0.8830083651847591,0.6725991259060845
4,2,az3a,az2a,3,2,4,89.27177569785573,90.31994478289272,0.35356975210436303,1.8243625723889068,0.9998250101727509,0.9999872695814063,0.9999851599403264,114.71299999999997,116.51475000000005,0.7603749999998968,4.360249999999951,0.9990029340339384,0.9998292563682107,0.9999742305815585
4,3,az3a,az2b,3,2,4,81.59660878630262,82.48286450309888,0.10781540494608066,1.2064961794966393,0.9999895733325341,0.9999906655189784,0.9999945173510588,16.65725000000009,23.261999999999944,0.64975000000004,9.430000000000064,0.9984789064570296,0.9312426007837477,0.9962222287756386
4,5,az3a,az3b,3,3,4,2.448580838611349,4.44782105322043,3.0159321825971155,5.717528537916721,0.7184196848988122,0.6706450981023829,0.9429938210598275,5.125999999999998,6.975749999999998,0.741500000000002,3.012500000000003,0.8599469486464043,0.9173621609096836,0.9565863679401357
4,6,az3a,az4a,3,4,4,14.863372061326174,15.406806726516209,1.8859559705612412,2.7279778741409473,0.9951062945988428,0.9964836722340205,0.9992814348490938,27.918249999999944,30.20875000000001,0.8709999999999809,3.7702500000001464,0.9980044456148989,0.9898789759975395,0.9995594836660217
4,7,az3a,az4b,3,4,4,8.524398498401467,8.802953269802458,0.5953001485609093,2.7508556596517337,0.9974920170582241,0.9590135086393495,0.9376614708912576,33.89574999999991,35.394000000000005,0.9706249999999841,2.1792500000001382,0.999204667418992,0.9997132856373812,0.9973528365665741
4,8,az3a,az5a,3,5,4,2.541352976822054,2.8213705362277324,0.7918378589974111,1.7989986176299908,0.8808232921462288,0.8954845867264044,0.2659925013271184,2.842749999999967,3.3479999999999563,0.9859999999999616,2.475500000000011,0.3146595829762559,0.8029681913467415,0.6088880515135757
4,9,az3a,az5b,3,5,4,1.4925510498413246,1.644075087872551,0.2932079383380426,1.3949840191602902,0.5619369567592905,-0.037063173207892784,0.9696427942581396,1.8292500000000018,2.6367500000000064,0.3411249999999768,3.5944999999999823,0.5657035397401698,-0.9240738325879008,0.6651900314901533
4,10,az3a,az6a,3,6,4,68.56275491513316,70.33376260957544,0.26558579355423717,2.07258570184581,0.9998061558125687,0.9994945021380037,0.9999541225976308,66.8175,72.52850000000001,1.3363750000000039,3.8695000000000164,0.9977008168631274,0.9962507452334559,0.9989473355694727
4,11,az3a,az6b,3,6,4,14.578208367551696,17.82914797680479,0.6245648988457475,2.2677188130463435,0.9964137947886418,0.9985325286505056,0.9992966760638036,51.76325000000003,56.92399999999998,0.9080000000000155,3.6079999999999472,0.9998273008135177,0.999451548172447,0.99915922181389
5,0,az3b,az1a,3,1,4,1.877699937175521,2.4954820308518038,2.5151730205989367,3.69669703634176,0.6954544002666734,0.8607818969584684,0.8432732921384235,2.235249999999951,2.6797500000000127,1.0509999999999877,1.695250000000044,0.39719074630566326,0.5416455890109704,0.8427256658679141
5,1,az3b,az1b,3,1,4,5.155690498707344,6.488573849576994,3.441798963468969,5.23037725477991,0.9861246084307549,0.8896930722005044,0.9974148873193794,7.143000000000029,7.747250000000008,0.5421250000000271,1.8520000000000323,0.9542422943084222,0.9978043993307852,0.9977776210420183
5,2,az3b,az2a,3,2,4,20.132964589396977,21.297531157608205,3.3017469542678555,5.264126796726146,0.9950919518167378,0.9922223822951357,0.9927691717456306,55.134750000000054,59.81524999999999,1.1555000000000177,2.4009999999999536,0.9994405070041824,0.9993854612067266,0.9984676293806576
5,3,az3b,az2b,3,2,4,17.38199375208046,19.248225926656744,3.02212325480491,4.550501395791343,0.998595673092254,0.9888851155889397,0.9945091039760536,36.80049999999994,38.10200000000009,0.5213749999999209,1.5964999999999918,0.9990580256670006,0.9998727024138037,0.9988412505613318
5,4,az3b,az3a,3,3,4,2.5379601949593056,3.5697276488435463,3.115303859532345,4.8480136373909195,0.780931701366313,0.9765749629469118,0.510342151168701,5.125999999999998,6.975749999999998,0.741500000000002,3.012500000000003,0.8599469486464043,0.9173621609096836,0.9565863679401357
5,6,az3b,az4a,3,4,4,14.589648602203965,15.47813344438282,1.7829704585815875,2.6610319180604165,0.9976547116092821,0.9990663537815623,0.9975079513073407,16.908750000000055,20.198250000000144,0.475750000000005,3.733249999999998,0.9856951750976733,0.9970754243001388,0.9907370144711533
5,7,az3b,az4b,3,4,4,22.153796328699627,23.9312490734402,3.095480048187113,4.34855861539819,0.997644971896609,0.9956123529862396,0.9980442419720396,30.25825000000009,32.689750000000004,0.3433750000000373,2.5939999999999372,0.9999432803105832,0.9987368742441245,0.9986280882992538
5,8,az3b,az5a,3,5,4,1.680424591546398,2.4989528993130534,2.5936177597399848,3.2590579054844397,0.9417413292031234,0.8508865606788971,0.6620142677154852,2.973000000000013,6.796249999999986,0.5264999999999986,7.689750000000004,-0.9172524252214441,0.9949828424703386,-0.2709182691191498
5,9,az3b,az5b,3,5,4,3.3845570879355193,3.5995267789885474,3.7942243470479724,4.733421828476253,0.7772731833839941,0.7982466178645335,0.9460457723519544,3.289000000000044,5.979750000000024,0.6413749999999538,3.1092500000000314,0.9701924960422978,0.9286394218539555,0.8012384290434602
5,10,az3b,az6a,3,6,4,64.3145084962519,65.4741706202789,2.7105309163790707,3.6199969442249085,0.999943707299002,0.9997449165817218,0.9999948981846638,63.36250000000001,64.88699999999994,1.1928749999999866,3.166249999999991,0.999880811581257,0.9994281015816698,0.9996571057059002
5,11,az3b,az6b,3,6,4,28.684224899579306,30.52624199780729,3.301980629562621,4.117689169572202,0.998875117456399,0.9987307545044921,0.9993875029767315,29.25,29.65424999999999,0.9455000000000098,3.2302500000000123,0.9986075798688246,0.9904314856690715,0.9950561056760887
6,0,az4a,az1a,4,1,4,1.5088712943058908,2.5646436748863266,0.883116470063058,1.8473818652203136,0.7600800824275931,-0.11836438345224583,0.9968301515249629,19.827999999999975,22.770249999999976,0.5283749999999827,3.156000000000006,0.996600189031029,0.9917897802234316,0.9999938357250645
6,1,az4a,az1b,4,1,4,20.994559987050962,21.5978740699303,2.2943456493622705,4.171934923123018,0.9986979870113601,0.994931924966218,0.999415677599649,42.25599999999997,44.661249999999995,0.9596250000000168,2.0960000000000036,0.9997953977924924,0.9986329890082162,0.9998648873207734
6,2,az4a,az2a,4,2,4,7.8877202482138955,9.164953982296424,1.569559726044531,2.1225507069355842,0.9998739927408125,0.976948214394112,0.9989534358865648,16.932750000000055,17.980999999999995,0.5036249999999711,1.4990000000000236,0.9973534298561455,0.999780060198947,0.9997875434730894
6,3,az4a,az2b,4,2,4,63.54423547276511,64.02595449709167,1.9238518576993187,2.6379131020564444,0.9997769247668173,0.9991072348629343,0.9999890107080854,77.18200000000002,77.58425,0.3503750000000423,2.719249999999988,0.9990588847559791,0.999773165020598,0.9999895953760384
6,4,az4a,az3a,4,3,4,13.76378412187205,15.829004083174539,2.2362499992641176,3.5125594864929326,0.9940638494733905,0.9956066870260676,0.9988894177112783,27.918249999999944,30.20875000000001,0.8709999999999809,3.7702500000001464,0.9980044456148989,0.9898789759975395,0.9995594836660217
6,5,az4a,az3b,4,3,4,11.937112810616497,13.19868462093416,2.3219920347590914,5.534594333459779,0.9691503210119777,0.9919868029916183,0.9177760748597943,16.908750000000055,20.198250000000144,0.475750000000005,3.733249999999998,0.9856951750976733,0.9970754243001388,0.9907370144711533
6,7,az4a,az4b,4,4,4,3.170978310008067,3.8686316920911423,1.4479883812148415,4.492421889222356,0.7987676135017054,0.7113672510889136,0.6627896768626832,32.92274999999998,34.19875000000002,0.7561249999999973,2.359499999999997,0.9961197819637065,0.9986630281122559,0.9980514747601619
6,8,az4a,az5a,4,5,4,14.367744617676976,15.534840769568802,0.8820560872501915,1.760669998101747,0.9988321067264393,0.9986181449287406,0.9984401935163809,18.827999999999975,19.514499999999998,0.5402499999999577,1.1940000000000168,0.9997123677188081,0.9954500065019567,0.9993046366020791
6,9,az4a,az5b,4,5,4,23.37834195393455,25.220889902981412,1.9881937478012333,4.134373710571992,0.9960225578163341,0.9995352104057492,0.9984478435147502,30.081000000000017,31.096749999999986,0.90625,3.8977499999999736,0.9959530080249785,0.9995595099357553,0.9996971691246769
6,10,az4a,az6a,4,6,4,21.624022939241513,24.458977306936163,2.042193474420003,4.311086827626752,0.9867807818174779,0.9964336751255436,0.9891573945385616,40.07375000000002,47.61975000000007,1.4150000000000205,7.339750000000095,0.9893362562995425,0.9993604674527237,0.9932092236969492
6,11,az4a,az6b,4,6,4,19.59607658307698,20.95684020670626,1.972052921133752,3.27805174797669,0.9926024428287276,0.9934508834091524,0.9988108045029622,20.393249999999966,21.281000000000063,0.8288749999999254,4.2762500000000045,0.9682193829625696,0.996245263386598,0.9902437418672796
7,0,az4b,az1a,4,1,4,11.85602731587872,12.613732330915212,1.0146211572386221,1.6239701207551889,0.9998371713533922,0.9976425658458908,0.995734793136659,14.019000000000005,15.115250000000003,0.7694999999999652,2.4225000000000136,0.9958393638372308,0.9811202785852305,0.980122899072584
7,1,az4b,az1b,4,1,4,14.032843087338591,15.126491706793416,0.8509808948512472,2.6949492163451794,0.9990351100506101,0.9854636896807905,0.9931593168953395,9.93300000000005,10.71550000000002,1.2945000000000277,2.4247500000000173,0.9806478841466795,0.9206097771275773,0.9722764303021644
7,2,az4b,az2a,4,2,4,42.35130394425397,44.154097282662946,0.33114026705150934,1.2464529976820131,0.9996170837060495,0.9998359531191118,0.9999104105869192,11.847750000000019,14.893750000000011,0.5488750000000095,3.0170000000000528,0.9953439340281596,0.9974606415285195,0.9984613582754556
7,3,az4b,az2b,4,2,4,99.62525314029685,100.26279217739693,0.6270029580479388,0.9766790976431707,0.9998582901720928,0.999915059327578,0.9999321774717362,119.93275,120.92675000000003,1.309375000000017,3.486250000000041,0.9998486703607863,0.9999550700144872,0.9996169792100552
7,4,az4b,az3a,4,3,4,40.8981696284427,41.33591758156257,0.46362266559245313,3.464846139757526,0.9996152762165247,0.998420544648015,0.9999635299434531,33.89574999999991,35.394000000000005,0.9706249999999841,2.1792500000001382,0.999204667418992,0.9997132856373812,0.9973528365665741
7,5,az4b,az3b,4,3,4,12.621437516772119,15.367032497499054,2.866500209283089,4.41448545268355,0.990925466268627,0.9911855872279249,0.987461861250453,30.25825000000009,32.689750000000004,0.3433750000000373,2.5939999999999372,0.9999432803105832,0.9987368742441245,0.9986280882992538
7,6,az4b,az4a,4,4,4,30.67027377654732,30.935623271168282,1.4511270067806876,2.216403156103013,0.9992801878869304,0.9999869113296138,0.9999012923974346,32.92274999999998,34.19875000000002,0.7561249999999973,2.359499999999997,0.9961197819637065,0.9986630281122559,0.9980514747601619
7,8,az4b,az5a,4,5,4,13.57984160117988,14.056764472079038,0.586482001382862,1.2539959695776588,0.9980433690850848,0.9996773506351703,0.9961465773612881,43.72000000000003,44.23950000000002,0.49337499999998613,2.4302500000000578,0.9991559784312539,0.9979114430834388,0.9989319701463366
7,9,az4b,az5b,4,5,4,17.91979547032355,18.32437003821579,0.6175685653037561,2.187226231651408,0.9936882080321906,0.9963361716953237,0.9983246815447266,25.821499999999986,26.109500000000025,1.0622499999999917,3.575749999999971,0.9863208472685518,0.9940386977294087,0.9882686362397143
7,10,az4b,az6a,4,6,4,5.251429433628061,6.581936291638044,0.8235639460297364,1.826146819357973,0.844972414318018,0.9869825095431463,0.984579164523164,7.929750000000013,8.750750000000039,1.227624999999989,4.712249999999926,0.7357506666930878,0.9710666002844689,0.9725280043103731
7,11,az4b,az6b,4,6,4,48.07569155753322,48.700841637836675,0.7091654592591681,2.4083563808396775,0.998716878354078,0.9999493787041986,0.9999552912540939,47.40674999999999,52.258749999999964,1.401625000000024,2.421000000000049,0.9966187844876708,0.9992777354613448,0.9988240953921357
8,0,az5a,az1a,5,1,4,0.8518774778392526,1.8096405337524004,0.46664182062004045,0.9999552409613273,0.3040260207887541,-0.4481648595934216,0.8008343958117369,1.897500000000008,2.9979999999999905,0.516124999999974,1.4284999999999854,0.6225668403434413,0.7279110243386506,0.6864024300163379
8,1,az5a,az1b,5,1,4,5.156385742513322,5.684172158620456,1.439697155277841,2.948404280754218,0.9882517689013255,0.9611380279779814,0.992678390299151,5.448500000000024,6.514999999999986,1.0446249999999964,1.4509999999999934,0.9216853414247725,0.9103462336573201,0.9089064237568063
8,2,az5a,az2a,5,2,4,7.663549105896749,8.922489961272959,0.9446947260591685,2.046402646751943,0.9867716983839318,0.9344902546528724,0.9987989259715065,17.873999999999967,19.651749999999993,0.33662499999999795,3.368249999999989,0.9996223889768826,0.9823958524452152,0.998701781955131
8,3,az5a,az2b,5,2,4,4.225643305571651,4.709695767978957,0.6212501082888267,1.6187336736315245,0.9869892604087088,0.9983640868166029,0.900358592437567,4.124750000000006,5.5677499999999895,0.7943750000000023,1.264250000000004,0.9887304923275599,0.9866920979893429,0.948644046018229
8,4,az5a,az3a,5,3,4,3.060096406067288,3.4265653849366515,0.891583957116751,3.2243524914131854,0.7342534302622538,0.6243165997381176,0.9734282230358894,2.842749999999967,3.3479999999999563,0.9859999999999616,2.475500000000011,0.3146595829762559,0.8029681913467415,0.6088880515135757
8,5,az5a,az3b,5,3,4,1.334444213589336,6.990026836295357,2.6063240743631297,10.663139407736423,-0.9413728599290122,0.7861513689647724,-0.28846181795803844,2.973000000000013,6.796249999999986,0.5264999999999986,7.689750000000004,-0.9172524252214441,0.9949828424703386,-0.2709182691191498
8,6,az5a,az4a,5,4,4,5.71665853152146,6.6593117223355875,0.9719313172541177,1.6696991123207,0.9824660567642911,0.9959609638604051,0.9879137907701032,18.827999999999975,19.514499999999998,0.5402499999999577,1.1940000000000168,0.9997123677188081,0.9954500065019567,0.9993046366020791
8,7,az5a,az4b,5,4,4,31.39812502491074,31.487649742597114,0.6063661060421595,1.1207771841255294,0.9999742439840313,0.9980273252457843,0.9997728578686855,43.72000000000003,44.23950000000002,0.49337499999998613,2.4302500000000578,0.9991559784312539,0.9979114430834388,0.9989319701463366
8,9,az5a,az5b,5,5,4,3.3110084296418307,4.032483798246645,0.6389299434674207,1.8158086342880537,0.9610620978035728,0.9727819515785147,0.9662390491390955,2.484999999999985,2.890999999999991,0.35012500000000557,1.1570000000000107,0.8940467814268486,0.9211018416511956,0.9687431501596994
