input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:metadata_bytes,counter:selected_blocks,counter:original_blocks,counter:body_bytes
neoverse-v2,count/wikileaks-noquotes/direct4/cp16/point/shared/sparse17,1,5,"[177.12077905652615,177.83971164790788,176.78500063235256,176.83216137599052,176.96126217275233]",176.96126217275233,"[177.11496142708512,188.0619071703592,176.77943594316284,176.82634374634733,177.15787277056583]",177.11496142708512,,,1024.0,16.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/cps/masked25,1,5,"[1212.8297927685728,1212.872973207267,1212.8602271741684,1212.4024104743505,1212.8617012052546]",1212.8602271741684,"[1212.7903407617987,1213.9133790016367,1212.8264978782338,1212.3649527385637,1212.8238099282719]",1212.8238099282719,,,544.0,62.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/cps/scan,1,5,"[3711.6165734079455,3711.245670130644,3710.214495070569,3711.4023447908626,3708.543565147796]",3711.245670130644,"[3712.835864646426,3713.1982413962255,3710.1249666801837,3711.2909672111164,3708.4289901610005]",3711.2909672111164,,,544.0,256.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/cps/sparse17,1,5,"[376.1079790677668,376.4519583513217,376.4749946051115,376.67929974105294,376.24201553733707]",376.4519583513217,"[376.09751294921807,376.439873758656,376.4631527824037,376.8243687955298,377.03568730859433]",376.4631527824037,,,544.0,16.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/masked25,1,5,"[1208.1586380176184,1207.1714607521005,1207.1653093050866,1208.2152140009707,1207.1730202737454]",1207.1730202737454,"[1208.135851672675,1207.1333391134065,1207.1271010234411,1208.759487095344,1207.1375844726642]",1207.1375844726642,,,544.0,62.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/scan,1,5,"[3683.5761414621315,3683.905252045438,3683.3942992873717,3684.299287410989,3684.0097651095452]",3683.905252045438,"[3683.4824491816644,3684.6305093664564,3683.278965434467,3686.719714980689,3691.743467929475]",3684.6305093664564,,,544.0,256.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/sparse17,1,5,"[375.8697906870485,375.84633366471223,375.68143590294375,375.54192976328414,375.633957600027]",375.68143590294375,"[375.8573232666227,376.0735954011322,375.6710911675844,375.5300266014366,375.6221619129707]",375.6710911675844,,,544.0,16.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/inline/masked25,1,5,"[1212.4930911619344,1211.9021465195067,1210.9014512905383,1211.8917180847043,1211.5429738420046]",1211.8917180847043,"[1213.055705225187,1213.0653515242223,1210.8663422337738,1212.4075779959069,1211.5068219361099]",1212.4075779959069,,,544.0,62.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/inline/scan,1,5,"[3785.6252705628563,3782.617965367944,3778.6282467532983,3780.984577922203,3778.3758116883832]",3780.984577922203,"[3788.455627729148,3782.5173159993547,3778.4883658196222,3782.43073593637,3778.268398275683]",3782.43073593637,,,544.0,256.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/inline/sparse17,1,5,"[378.58765899865176,378.75418132612606,378.53147496616594,378.63220568336897,378.5730717185384]",378.58765899865176,"[378.57607577945663,378.9424898512125,378.52165087807657,378.62032476121396,378.5613261168197]",378.57607577945663,,,544.0,16.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/materialized/masked25,1,5,"[1217.277292576435,1219.695109170319,1216.7277729257687,1216.9235807860198,1216.728646288209]",1216.9235807860198,"[1217.2423580781326,1224.760262004772,1216.6956331904705,1217.767074236555,1216.695109168616]",1217.2423580781326,,,544.0,62.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/materialized/scan,1,5,"[3802.5126530612174,3795.116462585,3796.4506122448042,3797.7336054421403,3797.5893877552166]",3797.5893877552166,"[3809.9412245019207,3795.0253061378326,3796.3262584959184,3799.6819047807207,3797.487346933589]",3797.487346933589,,,544.0,256.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/materialized/sparse17,1,5,"[380.3504745329348,380.3765534495394,380.17099502351607,380.4079895575701,380.0068528539823]",380.3504745329348,"[380.33943382295024,380.5824925875556,380.160606965405,380.39621461249175,379.9944796445718]",380.33943382295024,,,544.0,16.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/shared/masked25,1,5,"[1143.4699453551427,1143.2018595546945,1142.1111654840788,1142.1974553462117,1141.9411141016299]",1142.1974553462117,"[1146.0864529762816,1144.0967294754032,1142.0785417148209,1142.7550770743585,1141.9091428096376]",1142.7550770743585,,,544.0,62.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/shared/scan,1,5,"[3521.3490423385483,3521.003780241858,3519.7235383063203,3521.9594254032045,3521.928679435605]",3521.3490423385483,"[3521.2487399310394,3522.6255040387764,3519.633064509631,3521.8573588640684,3521.824344756492]",3521.824344756492,,,544.0,256.0,256.0,14.0
neoverse-v2,count/wikileaks-noquotes/series_local/cp16/native16/shared/sparse17,1,5,"[358.77481112195994,358.3399804697453,358.4601685768692,358.57380377240446,358.5871922701296]",358.57380377240446,"[358.7634270424865,358.32864778812586,358.4485532175749,358.70771444744145,358.5771187741699]",358.5771187741699,,,544.0,16.0,256.0,14.0
