input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration
neon,shape/2/compact/sum/all/packet,1,3,"[5425.19459878538,5421.08618684586,5425.065512340095]",5425.065512340095,"[5425.0108541166765,5437.821294742495,5425.746220441027]",5425.746220441027,"[5.298041600376347,5.29402947934166,5.297915539394624]",5.297915539394624,1024.0
neon,shape/2/compact/sum/all/point,1,3,"[5147.165623495421,5146.577636013468,5178.5012036591415]",5147.165623495421,"[5152.609894079072,5147.151299952,5180.237481944308]",5152.609894079072,"[5.026528929194747,5.025954722669402,5.05713008169838]",5.026528929194747,1024.0
neon,shape/2/compact/sum/half/packet,1,3,"[4648.173523556768,4648.524220305216,4659.604733466014]",4648.524220305216,"[4648.95543021396,4651.566467596185,4735.8957089141795]",4651.566467596185,"[4.539231956598406,4.539574433891812,4.550395247525405]",4.539574433891812,1024.0
neon,shape/2/compact/sum/half/point,1,3,"[2756.346875820414,2756.025072197401,2756.1724862168426]",2756.1724862168426,"[2756.641966395854,2755.934103438724,2756.4300341291882]",2756.4300341291882,"[2.691744995918373,2.6914307345677746,2.6915746935711353]",2.6915746935711353,1024.0
neon,shape/2/compact/update/all/packet,1,3,"[12497.55750371457,12503.796433878082,12497.667756315013]",12497.667756315013,"[12499.259732544047,12512.87399703029,12499.717087669125]",12499.717087669125,"[12.20464599972126,12.210738704959065,12.204753668276382]",12.204753668276382,1024.0
neon,shape/2/compact/update/all/point,1,3,"[77468.97579143404,77493.83612662983,77448.3407821226]",77468.97579143404,"[77495.52141526515,77503.02607075767,77455.7858473019]",77495.52141526515,"[75.65329667132231,75.67757434241194,75.6331452950416]",75.65329667132231,1024.0
neon,shape/2/compact/update/half/packet,1,3,"[9461.259075535456,9470.388951521934,9463.392333709147]",9463.392333709147,"[9462.902818489756,9475.956708003627,9464.65659526472]",9464.65659526472,"[9.239510815952594,9.248426710470639,9.24159407588784]",9.24159407588784,1024.0
neon,shape/2/compact/update/half/point,1,3,"[38903.71229050293,38923.63780260727,38912.679702048306]",38912.679702048306,"[38908.25325884089,38927.489757913616,38921.12011174329]",38921.12011174329,"[37.99190653369427,38.01136504160866,38.00066377153155]",38.00066377153155,1024.0
neon,shape/2/spread/sum/all/packet,1,3,"[59704.35622317585,59740.12017167414,59763.90844062982]",59740.12017167414,"[59907.47496424402,59749.76251788985,59769.66809727907]",59769.66809727907,"[58.305035374195164,58.33996110515053,58.363191836552566]",58.33996110515053,1024.0
neon,shape/2/spread/sum/all/point,1,3,"[8677.698148533364,8814.363220303727,8812.837736634056]",8812.837736634056,"[8678.783856875492,8815.343457456574,8812.556896192522]",8812.556896192522,"[8.474314598177115,8.607776582327858,8.606286852181695]",8.606286852181695,1024.0
neon,shape/2/spread/sum/half/packet,1,3,"[30617.922457937104,30628.451353328353,30639.63862472567]",30628.451353328353,"[30624.062911490193,30645.772494508736,30643.46378932138]",30643.46378932138,"[29.900314900329203,29.91059702473472,29.921522094458666]",29.91059702473472,1024.0
neon,shape/2/spread/sum/half/point,1,3,"[4591.316531817177,4592.803958014404,4595.456593046121]",4592.803958014404,"[4591.832057730217,4593.532910561391,4605.137546467735]",4593.532910561391,"[4.483707550602713,4.4851601152484415,4.487750579146603]",4.4851601152484415,1024.0
neon,shape/2/spread/update/all/packet,1,3,"[170837.78455284817,170738.88211382192,170774.99593495872]",170774.99593495872,"[170885.3455284505,170757.18292684952,170791.96341464377]",170791.96341464377,"[166.8337739773908,166.73718956427922,166.77245696773312]",166.77245696773312,1024.0
neon,shape/2/spread/update/all/point,1,3,"[79953.25190839646,79988.09160305327,79959.6450381676]",79959.6450381676,"[79963.68320610758,80041.74045800634,79969.35687021777]",79969.35687021777,"[78.07934756679343,78.1133707061067,78.08559085758553]",78.08559085758553,1024.0
neon,shape/2/spread/update/half/packet,1,3,"[86141.98971193453,86088.00205761305,86153.026748971]",86141.98971193453,"[86153.1255143857,86085.18930040895,86174.94650206913]",86153.1255143857,"[84.12303682806106,84.07031450938774,84.13381518454199]",84.12303682806106,1024.0
